"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Justice","Agency Overall","2013","50 U.S.C. § 403g","Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","42"
"Department of Justice","Agency Overall","2013","50 U.S.C. § 431","CIA v. Sims, 471 U.S. 159, 167, 174 n.19 (1985) (dictum); Wolf v. CIA, 569 F. Supp. 2d 1, 8 (D.D.C. 2008).","""[O]perational files of the Central Intelligence Agency""","1"
"Department of Justice","Agency Overall","2013","42 U.S.C. § 3789g","None","Data received by the Bureau of Justice Statistics and used only for statistical or research purposes","9"
"Department of Justice","Agency Overall","2013","10 U.S.C. § 130b","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O'Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifiable information pertaining to members of the armed forces assigned to ""routinely deployable unit[s]"" and certain employees of DOD and DHS","1"
"Department of Justice","Agency Overall","2013","10 U.S.C. § 130c","Nat'l Inst. of Military Justice v. DOD, 404 F. Supp. 2d 325, 335-37 (D.D.C. 2005), aff'd on other grounds, 512 F.3d 677 (D.C. Cir. 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).","Certain ""sensitive information of foreign governments"" and certain international organizations","2"
"Department of Justice","Agency Overall","2013","10 U.S.C. § 424","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DOJ, 562 F. Supp.  2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","3"
"Department of Justice","Agency Overall","2013","10 U.S.C. § 1102","Goodrich v. Dep't of the Air Force, 404 F. Supp. 2d 48. 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v. Dep't of the Air Force, 107 F. Supp. 2d 912, 917 (S.D. Ohio 1999).","Medical quality assurance records","1"
"Department of Justice","Agency Overall","2013","18 U.S.C. § 4208(c)","DOJ v. Julian, 486 U.S. 1, 9 (1988).","Certain records pertaining to parole determination proceedings","1"
"Department of Justice","Agency Overall","2013","18 U.S.C. § 3123(d)","Jennings v. FBI, No. 03-1651, slip op. at 11-12 (D.D.C. May 6, 2004); Riley v. FBI, No. 00-2378, 2002 U.S. Dist. LEXIS 2632, at *5-6 (D.D.C. Feb. 11, 2002); Manna v. DOJ, 815 F. Supp. 798, 812 (D.N.J. 1993), aff'd on other grounds, 51 F.3d 1158 (3d Cir. 1995).","Certain court ""order[s] authorizing or approving the installation and use of a pen register or a trap and trace device""; information pertaining to ""the existence of the pen register or trap and trace device or the existence of the investigation""","40"
"Department of Justice","Agency Overall","2013","22 U.S.C. § 2778(e)","Council for a Livable World v. U.S. Dep't of State, No. 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).","Certain information pertaining to export license applications","2"
"Department of Justice","Agency Overall","2013","31 U.S.C. § 5319","Hulstein v. DEA, No. 10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Berger v. IRS, 487 F. Supp. 2d 482,  496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008), cert. denied, 129 S. Ct. 2789 (U.S. 2009); Sciba v. Bd. of Governors of the Fed. Reserve Sys., No. 04-1011, 2005 WL 3201206, at *6 (D.D.C. Nov. 4, 2005).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","20"
"Department of Justice","Agency Overall","2013","49 U.S.C. § 40119(b)","Pub. Citizen, Inc. v. FAA, 988 F.2d 186, 194 (D.C. Cir. 1993); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004)","Certain information obtained or developed in ensuring transportation security if disclosure of that information would: constitute an invasion of personal privacy, reveal a trade secret or confidential commercial or financial information, or be detrimental to transportation safety","3"
"Department of Justice","Agency Overall","2013","50 U.S.C. § 402 note","Houghton v. NSA, No. 09-4440, 2010 WL 1784058, at *3 (3d Cir. May 5, 2010) (per curiam); Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y. Feb. 9, 2009), summary affirmance granted, 354 F. App'x. 591 (2d Cir. 2009)","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","5"
"Department of Justice","Agency Overall","2013","50 U.S.C. § 403-1(i)(1)","CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380 (D.C. Cir. 2007).","Intelligence sources and methods","174"
"Department of Justice","Agency Overall","2013","50 U.S.C. § 1702(a)(1)","Wis. Project on Nuclear Arms Control v. U.S. Dep't of Commerce, 317 F.3d 275, 284 (D.C. Cir. 2003).","Authorizes the President to ""regulate . . . prevent or prohibit . . . importation or exportation of . . . any property in which any foreign country or a national thereof has any interest . . . by any person, or with respect to any property, subject to the jurisdiction of the United States""","1"
"Department of Justice","Agency Overall","2013","5 U.S.C. app. § 107(a)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010).","Financial disclosure information pertaining to certain government employees","45"
"Department of Justice","Agency Overall","2013","18 U.S.C. § 3153","N/A","Information regarding pre-trial services","4"
"Department of Justice","Agency Overall","2013","41 U.S.C. § 4702(b)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"Department of Justice","Agency Overall","2013","41 U.S.C. § 2102(a)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","12"
"Court Services and Offender Supervision Agency","Agency Overall","2013","N/A","N/A","N/A","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2013","0","N/A","0","0"
"National Endowment for the Arts","Agency Overall","2013","N/A","N/A","N/A","0"
"Federal Communications Commission","Agency Overall","2013","N/A","N/A","N/A","0"
"United States Trade and Development Agency","Agency Overall","2013","41 U.S.C. § 4702(b)","Sinkfield v. HUD, No. 10-885, 2012 U.S. District LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012);  Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004)","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","1"
"National Labor Relations Board","Agency Overall","2013","N/A","N/A","N/A","0"
"Federal Open Market Committee","Agency Overall","2013","N/A","N/A","N/A","0"
"National Capital Planning Commission","Agency Overall","2013","N/A","","None","0"
"Postal Regulatory Commission","Agency Overall","2013","N/A","N/A","N/A","0"
"American Battle Monuments Commission","Agency Overall","2013","0","0","0","0"
"Selective Service System","Agency Overall","2013","N/A","N/A","N/A","0"
"Peace Corps","Agency Overall","2013","N/A","N/A","N/A","0"
"U.S. Commission on Civil Rights","Agency Overall","2013","N/A","0","0","0"
"Department of Agriculture","Agency Overall","2013","5 U.S.C. § 574(b)","None.","Information in connection with dispute resoultion.","4"
"Department of Agriculture","Agency Overall","2013","7 U.S.C. § 608d(2)","None.","Information for marketing order programs that is categorized as trade secrets and commercial or financial information.","3"
"Department of Agriculture","Agency Overall","2013","7 U.S.C. § 1502 (c)","None.","Personal information in connection with policy holders and/or yield data.","2"
"Department of Agriculture","Agency Overall","2013","7 U.S.C. § 2018 (c)","Argus Leader Media v. US Dep't of Agriculture, 2012 WL 4482939 (Sept. 27, 2012).","Names and other personally identifiable information of SNAP (Food Stamps) recipients and firms participating  in program.","25"
"Department of Agriculture","Agency Overall","2013","7 U.S.C. § 2276(a)(2)","Strunk v. U.S. Dep't of Interior, 752 F. Supp. 2d, 39, 44 (D.D.C. 2010).","Information furnished under a provision of law referred to in subsection (d) of this section…unless such information has been transformed into a statistical or aggregate form that does not allow the identification of the person who supplied particular information.","6"
"Department of Agriculture","Agency Overall","2013","7 U.S.C. § 8791","Ctr. for Biological Diversity v. USDA, 626 F.3d 1113, 1118 (9th Cir. 2010); Zanoni v. USDA, 605 F. Supp. 2d 230, 237-381 (D.D.C. 2009)","Information provided by an agricultural producer or owner of agricultural land concerning agricultural operations, farming, or conservation practices, or the land itself, in order to participate in programs of the Department and certain certain geospatial information...maintained by the the Secretary.","354"
"Department of Agriculture","Agency Overall","2013","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Information pertaining to the nature and location of certain archaeological resources.","31"
"Department of Agriculture","Agency Overall","2013","16 U.S.C. § 470w-3","None.","Archaeological site maps, cultural resources and historic sites.","14"
"Department of Agriculture","Agency Overall","2013","41 U.S.C. § 2102","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at 3-4 (E.D. Cal. May 4, 2001)(dictum).","Contractor bid or proposal information; source selection information.","1"
"Department of Agriculture","Agency Overall","2013","41 U.S.C. § 4702(b)","Sinkerfield v. HUD, No. 10-885, 2012 U.S. Dist. Lexis 35233, at 13-15 (S.D. Ohio Mar. 15, 2012); Hornbostel v. Dep't of the Interior, 305 F. Supp. 2d. 21,30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Proposals not set forth or incorporated by reference in a contract entered into between the agency and the contractor.","15"
"National Credit Union Administration","Agency Overall","2013","0","N/A","0","0"
"Federal Mine Safety and Health Review Commission","Agency Overall","2013","0","N/A","0","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2013","29 U.S.C. § 1343","None","Any information or documentary material submitted to the [agency] pursuant to… section [1343 of title 29 of the United States Code]","1"
"Environmental Protection Agency","Agency Overall","2013","7 U.S.C. § 136i-1 (Federal Insecticide, Fungicide, and Rodenticide Act)","Doe v. Veneman, 380 F. 3d 807, 818 (5th Cir. 2004).","Data ""that would directly or indirectly reveal the identity of individual producers [of certain pesticides]""","16"
"Environmental Protection Agency","Agency Overall","2013","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS. 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen. No. 06-843, 2008 WL 62744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Con","Certain records pertaining to grand jury proceedings","2"
"Consumer Product Safety Commission","Agency Overall","2013","15 U.S.C. § 2055(a)(2) [Section 6(a)(2) of the Consumer Product Safety Commission Safety Act (CPSA)]","Mulloy v. Consumer Prod. Safety Comm'n, No. C-2-85-645, 1985 U.S. Dist. LEXIS 17194, at **2-5 (S.D. Ohio Aug. 2, 1985)","Trade secret and other confidential business information","207"
"Consumer Product Safety Commission","Agency Overall","2013","15 U.S.C. § 2055(b)(1) [Section 6(b)(1) of the CPSA]","Consumer Prod. Safety Comm'n v. GTE Sylvania, Inc., 447 U.S. 102, 122 (1980); and Krugler v. U.S. Consumer Prod. Safety Comm'n, 1:03-CV-1905-JTC (N.D.GA. June 22, 2004), and Reliance Elec. Co. v. Consumer Prod. Safety Comm'n, 924 F.2d 274 (D.C. Cir. 1991)","Information that identifies a particular brand name of a consumer product","192"
"Consumer Product Safety Commission","Agency Overall","2013","15 U.S.C. § 2055(b)(5) {Section 6(b)(5) of the CPSA]","Reliance Elec. Co. v. Consumer Prod. Safety Comm'n, 924 F.2d 274 (D.C. Cir. 1991)","Information submitted under statutory reporting requirement for certain potentially unsafe consumer products","19"
"Consumer Product Safety Commission","Agency Overall","2013","15 U.S.C. § 2055(e)(1) [Section 6(e)(1) of the CPSA]","None","Information submitted under statutory reporting requirement for certain consumer products involved in product liability ations","7"
"Consumer Product Safety Commission","Agency Overall","2013","15 U.S.C. § 2074(c) [Section 25(c) of the CPSA]","None","Information that identifies injured persons or those treating injured persons, absent consent","176"
"Federal Reserve System","Agency Overall","2013","31 U.S.C. § 5319 (Bank Secrecy Act)","Hulstein v. DEA, No. 10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008), cert. denied, 129 S. Ct. 2789 (U.S. 2009); Sciba v. Bd. of Governors of the Fed. Reserve Sys., No. 04-1011, 2005 WL 3201206, at *6 (D.D.C. Nov. 4, 2005).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","1"
"Federal Reserve System","Agency Overall","2013","44 U.S.C. § 3501, note (Confidential Information Protection and Statistical Efficiency Act of 2002)","","Census coding for geographical locations.","1"
"Federal Reserve System","Agency Overall","2013","12 U.S.C. § 248(s)(6) (Dodd-Frank Wall Street Reform and Consumer Protection Act","","Information on borrowers at the discount window","1"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2013","0","N/A","0","0"
"Overseas Private Investment Corporation","Agency Overall","2013","0","N/A","0","0"
"Department of Commerce","Agency Overall","2013","50 U.S.C. § 2411(c)","Wis. Project on Nuclear Arms Control v. Dep’t of Commerce, 317 F.3d 275, 284 (D.C. Cir. 2003); Times Publ’g Co. v. U.S. Dep’t of Commerce, 236 F.3d 1286, 1292 (11th Cir. 2001).","Information pertaining to license applications under the Export Administration Act","14"
"Department of Commerce","Agency Overall","2013","35 U.S.C. § 122","Irons & Sears v Dann, 606 F.2d 1215, 1219-21 (D.C. Cir.1979)","Applications for patents; certain information pertaining to applications for patents","12"
"Department of Commerce","Agency Overall","2013","13 U.S.C. §§ 8(b), 9(a)","Baldrige v Shapiro, 455 U.S, 345, 355 (1982)","Certain Census data","20"
"Department of Commerce","Agency Overall","2013","41 U.S.C. § 2102","Legal & Safety Employer Research, Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","1"
"Department of Commerce","Agency Overall","2013","13 U.S.C. § 301(g)","Afr. Fund v. Mosbacher, No. 92 Civ. 289, 1993 WL 183736, at *5 (S.D.N.Y. May 26, 1993); Young Conservative Found., Inc. v. U.S. Dep’t of Commerce, No. 85-3982, 1987 WL 9244, at *2-3 (D.D.C. Mar. 25, 1987).","Shippers’ export declarations or successor documents","11"
"Department of Commerce","Agency Overall","2013","41 U.S.C. § 253b(m)(1)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012);  Hornbostel v U.S. Dep’t of Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","6"
"Department of Commerce","Agency Overall","2013","16 U.S.C. § 1881(a)","No Case","Statistical information contained in fishery management plans.","8"
"Department of Commerce","Agency Overall","2013","15 U.S.C. § 7301(c),","No Case","Safety-related information submitted in the course of investigations regarding building failures.","2"
"Department of Commerce","Agency Overall","2013","16 U.S.C. § 1387(d)(8)","No Case","Information pertaining to the “take” of marine mammals in U.S. waters and by U.S. citizens on the high seas, and the importation of marine mammals and marine mammal products into the U.S.","1"
"Department of Commerce","Agency Overall","2013","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 207); Fund for Constitutional Gov’t v. Nat’l Archives & Records Serv, 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WI. 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008)","Certain records pertaining to grand jury proceedings.","2"
"U.S. Railroad Retirement Board","Agency Overall","2013","45 U.S.C. § 362(d)","Ass'n of Retired Railroad Workers v. U.S. R.R. Retirement Board, 830 F. 2d 331, 334 (D.C. Cir. 1987); Nat'l Ass'n of Retired & Veteran Ry. Employees v. R.R. Ret. Bd., 87-117, slip op. at 5 (N.D. Ohio Feb. 20, 1991)","Information obtained by the Railroad Retirement Board that reveals, in any manner, an employee's identity","27"
"United States International Trade Commission","Agency Overall","2013","N/A","N/A","N/A","0"
"Securities and Exchange Commission","Agency Overall","2013","15 U.S.C. § 78q(h)(5)","N","Associated persons of broker-dealers, government securities brokers or dealers, or municipal securities dealers.","1"
"Securities and Exchange Commission","Agency Overall","2013","41 U.S.C. § 2102","N","Proprietary or source selecting information about ongoing Federal Procurements","1"
"Securities and Exchange Commission","Agency Overall","2013","15 U.S.C. § 78u-6","N","Whistleblower","20"
"Securities and Exchange Commission","Agency Overall","2013","42 U.S.C. § 247d-6b(d)","N","Bioterrorism Preparedness Stockpiles","3"
"Securities and Exchange Commission","Agency Overall","2013","41 U.S.C. § 253b(m)","Y","Contractor Proposals","3"
"Securities and Exchange Commission","Agency Overall","2013","5 U.S.C. App 7(b)(IG Act)","N","Names of employees who provide information or complaints to the Inspector General.","2"
"Securities and Exchange Commission","Agency Overall","2013","15 U.S.C. § 77f(e)(2)","N","Jumpstart Our Business Startups Act, Section 106(e)(2)","1"
"Department of Transportation","Agency Overall","2013","49 U.S.C. § 31105(h)(1)","N/A","Information identifying motor carrier employee whistleblowers","145"
"Department of Transportation","Agency Overall","2013","49 U.S.C. § 40119(b) (Federal Aviation Act)","Pub. Citizen, Inc. v. FAA, 988 F.2d 186, 194 (D.C. Cir. 1993); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004)","Certain information obtained or developed in ensuring transportation security if disclosure of that information would: constitute an invasion of personal privacy, reveal a trade secret or confidential commercial or financial information, or be detrimental to transportation safety","132"
"Department of Transportation","Agency Overall","2013","5 U.S.C. App. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010).","Financial disclosure information related to certain employees","2"
"Department of Transportation","Agency Overall","2013","16 U.S.C. § 470w-3","N/A","National historic preservation information","1"
"Department of Transportation","Agency Overall","2013","41 U.S.C. § 2102(a)","Legal & Safety Employer Research, Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","2"
"Department of Transportation","Agency Overall","2013","49 U.S.C. § 46311","N/A","Information from air carrier records","1"
"Department of Transportation","Agency Overall","2013","49 U.S.C. § 1114(f)","N/A","Foreign aircraft accident investigation information","1"
"Department of Transportation","Agency Overall","2013","49 U.S.C. § 40110(e)","N/A","Contract proposal not incorporated into contract","5"
"Department of Transportation","Agency Overall","2013","49 U.S.C. § 40123(a)","N/A","Aviation Safety Action Program voluntarily submitted information","4"
"Department of Transportation","Agency Overall","2013","49 U.S.C. § 30183","N/A","Names of individuals in highway traffic accident and accident investigation files used for research and development activities","2"
"Department of Transportation","Agency Overall","2013","49 U.S.C. § 30305(c)(1)","N/A","National Driver Register information on certain individuals","1"
"Millennium Challenge Corporation","Agency Overall","2013","N/A","N/A","N/A","0"
"Social Security Administration","Agency Overall","2013","26 U.S.C. § 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103) Pac. Fisheries, Inc. v. IRS, No. 09-35618, 2010 WL 3611645, at *2 (9th Cir. September 15, 2010) (unpublished disposition); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","certain tax return information and certain tax convention information","26"
"Department of Health and Human Services","Agency Overall","2013","41 U.S.C. § 4702","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31 , 2011);Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","40"
"Department of Health and Human Services","Agency Overall","2013","5 U.S.C. app. § 107(a)","Meyeroff v. EPA, 958 F. 3d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion fir summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial Disclosure information pertaining to certain government employees","5"
"Department of Health and Human Services","Agency Overall","2013","21 U.S.C. § 331(j)","Anderson v. HHS., 907 F.2d 936, 950 (10th Cir. 1990)","Certain information ""concerning any methods or process which as a trade secret is entitled to protection""","55"
"Department of Health and Human Services","Agency Overall","2013","21 U.S.C. § 350d(a)(4)","N/A","Food Registration Documents","6"
"Department of Health and Human Services","Agency Overall","2013","42 U.S.C. § 242m(d)","N/A","Guaranteed confidentiality of establishment or person supplying the information or described in it is identfiable.","3"
"Department of Health and Human Services","Agency Overall","2013","42 U.S.C. § 262a(h)","N/A","Enhanced control of dangerous biological agents and toxins/bio-terrorism information","15"
