"Agency","Component","Fiscal Year","<1-20 Days","21-40 Days","41-60 Days","61-80 Days","81-100 Days","101-120 Days","121-140 Days","141-160 Days","161-180 Days","181-200 Days","201-300 Days","301-400 Days","401+ Days","Total"
"Department of Homeland Security","Agency Overall","2013","52","16","14","2","3","7","0","1","0","1","1","0","0","97"
"Office of Government Ethics","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Archives and Records Administration","Agency Overall","2013","7","1","0","0","0","0","0","0","0","0","0","0","0","8"
"Legal Services Corporation","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Mediation Board","Agency Overall","2013","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Office of the Director of National Intelligence","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Merit Systems Protection Board","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of National Drug Control Policy","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Housing and Urban Development","Agency Overall","2013","8","2","2","0","1","0","0","0","0","0","0","0","0","13"
"National Aeronautics and Space Administration","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Mediation and Conciliation Service","Agency Overall","2013","3","1","0","0","0","0","0","0","0","0","0","0","0","4"
"Federal Retirement Thrift Investment Board","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Agency for International Development","Agency Overall","2013","1","0","1","0","0","0","0","0","0","0","0","0","2","4"
"Department of the Treasury","Agency Overall","2013","57","25","6","1","2","1","0","0","0","0","0","0","0","92"
"Federal Maritime Commission","Agency Overall","2013","2","1","0","0","0","0","0","0","0","0","1","0","0","4"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2013","1","0","0","0","0","0","0","0","0","0","3","1","0","5"
"Department of Labor","Agency Overall","2013","93","10","4","2","2","2","2","2","1","3","7","0","1","129"
"Federal Deposit Insurance Corporation","Agency Overall","2013","3","13","0","0","0","0","0","0","0","0","0","0","0","16"
"National Endowment for the Humanities","Agency Overall","2013","2","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Nuclear Regulatory Commission","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"National Transportation Safety Board","Agency Overall","2013","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"Federal Energy Regulatory Commission","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Trade Commission","Agency Overall","2013","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Office of Special Counsel","Agency Overall","2013","2","0","0","0","0","0","0","0","0","0","2","2","0","6"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Consumer Financial Protection Bureau","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Farm Credit Administration","Agency Overall","2013","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Small Business Administration","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Personnel Management","Agency Overall","2013","44","14","3","1","0","0","1","1","1","0","1","1","0","67"
"Farm Credit System Insurance Corporation","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Science Foundation","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Defense","Agency Overall","2013","649","83","11","3","1","2","0","0","0","0","0","0","1","750"
"United States African Development Foundation","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Surface Transportation Board","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Central Intelligence Agency","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"U.S. Agency for Global Media","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Inter-American Foundation","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Copyright Office","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Department of State","Agency Overall","2013","1","0","1","0","0","2","0","1","1","2","3","1","4","16"
"Department of Veterans Affairs","Agency Overall","2013","26","3","2","6","3","3","0","1","1","0","0","0","0","45"
"Office of Management and Budget","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Indian Gaming Commission","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Council on Environmental Quality","Agency Overall","2013","0","0","0","0","0","0","0","1","0","0","1","0","0","2"
"Office of the United States Trade Representative","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tennessee Valley Authority","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Commodity Futures Trading Commission","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Railroad Passenger Corporation","Agency Overall","2013","0","0","2","1","0","0","0","0","0","0","0","0","0","3"
"Export-Import Bank of the U.S.","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Energy","Agency Overall","2013","6","3","1","0","1","0","0","0","0","1","0","0","0","12"
"Administrative Conference of the United States","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Education","Agency Overall","2013","0","3","0","0","0","1","0","0","0","0","0","0","1","5"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Election Commission","Agency Overall","2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"All agencies","Agency Overall","2013","1154","228","68","29","25","22","13","11","7","9","36","16","37","1655"
