"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"National Credit Union Administration","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-09-18","8","2013-09-10","14"
"Federal Mine Safety and Health Review Commission","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-09-30","1","2013-09-30","1","2013-09-30","2","2013-09-24","20","2013-08-21","27"
"Pension Benefit Guaranty Corporation","Agency Overall","2013","2013-09-10","14","2013-09-10","14","2013-08-29","21","2013-08-23","25","2013-08-13","33","2013-08-08","36","2013-06-21","69","2013-04-02","126","2013-03-05","145","2013-01-16","177"
"Environmental Protection Agency","Agency Overall","2013","2008-05-02","1358","2008-04-17","1370","2008-01-05","1441","2007-12-17","1453","2007-12-13","1494","2007-10-19","1492","2007-03-19","1642","2007-03-05","1701","2006-04-27","1867","2005-08-01","2050"
"Consumer Product Safety Commission","Agency Overall","2013","2011-06-08","581","2011-05-20","593","2011-03-25","633","2010-10-26","735","2010-06-22","822","2010-02-16","911","2009-07-22","1052","2009-07-21","1053","2009-06-30","1067","2008-12-02","1212"
"Federal Reserve System","Agency Overall","2013","2013-07-15","54","2013-07-03","61","2013-06-28","64","2013-06-06","80","2013-06-03","83","2013-05-31","84","2013-05-17","93","2013-05-02","104","2012-10-19","233","2012-08-17","276"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2013","2013-09-25","4","2013-09-16","11","2013-09-16","11","2013-08-30","22","2013-03-18","138","2013-01-08","185","2012-11-13","222","2012-10-31","230","2012-08-29","273","2012-03-28","381"
"Overseas Private Investment Corporation","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-07-30","45","2013-07-22","51"
"Department of Commerce","Agency Overall","2013","2011-06-14","579","2011-06-08","582","2011-05-26","590","2011-04-05","627","2011-02-18","663","2010-12-29","693","2010-06-08","784","2010-05-11","841","2009-09-22","973","2007-08-24","1580"
"U.S. Railroad Retirement Board","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-09-22","6","2013-08-26","24","2013-08-13","33"
"United States International Trade Commission","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-09-23","5"
"Securities and Exchange Commission","Agency Overall","2013","2011-08-24","527","2011-08-24","527","2011-08-23","528","2011-08-01","544","2011-05-05","604","2011-03-28","632","2011-02-22","656","2010-09-13","765","2010-07-29","796","2009-08-18","1033"
"Department of Transportation","Agency Overall","2013","2011-02-09","664","2010-11-11","724","2010-08-20","780","2010-06-14","828","2010-03-19","888","2010-02-23","906","2009-04-24","1113","2009-04-10","1123","2007-09-17","1512","2006-10-26","1733"
"Millennium Challenge Corporation","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-09-30","0","2013-09-27","1","2013-09-25","3","2013-09-02","19"
"Social Security Administration","Agency Overall","2013","2013-06-11","101","2013-05-30","109","2013-05-17","118","2013-04-05","148","2013-04-02","151","2013-03-23","157","2013-03-07","169","2013-01-29","196","2012-12-26","220","2012-10-24","265"
"Department of Health and Human Services","Agency Overall","2013","2009-06-19","1075","2009-06-09","1083","2009-05-08","1104","2009-02-20","1159","2008-09-23","1259","2008-07-25","1300","2008-06-26","1321","2008-05-28","1342","2008-05-09","1354","2008-03-04","1454"
"Armed Forces Retirement Home","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Housing Finance Agency","Agency Overall","2013","2013-08-02","40","2013-06-17","73","2013-05-31","84","2013-05-06","102","2013-04-22","112","2013-03-28","129","2013-03-12","141","2013-02-04","165","2013-01-09","182","2012-12-20","194"
"Occupational Safety and Health Review Commission","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-09-27","1","2013-09-17","9","2013-08-20","17"
"Department of the Interior","Agency Overall","2013","2010-05-25","840","2010-05-18","845","2010-03-15","891","2009-11-06","975","2009-07-02","1063","2009-05-07","1102","2009-02-24","1154","2008-11-12","1222","2008-11-05","1226","2008-10-10","1243"
"United States Postal Service","Agency Overall","2013","2012-06-25","318","2012-05-23","340","2012-05-02","355","2012-04-11","370","2012-02-01","419","2011-12-14","451","2011-06-03","584","2011-05-27","588","2011-05-17","596","2010-02-22","907"
"Defense Nuclear Facilities Safety Board","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-09-25","3","2013-08-16","31","2013-08-05","40"
"United States International Boundary and Water Commission","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-09-26","26","2013-09-26","26"
"Federal Financial Institutions Examination Council","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Institute of Museum and Library Services","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-09-24","4","2013-09-23","5"
"Equal Employment Opportunity Commission","Agency Overall","2013","2013-06-12","75","2013-06-10","77","2013-06-03","82","2013-06-03","82","2013-05-28","86","2013-05-28","86","2013-05-09","99","2013-05-07","100","2013-02-12","159","2012-12-28","190"
"General Services Administration","Agency Overall","2013","2013-02-06","195","2013-01-29","244","2013-01-29","244","2013-01-29","244","2012-12-18","272","2012-12-10","294","2012-12-03","301","2012-09-06","389","2012-08-17","409","2012-08-17","409"
"Recovery Accountability and Transparency Board","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Homeland Security","Agency Overall","2013","2007-06-29","1568","2007-06-29","1568","2007-06-29","1568","2007-06-29","1568","2007-06-29","1568","2007-06-29","1568","2007-06-29","1568","2007-06-05","1586","2007-01-09","1688","2006-12-01","1713"
"Office of Government Ethics","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-09-30","1","2013-09-30","1","2013-09-25","3","2013-08-19","29","2013-02-19","156"
"National Archives and Records Administration","Agency Overall","2013","1994-06-21","4837","1994-06-17","4839","1994-03-10","4909","1994-01-04","4954","1993-10-01","5016","1993-10-01","5016","1993-10-01","5016","1993-10-01","5016","1993-09-09","5032","1993-08-31","5038"
"Legal Services Corporation","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Mediation Board","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the Director of National Intelligence","Agency Overall","2013","2009-06-01","1582","2009-05-04","1610","2009-04-13","1631","2009-03-04","1671","2009-02-06","1696","2009-01-09","1725","2008-10-24","1802","2008-04-23","1986","2007-08-30","2224","2006-12-18","2479"
"Merit Systems Protection Board","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-09-24","4","2013-09-23","5","2013-09-12","11","2013-09-12","12","2013-09-04","18"
"Office of National Drug Control Policy","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","2013-08-19","75","2013-07-30","89","2013-06-24","115","2013-06-14","120","2013-05-03","149","2013-04-26","154"
"Department of Housing and Urban Development","Agency Overall","2013","2012-07-03","226","2012-06-21","293","2012-05-23","313","2012-05-19","316","2012-05-07","323","2012-05-03","327","2012-04-30","330","2012-04-11","343","2012-02-07","377","2012-01-30","394"
"National Aeronautics and Space Administration","Agency Overall","2013","2013-08-05","39","2013-08-05","39","2013-07-26","45","2013-07-26","45","2013-07-08","59","2013-07-02","62","2013-06-21","69","2013-06-11","77","2013-03-14","139","2013-02-11","161"
"Federal Mediation and Conciliation Service","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-09-26","2","2013-09-03","2"
"Federal Retirement Thrift Investment Board","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-09-26","4","2013-09-16","29","2013-07-26","34"
"U.S. Agency for International Development","Agency Overall","2013","2010-11-24","715","2010-11-12","723","2010-10-06","748","2010-08-25","777","2010-08-23","779","2010-07-12","809","2010-06-14","828","2010-02-24","905","2009-12-29","943","2009-12-29","943"
"Department of the Treasury","Agency Overall","2013","2008-01-28","1431","2007-06-04","1593","2007-03-05","1657","2005-10-03","2010","2005-09-12","2025","2005-08-08","2049","2005-06-09","2090","2004-02-23","2417","2003-11-18","2481","2003-10-30","2493"
"Federal Maritime Commission","Agency Overall","2013","2012-05-30","335","2012-05-22","340","2012-04-23","361","2012-03-24","382","2012-03-22","383","2012-03-21","384","2012-03-08","393","2012-02-23","403","2011-07-01","563","2011-03-29","630"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","2013-09-25","3","2013-09-17","9","2013-08-06","38","2013-06-06","77","2012-12-17","198","2012-10-05","246"
"Department of Labor","Agency Overall","2013","2011-10-04","495","2011-10-04","495","2011-09-20","512","2011-07-01","565","2011-04-13","620","2010-10-07","748","2010-09-17","762","2010-08-19","782","2010-08-16","783","2010-08-03","785"
"Federal Deposit Insurance Corporation","Agency Overall","2013","2013-09-19","7","2013-09-18","8","2013-09-16","10","2013-09-16","10","2013-09-12","12","2013-09-11","13","2013-09-10","14","2013-09-10","14","2013-09-09","15","2013-09-05","17"
"National Endowment for the Humanities","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-08-13","34"
"Nuclear Regulatory Commission","Agency Overall","2013","2011-04-15","614","2011-04-11","618","2011-04-07","620","2011-04-04","623","2011-03-25","629","2011-03-24","630","2011-03-23","631","2011-03-16","636","2011-03-16","636","2011-03-16","636"
"National Transportation Safety Board","Agency Overall","2013","2012-01-11","448","2012-01-11","448","2011-12-14","468","2011-12-09","471","2011-12-09","471","2011-12-08","472","2011-12-08","472","2011-11-25","481","2011-08-22","550","2011-08-16","554"
"Federal Energy Regulatory Commission","Agency Overall","2013","2013-09-13","11","2013-09-12","12","2013-09-04","18","2013-09-04","18","2013-09-03","19","2013-08-26","24","2013-08-21","30","2013-07-18","51","2013-02-15","156","2012-02-27","398"
"Federal Trade Commission","Agency Overall","2013","2013-09-20","6","2013-09-20","6","2013-09-18","8","2013-09-17","9","2013-09-13","11","2013-09-11","13","2013-09-11","13","2013-08-27","23","2013-08-08","36","2012-05-11","344"
"Office of Special Counsel","Agency Overall","2013","2011-06-23","570","2011-06-01","586","2011-06-01","586","2011-05-12","599","2011-05-11","600","2011-05-09","602","2011-05-05","604","2011-04-19","616","2011-02-04","667","2011-01-25","675"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Consumer Financial Protection Bureau","Agency Overall","2013","2013-09-26","2","2013-09-25","3","2013-09-25","3","2013-09-24","4","2013-09-23","5","2013-09-16","10","2013-09-05","17","2013-08-23","25","2013-08-21","27","2013-07-03","61"
"Farm Credit Administration","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-09-13","11"
"Small Business Administration","Agency Overall","2013","2013-09-24","4","2013-09-24","4","2013-09-20","6","2013-09-19","7","2013-09-17","9","2013-09-16","10","2013-09-13","11","2013-09-12","13","2013-09-04","18","2013-08-05","40"
"Office of Personnel Management","Agency Overall","2013","2013-01-28","173","2013-01-25","174","2013-01-25","174","2013-01-08","186","2012-11-27","214","2012-11-21","218","2012-11-20","219","2012-11-01","231","2012-10-25","236","2012-10-23","238"
"Farm Credit System Insurance Corporation","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Science Foundation","Agency Overall","2013","2010-07-21","802","2010-07-21","802","2010-07-21","802","2010-07-21","802","2010-07-21","802","2010-07-21","802","2010-07-21","802","2010-07-15","806","2010-07-14","807","2010-07-14","807"
"Department of Defense","Agency Overall","2013","2001-04-27","3113","2001-04-27","3113","2001-04-16","3122","2001-04-16","3122","2001-03-27","3136","2001-03-20","3141","2001-03-02","3153","2000-07-14","3310","1998-07-20","3809","1998-02-09","3921"
"United States African Development Foundation","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Surface Transportation Board","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-09-25","3"
"Central Intelligence Agency","Agency Overall","2013","2006-04-25","2716","2006-03-28","2744","2006-02-06","2794","2006-02-06","2794","2005-11-10","2882","2005-11-07","2885","2005-09-08","2945","2005-08-31","2953","2005-03-24","3112","2005-02-28","3157"
"U.S. Agency for Global Media","Agency Overall","2013","2013-08-08","36","2013-06-19","71","2013-05-24","88","2013-05-06","102","2013-05-04","102","2013-05-02","104","2013-05-02","104","2013-03-20","135","2013-01-28","171","2013-01-18","176"
"Inter-American Foundation","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Copyright Office","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-09-24","19","2013-08-27","57","2012-08-07","357"
"U.S. Department of State","Agency Overall","2013","2006-02-09","1994","2006-01-27","2003","2006-01-24","2005","2006-01-19","2009","2006-01-03","2020","2005-12-21","2029","2005-11-30","2044","2005-11-02","2064","2005-10-31","2066","2005-10-19","2074"
"Department of Veterans Affairs","Agency Overall","2013","2011-05-31","587","2011-05-26","589","2011-05-23","592","2011-04-29","608","2011-03-23","635","2011-03-15","641","2011-03-07","647","2010-12-10","704","2010-12-02","710","2010-10-07","747"
"Office of Management and Budget","Agency Overall","2013","2013-01-22","175","2013-01-16","178","2013-01-16","178","2013-01-03","187","2012-12-19","196","2012-12-11","202","2012-09-18","258","2012-09-11","263","2012-09-07","265","2012-08-30","270"
"National Indian Gaming Commission","Agency Overall","2013","2012-08-27","275","2012-08-21","279","2012-04-20","364","2012-04-02","378","2012-02-24","404","2012-01-26","424","2011-12-15","451","2011-06-27","569","2011-05-12","600","2010-10-19","741"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Council on Environmental Quality","Agency Overall","2013","2012-03-07","296","2011-09-14","813","2011-08-05","853","2011-07-27","862","2010-08-27","1096","2010-08-11","1213","2010-08-11","1213","2010-05-13","1303","2010-04-08","1338","2009-02-19","1751"
"Office of the United States Trade Representative","Agency Overall","2013","2013-09-17","9","2013-08-14","33","2013-08-01","42","2013-05-28","89","2013-04-06","119","2012-09-28","261","2012-04-20","376","2012-03-14","403","2011-09-27","524","2010-03-22","1288"
"Tennessee Valley Authority","Agency Overall","2013","2013-08-14","33","2013-07-30","44","2013-07-22","50","2013-07-10","58","2013-07-05","61","2013-07-02","63","2012-05-03","355","2012-05-03","355","2012-05-03","355","2011-04-04","628"
"Commodity Futures Trading Commission","Agency Overall","2013","2013-05-13","97","2013-04-03","125","2012-09-18","259","2012-08-06","289","2012-07-27","295","2012-07-19","301","2012-07-17","303","2012-07-17","303","2012-07-13","305","2012-05-11","348"
"National Railroad Passenger Corporation","Agency Overall","2013","2013-06-03","83","2013-05-30","85","2013-05-06","102","2013-04-23","111","2013-04-22","112","2013-03-01","148","2012-10-03","248","2012-08-08","287","2012-06-26","317","2012-06-26","317"
"Export-Import Bank of the U.S.","Agency Overall","2013","2012-06-15","324","2012-06-04","333","2012-05-07","352","2012-03-22","384","2012-03-12","392","2012-02-10","412","2012-01-30","421","2012-01-10","434","2011-01-14","681","2010-08-09","789"
"Department of Energy","Agency Overall","2013","2008-05-14","1350","2008-03-05","1400","2008-01-11","1436","2008-01-11","1436","2007-10-24","1489","2007-10-24","1489","2007-10-23","1490","2007-10-22","1491","2007-08-01","1547","2007-07-30","1549"
"Administrative Conference of the United States","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Education","Agency Overall","2013","2011-12-09","454","2011-12-09","460","2011-11-08","475","2011-11-02","480","2011-08-11","536","2011-03-18","681","2010-10-18","734","2010-07-20","823","2010-07-06","852","2009-07-24","1073"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2013","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-07-31","43"
"Federal Election Commission","Agency Overall","2013","2013-08-07","12","2013-08-07","37","2013-08-07","37","2013-08-07","37","2013-07-25","46","2013-05-07","101","2012-12-31","189","2012-10-18","238","2011-11-09","474","2011-06-09","581"
