"Agency","Component","Fiscal Year","Ex. 1","Ex. 2","Ex. 3","Ex. 4","Ex. 5","Ex. 6","Ex. 7(A)","Ex. 7(B)","Ex. 7(C)","Ex. 7(D)","Ex. 7(E)","Ex. 7(F)","Ex. 8","Ex. 9"
"Office of Special Counsel","Agency Overall","2010","0","4","0","0","8","6","0","0","10","2","0","0","0","0"
"Selective Service System","Agency Overall","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Labor Relations Authority","Agency Overall","2010","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"Legal Services Corporation","Agency Overall","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Retirement Thrift Investment Board","Agency Overall","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Railroad Passenger Corporation","Agency Overall","2010","0","0","3","3","1","3","1","0","3","0","0","0","0","0"
"Department of Defense","Agency Overall","2010","92","58","81","20","60","154","19","2","76","3","2","1","0","0"
"United States International Trade Commission","Agency Overall","2010","0","1","1","1","1","1","0","0","0","0","0","0","0","0"
"Office of National Drug Control Policy","Agency Overall","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Postal Service","Agency Overall","2010","0","8","14","3","11","24","5","0","22","13","7","3","0","0"
"General Services Administration","Agency Overall","2010","0","2","0","5","4","1","0","0","0","0","0","0","0","0"
"Federal Maritime Commission","Agency Overall","2010","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"National Credit Union Administration","Agency Overall","2010","0","2","1","2","2","5","0","0","0","0","0","0","4","0"
"Office of the Director of National Intelligence","Agency Overall","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Court Services and Offender Supervision Agency","Agency Overall","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Health and Human Services","Agency Overall","2010","0","0","10","21","13","11","0","0","5","3","0","0","0","0"
"National Transportation Safety Board","Agency Overall","2010","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"U.S. Railroad Retirement Board","Agency Overall","2010","0","0","2","0","0","2","0","0","0","0","0","0","0","0"
"U.S. Agency for Global Media","Agency Overall","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Election Commission","Agency Overall","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Mediation Board","Agency Overall","2010","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"National Indian Gaming Commission","Agency Overall","2010","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"U.S. Department of State","Agency Overall","2010","206","12","67","18","66","85","8","0","6","1","2","1","0","0"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Equal Employment Opportunity Commission","Agency Overall","2010","0","0","95","0","3","3","25","0","21","0","0","0","0","0"
"United States African Development Foundation","Agency Overall","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"American Battle Monuments Commission","Agency Overall","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Science and Technology Policy","Agency Overall","2010","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Financial Institutions Examination Council","Agency Overall","2010","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2010","0","0","0","0","1","2","0","0","0","0","0","0","0","0"
"Federal Communications Commission","Agency Overall","2010","0","1","0","3","3","1","0","0","0","0","1","0","0","0"
"Tennessee Valley Authority","Agency Overall","2010","0","0","0","0","2","1","0","0","1","0","0","0","0","0"
"Office of Government Ethics","Agency Overall","2010","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"Federal Trade Commission","Agency Overall","2010","0","0","3","0","1","2","1","0","0","0","0","0","0","0"
"All agencies","Agency Overall","2010","410","3278","688","251","3084","3844","404","2","4425","274","3239","172","39","0"
