"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Federal Energy Regulatory Commission","Agency Overall","2010","2010-09-09","14","2010-09-09","15","2010-09-01","20","2010-08-31","21","2010-08-30","22","2010-08-27","23","2010-07-23","48","2010-04-14","118","2010-04-09","121","2004-10-27","1244"
"Surface Transportation Board","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-08-29","21"
"Federal Mediation and Conciliation Service","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-08","10"
"Federal Deposit Insurance Corporation","Agency Overall","2010","2010-04-05","124","2010-04-01","126","2010-03-23","132","2010-03-19","135","2010-01-14","179","2009-12-14","200","2009-12-10","204","2009-11-20","217","2009-07-06","312","2009-05-12","350"
"Millennium Challenge Corporation","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Council on Environmental Quality","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","2010-08-30","24","2010-08-13","37","2006-05-12","1155","2005-07-11","1364","2005-07-01","1371","2005-07-01","1371"
"National Labor Relations Board","Agency Overall","2010","2010-09-01","20","2010-08-30","22","2010-08-30","22","2010-08-27","23","2010-08-27","23","2010-08-23","27","2010-08-20","28","2010-08-11","35","2010-07-12","57","2010-06-09","79"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-08-05","11","2010-07-30","12","2010-07-13","15"
"Postal Regulatory Commission","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-08","23"
"Occupational Safety and Health Review Commission","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-08","16"
"Department of Transportation","Agency Overall","2010","2006-08-31","1033","2006-07-21","1062","2006-07-12","1069","2006-05-30","1102","2006-03-06","1162","2005-12-02","1224","2005-09-13","1279","2005-08-29","1289","2005-08-29","1289","2005-04-26","1376"
"National Endowment for the Humanities","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-22","7","2010-09-11","14","2010-07-12","58","2010-07-07","61"
"Administrative Conference of the United States","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Commerce","Agency Overall","2010","2008-11-24","461","2008-07-08","554","2008-06-24","564","2008-04-21","608","2007-10-31","731","2007-08-24","833","2007-03-05","942","2007-02-09","955","2006-03-24","1192","2006-01-06","1246"
"Farm Credit Administration","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-09","16"
"United States Trade and Development Agency","Agency Overall","2010","2009-12-07","206","2009-11-30","211","2009-11-23","215","2009-10-29","231","2009-08-24","277","2009-08-10","287","2009-06-01","336","2009-04-01","378","2009-03-27","381","2009-01-01","434"
"United States International Boundary and Water Commission","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-08","27"
"Institute of Museum and Library Services","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Mine Safety and Health Review Commission","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-30","2"
"United States Copyright Office","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-23","10","2009-12-10","203"
"National Capital Planning Commission","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2010","2008-10-08","490","2008-08-28","518","2008-08-06","534","2008-07-29","540","2008-07-02","558","2008-02-14","655","2007-09-28","748","2007-09-05","765","2007-04-04","872","2005-05-02","1353"
"Federal Open Market Committee","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-01-14","176"
"Department of Veterans Affairs","Agency Overall","2010","2009-07-16","304","2009-06-26","317","2009-06-17","324","2009-05-20","343","2009-04-30","357","2009-04-29","358","2009-04-14","369","2009-04-08","373","2009-03-05","397","2009-01-05","438"
"Federal Reserve System","Agency Overall","2010","2010-04-22","368","2010-03-31","382","2009-03-19","390","2009-03-17","392","2009-03-03","402","2009-02-27","404","2009-02-23","408","2009-02-23","408","2009-01-22","429","2009-01-21","430"
"Office of the United States Trade Representative","Agency Overall","2010","2010-05-21","105","2010-05-07","111","2010-03-22","155","2010-03-19","162","2009-11-05","272","2009-09-25","310","2009-09-21","314","2009-09-14","320","2009-08-19","336","2009-07-09","371"
"Special Inspector General for Iraq Reconstruction","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Overseas Private Investment Corporation","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-15","11","2010-08-10","36"
"Department of Homeland Security","Agency Overall","2010","2005-06-08","1330","2005-06-08","1330","2005-06-08","1330","2005-06-08","1330","2005-06-08","1330","2005-06-08","1330","2005-06-08","1330","2005-05-17","1345","2004-11-01","1482","2004-10-27","1485"
"Commodity Futures Trading Commission","Agency Overall","2010","2010-06-28","66","2010-06-07","81","2010-06-04","82","2010-05-27","87","2010-05-26","88","2010-05-04","104","2010-03-22","145","2010-01-21","172","2009-12-30","226","2009-10-29","227"
"Inter-American Foundation","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Securities and Exchange Commission","Agency Overall","2010","2009-07-28","296","2009-07-17","303","2009-07-01","314","2009-05-14","347","2009-01-12","433","2008-12-17","449","2008-12-08","456","2008-09-02","522","2008-08-20","530","2006-07-12","1060"
"Department of Agriculture","Agency Overall","2010","2007-10-29","764","2007-10-15","774","2007-09-19","792","2007-08-07","823","2007-05-22","878","2007-05-17","881","2007-04-03","913","2007-02-07","952","2006-12-06","997","2006-10-16","1034"
"Consumer Product Safety Commission","Agency Overall","2010","2007-06-26","1000","2007-06-22","1003","2007-06-19","1006","2007-05-23","1028","2007-05-17","1033","2007-02-28","1100","2007-01-21","1131","2006-12-22","1155","2006-12-21","1156","2006-11-27","1192"
"Office of Personnel Management","Agency Overall","2010","N/A","0","N/A","0","2010-08-02","32","2010-07-26","40","2010-06-11","56","2010-06-09","78","2010-06-09","80","2010-06-07","82","2010-02-26","196","2009-04-09","488"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-29","1","2010-09-28","2","2010-09-20","8","2010-09-15","11"
"U.S. Commission on Civil Rights","Agency Overall","2010","2010-09-08","16","2010-08-31","21","2010-08-27","23","2010-08-24","26","2010-08-19","29","2010-08-12","34","2010-08-04","40","2010-08-03","41","2010-05-24","90","2010-03-17","138"
"Social Security Administration","Agency Overall","2010","2010-08-05","39","2010-08-04","40","2010-08-03","41","2010-07-08","59","2010-07-07","60","2010-07-01","63","2010-07-01","63","2010-06-23","68","2010-06-22","69","2010-06-16","74"
"Department of the Treasury","Agency Overall","2010","2003-07-01","2984","2003-06-23","2991","2003-06-09","3006","2003-04-03","3074","2003-03-07","3101","2002-12-18","3178","2002-10-22","3234","2002-10-04","3252","2002-09-09","3280","2002-07-01","3348"
"National Science Foundation","Agency Overall","2010","2010-07-21","51","2010-07-21","51","2010-07-21","51","2010-07-15","55","2010-07-14","56","2010-07-14","56","2010-07-14","56","2010-06-29","66","2010-06-21","72","2010-02-12","161"
"Office of Management and Budget","Agency Overall","2010","2010-09-17","9","2010-09-10","14","2010-09-10","14","2010-09-10","14","2010-09-09","17","2010-09-02","19","2010-09-02","19","2010-09-02","19","2010-08-13","33","2010-01-08","180"
"Merit Systems Protection Board","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-27","8","2010-09-20","9","2010-08-25","15","2010-07-19","49"
"National Aeronautics and Space Administration","Agency Overall","2010","2008-10-22","487","2008-09-25","505","2008-07-14","557","2008-06-06","582","2008-03-31","630","2008-02-20","658","2007-11-29","713","2007-10-02","752","2007-09-17","763","2007-06-13","829"
"Export-Import Bank of the U.S.","Agency Overall","2010","2010-06-24","68","2010-06-21","71","2010-06-15","75","2010-05-27","87","2010-05-17","95","2010-05-17","95","2010-05-03","105","2010-02-24","153","2010-02-22","155","2010-02-16","159"
"Department of the Interior","Agency Overall","2010","2003-08-18","1822","2003-06-20","1862","2003-05-20","1884","2003-03-18","1929","2003-02-10","1954","2003-01-22","1967","2003-01-20","1968","2003-01-07","1977","2002-11-13","2013","2002-10-09","2036"
"Nuclear Regulatory Commission","Agency Overall","2010","2010-09-14","12","2010-09-02","19","2010-08-30","22","2010-08-30","22","2010-08-27","23","2010-08-05","39","2010-08-05","39","2010-07-30","43","2010-07-21","50","2010-07-13","56"
"Farm Credit System Insurance Corporation","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Special Counsel","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-08-19","29","2010-07-06","61","2010-06-09","79","2009-11-12","221","2009-09-29","251"
"Selective Service System","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Labor Relations Authority","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-14","15"
"Legal Services Corporation","Agency Overall","2010","2009-10-23","493","2009-10-23","493","2009-10-02","513","2009-09-15","530","2009-07-07","600","2009-06-03","634","2009-03-30","699","2009-03-30","699","2008-12-04","815","2008-10-06","874"
"Federal Retirement Thrift Investment Board","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-27","14","2010-09-13","29"
"National Railroad Passenger Corporation","Agency Overall","2010","2009-10-26","234","2009-10-14","242","2009-09-10","265","2009-05-12","349","2009-03-19","387","2009-02-18","408","2009-01-06","437","2008-06-20","557","2008-03-12","643","2006-03-06","1129"
"Department of Defense","Agency Overall","2010","1994-10-20","3994","1994-08-25","4032","1994-07-06","4068","1994-03-23","4140","1994-03-15","4146","1994-02-22","4161","1993-11-23","4221","1993-11-23","4221","1993-08-17","4288","1993-03-16","4396"
"United States International Trade Commission","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-21","7","2010-09-09","15"
"Office of National Drug Control Policy","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Postal Service","Agency Overall","2010","2010-03-01","159","2010-03-05","159","2010-03-10","169","2009-12-22","196","2009-09-20","228","2009-10-19","228","2009-10-02","252","2010-02-12","256","2010-03-08","394","2009-02-24","506"
"General Services Administration","Agency Overall","2010","2010-08-09","37","2010-07-30","43","2010-07-24","47","2010-07-22","49","2010-07-15","55","2010-06-13","84","2010-05-14","96","2010-05-13","97","2010-05-13","97","2010-05-05","103"
"Federal Maritime Commission","Agency Overall","2010","2010-05-14","97","2010-05-07","102","2010-04-15","118","2010-03-19","137","2010-01-26","174","2009-12-30","191","2009-06-14","328","2009-02-09","416","2008-10-31","481","2008-10-09","496"
"National Credit Union Administration","Agency Overall","2010","2010-09-22","6","2010-09-17","9","2010-09-13","13","2010-09-10","14","2010-08-27","23","2010-08-24","26","2010-08-07","38","2010-07-14","55","2010-06-29","65","2010-06-28","66"
"Office of the Director of National Intelligence","Agency Overall","2010","2007-09-24","1103","2007-08-30","1128","2007-08-03","1145","2007-07-17","1172","2007-07-06","1183","2007-04-19","1261","2007-04-16","1264","2007-02-21","1318","2006-11-11","1422","2006-10-02","1458"
"Court Services and Offender Supervision Agency","Agency Overall","2010","2010-06-17","99","2010-06-10","104","2010-05-26","114","2010-05-24","116","2010-05-21","117","2010-04-30","132","2010-04-28","134","2010-04-09","148","2010-03-05","148","2010-01-28","192"
"Department of Health and Human Services","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Transportation Safety Board","Agency Overall","2010","2010-03-10","146","2010-03-10","146","2010-03-10","146","2010-03-10","146","2010-03-10","146","2010-03-08","148","2010-03-08","148","2010-02-23","157","2010-02-02","172","2010-01-26","177"
"U.S. Railroad Retirement Board","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-07-06","125"
"U.S. Agency for Global Media","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-30","1","2010-09-23","6","2010-09-10","15","2010-09-07","9","2010-08-25","14"
"Federal Election Commission","Agency Overall","2010","2010-08-10","36","2010-07-20","51","2010-06-08","80","2010-04-08","122","2010-03-26","131","2009-11-17","219","2009-08-18","281","2009-08-05","290","2009-04-01","378","2007-09-10","762"
"National Mediation Board","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-08-30","65"
"National Indian Gaming Commission","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-08-25","25","2010-08-11","35","2010-06-22","70","2010-05-27","87"
"U.S. Department of State","Agency Overall","2010","2004-05-21","1596","2004-05-11","1604","2004-03-17","1643","2004-03-17","1643","2003-06-05","1835","2003-05-22","1844","2002-08-19","2032","2001-12-13","2203","2001-09-27","2255","2001-02-08","2416"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-07-09","83","2010-06-16","106","2010-01-11","262","2009-12-14","290"
"Equal Employment Opportunity Commission","Agency Overall","2010","2010-06-01","84","2010-05-27","86","2010-05-23","90","2010-05-23","90","2010-05-16","95","2010-05-16","95","2010-04-21","112","2010-04-09","120","2010-04-02","125","2010-03-23","133"
"United States African Development Foundation","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"American Battle Monuments Commission","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Science and Technology Policy","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-21","8","2010-08-11","36","2010-07-22","50","2010-07-21","51","2010-07-13","57"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Financial Institutions Examination Council","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2010","2010-09-13","13","2010-09-13","13","2010-09-10","14","2010-09-09","15","2010-09-07","17","2010-09-07","17","2010-08-09","37","2010-08-02","42","2010-08-02","42","2010-07-30","43"
"Federal Communications Commission","Agency Overall","2010","2009-12-13","202","2009-11-18","219","2009-11-18","219","2009-11-13","222","2009-07-20","303","2009-05-29","338","2009-03-04","399","2009-01-29","422","2009-01-29","422","2007-04-17","882"
"Tennessee Valley Authority","Agency Overall","2010","2010-09-01","20","2010-09-01","20","2010-08-26","24","2010-08-05","39","2010-07-28","45","2010-07-06","61","2010-06-25","67","2010-06-03","83","2010-03-08","145","2010-03-08","145"
"Office of Government Ethics","Agency Overall","2010","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-30","8","2010-09-29","9","2010-09-29","9","2010-09-29","14","2010-09-23","15","2010-09-08","26"
"Federal Trade Commission","Agency Overall","2010","2010-07-01","64","2010-06-21","72","2010-06-07","82","2010-05-12","99","2010-04-28","109","2010-01-15","180","2009-12-16","200","2009-12-01","211","2009-10-23","236","2009-04-01","380"
