"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"United States International Trade Commission","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-09-28","2","2015-09-22","6"
"Office of the United States Trade Representative","Agency Overall","2015","2015-06-16","74","2015-06-04","82","2015-05-12","98","2015-04-20","115","2015-03-27","130","2014-07-28","296","2013-12-17","448","2013-09-13","512","2013-05-28","587","2012-10-26","732"
"Surface Transportation Board","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Credit Union Administration","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-09-16","10","2015-09-08","16","2015-08-31","21","2015-08-27","23","2015-08-19","29"
"National Archives and Records Administration","Agency Overall","2015","1997-03-25","4641","1996-12-31","4698","1996-12-31","4698","1996-12-31","4698","1996-12-31","4698","1996-08-31","4779","1995-10-01","5011","1994-10-14","5253","1994-09-16","5272","1993-08-31","5534"
"Environmental Protection Agency","Agency Overall","2015","2010-02-02","1422","2010-01-26","1428","2009-12-09","1459","2009-12-04","1463","2009-10-21","1495","2009-10-21","1495","2009-08-26","1529","2009-06-24","1575","2008-09-12","1768","2008-08-21","1784"
"Postal Regulatory Commission","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Trade and Development Agency","Agency Overall","2015","2015-02-09","233","2015-01-14","254","2014-12-18","286","2014-11-26","308","2014-09-22","373","2014-09-10","385","2014-08-21","405","2014-08-12","414","2014-04-10","538","2010-06-05","1943"
"Peace Corps","Agency Overall","2015","2013-09-10","475","2013-09-09","475","2013-09-03","494","2013-08-26","498","2013-08-21","517","2013-08-21","518","2013-05-24","530","2013-05-15","598","2013-04-11","622","2013-03-18","640"
"General Services Administration","Agency Overall","2015","2015-02-12","69","2015-01-26","75","2015-02-12","107","2015-02-12","107","2015-02-12","107","2015-02-12","107","2015-03-12","141","2015-03-12","141","2014-12-24","193","2014-12-18","222"
"Department of Education","Agency Overall","2015","2012-12-17","696","2012-07-10","807","2012-06-14","824","2012-06-08","830","2012-06-06","830","2012-04-05","878","2012-04-04","879","2011-12-09","953","2011-01-03","1182","2010-07-26","1282"
"Federal Labor Relations Authority","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-09-22","6"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Farm Credit Administration","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Science and Technology Policy","Agency Overall","2015","2015-09-18","9","2015-09-09","16","2015-09-01","21","2015-07-20","52","2015-07-08","60","2015-05-01","106","2015-05-01","106","2015-03-31","129","2015-03-16","140","2015-03-03","149"
"Department of Housing and Urban Development","Agency Overall","2015","2014-02-27","401","2014-02-14","409","2014-02-11","412","2014-02-11","412","2014-02-06","415","2014-01-29","421","2014-01-22","426","2013-12-30","441","2013-12-18","448","2013-12-05","457"
"National Aeronautics and Space Administration","Agency Overall","2015","2015-08-19","29","2015-08-14","32","2015-07-30","43","2015-07-30","43","2015-07-30","43","2015-07-29","44","2015-07-15","54","2015-07-13","56","2015-07-09","58","2015-06-11","77"
"Federal Open Market Committee","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-05-09","600"
"Office of Personnel Management","Agency Overall","2015","2014-07-31","295","2014-07-14","308","2014-06-23","323","2014-06-03","337","2014-05-21","346","2014-05-01","360","2014-03-07","399","2014-02-14","413","2013-12-04","462","2013-12-02","464"
"Department of the Interior","Agency Overall","2015","2012-08-20","779","2012-06-05","832","2012-05-11","848","2012-02-14","910","2012-02-08","914","2012-02-03","917","2012-01-18","929","2012-01-09","935","2011-12-16","949","2011-12-07","956"
"Commodity Futures Trading Commission","Agency Overall","2015","2014-11-18","218","2014-09-04","269","2014-07-28","296","2014-04-22","363","2014-04-11","370","2014-03-17","389","2013-12-02","460","2013-11-04","478","2013-10-17","490","2013-10-17","490"
"Department of Defense","Agency Overall","2015","2003-04-07","3130","2003-03-25","3139","2003-03-07","3151","2003-01-29","3177","2002-12-18","3204","2002-09-12","3270","2002-05-07","3359","2002-03-29","3386","2002-01-10","3440","2001-04-16","3624"
"Defense Nuclear Facilities Safety Board","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-09-22","7","2015-05-27","46"
"Federal Communications Commission","Agency Overall","2015","2015-01-27","172","2015-01-09","183","2014-12-15","200","2014-11-24","214","2014-11-07","224","2014-10-20","238","2014-10-20","238","2014-03-14","390","2014-03-04","398","2014-01-31","419"
"Merit Systems Protection Board","Agency Overall","2015","2015-02-02","168","2015-01-27","172","2015-01-18","178","2015-01-08","184","2015-01-05","187","2014-12-02","209","2014-11-21","215","2014-10-30","230","2014-09-22","257","2014-05-22","341"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2015","2015-03-19","135","2015-02-25","150","2015-02-23","152","2015-02-05","164","2015-01-30","168","2014-12-19","195","2014-10-08","244","2014-07-24","275","2014-07-23","276","2014-07-21","278"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-06-21","87"
"Office of Government Ethics","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-05-06","98"
"National Capital Planning Commission","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
