"Agency","Component","Fiscal Year","Ex. 1","Ex. 2","Ex. 3","Ex. 4","Ex. 5","Ex. 6","Ex. 7(A)","Ex. 7(B)","Ex. 7(C)","Ex. 7(D)","Ex. 7(E)","Ex. 7(F)","Ex. 8","Ex. 9"
"Nuclear Regulatory Commission","Agency Overall","2015","1","3","3","23","42","62","28","0","68","1","19","42","0","0"
"Federal Financial Institutions Examination Council","Agency Overall","2015","0","0","0","2","0","5","0","0","0","0","0","0","0","0"
"Export-Import Bank of the U.S.","Agency Overall","2015","0","2","0","30","21","27","1","0","3","2","3","0","0","0"
"Federal Retirement Thrift Investment Board","Agency Overall","2015","0","0","0","2","5","2","0","1","0","0","0","0","0","0"
"Department of Justice","Agency Overall","2015","447","250","1576","335","1372","7996","1055","43","9091","2271","3836","2697","10","2"
"Department of Commerce","Agency Overall","2015","4","13","122","73","131","266","23","3","98","1","20","1","0","0"
"Selective Service System","Agency Overall","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Equal Employment Opportunity Commission","Agency Overall","2015","0","0","5053","19","12144","3282","1553","0","5867","21","29","0","0","0"
"Consumer Product Safety Commission","Agency Overall","2015","0","0","263","149","237","190","27","0","6","18","0","0","0","0"
"Legal Services Corporation","Agency Overall","2015","0","0","0","0","4","6","3","0","3","0","0","0","0","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2015","0","0","1","0","1","1","0","0","0","0","0","0","0","0"
"Central Intelligence Agency","Agency Overall","2015","1623","2","1843","2","44","92","5","0","14","15","10","0","0","0"
"Occupational Safety and Health Review Commission","Agency Overall","2015","0","0","0","2","1","14","0","0","0","0","0","0","0","0"
"Federal Housing Finance Agency","Agency Overall","2015","0","1","2","22","16","19","11","0","44","0","35","0","4","0"
"United States Access Board","Agency Overall","2015","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"National Labor Relations Board","Agency Overall","2015","","9","","9","110","608","210","","613","160","6","1","",""
"Office of Management and Budget","Agency Overall","2015","1","2","0","0","37","15","0","0","0","0","0","0","0","0"
"Administrative Conference of the United States","Agency Overall","2015","0","0","0","0","1","2","0","0","0","0","0","0","0","0"
"U.S. Commission on Civil Rights","Agency Overall","2015","0","0","0","0","4","1","0","0","0","0","0","0","0","0"
"National Mediation Board","Agency Overall","2015","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"Federal Election Commission","Agency Overall","2015","0","0","9","4","13","18","4","0","7","0","2","1","0","0"
"National Endowment for the Humanities","Agency Overall","2015","0","0","0","12","4","30","0","0","0","0","0","0","0","0"
"Federal Mediation and Conciliation Service","Agency Overall","2015","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"Federal Reserve System","Agency Overall","2015","0","0","0","47","26","26","18","0","1","0","0","0","40","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2015","0","0","1","3","8","12","0","0","0","0","0","0","0","0"
"Department of Agriculture","Agency Overall","2015","0","13","498","489","581","1947","118","6","797","62","217","40","1","8"
"Office of Special Counsel","Agency Overall","2015","0","0","1","0","21","13","0","0","32","0","0","0","0","0"
"U.S. Agency for International Development","Agency Overall","2015","0","2","9","62","25","82","3","0","16","4","5","2","0","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2015","0","0","4","27","18","392","0","0","4","0","2","0","0","0"
"Department of Labor","Agency Overall","2015","0","44","12","3992","3221","2117","2149","105","5949","2481","1541","4","0","0"
"United States International Boundary and Water Commission","Agency Overall","2015","0","0","0","3","2","9","0","0","0","0","0","0","0","0"
"Department of the Treasury","Agency Overall","2015","19","20","3104","245","804","1011","563","1","1195","38","1353","10","71","0"
"Overseas Private Investment Corporation","Agency Overall","2015","0","2","1","10","5","13","0","0","2","0","0","0","0","0"
"National Endowment for the Arts","Agency Overall","2015","0","0","1","25","2","26","0","0","0","0","0","0","0","0"
"Council on Environmental Quality","Agency Overall","2015","0","0","0","0","4","3","0","0","0","0","0","0","0","0"
"Millennium Challenge Corporation","Agency Overall","2015","0","0","0","2","1","6","0","0","0","0","0","0","0","0"
"Department of Health and Human Services","Agency Overall","2015","1","10","143","860","704","8619","164","201","1280","225","55","32","0","0"
"Securities and Exchange Commission","Agency Overall","2015","0","2","59","164","202","521","759","5","341","53","18","4","36","0"
"Department of Transportation","Agency Overall","2015","0","16","230","228","519","1760","87","0","593","141","16","16","0","0"
"Armed Forces Retirement Home","Agency Overall","2015","0","0","0","2","1","2","0","0","0","0","0","0","0","0"
"Federal Mine Safety and Health Review Commission","Agency Overall","2015","0","0","0","1","0","5","0","0","0","0","0","0","0","0"
"Court Services and Offender Supervision Agency","Agency Overall","2015","0","49","1","0","20","422","0","0","422","18","17","43","0","0"
"American Battle Monuments Commission","Agency Overall","2015","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"National Transportation Safety Board","Agency Overall","2015","0","0","6","10","136","55","101","0","0","0","0","0","0","0"
"United States International Trade Commission","Agency Overall","2015","1","0","7","5","6","4","0","0","0","0","0","0","0","0"
"Office of the United States Trade Representative","Agency Overall","2015","13","0","3","3","8","13","0","0","0","0","0","0","0","0"
"Surface Transportation Board","Agency Overall","2015","0","0","0","6","5","11","0","0","0","0","0","0","0","0"
"National Credit Union Administration","Agency Overall","2015","0","0","0","10","8","14","0","0","1","0","0","0","14","0"
"National Archives and Records Administration","Agency Overall","2015","368","15","240","5","36","248","4","0","120","207","44","12","1","0"
"Environmental Protection Agency","Agency Overall","2015","0","5","11","125","196","267","49","1","42","15","10","9","0","18"
"Postal Regulatory Commission","Agency Overall","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Trade and Development Agency","Agency Overall","2015","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"Peace Corps","Agency Overall","2015","0","0","1","0","20","40","4","2","12","1","9","0","0","0"
"General Services Administration","Agency Overall","2015","0","13","21","122","50","178","9","0","32","6","5","50","0","0"
"Department of Education","Agency Overall","2015","3","4","20","235","121","626","223","3","393","2","26","1","0","0"
"Federal Labor Relations Authority","Agency Overall","2015","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Farm Credit Administration","Agency Overall","2015","0","0","0","0","1","3","0","0","1","0","0","0","1","0"
"Office of Science and Technology Policy","Agency Overall","2015","0","6","3","0","21","25","0","0","0","0","0","0","0","0"
"Department of Housing and Urban Development","Agency Overall","2015","0","11","21","79","82","257","57","1","53","0","11","0","0","0"
"National Aeronautics and Space Administration","Agency Overall","2015","0","4","33","72","35","76","4","0","45","35","9","6","0","0"
"Federal Open Market Committee","Agency Overall","2015","0","0","0","2","9","4","4","0","0","0","0","0","0","0"
"Office of Personnel Management","Agency Overall","2015","1","8","937","27","18","2174","5","","2078","171","345","7","",""
"Department of the Interior","Agency Overall","2015","0","25","81","301","395","1419","134","0","641","13","64","42","0","7"
"Commodity Futures Trading Commission","Agency Overall","2015","0","0","20","34","15","51","19","0","14","4","0","0","1","0"
"Department of Defense","Agency Overall","2015","1662","236","2398","1140","3486","11346","739","41","5772","342","2031","268","0","11"
"Defense Nuclear Facilities Safety Board","Agency Overall","2015","0","0","0","0","2","6","0","0","0","0","0","0","0","0"
"Federal Communications Commission","Agency Overall","2015","4","19","0","58","73","297","15","0","28","0","12","0","0","0"
"Merit Systems Protection Board","Agency Overall","2015","0","0","0","0","3","29","0","0","0","0","0","0","0","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2015","0","0","2","4","0","3","10","0","0","0","2","1","0","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2015","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"Office of Government Ethics","Agency Overall","2015","0","0","13","0","22","17","0","0","0","0","0","0","0","0"
"National Capital Planning Commission","Agency Overall","2015","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"All agencies","Agency Overall","2015","4576","1679","40213","10683","69341","242305","9245","1278","233398","6895","204069","5080","250","46"
