"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Federal Trade Commission","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-09-28","2"
"Nuclear Regulatory Commission","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","2015-09-30","1","2015-09-30","1","2015-09-30","1","2015-09-30","1","2015-09-30","1","2015-09-21","7"
"Federal Financial Institutions Examination Council","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Export-Import Bank of the U.S.","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Retirement Thrift Investment Board","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Justice","Agency Overall","2015","2015-03-28","129","2015-03-27","130","2015-03-26","131","2015-03-11","142","2015-03-09","144","2015-03-09","144","2015-03-04","147","2015-02-27","150","2015-02-19","156","2015-02-18","157"
"Department of Commerce","Agency Overall","2015","2013-12-16","450","2013-09-17","511","2013-09-05","519","2013-07-22","552","2013-05-02","607","2013-04-29","610","2013-01-28","674","2012-11-30","712","2012-11-02","730","2010-03-23","1389"
"Selective Service System","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Equal Employment Opportunity Commission","Agency Overall","2015","2015-09-30","1","2015-09-29","1","2015-09-28","2","2015-09-24","4","2015-09-24","4","2015-09-21","7","2015-09-16","10","2015-09-08","15","2015-08-25","25","2015-08-25","25"
"Consumer Product Safety Commission","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Legal Services Corporation","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Central Intelligence Agency","Agency Overall","2015","2009-07-23","2261","2009-02-10","2424","2008-11-14","2512","2008-11-05","2521","2008-10-06","2551","2008-05-14","2696","2007-10-23","2900","2007-04-16","3090","2006-11-16","3241","2006-11-14","3243"
"Occupational Safety and Health Review Commission","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Housing Finance Agency","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-09-21","7"
"United States Access Board","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Labor Relations Board","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-09-25","3","2015-08-31","21","2015-08-14","32"
"Office of Management and Budget","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-05-13","97","2014-10-08","245","2014-09-26","253","2014-09-23","256","2014-09-15","262"
"Administrative Conference of the United States","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Commission on Civil Rights","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Mediation Board","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Election Commission","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-03-26","381","2014-02-20","405","2013-11-27","461","2012-02-28","902"
"National Endowment for the Humanities","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Mediation and Conciliation Service","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Reserve System","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-06-26","67"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Agriculture","Agency Overall","2015","2009-08-20","1531","2009-08-20","1531","2009-05-05","1606","2008-10-24","1737","2008-08-07","1791","2008-05-22","1844","2007-10-02","2004","2007-01-16","2185","2007-01-16","2185","2006-11-20","2222"
"Office of Special Counsel","Agency Overall","2015","N/A","0","N/A","0","N/A","0","2015-06-04","82","2012-10-18","740","2010-09-27","1257","2008-01-28","1928","2007-07-06","2067","2006-10-16","2248","2005-08-08","2546"
"U.S. Agency for International Development","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","2015-07-24","47","2015-04-01","127","2015-02-18","157","2015-02-13","159","2014-10-23","235","2011-12-29","943"
"Pension Benefit Guaranty Corporation","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-09-30","0","2015-09-30","0","2015-09-17","9"
"Department of Labor","Agency Overall","2015","2012-07-10","810","2012-06-15","826","2012-04-23","864","2012-04-03","878","2011-12-06","959","2011-12-06","959","2011-12-06","959","2011-12-06","959","2011-12-06","959","2011-11-21","969"
"United States International Boundary and Water Commission","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of the Treasury","Agency Overall","2015","2010-03-16","1394","2010-02-23","1409","2010-02-02","1423","2009-11-17","1474","2009-11-09","1479","2009-11-05","1481","2009-04-29","1613","2008-10-29","1737","2008-02-06","1922","2004-10-19","2771"
"Overseas Private Investment Corporation","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Arts","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Council on Environmental Quality","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Millennium Challenge Corporation","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Health and Human Services","Agency Overall","2015","2011-06-21","1072","2011-06-01","1086","2011-05-16","1097","2011-05-09","1102","2011-04-28","1109","2011-01-11","1183","2010-07-06","1312","2010-07-06","1312","2010-06-07","1332","2009-11-20","1466"
"Securities and Exchange Commission","Agency Overall","2015","2015-09-10","14","2015-09-09","15","2015-09-08","16","2015-08-31","21","2015-08-17","31","2015-08-13","33","2015-07-08","59","2015-05-20","92","2015-04-13","119","2012-10-23","736"
"Department of Transportation","Agency Overall","2015","2015-07-09","58","2015-06-18","72","2015-06-15","75","2015-05-19","93","2015-05-13","97","2015-01-15","183","2015-01-09","186","2014-12-10","203","2014-10-16","240","2014-04-02","377"
"Armed Forces Retirement Home","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Mine Safety and Health Review Commission","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Court Services and Offender Supervision Agency","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"American Battle Monuments Commission","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Transportation Safety Board","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-07-28","45","2015-05-20","92","2014-11-05","226","2013-11-13","472"
"United States International Trade Commission","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the United States Trade Representative","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-09-15","11"
"Surface Transportation Board","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Credit Union Administration","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Archives and Records Administration","Agency Overall","2015","2014-04-04","408","2014-03-24","417","2014-03-14","423","2014-01-23","458","2013-09-11","548","2013-09-09","550","2013-09-09","550","2013-08-23","560","2013-07-12","590","2012-10-26","767"
"Environmental Protection Agency","Agency Overall","2015","2009-02-02","1673","2006-08-03","2300","2006-06-28","2324","2006-05-24","2349","2006-05-23","2349","2006-03-24","2391","2006-03-24","2391","2006-03-09","2402","2006-02-22","2412","2005-05-12","2608"
"Postal Regulatory Commission","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Trade and Development Agency","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Peace Corps","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"General Services Administration","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-09-16","10","2015-06-23","69"
"Department of Education","Agency Overall","2015","2012-11-19","718","2012-10-22","737","2012-09-27","753","2012-09-01","770","2012-07-10","809","2012-07-10","809","2011-01-12","1184","2010-11-26","1215","2010-10-28","1223","2009-05-05","1607"
"Federal Labor Relations Authority","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Farm Credit Administration","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Science and Technology Policy","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Housing and Urban Development","Agency Overall","2015","2015-09-23","5","2015-09-23","5","2015-09-22","6","2015-09-18","8","2015-08-24","26","2015-07-21","50","2015-07-17","52","2015-02-09","163","2014-09-10","265","2013-08-15","520"
"National Aeronautics and Space Administration","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-09-22","6","2015-09-22","6","2015-09-17","9","2015-08-19","29","2015-08-07","37"
"Federal Open Market Committee","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Personnel Management","Agency Overall","2015","2015-08-11","36","2015-08-11","36","2015-08-11","36","2015-07-24","48","2015-05-12","105","2015-03-16","139","2015-03-02","149","2015-02-23","154","2014-11-28","211","2014-11-28","211"
"Department of the Interior","Agency Overall","2015","2011-08-11","1034","2011-08-05","1043","2011-05-26","1092","2011-03-31","1132","2011-02-28","1155","2011-01-19","1182","2011-01-14","1184","2010-11-26","1217","2010-10-05","1252","2009-11-05","1481"
"Commodity Futures Trading Commission","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2015-07-20","51"
"Department of Defense","Agency Overall","2015","2006-07-25","2303","2006-07-21","2305","2006-06-07","2336","2006-04-27","2364","2006-04-26","2365","2005-06-27","2573","2005-03-21","2642","2005-02-22","2661","2004-12-23","2700","2004-07-22","2806"
"Defense Nuclear Facilities Safety Board","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Communications Commission","Agency Overall","2015","2015-09-25","3","2015-07-20","51","2015-07-08","59","2015-07-06","61","2015-05-14","96","2015-04-23","111","2015-03-23","134","2015-02-05","165","2014-11-19","217","2014-07-23","299"
"Merit Systems Protection Board","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Government Ethics","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Capital Planning Commission","Agency Overall","2015","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
