"Agency","Component","Fiscal Year","<1-20 Days","21-40 Days","41-60 Days","61-80 Days","81-100 Days","101-120 Days","121-140 Days","141-160 Days","161-180 Days","181-200 Days","201-300 Days","301-400 Days","401+ Days","Total"
"National Transportation Safety Board","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Deposit Insurance Corporation","Agency Overall","2021","2","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Federal Communications Commission","Agency Overall","2021","57","5","3","1","4","0","2","1","0","0","0","0","0","73"
"Small Business Administration","Agency Overall","2021","69","11","8","0","1","0","0","0","0","0","0","0","0","89"
"Department of Commerce","Agency Overall","2021","68","12","9","4","1","1","2","2","0","0","1","1","9","110"
"Office of National Drug Control Policy","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Consumer Financial Protection Bureau","Agency Overall","2021","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Peace Corps","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Science Foundation","Agency Overall","2021","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"Department of Agriculture","Agency Overall","2021","31","5","0","1","0","0","0","1","0","0","4","3","2","47"
"Department of Labor","Agency Overall","2021","24","0","2","2","0","0","0","0","1","1","3","1","0","34"
"Commodity Futures Trading Commission","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Institute of Peace","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of the Treasury","Agency Overall","2021","10","8","2","0","2","1","0","1","0","0","0","0","2","26"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2021","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"Nuclear Regulatory Commission","Agency Overall","2021","4","1","0","0","0","0","0","0","0","0","0","0","0","5"
"Federal Maritime Commission","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Merit Systems Protection Board","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Archives and Records Administration","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Securities and Exchange Commission","Agency Overall","2021","0","1","1","0","1","0","0","0","1","0","1","0","0","5"
"Federal Reserve System","Agency Overall","2021","0","1","0","0","0","0","1","0","0","0","0","0","0","2"
"Federal Election Commission","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Management and Budget","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Trade and Development Agency","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Access Board","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Trade Commission","Agency Overall","2021","26","2","0","1","0","0","0","0","0","0","1","0","0","30"
"National Indian Gaming Commission","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Defense","Agency Overall","2021","478","72","28","26","8","7","9","4","3","1","11","4","21","672"
"Tennessee Valley Authority","Agency Overall","2021","1","0","0","1","0","0","0","0","0","0","0","0","0","2"
"Export-Import Bank of the U.S.","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Homeland Security","Agency Overall","2021","71","41","47","35","24","31","16","24","24","37","34","8","18","410"
"Defense Nuclear Facilities Safety Board","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"All agencies","Agency Overall","2021","1782","428","231","152","126","104","114","82","72","66","180","72","185","3594"
