"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Postal Regulatory Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Transportation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-21","8","2021-08-25","26","2020-05-12","350","2020-04-30","358","2020-04-14","370"
"Presidio Trust","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Environmental Protection Agency","Agency Overall","2021","2021-07-16","53","2021-07-09","58","2021-06-04","81","2020-10-21","234","2019-10-01","498","2019-07-26","544","2019-07-22","548","2019-04-19","612","2019-04-19","612","2019-04-15","616"
"National Mediation Board","Agency Overall","2021","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0"
"American Battle Monuments Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Transportation Safety Board","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Deposit Insurance Corporation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-07-23","48"
"Federal Communications Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Small Business Administration","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-08-06","286","2020-07-22","297","2020-06-12","324","2020-05-22","338"
"Department of Commerce","Agency Overall","2021","2019-03-22","632","2019-03-06","644","2019-03-01","647","2019-02-28","648","2019-01-30","668","2018-09-20","754","2018-06-26","814","2018-06-22","816","2017-12-18","945","2016-11-18","1215"
"Office of National Drug Control Policy","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Consumer Financial Protection Bureau","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Peace Corps","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Science Foundation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-08-06","41"
"Department of Agriculture","Agency Overall","2021","2021-04-13","119","2021-03-22","135","2020-03-18","137","2021-02-24","153","2020-12-18","197","2020-11-05","226","2020-09-04","268","2020-05-06","353","2020-01-16","430","2020-01-16","430"
"Department of Labor","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-04-16","117","2019-09-16","456","2019-07-18","555","2019-04-25","613","2019-01-31","672"
"Commodity Futures Trading Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Institute of Peace","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of the Treasury","Agency Overall","2021","2020-03-30","378","2019-10-25","482","2019-06-21","569","2019-05-16","594","2019-04-26","608","2018-10-16","739","2018-07-31","792","2018-07-02","812","2017-12-01","958","2014-08-05","1791"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Nuclear Regulatory Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2019-09-19","506"
"Federal Maritime Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Merit Systems Protection Board","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Archives and Records Administration","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-08-05","40"
"Securities and Exchange Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-09","16","2021-08-10","37"
"Federal Reserve System","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-06-03","84","2021-05-24","91","2021-03-30","130"
"Federal Election Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Management and Budget","Agency Overall","2021","2021-06-14","76","2021-05-25","89","2021-05-14","96","2021-04-28","108","2021-04-21","113","2021-04-01","127","2021-03-11","142","2021-03-05","146","2021-02-23","154","2020-07-22","296"
"United States Trade and Development Agency","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Access Board","Agency Overall","2021","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0"
"Federal Trade Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Indian Gaming Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Defense","Agency Overall","2021","2012-07-12","2308","2012-07-12","2308","2012-07-12","2308","2012-07-12","2308","2012-07-12","2308","2012-07-12","2308","2012-07-12","2308","2012-07-12","2308","2012-05-22","2343","2010-03-24","2887"
"Tennessee Valley Authority","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Export-Import Bank of the U.S.","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Homeland Security","Agency Overall","2021","2016-06-23","1320","2016-06-07","1332","2016-05-05","1354","2016-05-03","1356","2015-09-17","1512","2015-08-20","1531","2015-04-03","1628","2015-01-13","1684","2015-01-13","1684","2013-06-03","2063"
"Defense Nuclear Facilities Safety Board","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
