"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Harry S. Truman Scholarship Foundation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","2021-08-27","23","2021-07-19","113","2021-05-03","166","2020-11-03","289","2020-09-29","311","2020-09-29","311"
"Advisory Council on Historic Preservation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","2021-07-12","58","2021-07-12","58","2021-07-09","59","2021-06-22","71","2021-06-11","77","2021-03-25","132"
"Federal Mediation and Conciliation Service","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-30","1"
"U.S. Agency for Global Media","Agency Overall","2021","2020-07-21","296","2020-07-21","296","2020-07-21","296","2020-02-25","398","2019-11-19","462","2019-05-20","587","2019-04-25","604","2019-03-18","632","2019-02-19","651","2019-02-04","661"
"Office of the United States Trade Representative","Agency Overall","2021","N/A","0","2021-09-30","1","2021-09-29","2","2021-09-20","9","2021-09-17","10","2021-08-30","23","2021-08-27","24","2021-08-23","28","2021-07-27","47","2021-04-20","114"
"Social Security Advisory Board","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Humanities","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-22","6","2021-09-22","6","2021-09-15","11","2021-09-07","17","2021-09-01","20"
"Marine Mammal Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-23","5","2021-09-20","7","2021-09-20","7","2021-09-20","7","2021-02-03","166","2021-01-01","187"
"Administrative Conference of the United States","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Legal Services Corporation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-20","8","2021-09-20","8","2021-09-20","8","2021-09-13","13"
"Surface Transportation Board","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-29","1","2021-09-27","3","2021-08-24","8","2021-09-13","12"
"Department of the Interior","Agency Overall","2021","2016-03-01","1349","2016-02-29","1350","2016-02-03","1392","2016-01-26","1417","2016-01-22","1419","2016-01-15","1424","2016-01-14","1425","2016-01-13","1426","2016-01-12","1427","2015-12-18","1442"
"Office of Special Counsel","Agency Overall","2021","2021-09-23","5","2021-09-21","7","2021-09-08","16","2021-08-31","19","2021-04-28","20","2021-06-29","20","2021-05-28","29","2021-02-05","33","2021-07-16","54","2020-11-10","61"
"Office of Science and Technology Policy","Agency Overall","2021","2018-02-15","900","2018-02-12","903","2018-02-06","907","2018-01-08","920","2017-11-17","958","2017-11-02","967","2017-08-03","1030","2017-06-30","1053","2016-12-05","1194","2016-11-16","1205"
"Federal Energy Regulatory Commission","Agency Overall","2021","2019-07-11","557","2019-05-28","588","2019-04-24","611","2019-03-29","629","2019-03-06","646","2019-02-22","654","2019-01-16","679","2019-04-01","687","2018-05-29","836","2013-08-26","2076"
"Armed Forces Retirement Home","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Agency for International Development","Agency Overall","2021","2018-07-12","809","2018-07-10","811","2018-06-29","817","2018-06-29","817","2018-06-05","835","2018-06-01","837","2018-04-30","860","2018-04-03","879","2018-03-22","887","2017-10-16","994"
"Department of Education","Agency Overall","2021","2017-08-01","1046","2017-06-16","1077","2017-06-08","1083","2017-05-10","1093","2017-04-20","1117","2017-04-17","1120","2017-04-05","1128","2017-03-29","1133","2017-03-24","1136","2017-03-15","1143"
"Department of Health and Human Services","Agency Overall","2021","2014-05-09","1828","2014-08-21","1856","2014-05-08","1858","2014-02-25","1881","2014-05-27","1918","2013-12-11","1959","2013-10-29","1988","2013-10-28","1989","2013-08-26","1993","2013-06-25","2036"
"Department of Housing and Urban Development","Agency Overall","2021","2017-07-19","1055","2017-07-03","1066","2017-05-24","1093","2017-04-13","1122","2017-04-03","1130","2017-03-31","1131","2017-03-07","1149","2017-02-28","1154","2016-02-19","1411","2016-02-16","1414"
"Federal Mine Safety and Health Review Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-08-16","32","2021-08-16","32"
"U.S. Interagency Council on Homelessness","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States International Boundary and Water Commission","Agency Overall","2021","2019-11-19","472","2019-10-04","500","2019-09-27","502","2019-06-17","573","2019-05-31","584","2019-03-21","634","2019-02-20","654","2019-02-19","655","2018-12-31","690","2018-12-31","690"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Commission on Civil Rights","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2021","2021-07-12","58","2021-07-12","58","2021-07-12","58","2021-07-12","58","2021-07-12","58","2021-07-12","58","2021-03-08","145","2021-02-19","156","2021-02-19","156","2021-01-25","174"
"Institute of Museum and Library Services","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-10-08","245"
"Federal Retirement Thrift Investment Board","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-03","18","2021-09-02","19","2021-06-29","65","2021-06-28","66","2021-06-21","70"
"Equal Employment Opportunity Commission","Agency Overall","2021","2020-09-29","253","2020-04-30","358","2020-04-08","374","2021-03-31","380","2019-11-25","466","2919-04-24","614","2019-02-13","663","2019-02-13","663","2019-02-04","670","2017-10-02","1004"
"U.S. Commission for the Preservation of America’s Heritage Abroad","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-07-21","51","2020-12-31","188"
"Millennium Challenge Corporation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-04","5","2021-08-18","21"
"James Madison Memorial Fellowship Foundation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-17","9","2021-09-13","13","2021-08-23","27","2021-08-19","29"
"Department of Justice","Agency Overall","2021","2013-04-12","2120","2013-04-01","2129","2013-03-29","2130","2013-03-26","2133","2013-03-14","2141","2013-03-08","2145","2013-02-25","2154","2013-01-24","2175","2013-01-17","2179","2013-01-08","2186"
"Office of the Director of National Intelligence","Agency Overall","2021","2014-06-16","1830","2014-06-10","1834","2014-05-16","1850","2014-05-16","1850","2014-05-07","1857","2014-05-07","1857","2014-05-07","1857","2014-04-08","1878","2014-04-01","1883","2014-04-01","1883"
"Selective Service System","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Open Market Committee","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"General Services Administration","Agency Overall","2021","2018-06-05","829","2018-03-07","890","2018-01-04","931","2018-01-02","936","2017-12-18","944","2017-12-18","944","2017-12-18","944","2017-11-28","959","2017-08-28","1019","2017-07-24","1045"
"National Endowment for the Arts","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-30","1","2021-09-29","2"
"Federal Labor Relations Authority","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-27","3","2021-09-21","7","2021-09-15","11","2021-09-07","17"
"U.S. Department of State","Agency Overall","2021","2007-05-29","3601","2007-05-29","3601","2007-05-08","3615","2007-05-03","3618","2007-04-25","3624","2007-04-23","3626","2007-03-28","3644","2007-03-12","3656","2006-11-27","3727","2006-11-27","3727"
"National Aeronautics and Space Administration","Agency Overall","2021","2021-07-15","54","2021-06-25","58","2021-06-30","64","2021-06-25","65","2021-06-24","66","2021-06-26","67","2021-05-11","99","2021-04-27","101","2021-04-26","106","2020-09-10","265"
"Denali Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Election Assistance Commission","Agency Overall","2021","2020-03-20","389","2020-03-15","393","2020-02-13","414","2020-01-10","437","2020-01-10","437","2019-10-29","486","2019-10-29","486","2019-09-09","530","2019-05-20","600","2019-01-31","677"
"U.S. Railroad Retirement Board","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-04-07","123"
"Social Security Administration","Agency Overall","2021","2020-10-19","247","2020-10-09","254","2020-10-05","257","2020-10-01","260","2020-07-27","307","2020-07-06","322","2020-05-14","360","2020-05-14","360","2020-02-20","420","2019-09-26","525"
"Central Intelligence Agency","Agency Overall","2021","2011-05-03","2613","2011-05-03","2613","2011-04-20","2622","2011-04-13","2627","2011-01-20","2685","2011-01-14","2688","2010-11-03","2719","2009-01-28","3079","2009-04-15","3127","2009-01-28","3181"
"United States Postal Service","Agency Overall","2021","2020-01-15","431","2020-01-14","432","2020-01-06","438","2019-11-25","465","2019-11-16","470","2019-08-29","524","2019-08-14","535","2019-07-29","547","2019-01-30","672","2018-06-14","828"
"National Labor Relations Board","Agency Overall","2021","2021-09-09","15","2021-09-08","16","2021-09-08","16","2021-08-30","21","2021-08-30","22","2021-08-30","22","2021-06-08","64","2021-06-08","64","2021-06-08","64","2021-06-24","68"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2021","2021-04-05","218","2020-09-16","419","2020-07-14","485","2019-04-23","931","2018-10-19","1117","2017-10-04","1497","2017-08-16","1546","2017-08-16","1546","2017-07-27","1566","2017-03-06","1709"
"U.S. International Development Finance Corporation","Agency Overall","2021","2020-04-24","357","2020-04-24","357","2020-03-24","379","2020-02-25","399","2019-11-07","470","2019-10-15","487","2019-09-19","512","2019-05-13","594","2019-03-18","633","2018-11-27","685"
"Farm Credit Administration","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Veterans Affairs","Agency Overall","2021","2015-03-03","1654","2014-11-07","1730","2014-11-04","1733","2014-10-28","1738","2014-09-03","1776","2014-07-03","1818","2014-06-24","1825","2014-05-21","1848","2014-03-04","1904","2013-11-25","1970"
"Farm Credit System Insurance Corporation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States International Trade Commission","Agency Overall","2021","N/A","0","2021-09-30","1","2021-09-27","3","2021-09-20","8","2021-09-20","8","2021-09-20","8","2021-09-13","13","2021-09-08","16","2021-09-02","19","2021-01-08","174"
"National Capital Planning Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Government Ethics","Agency Overall","2021","2021-08-23","28","2021-08-09","38","2021-07-30","44","2021-06-02","83","2021-05-12","97","2021-05-04","103","2021-05-04","103","2021-04-13","118","2020-08-19","276","2020-02-11","408"
"National Railroad Passenger Corporation","Agency Overall","2021","2018-03-22","889","2018-01-29","926","2017-12-19","952","2017-04-24","1117","2017-03-13","1147","2017-03-09","1149","2017-03-07","1151","2017-01-23","1181","2017-01-09","1190","2016-03-15","1397"
"Appraisal Subcommittee","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Energy","Agency Overall","2021","2016-09-29","1255","2016-09-21","1262","2016-08-16","1286","2016-08-01","1297","2016-06-14","1331","2016-02-23","1410","2015-09-23","1512","2014-03-13","1776","2013-08-19","2016","2013-05-21","2100"
"Occupational Safety and Health Review Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-22","6"
"Inter-American Foundation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-22","11"
"Court Services and Offender Supervision Agency","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Housing Finance Agency","Agency Overall","2021","2021-05-04","107","2021-04-30","109","2021-04-15","120","2021-02-19","159","2021-02-03","171","2021-01-14","185","2020-10-01","256","2020-09-15","268","2019-09-04","527","2019-08-20","537"
"Office of Personnel Management","Agency Overall","2021","2018-04-04","877","2018-02-05","918","2017-12-01","961","2017-11-09","975","2017-08-14","1036","2017-08-09","1039","2017-04-12","1122","2017-02-06","1168","2016-06-10","1333","2016-03-25","1389"
"Postal Regulatory Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-08-30","55"
"Department of Transportation","Agency Overall","2021","2017-02-06","1170","2017-02-03","1171","2017-02-01","1173","2016-11-14","1226","2016-07-19","1307","2015-12-01","1466","2015-01-30","1676","2014-12-06","1712","2014-07-22","1807","2014-05-27","1846"
"Presidio Trust","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-08","22","2021-09-03","27"
"Environmental Protection Agency","Agency Overall","2021","2015-11-05","1475","2015-08-26","1523","2015-08-06","1538","2015-07-29","1543","2015-06-12","1576","2015-06-04","1582","2014-05-06","1847","2014-03-07","1893","2013-07-09","2051","2013-05-16","2094"
"National Mediation Board","Agency Overall","2021","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","2021-09-22","8"
"American Battle Monuments Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Transportation Safety Board","Agency Overall","2021","2020-07-20","303","2020-07-17","304","2020-06-25","319","2020-06-05","333","2020-06-04","334","2020-02-20","408","2020-01-31","421","2020-01-27","425","2019-12-02","462","2019-11-04","480"
"Federal Deposit Insurance Corporation","Agency Overall","2021","2020-11-24","214","2020-11-06","225","2020-06-04","333","2020-06-04","333","2020-06-04","333","2020-06-04","333","2020-04-08","373","2020-04-08","373","2020-02-20","407","2019-05-08","603"
"Federal Communications Commission","Agency Overall","2021","2020-04-06","4","2020-01-21","10","2020-06-01","333","2020-02-26","399","2019-12-23","442","2019-01-04","685","2018-11-19","713","2018-09-05","765","2018-07-18","788","2016-11-18","1214"
"Small Business Administration","Agency Overall","2021","2020-03-12","389","2020-02-28","398","2020-02-20","404","2020-02-13","407","2020-02-12","409","2019-12-10","450","2019-12-04","455","2019-11-06","471","2019-07-24","546","2019-05-06","601"
"Department of Commerce","Agency Overall","2021","2016-10-28","4","2017-07-05","1058","2017-07-03","1058","2017-03-23","1106","2016-08-22","1276","2016-07-13","1304","2016-06-30","1312","2016-01-27","1421","2015-02-09","1662","2012-08-22","2278"
"Office of National Drug Control Policy","Agency Overall","2021","2020-08-10","282","2020-06-16","319","2020-06-11","322","2020-06-11","322","2020-06-10","323","2020-04-21","358","2020-01-14","426","2019-12-02","454","2019-06-08","567","2018-06-27","808"
"Consumer Financial Protection Bureau","Agency Overall","2021","2021-02-05","165","2021-01-15","179","2020-09-24","255","2020-03-27","381","2019-12-02","461","2019-10-25","485","2019-03-05","649","2019-02-13","661","2018-12-10","704","2018-12-06","706"
"Peace Corps","Agency Overall","2021","2018-10-18","735","2018-02-20","902","2018-02-14","905","2018-01-30","912","2017-03-10","1132","2017-02-09","1152","2017-02-01","1158","2016-12-07","1200","2016-12-05","1202","2016-11-12","1211"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Science Foundation","Agency Overall","2021","2014-04-15","1874","2014-04-15","1874","2014-03-20","1892","2014-02-24","1910","2014-02-07","1920","2014-02-06","1921","2014-01-03","1944","2013-11-26","1969","2013-11-18","1975","2013-10-24","1991"
"Department of Agriculture","Agency Overall","2021","2017-01-04","1191","2016-12-29","1194","2016-08-25","1279","2016-08-16","1286","2016-08-03","1295","2016-06-13","1331","2016-03-17","1392","2016-03-11","1396","2015-07-02","1568","2015-04-06","1630"
"Department of Labor","Agency Overall","2021","2017-05-18","1098","2017-05-15","1100","2017-05-12","1102","2017-05-10","1104","2017-03-20","1141","2017-03-20","1141","2017-02-12","1165","2017-01-26","1177","2017-01-13","1185","2016-10-31","1232"
"Commodity Futures Trading Commission","Agency Overall","2021","2021-03-23","134","2021-03-18","137","2021-02-26","151","2021-02-09","163","2020-12-28","192","2020-11-25","213","2020-11-24","214","2020-10-21","237","2019-09-26","505","2019-03-22","636"
"United States Institute of Peace","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-06-14","76","2021-01-21","176","2020-12-20","194"
"Department of the Treasury","Agency Overall","2021","2014-06-25","1819","2014-06-25","1819","2014-06-19","1823","2014-06-17","1825","2014-06-12","1828","2014-05-09","1851","2014-03-21","1886","2013-08-22","2029","2012-05-22","2344","2011-02-09","2667"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2021","2019-02-26","650","2019-02-26","650","2018-09-27","749","2018-09-26","750","2018-08-24","772","2018-01-08","932","2018-01-08","932","2017-09-28","999","2017-09-20","1005","2016-06-03","1331"
"Nuclear Regulatory Commission","Agency Overall","2021","2017-10-03","996","2017-08-10","1033","2017-07-10","1056","2017-06-01","1082","2017-05-22","1089","2017-01-13","1178","2016-12-23","1191","2016-11-15","1218","2016-06-21","1319","2016-05-11","1347"
"Federal Maritime Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-08","16","2021-08-06","38","2021-06-28","66","2021-05-12","97","2021-04-22","111"
"Neighborhood Reinvestment Corporation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Merit Systems Protection Board","Agency Overall","2021","2019-03-13","639","2019-02-25","649","2019-02-19","655","2019-01-02","687","2018-07-02","810","2018-05-24","835","2018-05-24","835","2018-01-11","929","2017-05-11","1096","2017-02-27","1149"
"National Archives and Records Administration","Agency Overall","2021","2008-01-02","3407","2007-11-19","3435","2007-07-26","3514","2007-02-08","3629","2006-08-10","3751","2006-04-19","3829","2005-03-24","4094","2004-12-20","4158","2004-12-20","4158","2004-12-20","4158"
"Securities and Exchange Commission","Agency Overall","2021","2020-08-25","271","2020-08-10","282","2020-08-03","287","2020-04-29","352","2020-04-06","375","2020-02-10","408","2020-01-21","422","2019-09-26","496","2018-09-10","756","2017-07-07","1048"
"Federal Reserve System","Agency Overall","2021","2021-06-22","71","2021-06-15","76","2021-06-04","83","2021-04-05","126","2021-03-18","138","2021-03-11","143","2020-11-23","216","2020-10-20","239","2020-01-08","437","2019-12-17","451"
"Federal Election Commission","Agency Overall","2021","N/A","0","N/A","0","2021-09-30","1","2021-09-30","1","2021-09-30","1","2021-09-24","4","2021-08-19","29","2021-06-17","72","2018-05-29","836","2014-05-14","1848"
"Office of Management and Budget","Agency Overall","2021","2017-07-05","1071","2017-06-14","1085","2017-06-08","1089","2017-05-25","1098","2017-05-25","1098","2017-05-08","1111","2017-03-29","1139","2017-03-15","1149","2017-03-06","1156","2017-02-10","1171"
"United States Trade and Development Agency","Agency Overall","2021","2016-10-24","1245","2016-07-31","1303","2016-07-31","1303","2016-07-31","1303","2016-07-31","1303","2016-07-26","1307","2016-07-13","1316","2015-05-08","1612","2015-01-19","1689","2014-12-18","1709"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Access Board","Agency Overall","2021","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","2020-03-19","382"
"Federal Trade Commission","Agency Overall","2021","2021-08-20","29","2021-08-16","32","2021-08-12","34","2021-08-09","37","2021-08-06","38","2021-07-15","54","2021-07-09","58","2021-06-23","69","2021-06-04","82","2021-02-19","156"
"National Indian Gaming Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-23","5","2021-09-13","13","2021-09-13","13","2020-10-01","246"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Defense","Agency Overall","2021","2006-09-25","3760","2006-08-11","3790","2006-08-03","3796","2006-08-03","3796","2006-06-19","3828","2006-05-23","3846","2006-04-12","3875","2006-03-16","3894","2005-12-22","3950","2005-12-08","3960"
"Tennessee Valley Authority","Agency Overall","2021","2021-08-02","42","2021-08-02","42","2021-07-09","58","2021-05-09","99","2021-05-06","101","2021-04-13","118","2021-04-02","124","2021-02-16","157","2021-02-16","157","2021-01-29","168"
"Export-Import Bank of the U.S.","Agency Overall","2021","2020-03-24","385","2020-03-16","391","2020-01-27","425","2019-11-18","471","2019-11-13","474","2019-10-15","494","2019-06-12","580","2019-03-21","638","2019-01-23","678","2018-10-23","739"
"Department of Homeland Security","Agency Overall","2021","2014-10-20","1741","2014-10-20","1741","2014-10-02","1752","2014-10-01","1753","2014-10-31","1756","2014-08-25","1773","2014-08-14","1786","2014-05-29","1827","2014-04-16","1870","2014-05-12","1878"
"Defense Nuclear Facilities Safety Board","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-07-19","53"
