"Agency","Component","Fiscal Year","Ex. 1","Ex. 2","Ex. 3","Ex. 4","Ex. 5","Ex. 6","Ex. 7(A)","Ex. 7(B)","Ex. 7(C)","Ex. 7(D)","Ex. 7(E)","Ex. 7(F)","Ex. 8","Ex. 9"
"Department of Health and Human Services","Agency Overall","2021","0","0","6","15","15","21","2","0","5","1","1","2","0","0"
"Department of Housing and Urban Development","Agency Overall","2021","0","0","0","1","3","6","3","0","3","0","1","0","0","0"
"Federal Mine Safety and Health Review Commission","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Interagency Council on Homelessness","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States International Boundary and Water Commission","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Commission on Civil Rights","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Institute of Museum and Library Services","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Retirement Thrift Investment Board","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Equal Employment Opportunity Commission","Agency Overall","2021","0","0","16","0","12","3","5","1","17","0","1","0","0","0"
"U.S. Commission for the Preservation of America’s Heritage Abroad","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Millennium Challenge Corporation","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Madison Memorial Fellowship Foundation","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2021","0","0","1","0","0","2","0","0","0","0","0","0","0","0"
"Department of Justice","Agency Overall","2021","66","0","132","7","69","540","103","0","503","78","264","42","0","0"
"Office of the Director of National Intelligence","Agency Overall","2021","6","0","7","0","0","1","0","0","0","0","0","0","0","0"
"Selective Service System","Agency Overall","2021","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"Federal Open Market Committee","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"General Services Administration","Agency Overall","2021","0","1","1","13","10","20","2","0","3","0","0","4","0","0"
"National Endowment for the Arts","Agency Overall","2021","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"Federal Labor Relations Authority","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Department of State","Agency Overall","2021","3","0","12","0","2","12","1","0","2","0","0","0","0","0"
"National Aeronautics and Space Administration","Agency Overall","2021","0","0","0","0","0","2","0","0","1","0","0","0","0","0"
"Denali Commission","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Election Assistance Commission","Agency Overall","2021","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"U.S. Railroad Retirement Board","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Social Security Administration","Agency Overall","2021","0","4","0","0","4","161","0","0","1","0","1","0","0","0"
"Central Intelligence Agency","Agency Overall","2021","30","0","32","0","2","4","0","0","0","0","0","0","0","0"
"United States Postal Service","Agency Overall","2021","0","0","52","5","15","55","7","1","24","5","10","2","0","0"
"National Labor Relations Board","Agency Overall","2021","0","0","0","1","1","2","1","0","2","2","0","0","0","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. International Development Finance Corporation","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Farm Credit Administration","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Veterans Affairs","Agency Overall","2021","1","1","3","1","31","87","0","0","7","0","1","0","0","0"
"Farm Credit System Insurance Corporation","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States International Trade Commission","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Capital Planning Commission","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Government Ethics","Agency Overall","2021","0","0","1","1","1","1","1","0","0","0","0","0","0","0"
"National Railroad Passenger Corporation","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Appraisal Subcommittee","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Energy","Agency Overall","2021","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"Occupational Safety and Health Review Commission","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Inter-American Foundation","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Court Services and Offender Supervision Agency","Agency Overall","2021","0","0","0","1","1","4","0","0","1","0","0","0","0","0"
"Federal Housing Finance Agency","Agency Overall","2021","0","0","0","0","0","1","0","0","1","0","1","0","0","0"
"Office of Personnel Management","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Postal Regulatory Commission","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Transportation","Agency Overall","2021","0","0","1","3","7","9","4","0","1","0","0","0","0","0"
"Presidio Trust","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Environmental Protection Agency","Agency Overall","2021","0","0","0","7","20","32","8","0","2","0","3","1","0","0"
"National Mediation Board","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"American Battle Monuments Commission","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Transportation Safety Board","Agency Overall","2021","0","0","0","0","3","1","1","0","0","0","0","0","0","0"
"Federal Deposit Insurance Corporation","Agency Overall","2021","0","0","0","1","0","2","0","0","0","0","0","0","1","0"
"Federal Communications Commission","Agency Overall","2021","0","0","0","3","5","5","2","0","1","0","2","0","0","0"
"Small Business Administration","Agency Overall","2021","0","1","2","7","3","6","8","0","0","0","0","0","1","0"
"Department of Commerce","Agency Overall","2021","0","0","2","1","3","7","2","0","5","1","1","0","0","0"
"Office of National Drug Control Policy","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Consumer Financial Protection Bureau","Agency Overall","2021","0","0","0","0","2","6","0","0","0","0","0","0","1","0"
"Peace Corps","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Science Foundation","Agency Overall","2021","0","0","0","0","0","2","1","0","1","0","0","0","0","0"
"Department of Agriculture","Agency Overall","2021","0","4","28","17","582","691","11","8","653","70","574","5","0","0"
"Department of Labor","Agency Overall","2021","0","1","0","1","6","2","4","0","7","4","0","0","0","0"
"Commodity Futures Trading Commission","Agency Overall","2021","0","0","1","0","0","1","0","0","1","0","0","0","0","0"
"United States Institute of Peace","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of the Treasury","Agency Overall","2021","1","3","39","2","15","24","15","0","12","0","11","0","5","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nuclear Regulatory Commission","Agency Overall","2021","0","0","1","3","3","3","0","0","0","0","1","0","0","0"
"Federal Maritime Commission","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Merit Systems Protection Board","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Archives and Records Administration","Agency Overall","2021","0","0","0","0","1","2","0","0","0","0","0","0","0","0"
"Securities and Exchange Commission","Agency Overall","2021","0","0","0","3","142","27","236","1","23","0","0","0","4","0"
"Federal Reserve System","Agency Overall","2021","0","0","0","1","4","3","0","0","1","0","0","0","2","0"
"Federal Election Commission","Agency Overall","2021","0","0","0","0","1","1","1","0","0","0","0","0","0","0"
"Office of Management and Budget","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Trade and Development Agency","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Access Board","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Trade Commission","Agency Overall","2021","0","0","2","1","6","2","4","0","0","0","0","0","0","0"
"National Indian Gaming Commission","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Defense","Agency Overall","2021","71","10","84","17","61","112","6","3","32","2","12","0","1","0"
"Tennessee Valley Authority","Agency Overall","2021","0","0","0","1","2","1","0","0","0","0","1","1","0","0"
"Export-Import Bank of the U.S.","Agency Overall","2021","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"Department of Homeland Security","Agency Overall","2021","0","20","710","19","444","2770","14","94","3032","0","2686","10","0","0"
"Defense Nuclear Facilities Safety Board","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"All agencies","Agency Overall","2021","178","46","1144","148","1529","4692","461","109","4374","163","3576","69","17","0"
