"Agency","Component","Fiscal Year","<1-20 Days","21-40 Days","41-60 Days","61-80 Days","81-100 Days","101-120 Days","121-140 Days","141-160 Days","161-180 Days","181-200 Days","201-300 Days","301-400 Days","401+ Days","Total"
"U.S. Agency for International Development","Agency Overall","2021","11","4","1","0","0","2","1","0","1","0","0","2","9","31"
"Department of Education","Agency Overall","2021","1120","84","1","2","1","0","0","0","0","1","1","0","3","1213"
"Department of Health and Human Services","Agency Overall","2021","5504","700","445","383","398","380","343","383","344","321","1162","97","447","10907"
"Department of Housing and Urban Development","Agency Overall","2021","759","164","70","39","22","15","13","11","11","6","45","55","197","1407"
"Federal Mine Safety and Health Review Commission","Agency Overall","2021","30","0","0","0","0","0","0","0","0","0","0","0","0","30"
"U.S. Interagency Council on Homelessness","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States International Boundary and Water Commission","Agency Overall","2021","7","9","1","0","1","0","0","0","0","0","0","0","0","18"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2021","4","0","0","0","0","0","0","0","0","0","0","0","0","4"
"U.S. Commission on Civil Rights","Agency Overall","2021","10","5","5","1","2","1","1","1","1","0","0","0","2","29"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2021","2","0","1","0","0","0","0","0","0","0","0","0","0","3"
"Institute of Museum and Library Services","Agency Overall","2021","38","1","0","0","0","0","0","0","0","0","0","0","0","39"
"Federal Retirement Thrift Investment Board","Agency Overall","2021","13","12","1","4","0","1","1","0","0","0","0","0","0","32"
"Equal Employment Opportunity Commission","Agency Overall","2021","8171","2211","643","390","248","145","130","119","88","49","145","7","1","12347"
"U.S. Commission for the Preservation of America’s Heritage Abroad","Agency Overall","2021","1","2","0","0","0","0","0","0","0","0","0","0","0","3"
"Millennium Challenge Corporation","Agency Overall","2021","11","9","1","0","0","0","0","0","0","0","0","0","0","21"
"James Madison Memorial Fellowship Foundation","Agency Overall","2021","7","1","0","0","0","0","0","0","0","0","0","0","0","8"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2021","7","0","0","0","0","0","0","0","0","0","0","0","0","7"
"Department of Justice","Agency Overall","2021","18472","2644","2251","5087","4674","3548","1640","1289","852","805","1832","816","304","44214"
"Office of the Director of National Intelligence","Agency Overall","2021","210","1","0","0","0","0","0","0","0","0","1","0","1","213"
"Selective Service System","Agency Overall","2021","38","0","0","0","0","0","0","0","0","0","0","0","0","38"
"Federal Open Market Committee","Agency Overall","2021","18","2","1","0","0","0","0","0","0","0","0","0","0","21"
"General Services Administration","Agency Overall","2021","517","0","0","0","0","0","0","0","0","0","0","0","0","517"
"National Endowment for the Arts","Agency Overall","2021","32","8","0","0","0","0","0","0","0","0","0","0","0","40"
"Federal Labor Relations Authority","Agency Overall","2021","67","2","0","0","0","0","0","0","0","0","0","0","0","69"
"U.S. Department of State","Agency Overall","2021","736","26","11","9","11","21","18","9","10","6","20","15","45","937"
"National Aeronautics and Space Administration","Agency Overall","2021","235","48","10","6","4","2","3","1","0","0","0","0","0","309"
"Denali Commission","Agency Overall","2021","9","0","0","0","0","0","0","0","0","0","0","0","0","9"
"U.S. Election Assistance Commission","Agency Overall","2021","20","2","0","1","0","0","1","1","0","0","2","0","1","28"
"U.S. Railroad Retirement Board","Agency Overall","2021","57","7","1","1","3","0","0","0","0","1","0","0","0","70"
"Social Security Administration","Agency Overall","2021","10514","1286","885","807","419","107","100","23","2","1","5","1","0","14150"
"Central Intelligence Agency","Agency Overall","2021","602","2","1","2","0","0","0","0","0","0","0","0","0","607"
"United States Postal Service","Agency Overall","2021","3152","354","98","44","25","14","11","3","2","1","5","1","1","3711"
"National Labor Relations Board","Agency Overall","2021","1101","77","21","4","0","1","0","0","0","1","2","0","0","1207"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2021","22","4","1","1","0","0","0","0","0","0","0","0","0","28"
"U.S. International Development Finance Corporation","Agency Overall","2021","37","6","3","2","0","2","0","0","3","1","2","1","0","57"
"Farm Credit Administration","Agency Overall","2021","55","0","0","0","0","0","0","0","0","0","0","0","0","55"
"Department of Veterans Affairs","Agency Overall","2021","11147","2720","994","761","615","512","380","338","231","325","695","354","405","19477"
"Farm Credit System Insurance Corporation","Agency Overall","2021","5","0","0","0","0","0","0","0","0","0","0","0","0","5"
"United States International Trade Commission","Agency Overall","2021","22","0","0","0","0","0","0","0","0","0","0","0","0","22"
"National Capital Planning Commission","Agency Overall","2021","7","0","0","0","0","0","0","0","0","0","0","0","0","7"
"Office of Government Ethics","Agency Overall","2021","46","9","11","9","1","7","3","1","1","1","6","5","2","102"
"National Railroad Passenger Corporation","Agency Overall","2021","22","1","0","0","0","0","0","0","0","0","0","0","0","23"
"Appraisal Subcommittee","Agency Overall","2021","11","1","0","0","0","0","0","0","0","0","0","0","0","12"
"Department of Energy","Agency Overall","2021","387","130","71","34","22","19","11","10","9","8","32","15","39","787"
"Occupational Safety and Health Review Commission","Agency Overall","2021","142","0","0","0","0","0","0","0","0","0","0","0","0","142"
"Inter-American Foundation","Agency Overall","2021","4","2","1","0","0","0","0","0","0","0","0","0","0","7"
"Court Services and Offender Supervision Agency","Agency Overall","2021","32","0","0","0","0","0","0","0","0","0","0","0","0","32"
"Federal Housing Finance Agency","Agency Overall","2021","60","10","2","0","1","0","0","2","0","0","0","0","0","75"
"Office of Personnel Management","Agency Overall","2021","38","4","4","4","0","0","1","0","0","0","0","0","8","59"
"Postal Regulatory Commission","Agency Overall","2021","23","2","0","0","0","0","0","0","0","0","0","0","0","25"
"Department of Transportation","Agency Overall","2021","8567","1046","451","274","315","323","363","311","361","265","348","81","150","12855"
"Presidio Trust","Agency Overall","2021","16","7","0","0","0","0","0","0","0","0","0","0","0","23"
"Environmental Protection Agency","Agency Overall","2021","3150","630","221","125","77","61","38","41","32","20","65","33","172","4665"
"National Mediation Board","Agency Overall","2021","19","0","0","0","0","0","0","0","0","0","0","0","0","19"
"American Battle Monuments Commission","Agency Overall","2021","9","0","0","0","0","0","0","0","0","0","0","0","0","9"
"National Transportation Safety Board","Agency Overall","2021","86","43","13","4","3","1","1","1","0","0","0","0","0","152"
"Federal Deposit Insurance Corporation","Agency Overall","2021","95","13","0","1","0","0","0","0","1","0","0","1","0","111"
"Federal Communications Commission","Agency Overall","2021","326","49","2","0","0","0","0","0","0","0","0","0","0","377"
"Small Business Administration","Agency Overall","2021","6276","1103","649","357","183","108","202","334","51","28","145","2","0","9438"
"Department of Commerce","Agency Overall","2021","719","156","67","33","13","15","12","7","8","4","19","10","44","1107"
"Office of National Drug Control Policy","Agency Overall","2021","24","1","0","0","0","0","0","0","0","0","0","0","0","25"
"Consumer Financial Protection Bureau","Agency Overall","2021","117","12","1","0","0","0","0","0","0","0","0","0","0","130"
"Peace Corps","Agency Overall","2021","57","10","5","4","5","8","1","4","6","0","6","8","8","122"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2021","12","1","1","1","0","0","0","0","0","0","0","0","0","15"
"National Science Foundation","Agency Overall","2021","32","4","6","3","4","2","1","6","4","5","6","0","3","76"
"Department of Agriculture","Agency Overall","2021","17424","663","287","178","113","88","134","94","65","61","250","227","203","19787"
"Department of Labor","Agency Overall","2021","5027","931","450","284","189","109","84","70","49","35","97","56","79","7460"
"Commodity Futures Trading Commission","Agency Overall","2021","75","21","7","2","1","2","2","0","1","0","1","0","0","112"
"United States Institute of Peace","Agency Overall","2021","2","0","0","0","1","0","0","1","1","3","0","0","0","8"
"Department of the Treasury","Agency Overall","2021","1830","151","56","38","15","14","12","8","7","3","17","6","20","2177"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2021","45","17","12","9","2","1","3","0","0","0","1","0","0","90"
"Nuclear Regulatory Commission","Agency Overall","2021","92","16","7","2","2","2","1","0","1","0","0","0","1","124"
"Federal Maritime Commission","Agency Overall","2021","5","2","0","0","0","0","0","0","0","0","0","0","0","7"
"Neighborhood Reinvestment Corporation","Agency Overall","2021","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Merit Systems Protection Board","Agency Overall","2021","101","2","0","0","0","0","0","0","0","0","0","0","0","103"
"National Archives and Records Administration","Agency Overall","2021","1583","140","100","90","83","77","63","117","831","1532","1310","207","204","6337"
"Securities and Exchange Commission","Agency Overall","2021","10264","916","271","165","125","79","69","53","32","24","53","28","12","12091"
"Federal Reserve System","Agency Overall","2021","180","8","0","0","0","0","0","0","0","0","0","0","0","188"
"Federal Election Commission","Agency Overall","2021","39","2","1","0","1","0","0","0","0","0","0","0","0","43"
"Office of Management and Budget","Agency Overall","2021","29","18","4","5","4","6","4","3","10","8","73","3","2","169"
"United States Trade and Development Agency","Agency Overall","2021","9","1","0","0","0","0","0","0","0","0","0","0","0","10"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2021","3","2","0","0","0","0","0","0","0","0","0","0","0","5"
"United States Access Board","Agency Overall","2021","6","2","0","0","0","0","0","0","0","0","0","0","0","8"
"Federal Trade Commission","Agency Overall","2021","780","20","1","1","2","0","1","0","0","0","0","0","0","805"
"National Indian Gaming Commission","Agency Overall","2021","25","1","0","0","0","0","0","0","0","0","0","0","0","26"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Defense","Agency Overall","2021","18753","958","346","148","102","79","50","49","46","27","104","52","107","20821"
"Tennessee Valley Authority","Agency Overall","2021","128","19","2","2","1","0","0","0","0","0","0","0","0","152"
"Export-Import Bank of the U.S.","Agency Overall","2021","13","7","4","0","0","0","0","0","0","0","0","0","1","25"
"Department of Homeland Security","Agency Overall","2021","94047","28696","12421","9850","4901","3798","1997","399","123","64","253","81","87","156717"
"Defense Nuclear Facilities Safety Board","Agency Overall","2021","12","2","0","0","0","0","0","0","0","0","0","0","0","14"
"All agencies","Agency Overall","2021","237249","47075","21210","19314","12693","9644","5771","3749","3234","3666","6826","2283","2815","375529"
