"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Federal Housing Finance Agency","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Personnel Management","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-01-17","700"
"Postal Regulatory Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Transportation","Agency Overall","2021","2021-06-16","75","2021-03-22","136","2021-02-26","152","2020-12-30","191","2020-11-18","219","2020-11-13","222","2020-08-19","281","2020-05-27","340","2019-03-20","639","2018-03-14","894"
"Presidio Trust","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Environmental Protection Agency","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-24","4","2021-09-23","5","2021-09-22","6","2021-09-13","13","2021-09-13","13"
"National Mediation Board","Agency Overall","2021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"American Battle Monuments Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Transportation Safety Board","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Deposit Insurance Corporation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-08-17","31"
"Federal Communications Commission","Agency Overall","2021","N/A","0","N/A","0","2021-09-30","0","2021-06-24","68","2021-06-07","80","2021-04-01","126","2020-08-03","289","2020-07-10","305","2020-07-10","305","2018-10-01","747"
"Small Business Administration","Agency Overall","2021","2021-03-09","140","2021-01-28","167","2021-01-19","174","2020-12-03","204","2020-10-22","232","2020-07-13","303","2020-04-06","372","2020-02-26","400","2020-02-18","406","2020-02-10","411"
"Department of Commerce","Agency Overall","2021","2016-02-18","1406","2015-10-15","1490","2015-09-30","1500","2015-03-09","1644","2015-02-24","1653","2014-08-15","1781","2014-02-11","1911","2013-04-26","2109","2013-01-28","2172","2012-11-02","2228"
"Office of National Drug Control Policy","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Consumer Financial Protection Bureau","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-09","16"
"Peace Corps","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Science Foundation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Agriculture","Agency Overall","2021","2018-01-30","923","2018-01-29","924","2018-01-23","928","2017-12-19","950","2017-10-26","986","2017-08-30","1025","2017-08-14","1037","2017-07-19","1055","2017-07-10","1062","2017-06-23","1072"
"Department of Labor","Agency Overall","2021","2016-12-16","1203","2016-12-16","1203","2016-12-16","1203","2016-11-14","1226","2016-11-01","1234","2016-11-01","1234","2016-10-19","1243","2016-10-07","1250","2016-06-30","1319","2016-01-15","1435"
"Commodity Futures Trading Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-14","12"
"United States Institute of Peace","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of the Treasury","Agency Overall","2021","2019-07-16","553","2019-06-20","570","2018-10-04","746","2018-07-25","796","2018-07-09","808","2018-01-16","929","2017-12-20","945","2017-10-04","997","2015-11-13","1471","2015-10-01","1500"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Nuclear Regulatory Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-30","0","2018-09-12","760"
"Federal Maritime Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Merit Systems Protection Board","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-08-16","32","2018-08-21","775","2018-08-21","775"
"National Archives and Records Administration","Agency Overall","2021","2015-06-03","1568","2015-05-04","1589","2015-01-06","1670","2014-10-06","1728","2014-08-26","1756","2014-05-22","1822","2014-04-24","1842","2014-03-14","1870","2013-07-12","2034","2012-10-26","2208"
"Securities and Exchange Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-30","1","2021-09-08","16","2021-07-08","60"
"Federal Reserve System","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-17","10","2021-09-07","18","2021-08-30","23","2021-08-27","24"
"Federal Election Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-06-08","326"
"Office of Management and Budget","Agency Overall","2021","2021-09-01","21","2021-05-25","89","2021-03-23","134","2020-08-28","275","2019-12-12","447","2019-11-11","467","2019-09-30","496","2018-05-21","835","2017-09-25","997","2017-05-01","1099"
"United States Trade and Development Agency","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Access Board","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Trade Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-16","11","2021-09-13","14","2021-09-09","16","2021-09-09","16"
"National Indian Gaming Commission","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Defense","Agency Overall","2021","2010-11-22","2719","2010-11-03","2731","2010-09-24","2758","2010-09-08","2770","2010-06-14","2830","2010-05-12","2852","2010-04-21","2867","2010-03-10","2897","2010-03-04","2901","2009-12-15","2954"
"Tennessee Valley Authority","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2021-09-13","14","2021-09-07","18"
"Export-Import Bank of the U.S.","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Homeland Security","Agency Overall","2021","2020-04-21","365","2019-11-19","468","2019-10-04","495","2019-09-25","505","2019-09-25","511","2019-05-21","590","2019-05-06","604","2018-12-07","702","2017-09-15","1008","2017-01-04","1188"
"Defense Nuclear Facilities Safety Board","Agency Overall","2021","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
