"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Federal Deposit Insurance Corporation","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2008-09-29","1","2008-09-19","7"
"Environmental Protection Agency","Agency Overall","2008","2003-01-23","1428","2002-12-20","1449","2002-11-22","1468","2002-11-22","1468","2002-11-20","1470","2002-07-03","1566","2001-04-24","1873","2001-04-24","1873","2001-02-23","1915","1999-02-26","2435"
"National Science Foundation","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Defense Nuclear Facilities Safety Board","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Open Market Committee","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States International Trade Commission","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Commerce","Agency Overall","2008","2005-05-09","858","2005-03-22","887","2005-03-11","894","2005-01-14","933","2004-11-16","972","2004-10-12","997","2004-06-18","1074","2004-03-30","1131","2004-03-22","1137","2003-03-17","1493"
"Securities and Exchange Commission","Agency Overall","2008","2008-04-21","111","2008-04-15","117","2008-03-26","131","2008-03-26","131","2008-03-24","133","2008-03-24","133","2007-11-21","216","2007-11-21","216","2007-11-08","224","2005-03-28","883"
"General Services Administration","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Communications Commission","Agency Overall","2008","2007-07-26","433","2007-07-19","440","2007-07-12","447","2007-07-12","447","2007-07-05","454","2007-07-05","454","2007-06-29","460","2007-06-29","460","2007-06-25","464","2007-04-04","546"
"Office of Management and Budget","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2008-09-16","0","2008-09-05","0"
"Overseas Private Investment Corporation","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2008-05-05","135"
"Surface Transportation Board","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Energy","Agency Overall","2008","2008-09-19","7","2008-09-11","13","2008-09-11","13","2008-09-09","15","2008-08-01","35","2008-06-12","76","2008-01-31","169","2007-10-17","239","2007-08-15","283","2007-06-20","322"
"Federal Mediation and Conciliation Service","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Science and Technology Policy","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2008-07-30","43"
"Department of Labor","Agency Overall","2008","2006-04-13","902","2006-04-11","904","2006-03-02","944","2006-02-28","946","2005-11-03","1063","2005-10-13","1084","2005-10-11","1086","2005-07-26","1147","2005-06-06","1213","2004-12-10","1391"
"Export-Import Bank of the U.S.","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Institute of Museum and Library Services","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Railroad Retirement Board","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Personnel Management","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2008-09-09","21","2008-08-18","43","2008-07-10","85"
"U.S. Agency for International Development","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2008-08-05","207","2008-07-17","220","2008-06-13","243","2008-02-10","336","2007-11-17","387"
"National Credit Union Administration","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Veterans Affairs","Agency Overall","2008","2006-10-13","494","2006-09-05","521","2006-09-05","521","2006-09-01","522","2006-08-31","523","2006-06-16","577","2006-06-15","578","2006-06-07","584","2006-03-17","642","2005-11-10","733"
"Department of Housing and Urban Development","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Consumer Product Safety Commission","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Council on Environmental Quality","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Homeland Security","Agency Overall","2008","2004-03-25","1142","2004-03-15","1150","2003-10-24","1251","2003-09-13","1280","2003-08-27","1293","2003-08-25","1295","2003-07-24","1317","2003-07-17","1322","2003-07-16","1323","2003-03-18","1409"
"United States International Boundary and Water Commission","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Small Business Administration","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2008-09-30","1","2008-09-23","6","2008-09-19","8","2008-08-26","25"
"Social Security Administration","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2008-07-22","61"
"Peace Corps","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2008-09-19","9","2008-09-19","9","2008-06-06","130"
"U.S. Department of State","Agency Overall","2008","2004-08-30","1025","2004-08-16","1035","2004-08-11","1038","2004-05-03","1108","2004-05-03","1108","2004-04-19","1118","2004-02-25","1156","2003-12-15","1203","2003-09-29","1255","2001-01-19","1928"
"Federal Reserve System","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Humanities","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Mediation Board","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Merit Systems Protection Board","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Labor Relations Authority","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Tennessee Valley Authority","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2008-09-30","1","2008-09-26","2","2008-09-25","3"
"Office of National Drug Control Policy","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Selective Service System","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Trade Commission","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2008-09-26","3","2008-09-15","12"
"Occupational Safety and Health Review Commission","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Aeronautics and Space Administration","Agency Overall","2008","N/A","0","2008-09-29","2","2008-09-10","21","2008-07-31","62","2008-07-28","65","2008-07-25","68","2008-05-13","141","2008-04-28","156","2008-04-11","173","2008-03-14","201"
"Federal Financial Institutions Examination Council","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Inter-American Foundation","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Farm Credit Administration","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Defense","Agency Overall","2008","1998-07-08","2564","1998-06-09","2584","1997-12-17","2702","1997-12-03","2712","1997-10-15","2745","1997-08-11","2790","1997-06-16","2829","1997-03-17","2893","1996-12-03","2963","1995-10-26","3239"
"Department of Justice","Agency Overall","2008","2007-11-20","216","2007-11-15","219","2007-11-06","225","2007-11-05","226","2007-11-02","227","2007-10-25","233","2007-10-24","234","2007-10-16","240","2007-10-02","249","2007-10-02","249"
"Federal Energy Regulatory Commission","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2008-09-11","13"
"Commodity Futures Trading Commission","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2008-09-18","8"
"Department of the Interior","Agency Overall","2008","2003-10-21","1238","2002-10-11","1493","2002-04-24","1613","2001-02-16","1909","2000-09-21","2009","2000-09-14","2014","1999-08-19","2281","1998-11-04","2478","1998-08-14","2534","1998-06-02","2586"
"Farm Credit System Insurance Corporation","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of the Treasury","Agency Overall","2008","2008-03-04","120","2008-02-21","140","2008-01-17","160","2007-10-17","220","2007-09-20","240","2007-04-06","340","2004-10-13","940","2004-08-31","980","2004-08-31","980","1995-11-28","3080"
"Federal Mine Safety and Health Review Commission","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Government Ethics","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Nuclear Regulatory Commission","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Election Commission","Agency Overall","2008","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2008-07-22","49"
