"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Export-Import Bank of the U.S.","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2023-09-29","1"
"Office of the United States Trade Representative","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Central Intelligence Agency","Agency Overall","2023","2013-10-22","2498","2013-10-22","2498","2013-10-22","2498","2013-10-22","2498","2013-09-25","2516","2013-07-19","2563","2013-04-10","2633","2012-11-19","2730","2012-01-06","2949","2007-04-16","4135"
"U.S. Department of State","Agency Overall","2023","2016-02-25","1893","2016-02-23","1893","2016-02-17","1899","2015-09-14","2001","2015-08-21","2019","2015-08-04","2032","2015-06-30","2056","2015-06-11","2069","2015-01-06","2077","2014-10-29","2222"
"Federal Election Commission","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2023-09-13","12"
"United States Trade and Development Agency","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Merit Systems Protection Board","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2023-09-01","19","2023-07-12","56","2023-07-12","56"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Retirement Thrift Investment Board","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Legal Services Corporation","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Postal Service","Agency Overall","2023","N/A","0","N/A","0","N/A","0","2023-09-20","7","2023-09-18","9","2023-09-15","10","2023-09-13","12","2023-09-06","17","2023-09-05","18","2023-09-01","19"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Credit Union Administration","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Council on Disability","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Council on Environmental Quality","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Permitting Improvement Steering Council","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Surface Transportation Board","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Social Security Advisory Board","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Selective Service System","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"American Battle Monuments Commission","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Commission for the Preservation of America’s Heritage Abroad","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Institute of Peace","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States International Boundary and Water Commission","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Copyright Office","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Railroad Retirement Board","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Labor Relations Board","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Capital Planning Commission","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Commission on Civil Rights","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Deposit Insurance Corporation","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States International Trade Commission","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Equal Employment Opportunity Commission","Agency Overall","2023","2023-09-05","19","2023-08-25","26","2023-08-21","30","2023-08-21","30","2023-08-21","30","2023-07-31","45","2023-07-28","46","2023-07-28","46","2023-07-25","49","2023-07-25","49"
"Department of Transportation","Agency Overall","2023","2016-08-24","1780","2016-08-24","1780","2016-08-23","1781","2016-08-23","1781","2016-08-23","1781","2016-08-23","1781","2016-08-17","1785","2015-11-24","1969","2015-11-19","1972","2015-11-19","1972"
"Department of Justice","Agency Overall","2023","2023-05-12","96","2023-05-10","98","2023-05-08","100","2023-05-06","100","2023-05-04","102","2023-05-04","102","2023-05-02","104","2023-05-02","104","2023-05-02","104","2023-05-02","104"
"National Aeronautics and Space Administration","Agency Overall","2023","N/A","0","2023-09-26","3","2023-09-25","4","2023-08-18","29","2023-06-27","66","2023-05-31","84","2023-05-26","86","2023-04-10","120","2021-03-03","649","2021-01-07","673"
"United States African Development Foundation","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Denali Commission","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Postal Regulatory Commission","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Mediation Board","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Agency for International Development","Agency Overall","2023","2023-08-10","35","2023-07-06","60","2023-07-03","62","2023-06-15","74","2023-05-04","89","2023-05-23","90","2023-04-27","108","2023-04-14","117","2023-02-08","163","2023-01-31","169"
"Department of Health and Human Services","Agency Overall","2023","2015-06-23","2069","2015-06-18","2072","2015-04-03","2125","2014-11-05","2226","2014-07-16","2304","2014-03-06","2396","2014-03-06","2396","2014-03-06","2396","2012-04-15","2869","2011-12-07","2958"
"Harry S. Truman Scholarship Foundation","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Mine Safety and Health Review Commission","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Education","Agency Overall","2023","2022-04-13","368","2022-03-10","392","2021-11-18","468","2021-09-07","518","2021-08-18","531","2021-07-26","548","2021-05-26","589","2021-04-19","616","2021-02-22","656","2021-02-01","670"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2023-05-20","91","2023-05-15","96","2022-06-01","334"
"Department of Housing and Urban Development","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2023-09-28","1","2023-09-18","9","2023-09-11","14"
"Tennessee Valley Authority","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2023-05-25","87"
"Department of the Treasury","Agency Overall","2023","2020-05-28","836","2019-12-16","948","2019-09-12","1012","2019-07-03","1061","2019-06-20","1070","2018-10-04","1246","2018-07-25","1296","2018-07-09","1308","2017-12-20","1445","2015-10-01","2000"
"Marine Mammal Commission","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Securities and Exchange Commission","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2023-09-29","1","2023-06-27","67","2023-06-19","72"
"Federal Trade Commission","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2023-09-22","5","2023-09-20","7","2023-09-14","11","2023-08-29","22"
"Consumer Financial Protection Bureau","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"James Madison Memorial Fellowship Foundation","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the National Cyber Director","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Armed Forces Retirement Home","Agency Overall","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Access Board","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Arts","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Commission of Fine Arts","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the Director of National Intelligence","Agency Overall","2023","2021-10-20","482","2021-10-14","496","2021-09-27","498","2021-05-10","594","2021-04-14","612","2021-02-08","658","2021-02-08","658","2021-01-27","666","2019-01-15","1167","2014-10-15","2216"
"Federal Communications Commission","Agency Overall","2023","2022-12-27","191","2022-12-23","192","2022-12-12","201","2022-07-14","304","2022-04-05","373","2021-06-24","567","2020-08-03","788","2020-07-10","804","2020-07-10","804","2018-10-01","1246"
"Federal Energy Regulatory Commission","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Labor Relations Authority","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the Intellectual Property Enforcement Coordinator","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Small Business Administration","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2023-09-22","5","2023-09-13","12","2023-09-05","19"
"U.S. Agency for Global Media","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2023-08-29","23"
"Presidio Trust","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Housing Finance Agency","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Government Ethics","Agency Overall","2023","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
