"Agency","Component","Fiscal Year","Ex. 1","Ex. 2","Ex. 3","Ex. 4","Ex. 5","Ex. 6","Ex. 7(A)","Ex. 7(B)","Ex. 7(C)","Ex. 7(D)","Ex. 7(E)","Ex. 7(F)","Ex. 8","Ex. 9"
"Department of Defense","Agency Overall","2023","1547","139","3240","3207","3347","14702","1034","66","8168","488","2596","144","0","11"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2023","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"Department of the Interior","Agency Overall","2023","1","18","109","156","574","1330","143","0","600","33","114","66","0","5"
"National Archives and Records Administration","Agency Overall","2023","136","7","201","11","66","429","1","0","154","278","96","17","1","0"
"Department of Labor","Agency Overall","2023","0","17","7","2533","1720","1540","1598","7","3947","2247","281","7","0","5"
"U.S. Interagency Council on Homelessness","Agency Overall","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Science and Technology Policy","Agency Overall","2023","0","2","1","2","7","29","0","0","0","0","0","0","0","0"
"Advisory Council on Historic Preservation","Agency Overall","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. International Development Finance Corporation","Agency Overall","2023","0","0","0","3","3","17","0","0","0","0","0","0","0","0"
"Office of Special Counsel","Agency Overall","2023","0","1","0","2","25","42","2","0","45","8","1","0","0","0"
"Federal Open Market Committee","Agency Overall","2023","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"Department of Agriculture","Agency Overall","2023","0","21","334","553","621","2075","106","2","687","114","210","64","0","2"
"Environmental Protection Agency","Agency Overall","2023","1","6","44","246","532","924","95","2","133","3","45","28","1","77"
"Millennium Challenge Corporation","Agency Overall","2023","1","7","4","3","8","10","0","0","0","0","0","0","0","0"
"Appraisal Subcommittee","Agency Overall","2023","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"Federal Maritime Commission","Agency Overall","2023","0","0","2","2","2","6","1","0","0","0","1","0","0","0"
"Farm Credit System Insurance Corporation","Agency Overall","2023","0","0","0","0","0","14","0","0","0","0","0","0","0","0"
"General Services Administration","Agency Overall","2023","1","0","20","219","93","318","9","0","32","1","5","70","0","0"
"Federal Financial Institutions Examination Council","Agency Overall","2023","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"Defense Nuclear Facilities Safety Board","Agency Overall","2023","0","0","0","1","1","2","0","0","0","0","0","0","0","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2023","0","0","0","1","2","0","0","0","0","0","0","0","0","0"
"Inter-American Foundation","Agency Overall","2023","0","0","2","2","4","4","0","0","0","0","0","0","0","0"
"Export-Import Bank of the U.S.","Agency Overall","2023","0","1","2","24","20","31","2","0","5","0","1","0","0","1"
"Office of the United States Trade Representative","Agency Overall","2023","5","0","1","8","17","25","0","0","0","0","0","0","0","0"
"Central Intelligence Agency","Agency Overall","2023","661","2","714","3","48","156","0","0","9","1","4","0","0","0"
"U.S. Department of State","Agency Overall","2023","20","2","6896","12","85","718","11","6","109","5","57","4","0","0"
"Federal Election Commission","Agency Overall","2023","0","4","11","1","22","17","3","0","4","0","4","0","0","0"
"United States Trade and Development Agency","Agency Overall","2023","0","0","1","1","2","1","0","0","0","0","0","0","0","0"
"Merit Systems Protection Board","Agency Overall","2023","0","0","2","0","2","35","2","0","2","0","1","0","0","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Retirement Thrift Investment Board","Agency Overall","2023","0","0","1","3","2","9","0","0","0","0","0","0","0","0"
"Legal Services Corporation","Agency Overall","2023","0","0","1","4","3","5","1","0","1","0","0","0","0","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2023","0","1","4","5","9","26","1","0","5","0","1","2","0","0"
"United States Postal Service","Agency Overall","2023","0","19","733","76","106","1068","65","4","392","49","128","17","0","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2023","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"National Credit Union Administration","Agency Overall","2023","0","17","1","24","22","58","1","0","6","0","0","0","29","0"
"National Council on Disability","Agency Overall","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Council on Environmental Quality","Agency Overall","2023","0","2","0","0","15","18","0","0","0","0","1","0","0","0"
"Federal Permitting Improvement Steering Council","Agency Overall","2023","0","0","0","0","10","7","0","0","0","0","0","0","0","0"
"Surface Transportation Board","Agency Overall","2023","0","0","0","2","4","1","0","0","0","0","0","0","0","0"
"Social Security Advisory Board","Agency Overall","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Selective Service System","Agency Overall","2023","0","0","0","0","2","2","0","0","0","0","0","0","0","0"
"American Battle Monuments Commission","Agency Overall","2023","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"U.S. Commission for the Preservation of America’s Heritage Abroad","Agency Overall","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Institute of Peace","Agency Overall","2023","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"United States International Boundary and Water Commission","Agency Overall","2023","0","0","2","0","0","3","0","0","0","0","0","0","0","0"
"United States Copyright Office","Agency Overall","2023","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"U.S. Railroad Retirement Board","Agency Overall","2023","0","0","0","0","0","10","0","0","0","0","0","0","0","0"
"National Labor Relations Board","Agency Overall","2023","0","0","0","25","128","1331","425","0","1313","91","8","0","0","0"
"National Capital Planning Commission","Agency Overall","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Commission on Civil Rights","Agency Overall","2023","0","0","0","0","1","3","0","0","0","0","0","0","0","0"
"Federal Deposit Insurance Corporation","Agency Overall","2023","0","0","2","40","13","84","1","1","10","1","12","0","29","0"
"United States International Trade Commission","Agency Overall","2023","0","0","4","4","6","11","0","0","3","0","2","0","0","0"
"Equal Employment Opportunity Commission","Agency Overall","2023","0","0","1505","40","8533","3684","2029","1","7881","39","257","0","0","0"
"Department of Transportation","Agency Overall","2023","2","19","836","440","589","6195","140","8","3021","660","15","25","1","0"
"Department of Justice","Agency Overall","2023","441","297","2379","385","2004","11359","2069","29","10596","2201","6802","1931","5","0"
"National Aeronautics and Space Administration","Agency Overall","2023","0","12","46","87","67","158","3","0","21","4","15","0","0","0"
"United States African Development Foundation","Agency Overall","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Denali Commission","Agency Overall","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2023","0","0","7","13","7","370","0","0","7","0","2","0","0","0"
"Postal Regulatory Commission","Agency Overall","2023","0","2","1","0","3","3","0","0","0","0","0","0","0","0"
"National Mediation Board","Agency Overall","2023","0","0","0","3","3","0","0","0","0","0","0","0","0","0"
"U.S. Agency for International Development","Agency Overall","2023","0","9","38","52","43","99","6","0","19","6","4","0","1","0"
"Department of Health and Human Services","Agency Overall","2023","2","17","240","1783","996","9908","137","81","1182","20","141","172","0","1"
"Harry S. Truman Scholarship Foundation","Agency Overall","2023","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Mine Safety and Health Review Commission","Agency Overall","2023","0","3","0","0","3","6","0","0","0","0","0","0","0","0"
"Department of Education","Agency Overall","2023","0","0","5","32","95","1193","555","1","975","6","12","2","0","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2023","0","2","2","0","18","31","3","0","21","0","0","0","0","0"
"Department of Housing and Urban Development","Agency Overall","2023","0","2","12","63","54","324","38","0","52","4","29","0","1","0"
"Tennessee Valley Authority","Agency Overall","2023","0","2","6","12","19","50","0","0","2","0","1","2","0","0"
"Department of the Treasury","Agency Overall","2023","11","57","1735","228","515","1118","324","6","748","8","818","4","34","0"
"Marine Mammal Commission","Agency Overall","2023","0","0","0","0","3","2","0","0","0","0","0","0","0","0"
"Securities and Exchange Commission","Agency Overall","2023","0","3","32","220","293","758","530","3","542","9","55","8","131","0"
"Federal Trade Commission","Agency Overall","2023","0","10","99","51","110","404","170","1","8","8","15","0","0","0"
"Consumer Financial Protection Bureau","Agency Overall","2023","0","4","3","28","58","84","19","0","3","13","54","0","30","0"
"James Madison Memorial Fellowship Foundation","Agency Overall","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of the National Cyber Director","Agency Overall","2023","0","0","0","0","1","2","0","0","0","0","0","0","0","0"
"Armed Forces Retirement Home","Agency Overall","2023","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"United States Access Board","Agency Overall","2023","0","0","1","1","0","4","0","0","0","0","0","0","0","0"
"National Endowment for the Arts","Agency Overall","2023","0","0","0","8","1","8","0","0","0","0","0","0","0","0"
"Commission of Fine Arts","Agency Overall","2023","0","0","1","1","0","1","0","0","0","0","0","0","0","0"
"Office of the Director of National Intelligence","Agency Overall","2023","43","0","155","5","8","45","0","0","10","0","3","0","0","0"
"Federal Communications Commission","Agency Overall","2023","0","0","1","18","31","105","14","0","7","0","14","1","0","0"
"Federal Energy Regulatory Commission","Agency Overall","2023","0","0","8","8","30","43","0","0","0","0","0","5","0","0"
"Federal Labor Relations Authority","Agency Overall","2023","0","0","0","0","3","11","1","0","2","2","0","0","0","0"
"Office of the Intellectual Property Enforcement Coordinator","Agency Overall","2023","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Small Business Administration","Agency Overall","2023","0","5","1","227","129","189","3","1","6","0","0","0","6","1"
"U.S. Agency for Global Media","Agency Overall","2023","0","0","1","8","12","37","0","0","0","0","0","0","0","0"
"Presidio Trust","Agency Overall","2023","0","0","0","3","2","3","0","0","0","0","0","0","0","0"
"Federal Housing Finance Agency","Agency Overall","2023","0","0","2","5","2","31","1","0","23","0","17","0","0","0"
"Office of Government Ethics","Agency Overall","2023","0","0","4","0","15","20","0","0","0","0","0","0","0","0"
"All agencies","Agency Overall","2023","2892","1504","74957","12207","68541","315062","10224","261","263899","6368","213684","2722","324","109"
