"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Veterans Affairs","Agency Overall","2023","41 U.S.C. § 2102 (amending  41 U.S.C. § 423(a)(1))","Legal & Safety Employer Research, Inc. v. U.S. Dep't. of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001)","Contractor bid or proposal information; source selection
information","13"
"Department of Veterans Affairs","Agency Overall","2023","38 U.S.C. § 5701","Ashton v. VA, No. 99-6018, 1999 WL 753331, at *1 (2d Cir. Sept. 3, 1999) (unpublished disposition).","“All files, records, reports, and other papers and documents pertaining to any claim under any of the laws administered by the Secretary and the names and addresses of present or former members of the Armed Forces, and their dependents, in the possession of [VA]”","2410"
"Department of Veterans Affairs","Agency Overall","2023","38 U.S.C. § 5705","Schulte & Sun-Sentinel Co. v. VA, No. 86-6251, slip op. at 3-4, 12 (S.D. Fla. Feb. 2, 1996).","Records created by VA as part of its medical quality-assurance program; certain 
other information pertaining to VA’s medical quality-assurance program","44"
"Department of Veterans Affairs","Agency Overall","2023","38 U.S.C. § 7332","Palmer v. Derwinski, No. 91-197, slip op. at 3-4 (E.D. Ky. June 10, 1992).","Records of patients being treated for certain conditions","1242"
"Department of Veterans Affairs","Agency Overall","2023","35 U.S.C. § 205","N/A","Information relating to government invention information","3"
"Department of Veterans Affairs","Agency Overall","2023","38 U.S.C. § 7451","N/A","Information collected in VA nurse and other health-care personnel wage surveys ","5"
"Department of Veterans Affairs","Agency Overall","2023","26 U.S.C. §§ 6103, 6105","Nosal v. IRS, 523 F. Supp. 3d 72, 79 (D.D.C. 2021); Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232, 1237 (D.C. Cir. 2018); Leonard v. U.S. Dep’of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","12"
"Department of Veterans Affairs","Agency Overall","2023","10 U.S.C. § 130b","Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O’Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005). ","Personally identifiable information pertaining to “any member of the armed forces assigned to an overseas unit, a sensitive unit, or a routinely deployable unit” and “any employee of the Department of Defense or of the Coast Guard whose duty station is with any such unit""","3"
"Department of Veterans Affairs","Agency Overall","2023","5 U.S.C. § 13107 (formerly at 5 U.S.C. App 4 § 105)","N/A","Financial disclosure reports and applications to inspect financial disclosure reports ","2"
"Department of Veterans Affairs","Agency Overall","2023","18 U.S.C. § 208(d)(1)","Seife v. NIH, 874 F. Supp. 2d 248, 256 (S.D.N.Y. 2012).","Providing that ""a copy of any determination granting an exemption under subsection (b)(1) or (b)(3) [from application of
penalties for acts affecting personal financial interests determined to constitute bribery, graft, or conflicts of interest] shall be made available to the public,"" but exempting from this disclosure requirement ""any information contained in the determination that would be exempt from disclosure under section 552 of title 5""","4"
"Department of Veterans Affairs","Agency Overall","2023","19 U.S.C. § 2155(g) ","Intell. Prop. Watch v. U.S. Trade Representative, 205 F. Supp. 3d 334, 345-46 (S.D.N.Y. 2016).","Certain information in connection with trade negotiations that is
""submitted in confidence""","1"
"Department of Veterans Affairs","Agency Overall","2023","28 U.S.C. § 652(d) ","Yelder v. DOD, 577 F. Supp. 2d 342, 346-47 (D.D.C. 2008). 
","""Confidential dispute resolution communications""","1"
"Department of Veterans Affairs","Agency Overall","2023","52 U.S.C. § 30109(a)(12)(A) (formerly at 2 U.S.C. § 437(a)(12)(A))","Gov’t Accountability Project v. FDA, 206 F. Supp. 3d 420, 433 (D.D.C. 2016).","Any notification or investigation made under this section of the Federal Election Campaign Act pertaining to federal campaign funds","1"
"Department of Homeland Security","Agency Overall","2023","8 U.S.C. § 1202(f) ","Medina-Hincapie v. Dep’t of State, 700 F.2d 737, 741-42 (D.C. Cir. 1983); DeLaurentiis v. Haig, 686 F.2d 192, 194 (3d Cir. 1982); Assadi v. Dep’t of State, No. 12-1111, 2014 WL 4704840, at *6 (S.D.N.Y. Sept. 19, 2014); Beltranena v. U.S. Dep’t of State, 821 F. Supp. 2d 167, 177-78 (D.D.C. 2011); Badalamenti v. U.S. Dep’t of State, 899 F. Supp. 542, 547 (D. Kan. 1995); Jan-Xin Zang v. FBI, 756 F. Supp. 705, 711-12 (W.D.N.Y. 1991); Smith v. DOJ, No. 81-CV-813, 1983 U.S. Dist. LEXIS 10878, at *13-14 (N.D.N.Y. Dec. 13, 1983).","Certain records pertaining to the issuance or refusal of visas to enter the United States","34378"
"Department of Homeland Security","Agency Overall","2023","8 U.S.C. § 1367(a)(2)","N/A","Information that relates to an alien who is the beneficiary of certain applications for relief under the Immigration and Nationality Act","8"
"Department of Homeland Security","Agency Overall","2023","10 U.S.C. § 130b","Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O’Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifiable information pertaining to “any member of the armed forces assigned to an overseas unit, a sensitive unit, or a routinely deployable unit” and “any employee of the Department of Defense or of the Coast Guard whose duty station is with any such unit”","1"
"Department of Homeland Security","Agency Overall","2023","10 U.S.C. § 3309(b) (formerly at 10 U.S.C. § 2305(g))","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09- 5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09- - 00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","1"
"Department of Homeland Security","Agency Overall","2023","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30
(D.D.C. 2003), summary affirmance granted, No.03-5257, 2004 WL
1900562 (D.C. Cir. Aug. 25, 2004); Starkey v. U.S. Dep’t of the Interior, 238 F. Supp. 2d 1188, 1192-94 (S.D. Cal. 2002)..
","Information pertaining to the nature and location of certain archaeological resources","5"
"Department of Homeland Security","Agency Overall","2023","18 U.S.C. § 3509(d)","Corley v. DOJ, 998 F.3d 981, 982-85 (D.C. Cir. 2021).","Certain records containing identifying information pertaining to children involved in criminal proceedings","3"
"Department of Homeland Security","Agency Overall","2023","26 U.S.C. §§ 6103, 6105","Nosal v. IRS, 523 F. Supp. 3d 72, 79 (D.D.C. 2021); Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232, 1237 (D.C. Cir. 2018); Leonard v. U.S. Dep’of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information ","59"
"Department of Homeland Security","Agency Overall","2023","31 U.S.C. § 5319","Yunes v. DOJ, 263 F. Supp. 3d 82, 87 (D.D.C. 2017)); Council on Am.-Islamic Rels., Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), affd on other grounds, 288 F. App’x 829 (3d Cir. 2008).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","15"
"Department of Homeland Security","Agency Overall","2023","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","16"
"Department of Homeland Security","Agency Overall","2023","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Employer Research, Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","11"
"Department of Homeland Security","Agency Overall","2023","49 U.S.C. § 114 (r) (formerly at 49 U.S.C. § 114 (s))","Longas-Palacio v. USCIS, No. 21-2661, 2023 WL 2277128 (S.D. Tex. Feb. 28, 2023); Magassa v. TSA, No. 19-01953, 2022 WL 971207, at *5 (D.D.C Mar. 31, 2022); Skurow v. DHS, 892 F. Supp. 2d 319, 329- 30 (D.D.C. 2012); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Information obtained or developed in carrying out security under the authority of the Aviation and Transportation Security Act or under chapter 449 of this title","16915"
"Department of Homeland Security","Agency Overall","2023","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Sorin v. DOJ, No. 18-99, 2018 WL 6431027 (2d Cir. Dec. 6, 2018) (per curium); Widi v. McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","25"
"Department of Homeland Security","Agency Overall","2023","18 U.S.C. §§ 2510, et seq.","Payne v. DOJ, No. 96-30840, 1997 WL 450139, at *3 (5th Cir. July 11, 1997); Lam Lek Chong v. DEA, 929 F.2d 729, 732-33 (D.C. Cir. 1991).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","2"
"Office of Management and Budget","Agency Overall","2023","N/A","N/A","N/A","0"
"Social Security Administration","Agency Overall","2023","N/A","N/A","N/A","0"
"U.S. Election Assistance Commission","Agency Overall","2023","N/A","N/A","N/A","0"
"Office of Personnel Management","Agency Overall","2023","18 U.S.C. § 208(d)(1)","Seife v. NIH, 874 F. Supp. 2d 248, 256 (S.D.N.Y. 2012).","Providing that “a copy of any determination granting an exemption under subsection (b)(1) or (b)(3) [from application of penalties for acts affecting personal financial interests determined to constitute bribery, graft, or conflicts of interest] shall be made available to the public,” but exempting from this disclosure requirement “any information contained in the determination that would be exempt from disclosure under section 552 of title 5”","1"
"National Indian Gaming Commission","Agency Overall","2023","N/A","N/A","N/A","0"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2023","N/A","N/A","N/A","0"
"Peace Corps","Agency Overall","2023","N/A","N/A","N/A","0"
"Court Services and Offender Supervision Agency","Agency Overall","2023","10 U.S.C. § 3309(b) (formerly at 10 U.S.C. § 2305(g)) ","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012);Margolin v. NASA, No. 09- -00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","1"
"Office of National Drug Control Policy","Agency Overall","2023","N/A","N/A","N/A","0"
"Department of Energy","Agency Overall","2023","41 U.S.C § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09- 00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03- 5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts. ","4"
"Department of Energy","Agency Overall","2023","5 U.S.C. § 13109(a)(2) (formerly at 5 U.S.C. app. 4 § 107(a)(2))","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Off. for U.S. Att’ys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","1"
"Department of Energy","Agency Overall","2023","26 U.S.C. §§ 6103, 6105","Nosal v. IRS, 523 F. Supp. 3d 72, 79 (D.D.C. 2021); Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232, 1237 (D.C. Cir. 2018); Leonard v. U.S. Dep’of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","14"
"Department of Energy","Agency Overall","2023","42 U.S.C. §§ 2162, 2167, 2168(a)(1)","Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","“Restricted Data” pertaining to atomic weapons and special nuclear material and certain safeguards information for nuclear material","20"
"Department of Energy","Agency Overall","2023","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 29- 30 (D.D.C. 2003), summary affirmance granted, No. 03- 5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Starkey v. U.S. Dep’t of the Interior, 238 F. Supp. 2d 1188, 1192-94 (S.D. Cal. 2002).","Information pertaining to the nature and location of certain archaeological resources","1"
"National Endowment for the Humanities","Agency Overall","2023","N/A","N/A","N/A","0"
"National Railroad Passenger Corporation","Agency Overall","2023","N/A","N/A","N/A","0"
"Occupational Safety and Health Review Commission","Agency Overall","2023","N/A","N/A","N/A","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2023","N/A","N/A","N/A","0"
"Institute of Museum and Library Services","Agency Overall","2023","N/A","N/A","N/A","0"
"National Science Foundation","Agency Overall","2023","41 U.S.C. § 4702","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233 at *13-15 (S.D. Ohio Mar., 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar.31, 2011); Hombostel v. U.S. Dept. of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug 25, 2004). ","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts. ","1"
"National Science Foundation","Agency Overall","2023","35 U.S.C. § 122 ","Irons & Sears v. Dann, 606 F.2d 1215, 1219-21 (D.C.Cir.1979.) ","Applications for patents; certain information pertaining to applications for patents ","2"
"Department of Commerce","Agency Overall","2023","13 U.S.C. §§ 8(b)), 9(a) ","Baldrige v. Shapiro, 455 U.S. 345, 355 (1982).","Certain census data","20"
"Department of Commerce","Agency Overall","2023","15 U.S.C. § 3710a(c)","Pub. Citizen Health Research Group v. NIH, 209 F. Supp. 2d 37, 43, 51 (D.D.C. 2002); DeLorme Pub. Co., Inc. v. NOAA, 917 F. Supp. 867, 871-72 (D. Me. 1996), appeal dismissed per stipulation, No. 96-1601 (1st Cir. July 8, 1996).","""[T]rade secrets or commercial or financial information that is privileged or confidential, under the meaning of section 552(b)(4) of Title 5, which is obtained in the conduct of research or as a result of activities under this chapter,"" which pertains to cooperative research and development agreements for the purpose of technological and industrial innovation","2"
"Department of Commerce","Agency Overall","2023","15 U.S.C. § 4652(a)(6)(G)","N/A","Information provided by covered entities for the fabrication, assembly, testing, advanced packaging, production, or research and development of semiconductors, materials used to manufacture semiconductors, or semiconductor manufacturing equipment","4"
"Department of Commerce","Agency Overall","2023","16 U.S.C. § 1881a(b)(1)","N/A","Certain information submitted to the Secretary, a State fishery management agency, or a marine fisheries commission by any person in compliance with the requirements of this chapter","2"
"Department of Commerce","Agency Overall","2023","22 U.S.C. § 3144","N/A","Foreign direct investment and international financial data","5"
"Department of Commerce","Agency Overall","2023","26 U.S.C. §§ 6103, 6105 ","Nosal v. IRS, 523 F. Supp. 3d 72, 79 (D.D.C. 2021); Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232, 1237 (D.C. Cir. 2018); Leonard v. U.S. Dep’of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","2"
"Department of Commerce","Agency Overall","2023","35 U.S.C. § 122 ","Irons & Sears v. Dann, 606 F.2d 1215, 1220 (D.C. Cir. 1979).","Applications for patents; certain information pertaining to applications for patents","10"
"Department of Commerce","Agency Overall","2023","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1)) ","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","1"
"Department of Commerce","Agency Overall","2023","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004)","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","20"
"Department of Commerce","Agency Overall","2023","50 U.S.C. § 4555(d) (formerly at 50 U.S.C. §2155(d))","N/A","Information obtained under the Defense Production Act of 1950 that the President deems confidential or the person furnishing such information requests confidential treatment of the information","2"
"Department of Commerce","Agency Overall","2023","50 U.S.C. § 4820(h)(1) (formerly at 50 U.S.C. § 4614(c)(1)) ","Wis. Project on Nuclear Arms Control v. U.S. Dep’t of Com., 317 F.3d 275, 284 (D.C. Cir. 2003); Times Publ’g Co. v. U.S. Dep’t of Com., 236 F.3d 1286, 1289-90 (11th Cir. 2001); Lessner v. U.S. Dep’t of Com., 827 F.2d 1333, 1336-37 (9th Cir. 1987).","Information pertaining to license applications under the Export Administration Act","26"
"Department of Commerce","Agency Overall","2023","54 U.S.C. § 100707 (formerly at 16 U.S.C. § 5937)","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d
21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Sw. Ctr. for Biological Diversity v. USDA, 170 F. Supp. 2d 931, 945 (D. Ariz. 2000), aff'd, 314 F.3d 1060, 1062 (9th Cir. 2002); Pease v. U.S. Dep't of Interior, No. 1:99CV113, slip op. at 2, 4 (D. Vt. Sept. 17, 1999).","Information pertaining to: ""endangered, threatened, rare,
or commercially valuable"" National Park System resources; ""mineral or paleontological objects within units of the National Park System""; or ""objects of cultural patrimony within units of the National Park System""","1"
"Department of Defense","Agency Overall","2023","5 U.S.C. § 574(j)","N/A","Dispute resolution communications","1"
"Department of Defense","Agency Overall","2023","10 U.S.C. § 128","N/A","Unclassified special nuclear weapons information","14"
"Department of Defense","Agency Overall","2023","10 U.S.C § 130(a)","Newport Aeronautical Sales v. Dep't of the Air Force, 684 F.3d 160, 165 (D.C. Cir. 2012); Chenkin v. Dep't of the Army, No. 93-494, 1994 U.S. Dist. LEXIS 20907, at *8 (E.D. Pa. Jan. 14, 1994), aff'd, 61 F.3d 894 (3d Cir. 1995) (unpublished table decision).","Certain technical data with military or space application in the possession of, or under the control of, the Department of Defense","128"
"Department of Defense","Agency Overall","2023","10 U.S.C § 130b","Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O’Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v.
United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifiable information pertaining to “any member of the armed forces assigned to an overseas unit, a sensitive unit, or a routinely deployable unit” and “any employee of the Department of Defense or of the Coast Guard whose duty station is with any
such unit”","1278"
"Department of Defense","Agency Overall","2023","10 U.S.C. § 130c","ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Nat’l Inst. of Military Justice v. DOD, 404 F. Supp. 2d 325, 335-37 (D.D.C. 2005), aff’d on other grounds, 512 F.3d 677 (D.C. Cir. 2008); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).","Certain sensitive information of foreign governments and international organizations","28"
"Department of Defense","Agency Overall","2023","10 U.S.C. § 130e","N/A","DoD critical infrastructure security information","72"
"Department of Defense","Agency Overall","2023","10 U.S.C. § 424","Hamdan v. DOJ, 797 F.3d 759, 776 (9th Cir. 2015); Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va.
2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National  Geospatial Intelligence Agency","292"
"Department of Defense","Agency Overall","2023","10 U.S.C. § 455","N/A","Maps, charts and geodetic data","5"
"Department of Defense","Agency Overall","2023","10 U.S.C. § 1102(f)","Goodrich v. Dep't of the Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v. Dep't of the Air Force, 107 F. Supp. 2d 912, 917 (S.D. Ohio 1999).","Medical quality assurance records created by or for the Department of Defense as part of a medical
quality assurance program","10"
"Department of Defense","Agency Overall","2023","10 U.S.C. § 3309 (formerly at 10 U.S.C § 2305(g))","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","116"
