"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"U.S. Commission on Civil Rights","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Access Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Humanities","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Housing and Urban Development","Agency Overall","2016","2016-08-03","41","2016-07-27","46","2016-07-13","56","2016-07-05","62","2016-07-05","62","2016-04-22","112","2016-02-02","169","2015-07-21","302","2014-09-10","517","2013-08-15","772"
"United States International Boundary and Water Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Agency for Global Media","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Science Foundation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Agriculture","Agency Overall","2016","2009-11-06","1729","2009-08-20","1783","2009-08-20","1783","2009-05-05","1858","2008-11-24","1989","2008-05-22","2096","2007-10-02","2256","2007-02-23","2410","2007-01-06","2437","2006-11-20","2474"
"American Battle Monuments Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Legal Services Corporation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Presidio Trust","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Labor","Agency Overall","2016","2013-03-18","891","2012-11-06","979","2012-08-09","1040","2012-06-15","1078","2011-12-06","1211","2011-12-06","1211","2011-12-06","1211","2011-12-06","1211","2011-12-06","1211","2011-11-21","1221"
"Federal Labor Relations Authority","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Open Market Committee","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Management and Budget","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-08-09","37","2016-02-16","160","2015-05-13","349","2014-09-15","536"
"National Aeronautics and Space Administration","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-21","7","2016-08-26","24","2016-08-26","24","2016-08-19","29"
"Consumer Financial Protection Bureau","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Institute of Museum and Library Services","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Science and Technology Policy","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Government Ethics","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Export-Import Bank of the U.S.","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Justice","Agency Overall","2016","2016-05-12","98","2016-05-12","98","2016-05-09","101","2016-05-05","103","2016-05-05","103","2016-05-05","103","2016-05-05","103","2016-05-04","104","2016-05-02","106","2016-03-03","148"
"Federal Financial Institutions Examination Council","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Energy","Agency Overall","2016","2016-06-21","75","2016-03-14","146","2015-04-20","374","2015-04-15","377","2014-12-08","465","2014-10-07","506","2013-11-15","731","2013-10-16","752","2013-10-10","756","2012-07-03","1076"
"U.S. Department of State","Agency Overall","2016","2011-07-03","1319","2011-05-12","1355","2011-05-12","1355","2011-02-23","1411","2011-02-11","1418","2010-11-15","1478","2010-09-01","1528","2010-07-14","1563","2009-09-14","1771","2007-08-07","2300"
"Consumer Product Safety Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Social Security Administration","Agency Overall","2016","2016-06-28","69","2016-06-27","70","2016-05-09","105","2016-05-05","107","2016-04-13","123","2016-04-11","125","2016-01-27","178","2016-01-12","189","2016-01-07","192","2015-09-03","282"
"National Council on Disability","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"General Services Administration","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-08-02","42","2016-05-03","105","2016-03-17","138"
"Administrative Conference of the United States","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Farm Credit System Insurance Corporation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Farm Credit Administration","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Election Assistance Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-06-13","77"
"Office of the Director of National Intelligence","Agency Overall","2016","2015-10-07","248","2015-05-13","350","2014-10-27","486","2014-10-15","494","2014-09-25","507","2014-01-29","674","2014-01-07","689","2013-11-26","716","2013-03-20","890","2012-11-13","976"
"National Endowment for the Arts","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Tennessee Valley Authority","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Energy Regulatory Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Millennium Challenge Corporation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Small Business Administration","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-12","14"
"Federal Reserve System","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-07-21","51","2016-05-23","92","2015-11-12","224"
"United States Institute of Peace","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Labor Relations Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-08-30","22","2016-08-25","25"
"Department of the Treasury","Agency Overall","2016","2010-06-07","1597","2010-04-06","1641","2010-03-16","1656","2010-03-16","1656","2010-02-23","1671","2010-02-02","1686","2009-11-09","1747","2009-11-05","1749","2009-04-29","1885","2008-10-29","2015"
"Peace Corps","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Railroad Passenger Corporation","Agency Overall","2016","2016-06-15","77","2016-05-31","88","2016-05-02","109","2015-09-25","261","2015-07-20","309","2015-02-06","422","2013-11-12","731","2013-06-26","826","2013-06-20","830","2011-09-20","1261"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-19","9","2016-09-13","13"
"Federal Election Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-21","7","2016-08-31","21","2014-03-26","633","2014-02-20","657","2013-11-27","713","2012-02-28","1154"
"Department of Commerce","Agency Overall","2016","2014-10-07","500","2014-08-15","535","2014-02-12","664","2013-09-07","764","2013-05-02","860","2013-04-29","863","2013-01-28","927","2012-11-30","965","2012-11-02","983","2010-03-23","1642"
"Federal Deposit Insurance Corporation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-22","6"
"Commission of Fine Arts","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Special Counsel","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-06-20","72","2008-01-28","2180","2006-10-16","2500","2005-08-08","2798"
"Federal Retirement Thrift Investment Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Homeland Security","Agency Overall","2016","2012-07-24","1052","2012-05-08","1105","2012-03-06","1150","2011-11-07","1231","2011-10-28","1237","2010-10-05","1506","2010-08-27","1532","2010-05-06","1611","2009-08-31","1777","2009-02-26","1907"
"Department of Transportation","Agency Overall","2016","2015-07-29","296","2015-07-17","304","2015-07-17","304","2015-07-17","304","2015-07-09","311","2015-07-09","311","2015-07-09","311","2015-07-09","311","2014-08-11","538","2014-04-02","629"
"Council on Environmental Quality","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Health and Human Services","Agency Overall","2016","2012-09-14","1017","2012-04-23","1118","2012-04-17","1122","2012-04-12","1125","2012-04-10","1127","2012-01-03","1195","2011-12-09","1210","2011-06-21","1328","2011-04-28","1365","2011-01-11","1440"
