"Agency","Component","Fiscal Year","<1-20 Days","21-40 Days","41-60 Days","61-80 Days","81-100 Days","101-120 Days","121-140 Days","141-160 Days","161-180 Days","181-200 Days","201-300 Days","301-400 Days","401+ Days","Total"
"National Indian Gaming Commission","Agency Overall","2016","0","0","0","0","0","0","0","1","0","0","1","1","2","5"
"Department of Education","Agency Overall","2016","257","339","204","144","97","85","46","37","25","26","40","13","14","1327"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Transportation Safety Board","Agency Overall","2016","36","12","14","6","9","4","6","0","5","4","9","11","70","186"
"United States Postal Service","Agency Overall","2016","150","151","34","19","12","4","6","8","5","3","8","1","8","409"
"United States International Trade Commission","Agency Overall","2016","0","3","0","0","0","0","0","0","0","0","0","0","0","3"
"Federal Mediation and Conciliation Service","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nuclear Regulatory Commission","Agency Overall","2016","59","29","15","14","2","1","4","2","1","0","1","0","0","128"
"United States Trade and Development Agency","Agency Overall","2016","9","1","0","5","2","0","1","0","0","0","8","1","3","30"
"Appraisal Subcommittee","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Communications Commission","Agency Overall","2016","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"Inter-American Foundation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Archives and Records Administration","Agency Overall","2016","74","53","14","9","13","9","7","11","17","13","68","63","734","1085"
"Federal Trade Commission","Agency Overall","2016","297","101","29","20","9","8","2","2","5","3","2","0","0","478"
"Harry S. Truman Scholarship Foundation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Interagency Council on Homelessness","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2016","1","0","2","0","0","0","0","0","0","0","0","0","0","3"
"Overseas Private Investment Corporation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Selective Service System","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Central Intelligence Agency","Agency Overall","2016","8","21","36","34","30","28","19","21","24","17","52","20","68","378"
"Equal Employment Opportunity Commission","Agency Overall","2016","9","36","7","0","4","1","0","1","0","1","2","0","0","61"
"Department of Veterans Affairs","Agency Overall","2016","1573","604","179","113","90","41","47","36","33","29","125","37","45","2952"
"James Madison Memorial Fellowship Foundation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marine Mammal Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of the United States Trade Representative","Agency Overall","2016","0","0","2","5","9","3","2","5","3","0","3","2","7","41"
"Federal Mine Safety and Health Review Commission","Agency Overall","2016","14","5","2","0","0","0","0","0","0","0","0","0","0","21"
"National Capital Planning Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Personnel Management","Agency Overall","2016","1418","955","412","50","29","20","16","15","11","6","23","4","9","2968"
"Department of Defense","Agency Overall","2016","8460","3943","1501","936","621","486","370","454","304","229","855","499","1266","19924"
"Defense Nuclear Facilities Safety Board","Agency Overall","2016","0","3","1","0","0","0","0","0","0","0","0","0","0","4"
"Postal Regulatory Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of National Drug Control Policy","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Credit Union Administration","Agency Overall","2016","16","19","3","0","0","1","0","0","0","0","0","0","0","39"
"U.S. Commission on Civil Rights","Agency Overall","2016","6","0","0","0","0","0","0","0","0","0","0","0","0","6"
"United States Access Board","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Endowment for the Humanities","Agency Overall","2016","4","2","0","0","0","0","0","0","0","0","0","0","0","6"
"Department of Housing and Urban Development","Agency Overall","2016","191","115","63","38","30","22","13","24","16","8","39","17","17","593"
"United States International Boundary and Water Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Agency for Global Media","Agency Overall","2016","7","11","15","6","4","3","1","0","0","0","0","0","0","47"
"National Science Foundation","Agency Overall","2016","98","53","26","15","15","3","5","3","1","0","6","6","39","270"
"Department of Agriculture","Agency Overall","2016","346","208","110","68","51","40","24","24","26","16","57","16","64","1050"
"American Battle Monuments Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Legal Services Corporation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Presidio Trust","Agency Overall","2016","1","1","0","0","0","0","0","0","0","0","0","0","0","2"
"Department of Labor","Agency Overall","2016","7478","1420","500","250","132","69","62","50","37","25","111","32","33","10199"
"Federal Labor Relations Authority","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Open Market Committee","Agency Overall","2016","0","3","1","2","2","0","1","0","0","0","0","0","1","10"
"Office of Management and Budget","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Aeronautics and Space Administration","Agency Overall","2016","204","68","30","21","6","2","3","0","1","1","0","0","0","336"
"Consumer Financial Protection Bureau","Agency Overall","2016","1","12","4","2","1","1","0","0","0","0","0","0","0","21"
"Institute of Museum and Library Services","Agency Overall","2016","0","3","1","0","1","0","0","0","0","0","0","0","0","5"
"Office of Science and Technology Policy","Agency Overall","2016","1","0","2","0","0","1","1","1","0","0","2","1","0","9"
"Office of Government Ethics","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Export-Import Bank of the U.S.","Agency Overall","2016","9","12","4","4","3","4","1","0","1","1","7","6","3","55"
"Department of Justice","Agency Overall","2016","2311","1600","1105","877","648","564","525","470","431","375","1246","731","1696","12579"
"Federal Financial Institutions Examination Council","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Energy","Agency Overall","2016","88","64","52","30","23","21","15","7","11","6","37","16","73","443"
"U.S. Department of State","Agency Overall","2016","34","72","45","33","83","69","206","1334","1059","2058","1919","2045","2602","11559"
"Consumer Product Safety Commission","Agency Overall","2016","122","119","78","46","27","24","21","13","17","6","28","5","33","539"
"Social Security Administration","Agency Overall","2016","64","51","31","27","26","24","21","13","15","17","25","9","4","327"
"National Council on Disability","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"General Services Administration","Agency Overall","2016","82","416","120","78","30","22","12","10","12","2","44","14","0","842"
"Administrative Conference of the United States","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Farm Credit System Insurance Corporation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Farm Credit Administration","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2016","2","0","0","2","0","0","0","0","0","0","0","0","0","4"
"U.S. Election Assistance Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2016","3","7","2","1","1","1","2","1","0","0","2","3","1","24"
"Office of the Director of National Intelligence","Agency Overall","2016","9","13","6","6","4","3","4","5","3","10","28","15","24","130"
"National Endowment for the Arts","Agency Overall","2016","0","2","0","0","0","0","0","0","0","0","0","0","1","3"
"Tennessee Valley Authority","Agency Overall","2016","0","40","9","2","1","0","0","0","0","0","1","0","0","53"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2016","1","4","0","0","0","0","0","0","1","0","0","0","0","6"
"Federal Energy Regulatory Commission","Agency Overall","2016","2","2","1","0","0","0","2","0","1","0","2","0","2","12"
"Millennium Challenge Corporation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Small Business Administration","Agency Overall","2016","1","2","0","0","0","0","0","0","0","0","0","0","0","3"
"Federal Reserve System","Agency Overall","2016","86","79","28","23","17","10","4","11","7","2","7","4","1","279"
"United States Institute of Peace","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Labor Relations Board","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of the Treasury","Agency Overall","2016","3855","1623","705","314","197","116","69","58","52","33","103","42","57","7224"
"Peace Corps","Agency Overall","2016","0","1","6","3","4","0","1","2","6","2","2","0","21","48"
"National Railroad Passenger Corporation","Agency Overall","2016","63","14","5","6","3","3","2","0","1","0","7","6","5","115"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2016","1511","331","35","12","4","0","0","2","0","0","0","0","0","1895"
"Federal Election Commission","Agency Overall","2016","3","15","6","1","2","2","0","0","0","0","2","1","0","32"
"Department of Commerce","Agency Overall","2016","131","98","46","27","15","34","12","15","9","11","31","16","83","528"
"Federal Deposit Insurance Corporation","Agency Overall","2016","53","52","14","3","2","4","3","0","1","0","1","2","0","135"
"Commission of Fine Arts","Agency Overall","2016","0","2","0","0","0","0","0","0","0","0","0","0","0","2"
"Office of Special Counsel","Agency Overall","2016","5","2","2","2","6","4","1","1","0","0","3","7","48","81"
"Federal Retirement Thrift Investment Board","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2016","6","5","1","0","1","1","1","1","0","0","2","1","0","19"
"Department of Homeland Security","Agency Overall","2016","27380","7735","5712","12474","50075","13269","1310","1221","619","427","1430","581","996","123229"
"Department of Transportation","Agency Overall","2016","594","530","227","142","110","123","69","60","47","26","140","64","107","2239"
"Council on Environmental Quality","Agency Overall","2016","24","7","5","1","2","3","2","1","2","2","4","1","10","64"
"Department of Health and Human Services","Agency Overall","2016","8376","1987","901","545","455","290","312","205","166","155","664","580","1242","15878"
"All agencies","Agency Overall","2016","69033","24523","12995","16738","53146","15629","3370","4213","3055","3585","7396","5030","9802","228515"
