"Agency","Component","Fiscal Year","<1-20 Days","21-40 Days","41-60 Days","61-80 Days","81-100 Days","101-120 Days","121-140 Days","141-160 Days","161-180 Days","181-200 Days","201-300 Days","301-400 Days","401+ Days","Total"
"Overseas Private Investment Corporation","Agency Overall","2016","10","20","5","3","0","0","2","2","0","1","0","1","2","46"
"Selective Service System","Agency Overall","2016","14","0","0","0","0","0","0","0","0","0","0","0","0","14"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2016","69","0","0","0","0","0","0","0","0","0","0","0","0","69"
"Central Intelligence Agency","Agency Overall","2016","432","374","298","51","42","15","14","8","10","3","8","2","3","1260"
"Equal Employment Opportunity Commission","Agency Overall","2016","10004","4270","1318","721","306","170","114","51","29","12","9","2","0","17006"
"Department of Veterans Affairs","Agency Overall","2016","23243","3132","948","549","355","312","328","270","162","166","474","59","27","30025"
"James Madison Memorial Fellowship Foundation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marine Mammal Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of the United States Trade Representative","Agency Overall","2016","24","12","6","2","1","0","0","0","0","0","0","0","0","45"
"Federal Mine Safety and Health Review Commission","Agency Overall","2016","101","1","0","0","0","0","0","0","0","0","0","0","0","102"
"National Capital Planning Commission","Agency Overall","2016","23","0","0","0","0","0","0","0","0","0","0","0","0","23"
"Office of Personnel Management","Agency Overall","2016","7954","22","14","10","7","5","0","2","0","0","2","1","4","8021"
"Department of Defense","Agency Overall","2016","26022","1211","387","268","110","105","78","34","33","21","99","60","135","28563"
"Defense Nuclear Facilities Safety Board","Agency Overall","2016","15","0","1","0","0","0","0","0","0","0","0","0","0","16"
"Postal Regulatory Commission","Agency Overall","2016","29","0","1","0","0","0","0","0","0","0","0","0","0","30"
"Office of National Drug Control Policy","Agency Overall","2016","33","3","1","0","0","0","0","0","0","1","0","0","0","38"
"National Credit Union Administration","Agency Overall","2016","28","1","0","0","0","0","0","0","0","0","0","0","0","29"
"U.S. Commission on Civil Rights","Agency Overall","2016","32","0","0","0","0","0","0","0","0","0","0","0","0","32"
"United States Access Board","Agency Overall","2016","11","0","0","0","0","0","0","0","1","0","0","0","0","12"
"National Endowment for the Humanities","Agency Overall","2016","40","0","0","0","0","0","0","0","0","0","0","0","0","40"
"Department of Housing and Urban Development","Agency Overall","2016","1021","287","74","44","32","20","14","12","9","6","32","11","5","1567"
"United States International Boundary and Water Commission","Agency Overall","2016","20","10","1","1","0","0","0","0","0","0","0","0","0","32"
"U.S. Agency for Global Media","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Science Foundation","Agency Overall","2016","28","2","1","0","1","0","1","0","0","0","0","0","1","34"
"Department of Agriculture","Agency Overall","2016","19918","898","352","190","114","92","96","57","49","33","100","45","68","22012"
"American Battle Monuments Commission","Agency Overall","2016","16","1","0","0","0","0","0","0","0","0","0","0","0","17"
"Legal Services Corporation","Agency Overall","2016","41","5","0","1","0","0","0","0","0","0","0","0","0","47"
"Presidio Trust","Agency Overall","2016","9","0","0","0","0","0","0","0","0","0","0","0","0","9"
"Department of Labor","Agency Overall","2016","4775","892","212","124","43","21","11","7","7","5","14","4","50","6165"
"Federal Labor Relations Authority","Agency Overall","2016","71","1","0","0","0","0","0","0","0","0","0","0","0","72"
"Federal Open Market Committee","Agency Overall","2016","20","0","0","0","0","0","0","0","0","0","0","0","0","20"
"Office of Management and Budget","Agency Overall","2016","70","34","7","7","6","5","0","1","2","3","10","4","2","151"
"National Aeronautics and Space Administration","Agency Overall","2016","487","17","5","0","0","1","0","0","0","0","0","0","0","510"
"Consumer Financial Protection Bureau","Agency Overall","2016","20","340","35","6","0","0","0","0","0","0","0","0","0","401"
"Institute of Museum and Library Services","Agency Overall","2016","34","1","0","0","0","0","0","0","0","0","0","0","0","35"
"Office of Science and Technology Policy","Agency Overall","2016","45","4","1","0","0","2","0","0","0","0","0","0","0","52"
"Office of Government Ethics","Agency Overall","2016","74","7","1","1","0","1","0","0","0","0","0","0","0","84"
"Export-Import Bank of the U.S.","Agency Overall","2016","44","14","1","2","0","0","0","0","0","1","1","1","0","64"
"Department of Justice","Agency Overall","2016","30457","11424","2894","1544","890","527","367","260","129","107","361","167","281","49408"
"Federal Financial Institutions Examination Council","Agency Overall","2016","26","2","0","0","0","0","0","0","0","0","0","0","0","28"
"Department of Energy","Agency Overall","2016","892","241","124","59","37","31","22","22","15","13","37","4","19","1516"
"U.S. Department of State","Agency Overall","2016","39","116","89","40","28","21","79","31","23","14","57","77","255","869"
"Consumer Product Safety Commission","Agency Overall","2016","94","22","23","6","3","0","4","0","0","0","0","2","0","154"
"Social Security Administration","Agency Overall","2016","23889","2663","999","573","468","395","273","256","206","136","330","169","10","30367"
"National Council on Disability","Agency Overall","2016","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"General Services Administration","Agency Overall","2016","516","0","0","0","0","0","0","0","0","0","0","0","0","516"
"Administrative Conference of the United States","Agency Overall","2016","25","0","0","0","0","0","0","0","0","0","0","0","0","25"
"Farm Credit System Insurance Corporation","Agency Overall","2016","6","0","0","0","0","0","0","0","0","0","0","0","0","6"
"Farm Credit Administration","Agency Overall","2016","20","0","0","0","0","0","0","0","0","0","0","0","0","20"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2016","16","0","2","0","0","0","0","0","0","0","0","0","0","18"
"U.S. Election Assistance Commission","Agency Overall","2016","8","2","1","0","1","1","1","0","0","0","0","0","0","14"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2016","18","4","1","0","0","0","0","0","0","0","0","0","0","23"
"Office of the Director of National Intelligence","Agency Overall","2016","175","10","2","4","0","3","2","6","3","2","12","4","3","226"
"National Endowment for the Arts","Agency Overall","2016","48","7","0","0","0","0","0","0","0","0","0","0","0","55"
"Tennessee Valley Authority","Agency Overall","2016","155","0","0","0","0","0","0","0","0","0","0","0","0","155"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2016","46","1","0","0","0","0","0","0","0","0","0","0","0","47"
"Federal Energy Regulatory Commission","Agency Overall","2016","42","31","1","1","0","0","2","0","0","1","1","1","0","80"
"Millennium Challenge Corporation","Agency Overall","2016","8","11","4","2","0","0","0","0","0","0","0","0","0","25"
"Small Business Administration","Agency Overall","2016","696","90","16","10","4","2","0","2","2","1","0","1","0","824"
"Federal Reserve System","Agency Overall","2016","333","25","9","0","3","0","0","2","0","0","1","0","0","373"
"United States Institute of Peace","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Labor Relations Board","Agency Overall","2016","1172","760","318","222","147","54","29","15","42","9","32","7","3","2810"
"Department of the Treasury","Agency Overall","2016","2039","282","34","9","11","1","5","1","1","2","4","1","5","2395"
"Peace Corps","Agency Overall","2016","62","27","25","10","8","6","11","6","37","4","13","0","0","209"
"National Railroad Passenger Corporation","Agency Overall","2016","67","9","5","3","3","2","0","0","1","0","0","1","0","91"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2016","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Pension Benefit Guaranty Corporation","Agency Overall","2016","1795","44","0","0","0","0","0","0","0","0","0","0","0","1839"
"Federal Election Commission","Agency Overall","2016","65","10","3","2","2","1","0","0","0","0","1","0","0","84"
"Department of Commerce","Agency Overall","2016","1046","220","51","23","13","13","9","6","3","3","31","20","22","1460"
"Federal Deposit Insurance Corporation","Agency Overall","2016","210","43","6","4","1","1","0","0","0","0","0","0","0","265"
"Commission of Fine Arts","Agency Overall","2016","4","0","0","0","0","0","0","0","0","0","0","0","0","4"
"Office of Special Counsel","Agency Overall","2016","22","7","2","3","2","1","4","2","1","0","2","3","9","58"
"Federal Retirement Thrift Investment Board","Agency Overall","2016","17","10","1","2","0","0","0","0","0","0","0","0","0","30"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Homeland Security","Agency Overall","2016","107030","28754","7401","3194","2450","1834","2046","1810","2659","1919","7216","118","114","166545"
"Department of Transportation","Agency Overall","2016","7495","907","244","97","134","162","114","58","60","62","144","27","95","9599"
"Council on Environmental Quality","Agency Overall","2016","3","4","0","1","0","1","1","0","0","0","3","1","1","15"
"Department of Health and Human Services","Agency Overall","2016","14586","2116","437","188","102","95","73","57","40","54","201","112","315","18376"
"All agencies","Agency Overall","2016","357414","65718","17868","8611","5617","4093","3810","3063","3612","2632","9350","999","1833","484620"
