"Agency","Component","Fiscal Year","<1-20 Days","21-40 Days","41-60 Days","61-80 Days","81-100 Days","101-120 Days","121-140 Days","141-160 Days","161-180 Days","181-200 Days","201-300 Days","301-400 Days","401+ Days","Total"
"Federal Maritime Commission","Agency Overall","2016","1","1","0","0","0","0","0","0","0","0","0","0","0","2"
"United States African Development Foundation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Railroad Retirement Board","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Indian Gaming Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Education","Agency Overall","2016","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Transportation Safety Board","Agency Overall","2016","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"United States Postal Service","Agency Overall","2016","6","2","0","0","0","0","0","0","0","0","0","0","0","8"
"United States International Trade Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Mediation and Conciliation Service","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nuclear Regulatory Commission","Agency Overall","2016","2","0","0","0","0","0","0","0","0","0","0","0","0","2"
"United States Trade and Development Agency","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Appraisal Subcommittee","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Communications Commission","Agency Overall","2016","50","2","1","2","0","0","0","0","0","0","0","0","0","55"
"Inter-American Foundation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Archives and Records Administration","Agency Overall","2016","5","1","0","0","0","0","1","0","1","0","0","0","0","8"
"Federal Trade Commission","Agency Overall","2016","1","2","0","0","0","0","0","0","0","0","0","0","0","3"
"Harry S. Truman Scholarship Foundation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Interagency Council on Homelessness","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Overseas Private Investment Corporation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Selective Service System","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Central Intelligence Agency","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Equal Employment Opportunity Commission","Agency Overall","2016","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"Department of Veterans Affairs","Agency Overall","2016","34","7","2","3","0","0","0","0","9","0","4","0","2","61"
"James Madison Memorial Fellowship Foundation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marine Mammal Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of the United States Trade Representative","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Mine Safety and Health Review Commission","Agency Overall","2016","2","0","0","0","0","0","0","0","0","0","0","0","0","2"
"National Capital Planning Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Personnel Management","Agency Overall","2016","39","16","2","0","2","0","0","0","0","0","0","1","1","61"
"Department of Defense","Agency Overall","2016","168","21","7","6","11","9","1","3","1","2","14","7","7","257"
"Defense Nuclear Facilities Safety Board","Agency Overall","2016","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"Postal Regulatory Commission","Agency Overall","2016","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Office of National Drug Control Policy","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Credit Union Administration","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Commission on Civil Rights","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Access Board","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Endowment for the Humanities","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Housing and Urban Development","Agency Overall","2016","8","1","0","0","0","0","0","0","0","0","0","0","0","9"
"United States International Boundary and Water Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Agency for Global Media","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Science Foundation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Agriculture","Agency Overall","2016","6","3","0","0","0","0","1","1","0","0","2","0","0","13"
"American Battle Monuments Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Legal Services Corporation","Agency Overall","2016","3","1","0","0","0","0","0","0","0","0","0","0","0","4"
"Presidio Trust","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Labor","Agency Overall","2016","76","8","4","0","2","0","0","0","0","0","1","1","2","94"
"Federal Labor Relations Authority","Agency Overall","2016","2","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Federal Open Market Committee","Agency Overall","2016","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Office of Management and Budget","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Aeronautics and Space Administration","Agency Overall","2016","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Consumer Financial Protection Bureau","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Institute of Museum and Library Services","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Science and Technology Policy","Agency Overall","2016","1","0","0","0","0","2","0","0","0","0","0","0","0","3"
"Office of Government Ethics","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Export-Import Bank of the U.S.","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Justice","Agency Overall","2016","41","17","16","11","8","6","7","2","7","3","14","5","15","152"
"Federal Financial Institutions Examination Council","Agency Overall","2016","2","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Department of Energy","Agency Overall","2016","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"U.S. Department of State","Agency Overall","2016","9","7","2","0","1","1","2","0","7","0","2","3","0","34"
"Consumer Product Safety Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Social Security Administration","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Council on Disability","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"General Services Administration","Agency Overall","2016","6","2","0","0","0","0","0","0","0","0","0","0","0","8"
"Administrative Conference of the United States","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Farm Credit System Insurance Corporation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Farm Credit Administration","Agency Overall","2016","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Election Assistance Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2016","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"Office of the Director of National Intelligence","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","1","1","0","2"
"National Endowment for the Arts","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tennessee Valley Authority","Agency Overall","2016","4","0","0","1","0","0","0","0","0","0","0","0","0","5"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Energy Regulatory Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Millennium Challenge Corporation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Small Business Administration","Agency Overall","2016","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Federal Reserve System","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Institute of Peace","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Labor Relations Board","Agency Overall","2016","8","1","0","0","0","0","0","0","0","0","0","0","0","9"
"Department of the Treasury","Agency Overall","2016","59","21","5","2","3","1","4","2","0","2","0","0","2","101"
"Peace Corps","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Railroad Passenger Corporation","Agency Overall","2016","2","0","0","0","1","0","0","0","0","1","0","0","0","4"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2016","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Federal Election Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Commerce","Agency Overall","2016","26","0","0","0","1","0","0","0","0","0","0","1","1","29"
"Federal Deposit Insurance Corporation","Agency Overall","2016","8","1","0","0","0","1","0","0","0","0","0","0","0","10"
"Commission of Fine Arts","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Special Counsel","Agency Overall","2016","3","4","1","0","1","0","0","0","1","0","2","1","3","16"
"Federal Retirement Thrift Investment Board","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Homeland Security","Agency Overall","2016","298","49","7","11","4","4","4","6","5","0","5","3","1","397"
"Department of Transportation","Agency Overall","2016","31","3","1","0","1","0","0","0","0","0","0","0","0","36"
"Council on Environmental Quality","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Health and Human Services","Agency Overall","2016","6","5","5","2","2","3","1","1","4","2","9","3","33","76"
"All agencies","Agency Overall","2016","972","189","69","41","39","31","25","20","35","10","57","30","70","1588"
