"Agency","Component","Fiscal Year","Ex. 1","Ex. 2","Ex. 3","Ex. 4","Ex. 5","Ex. 6","Ex. 7(A)","Ex. 7(B)","Ex. 7(C)","Ex. 7(D)","Ex. 7(E)","Ex. 7(F)","Ex. 8","Ex. 9"
"Overseas Private Investment Corporation","Agency Overall","2016","0","0","0","9","6","18","0","0","4","0","0","0","0","0"
"Selective Service System","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Central Intelligence Agency","Agency Overall","2016","1142","1","1201","2","25","59","0","0","5","3","1","0","0","0"
"Equal Employment Opportunity Commission","Agency Overall","2016","0","0","1704","39","12114","3676","1984","0","6032","30","14","2","0","0"
"Department of Veterans Affairs","Agency Overall","2016","6","7","4072","266","915","12179","90","3","2733","6","27","12","0","1"
"James Madison Memorial Fellowship Foundation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marine Mammal Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of the United States Trade Representative","Agency Overall","2016","3","0","1","0","5","11","0","0","0","0","0","0","0","0"
"Federal Mine Safety and Health Review Commission","Agency Overall","2016","0","1","0","3","0","7","0","0","0","0","0","0","0","0"
"National Capital Planning Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Personnel Management","Agency Overall","2016","1","5","855","8","20","2155","2","","2099","120","379","7","",""
"Department of Defense","Agency Overall","2016","1543","215","2900","958","4107","12549","958","143","6230","313","2256","474","0","2"
"Defense Nuclear Facilities Safety Board","Agency Overall","2016","0","0","0","2","3","5","0","0","0","0","0","0","0","0"
"Postal Regulatory Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of National Drug Control Policy","Agency Overall","2016","1","0","0","0","0","8","1","0","0","0","0","0","0","0"
"National Credit Union Administration","Agency Overall","2016","0","0","1","8","6","13","0","0","2","0","1","0","14","0"
"U.S. Commission on Civil Rights","Agency Overall","2016","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"United States Access Board","Agency Overall","2016","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"National Endowment for the Humanities","Agency Overall","2016","0","0","0","8","5","15","0","0","1","0","0","0","0","0"
"Department of Housing and Urban Development","Agency Overall","2016","0","4","19","79","76","266","33","1","67","1","11","0","0","0"
"United States International Boundary and Water Commission","Agency Overall","2016","0","3","0","1","2","4","0","0","0","0","0","0","0","0"
"U.S. Agency for Global Media","Agency Overall","2016","0","0","1","4","3","17","0","0","0","0","0","0","0","0"
"National Science Foundation","Agency Overall","2016","0","0","0","177","3","191","2","0","16","0","0","0","0","0"
"Department of Agriculture","Agency Overall","2016","11","25","590","438","562","1831","159","7","691","72","250","43","0","10"
"American Battle Monuments Commission","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Legal Services Corporation","Agency Overall","2016","0","0","3","3","1","4","0","0","2","0","0","0","0","0"
"Presidio Trust","Agency Overall","2016","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"Department of Labor","Agency Overall","2016","0","17","9","4062","2984","2679","2201","80","5874","2539","1479","2","0","0"
"Federal Labor Relations Authority","Agency Overall","2016","0","0","0","1","0","1","1","0","1","0","0","0","0","0"
"Federal Open Market Committee","Agency Overall","2016","0","0","0","1","5","1","1","0","0","0","0","0","0","0"
"Office of Management and Budget","Agency Overall","2016","0","0","0","0","39","26","0","0","0","0","0","0","0","0"
"National Aeronautics and Space Administration","Agency Overall","2016","0","3","38","95","38","73","11","0","35","9","29","14","0","0"
"Consumer Financial Protection Bureau","Agency Overall","2016","0","8","4","91","87","139","54","1","2","41","56","1","67","0"
"Institute of Museum and Library Services","Agency Overall","2016","0","0","0","1","1","5","0","0","0","0","0","0","0","0"
"Office of Science and Technology Policy","Agency Overall","2016","0","7","0","0","2","7","0","0","0","0","0","0","0","0"
"Office of Government Ethics","Agency Overall","2016","0","0","10","0","19","32","0","0","0","0","0","0","0","0"
"Export-Import Bank of the U.S.","Agency Overall","2016","0","0","1","29","19","18","1","1","2","1","0","0","0","0"
"Department of Justice","Agency Overall","2016","411","204","1528","435","1547","9000","1098","43","9531","2179","4191","2806","6","0"
"Federal Financial Institutions Examination Council","Agency Overall","2016","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"Department of Energy","Agency Overall","2016","13","30","81","113","144","348","9","0","62","4","23","17","0","0"
"U.S. Department of State","Agency Overall","2016","244","1","6067","59","323","480","20","2","114","10","69","8","0","0"
"Consumer Product Safety Commission","Agency Overall","2016","0","0","237","119","219","191","22","0","2","21","0","0","0","0"
"Social Security Administration","Agency Overall","2016","0","1","7","18","75","2949","12","12","43","12","52","8","0","0"
"National Council on Disability","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"General Services Administration","Agency Overall","2016","0","4","26","203","95","316","10","2","32","4","4","61","0","0"
"Administrative Conference of the United States","Agency Overall","2016","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"Farm Credit System Insurance Corporation","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Farm Credit Administration","Agency Overall","2016","0","0","0","0","1","1","0","0","0","0","0","0","1","0"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2016","0","0","0","0","0","7","7","0","4","0","2","0","0","0"
"U.S. Election Assistance Commission","Agency Overall","2016","0","0","0","0","3","1","0","0","0","0","0","0","0","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2016","0","1","0","4","6","8","3","0","0","1","0","0","0","0"
"Office of the Director of National Intelligence","Agency Overall","2016","60","0","144","3","26","27","1","0","1","1","1","0","0","0"
"National Endowment for the Arts","Agency Overall","2016","0","0","0","13","3","15","0","0","0","0","0","0","0","0"
"Tennessee Valley Authority","Agency Overall","2016","0","2","2","11","18","77","0","0","5","0","2","3","0","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2016","0","0","1","0","5","9","1","0","3","0","0","0","0","0"
"Federal Energy Regulatory Commission","Agency Overall","2016","0","0","12","14","19","27","2","0","1","0","3","3","0","0"
"Millennium Challenge Corporation","Agency Overall","2016","1","1","0","0","6","5","0","0","0","0","0","0","0","0"
"Small Business Administration","Agency Overall","2016","0","3","11","34","53","60","1","0","4","0","0","0","3","0"
"Federal Reserve System","Agency Overall","2016","1","0","0","56","35","59","10","0","12","0","3","0","36","0"
"United States Institute of Peace","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Labor Relations Board","Agency Overall","2016","","","1","8","99","1754","158","","1759","120","","","",""
"Department of the Treasury","Agency Overall","2016","43","22","2733","279","990","1156","595","4","1364","46","1360","8","41","0"
"Peace Corps","Agency Overall","2016","0","0","0","10","35","49","4","0","12","1","12","0","0","0"
"National Railroad Passenger Corporation","Agency Overall","2016","0","0","1","13","12","31","10","0","19","0","2","0","0","0"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2016","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2016","0","0","2","346","24","1066","2","0","4","0","1","0","0","0"
"Federal Election Commission","Agency Overall","2016","0","0","22","1","14","17","4","0","5","3","5","1","0","0"
"Department of Commerce","Agency Overall","2016","3","16","81","91","160","295","20","2","120","4","15","3","0","0"
"Federal Deposit Insurance Corporation","Agency Overall","2016","0","5","5","61","35","89","7","0","1","0","0","0","30","0"
"Commission of Fine Arts","Agency Overall","2016","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"Office of Special Counsel","Agency Overall","2016","0","1","0","0","51","38","2","1","73","0","1","0","0","0"
"Federal Retirement Thrift Investment Board","Agency Overall","2016","0","0","0","3","6","4","0","1","0","0","0","0","0","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2016","0","0","0","0","1","2","0","0","1","0","0","0","0","0"
"Department of Homeland Security","Agency Overall","2016","33","1310","9227","1683","34173","147714","324","332","161583","169","161194","178","0","0"
"Department of Transportation","Agency Overall","2016","3","9","158","206","522","1408","116","0","375","71","18","22","0","0"
"Council on Environmental Quality","Agency Overall","2016","0","0","0","0","8","8","0","0","0","0","0","0","0","0"
"Department of Health and Human Services","Agency Overall","2016","0","26","154","1189","534","8340","301","40","1334","174","39","54","0","0"
"All agencies","Agency Overall","2016","4030","2094","33425","12624","61977","217332","9592","686","202593","6420","171810","3860","288","65"
