"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Overseas Private Investment Corporation","Agency Overall","2016","N/A","0","2016-09-19","9","2016-07-27","46","2016-07-12","57","2016-06-20","72","2016-06-06","82","2016-01-28","172","2016-01-21","177","2015-07-21","302","2014-09-16","513"
"Selective Service System","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Central Intelligence Agency","Agency Overall","2016","2008-12-23","1952","2008-07-09","2067","2008-05-19","2102","2008-04-01","2126","2008-03-04","2130","2007-12-27","2201","2007-11-15","2229","2007-05-31","2345","2007-02-16","2417","2006-08-11","2545"
"Equal Employment Opportunity Commission","Agency Overall","2016","2015-10-22","237","2015-10-22","237","2015-10-21","238","2015-10-16","241","2015-10-09","245","2015-10-05","249","2015-09-18","260","2015-09-17","261","2015-09-14","264","2012-04-03","1130"
"Department of Veterans Affairs","Agency Overall","2016","2012-11-20","970","2012-11-15","973","2012-11-07","978","2012-11-06","979","2012-10-25","987","2012-10-23","989","2012-09-21","1010","2012-05-14","1101","2012-03-19","1141","2011-09-13","1268"
"James Madison Memorial Fellowship Foundation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Marine Mammal Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the United States Trade Representative","Agency Overall","2016","2016-07-13","58","2016-07-13","58","2016-05-09","105","2016-04-28","112","2016-02-23","159","2015-12-07","215","2015-06-03","348","2015-04-20","380","2015-03-04","413","2013-05-28","874"
"Federal Mine Safety and Health Review Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Capital Planning Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Personnel Management","Agency Overall","2016","2014-12-17","453","2014-12-09","459","2014-11-20","471","2014-11-10","478","2014-10-14","496","2014-10-06","502","2014-08-19","535","2014-07-14","561","2014-06-23","576","2014-05-21","598"
"Department of Defense","Agency Overall","2016","2004-09-22","3021","2004-06-10","3093","2004-04-02","3141","2004-03-23","3149","2004-03-04","3163","2004-01-08","3200","2003-12-05","3222","2003-10-30","3248","2002-03-29","3648","2002-01-10","3702"
"Defense Nuclear Facilities Safety Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Postal Regulatory Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of National Drug Control Policy","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-30","1","2016-09-21","7","2016-09-21","7","2016-09-21","7","2016-06-21","71","2016-03-23","133"
"National Credit Union Administration","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-27","3","2016-09-06","18","2016-08-22","28"
"U.S. Commission on Civil Rights","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-09","30"
"United States Access Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Humanities","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-28","3","2016-09-28","3","2016-09-28","3","2016-09-28","3"
"Department of Housing and Urban Development","Agency Overall","2016","2014-10-14","494","2014-09-30","503","2014-09-03","522","2014-08-27","526","2014-08-15","534","2014-07-14","558","2014-07-14","558","2014-05-23","592","2014-02-11","664","2013-12-05","709"
"United States International Boundary and Water Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-26","4","2016-09-21","7","2016-09-14","12"
"U.S. Agency for Global Media","Agency Overall","2016","2016-07-28","46","2016-07-27","47","2016-06-27","68","2016-06-20","73","2016-06-16","75","2016-06-07","82","2016-03-07","147","2016-02-26","153","2016-02-01","171","2014-04-15","620"
"National Science Foundation","Agency Overall","2016","2013-03-20","890","2013-02-21","909","2013-02-11","916","2013-01-30","924","2013-01-22","930","2013-01-02","943","2012-10-31","983","2012-10-05","1000","2012-08-09","1040","2011-12-12","1207"
"Department of Agriculture","Agency Overall","2016","2012-04-13","1120","2012-03-19","1139","2012-02-27","1154","2012-02-14","1162","2012-02-06","1168","2011-12-01","1212","2011-11-16","1222","2011-10-13","1245","2011-03-25","1385","2010-03-12","1645"
"American Battle Monuments Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Legal Services Corporation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-29","1","2016-09-29","1","2016-09-19","9"
"Presidio Trust","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Labor","Agency Overall","2016","2013-04-08","877","2013-03-13","916","2013-01-15","920","2012-04-16","921","2012-04-04","940","2012-04-04","940","2012-03-27","1136","2011-09-20","1251","2010-08-13","1255","2010-08-13","1255"
"Federal Labor Relations Authority","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Open Market Committee","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-08-02","42"
"Office of Management and Budget","Agency Overall","2016","2014-02-24","651","2014-02-24","651","2013-11-26","712","2013-11-22","718","2013-11-19","721","2013-10-22","733","2013-10-21","733","2013-07-25","794","2013-07-19","794","2013-05-20","838"
"National Aeronautics and Space Administration","Agency Overall","2016","2016-08-31","21","2016-08-29","23","2016-08-29","23","2016-08-23","27","2016-07-28","45","2016-07-26","47","2016-07-22","49","2016-07-13","56","2016-07-12","57","2016-05-02","106"
"Consumer Financial Protection Bureau","Agency Overall","2016","2016-09-14","12","2016-09-13","13","2016-09-13","13","2016-09-12","14","2016-09-09","15","2016-08-23","27","2016-08-11","35","2016-08-11","35","2016-08-02","42","2016-08-02","42"
"Institute of Museum and Library Services","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-26","4","2016-09-26","4","2016-02-19","157"
"Office of Science and Technology Policy","Agency Overall","2016","2016-06-13","169","2016-05-31","182","2016-05-31","182","2016-02-23","280","2016-02-23","280","2015-09-18","438","2015-09-09","447","2015-09-01","455","2015-07-20","498","2015-07-08","510"
"Office of Government Ethics","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-28","2"
"Export-Import Bank of the U.S.","Agency Overall","2016","2015-08-06","290","2015-06-04","334","2015-05-29","338","2015-04-02","378","2015-03-09","396","2015-03-09","396","2015-03-04","399","2014-11-20","468","2014-08-04","543","2014-06-20","573"
"Department of Justice","Agency Overall","2016","2011-11-10","1226","2011-11-07","1229","2011-11-04","1230","2011-11-03","1231","2011-10-28","1235","2011-09-16","1264","2011-08-11","1289","2011-07-11","1312","2011-05-02","1360","2009-10-20","1256"
"Federal Financial Institutions Examination Council","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-30","0"
"Department of Energy","Agency Overall","2016","2011-11-17","1223","2011-05-10","1361","2010-07-14","1567","2010-07-13","1568","2010-06-02","1596","2010-05-05","1615","2009-06-30","1827","2009-05-13","1860","2008-12-17","1961","2007-10-24","2249"
"U.S. Department of State","Agency Overall","2016","2006-10-10","2508","2006-09-21","2520","2006-09-20","2521","2006-09-15","2524","2006-09-13","2526","2006-09-08","2529","2006-09-08","2529","2006-08-24","2539","2006-08-22","2541","2006-06-27","2580"
"Consumer Product Safety Commission","Agency Overall","2016","2015-06-01","337","2015-06-01","337","2015-05-14","348","2015-03-26","383","2014-11-03","480","2014-03-14","642","2013-07-29","798","2011-09-28","1257","2009-07-21","1807","2009-06-30","1821"
"Social Security Administration","Agency Overall","2016","2016-02-15","165","2016-01-27","178","2016-01-12","189","2016-01-07","192","2015-12-31","197","2015-09-03","282","2015-02-09","415","2014-11-26","464","2014-10-31","501","2014-08-07","562"
"National Council on Disability","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"General Services Administration","Agency Overall","2016","2016-01-15","181","2016-01-13","183","2016-01-05","189","2016-01-05","189","2015-10-30","232","2015-10-30","232","2015-10-20","240","2015-10-20","240","2015-08-05","292","2015-07-22","302"
"Administrative Conference of the United States","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Farm Credit System Insurance Corporation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Farm Credit Administration","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2016","N/A","0","N/A","0","2016-08-29","24","2016-08-15","34","2016-07-15","55","2016-07-04","63","2016-06-15","76","2016-04-26","111","2015-10-15","243","2015-09-30","253"
"U.S. Election Assistance Commission","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-04-27","109","2016-04-12","120","2016-02-16","160"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2016","2015-11-30","213","2015-11-16","223","2015-07-20","328","2015-06-26","341","2015-06-17","349","2015-04-09","397","2015-02-23","406","2015-02-05","417","2015-01-30","421","2014-07-23","451"
"Office of the Director of National Intelligence","Agency Overall","2016","2012-09-13","1017","2012-08-07","1043","2012-07-18","1057","2012-06-27","1071","2012-05-30","1091","2012-03-30","1133","2012-03-06","1151","2012-03-05","1152","2012-03-05","1152","2009-05-13","1855"
"National Endowment for the Arts","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Tennessee Valley Authority","Agency Overall","2016","2016-08-15","34","2016-08-04","41","2016-08-01","44","2016-08-01","44","2016-08-01","44","2016-07-15","55","2016-05-31","87","2016-05-09","102","2016-05-09","102","2016-03-04","148"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-27","3","2016-09-13","13","2016-08-29","23"
"Federal Energy Regulatory Commission","Agency Overall","2016","2016-08-23","27","2016-03-28","131","2016-03-28","131","2016-01-29","171","2015-09-22","258","2015-08-08","282","2015-06-09","331","2014-07-11","558","2013-08-21","780","2013-07-18","804"
"Millennium Challenge Corporation","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-23","7"
"Small Business Administration","Agency Overall","2016","2016-07-27","46","2016-07-26","69","2016-07-26","69","2016-07-22","73","2016-07-12","83","2016-05-25","88","2016-05-09","101","2016-05-09","104","2015-11-17","220","2015-07-27","298"
"Federal Reserve System","Agency Overall","2016","2016-04-28","109","2016-04-27","110","2016-04-15","118","2016-04-11","122","2016-03-28","132","2016-03-16","140","2015-10-07","248","2015-10-01","252","2015-09-14","265","2015-07-14","308"
"United States Institute of Peace","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Labor Relations Board","Agency Overall","2016","2016-03-28","131","2016-03-23","134","2016-03-23","134","2016-03-21","136","2016-03-15","140","2016-03-04","147","2016-03-02","149","2016-03-02","149","2016-03-01","150","2016-01-27","173"
"Department of the Treasury","Agency Overall","2016","2011-08-22","1287","2011-08-10","1295","2011-08-10","1295","2011-07-27","1305","2011-05-31","1345","2011-05-09","1360","2011-02-09","1422","2010-07-27","1561","2008-09-18","2044","2008-01-28","2212"
"Peace Corps","Agency Overall","2016","2014-10-30","475","2014-10-30","475","2014-10-21","498","2014-10-21","498","2014-10-21","498","2014-09-28","518","2014-07-15","518","2013-12-11","622","2013-12-11","622","2013-09-09","640"
"National Railroad Passenger Corporation","Agency Overall","2016","2014-11-03","486","2014-10-30","488","2014-10-29","489","2014-09-22","515","2014-07-10","566","2014-04-21","622","2013-11-18","727","2013-10-10","752","2013-10-10","752","2013-10-08","754"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2016","2016-09-13","13","2016-09-12","14","2016-09-09","15","2016-09-08","16","2016-09-08","16","2016-09-07","17","2016-09-07","17","2016-09-07","17","2016-09-07","17","2016-09-06","18"
"Federal Election Commission","Agency Overall","2016","2016-08-07","765","2016-08-07","765","2013-08-28","772","2013-08-23","775","2013-08-07","790","2013-08-07","790","2013-08-07","790","2013-07-25","799","2012-10-18","990","2011-06-09","1334"
"Department of Commerce","Agency Overall","2016","2012-08-03","1045","2012-06-27","1071","2012-06-13","1081","2012-05-11","1103","2012-04-11","1125","2012-03-23","1138","2012-02-27","1154","2012-02-23","1159","2011-11-10","1229","2011-10-31","1233"
"Federal Deposit Insurance Corporation","Agency Overall","2016","2016-09-12","14","2016-09-09","15","2016-09-06","18","2016-08-26","24","2016-08-25","25","2016-08-24","26","2016-08-23","27","2016-08-09","37","2016-07-19","52","2016-05-24","90"
"Commission of Fine Arts","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Special Counsel","Agency Overall","2016","2012-04-23","1116","2012-04-23","1116","2012-02-17","1161","2011-12-27","1197","2011-10-19","1243","2011-08-16","1287","2011-08-16","1287","2011-06-23","1324","2011-05-09","1356","2011-02-04","1421"
"Federal Retirement Thrift Investment Board","Agency Overall","2016","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2016-09-21","8","2016-08-11","35"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2016","2016-04-18","116","2016-04-14","118","2016-04-14","118","2016-04-12","120","2016-04-12","120","2016-04-12","120","2016-02-16","160","2015-11-23","216","2015-10-13","244","2015-04-16","368"
"Department of Homeland Security","Agency Overall","2016","2010-12-02","1467","2010-11-19","1475","2010-11-08","1483","2010-10-06","1505","2010-10-05","1506","2010-08-04","1549","2010-08-01","1551","2010-07-30","1552","2010-07-28","1554","2010-05-17","1604"
"Department of Transportation","Agency Overall","2016","2012-01-11","1186","2012-01-11","1186","2012-01-11","1186","2012-01-11","1186","2012-01-10","1187","2011-12-30","1193","2011-12-21","1199","2011-12-15","1203","2011-10-07","1249","2011-09-06","1272"
"Council on Environmental Quality","Agency Overall","2016","2015-02-05","604","2015-01-08","632","2015-01-07","633","2014-10-20","712","2014-06-10","844","2013-09-19","1108","2013-07-22","1167","2013-03-27","1284","2012-11-09","1422","2010-04-08","2217"
"Department of Health and Human Services","Agency Overall","2016","2011-03-09","1388","2011-03-09","1388","2011-02-24","1397","2011-02-08","1408","2011-02-02","1412","2011-01-04","1432","2010-11-29","1456","2010-04-15","1612","2010-03-16","1634","2010-03-15","1635"
