"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Department of Commerce","Agency Overall","2014","2013-05-20","357","2013-05-02","369","2013-04-29","372","2013-03-26","396","2013-02-01","433","2013-01-28","437","2012-12-07","473","2012-11-30","478","2012-11-02","498","2010-03-22","1181"
"Federal Mine Safety and Health Review Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States African Development Foundation","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Personnel Management","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-08-11","50","2014-06-26","96"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Institute of Museum and Library Services","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Defense Nuclear Facilities Safety Board","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-03","27"
"Department of Education","Agency Overall","2014","2012-04-19","630","2011-03-14","893","2011-02-11","913","2011-01-18","931","2011-01-12","934","2010-12-15","944","2010-11-26","965","2010-10-28","973","2010-02-02","1171","2009-05-05","1357"
"Export-Import Bank of the U.S.","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-11","13","2013-08-30","260"
"National Credit Union Administration","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-08","16"
"Small Business Administration","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Railroad Retirement Board","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Labor Relations Authority","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Labor","Agency Overall","2014","2011-12-06","718","2011-12-06","718","2011-12-06","718","2011-12-06","718","2011-12-06","718","2011-12-06","718","2011-12-06","718","2011-12-06","718","2011-11-21","728","2011-11-04","950"
"Farm Credit System Insurance Corporation","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Agency for Global Media","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Management and Budget","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-26","2","2014-09-23","5","2014-09-15","11"
"United States Postal Service","Agency Overall","2014","2014-06-20","70","2014-06-18","72","2014-05-05","103","2014-04-01","127","2014-04-01","127","2014-03-18","137","2014-01-02","188","2012-09-25","505","2012-01-06","687","2011-09-14","764"
"Federal Maritime Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Farm Credit Administration","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Energy Regulatory Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Arts","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Housing and Urban Development","Agency Overall","2014","2014-07-31","42","2014-07-24","47","2014-06-24","68","2014-06-23","69","2014-06-18","72","2014-05-19","93","2014-01-29","170","2013-10-18","238","2013-10-17","239","2013-08-15","269"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Postal Regulatory Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Inter-American Foundation","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Homeland Security","Agency Overall","2014","2010-11-10","986","2010-10-11","1007","2010-09-15","1025","2010-04-12","1134","2009-08-31","1282","2009-06-25","1328","2009-03-10","1404","2009-02-26","1412","2009-01-14","1440","2008-11-14","1480"
"Federal Mediation and Conciliation Service","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Copyright Office","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Special Counsel","Agency Overall","2014","2013-01-22","426","2012-10-18","489","2012-09-25","505","2012-07-31","544","2010-09-27","1006","2009-09-30","1254","2008-01-28","1677","2007-07-06","1816","2006-10-16","1997","2005-08-08","2295"
"United States International Trade Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Environmental Protection Agency","Agency Overall","2014","2007-05-18","1850","2006-08-03","2049","2006-06-28","2073","2006-05-24","2098","2006-05-23","2098","2006-03-24","2151","2006-03-24","2161","2006-03-09","2218","2006-02-22","2218","2005-05-12","2357"
"Federal Open Market Committee","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Securities and Exchange Commission","Agency Overall","2014","2014-06-05","81","2014-04-29","107","2014-04-23","111","2014-04-07","123","2014-03-13","140","2014-03-13","140","2014-02-18","157","2014-02-11","161","2013-01-22","426","2012-10-23","486"
"Millennium Challenge Corporation","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Legal Services Corporation","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Communications Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-30","0","2014-08-25","25","2014-07-23","48","2014-06-24","68","2014-02-07","152","2013-01-11","432"
"Federal Trade Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-23","5","2014-09-08","16"
"Department of the Interior","Agency Overall","2014","2010-05-18","1098","2010-04-12","1124","2010-03-16","1143","2010-03-16","1143","2009-11-05","1230","2009-05-20","1324","2009-03-11","1397","2009-01-09","1438","2008-10-06","1502","2008-10-03","1503"
"National Science Foundation","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-01-10","183"
"Court Services and Offender Supervision Agency","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Overseas Private Investment Corporation","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Equal Employment Opportunity Commission","Agency Overall","2014","2014-09-22","5","2014-09-22","5","2014-09-22","5","2014-09-18","7","2014-09-15","11","2014-09-11","12","2014-09-08","15","2014-08-08","35","2014-02-12","160","2014-02-12","160"
"Department of Agriculture","Agency Overall","2014","2008-08-07","1540","2008-05-22","1593","2007-10-02","1753","2007-07-11","1811","2007-02-23","1907","2007-01-16","1934","2006-12-11","1957","2006-11-20","1971","2005-11-14","2226","2004-08-12","2540"
"National Railroad Passenger Corporation","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-06-09","79","2013-11-22","222","2013-06-26","321","2013-06-20","321","2011-09-30","752"
"Consumer Product Safety Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Commodity Futures Trading Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-29","1","2014-09-08","16","2013-01-08","435","2012-03-12","643","2011-12-21","697","2011-11-07","727"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Justice","Agency Overall","2014","2014-04-08","122","2014-04-07","123","2014-04-07","123","2014-04-07","123","2014-04-05","123","2014-04-03","125","2014-04-03","125","2014-04-03","125","2014-04-01","127","2013-09-11","264"
"Office of the United States Trade Representative","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Agency for International Development","Agency Overall","2014","2014-03-13","140","2014-03-06","145","2012-11-29","461","2012-05-23","591","2012-05-22","592","2012-02-10","663","2012-02-10","663","2011-12-29","692","2011-11-07","727","2011-10-06","748"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Department of State","Agency Overall","2014","2011-01-25","958","2010-11-15","1008","2010-11-08","1013","2010-10-18","1028","2010-09-24","1045","2010-09-01","1062","2010-07-14","1096","2010-01-07","1230","2009-10-21","1286","2009-09-14","1312"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-15","10","2014-08-19","30"
"National Mediation Board","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Nuclear Regulatory Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-03","19","2014-06-24","68","2013-07-26","290"
"United States Trade and Development Agency","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Veterans Affairs","Agency Overall","2014","2009-08-13","1287","2009-07-30","1297","2009-07-12","1310","2009-05-27","1342","2009-05-18","1348","2009-05-05","1357","2009-05-04","1358","2009-04-20","1368","2009-04-17","1369","2008-08-18","1535"
"National Aeronautics and Space Administration","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-11","13"
"Federal Election Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-03-26","131","2014-02-20","155","2013-11-27","211","2012-02-28","652"
"Federal Housing Finance Agency","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-09","15"
"Office of Science and Technology Policy","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Merit Systems Protection Board","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-06-10","78"
"Federal Deposit Insurance Corporation","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-16","10","2014-09-16","10"
"Selective Service System","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Social Security Administration","Agency Overall","2014","2014-07-02","93","2014-07-02","93","2014-07-01","94","2014-07-01","94","2014-06-18","107","2014-06-13","112","2014-06-04","121","2014-06-04","121","2014-04-17","169","2014-04-10","176"
"U.S. Commission on Civil Rights","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"General Services Administration","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-12-12","202","2013-09-30","252"
"Office of Government Ethics","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Tennessee Valley Authority","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-26","2"
"Department of Defense","Agency Overall","2014","2014-07-13","2562","2014-06-28","2572","2004-04-08","2627","2003-09-12","2768","2003-08-29","2777","2003-08-14","2788","2003-08-07","2793","2003-08-07","2793","2003-08-05","2795","2003-06-17","2829"
"Office of the Director of National Intelligence","Agency Overall","2014","2012-11-06","477","2012-10-26","484","2012-09-20","509","2011-12-19","700","2011-08-15","786","2011-07-12","810","2011-04-05","878","2010-11-04","980","2010-07-13","1060","2010-06-07","1085"
"National Indian Gaming Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-18","8"
"Consumer Financial Protection Bureau","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-22","6","2014-09-17","9","2014-09-04","18"
"Administrative Conference of the United States","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"American Battle Monuments Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Occupational Safety and Health Review Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Transportation","Agency Overall","2014","2013-07-18","302","2013-07-11","307","2013-07-10","308","2013-05-08","351","2013-05-07","352","2012-10-10","494","2012-10-04","497","2012-09-20","507","2012-09-12","513","2012-01-17","681"
"Central Intelligence Agency","Agency Overall","2014","2008-03-11","2395","2007-11-06","2521","2007-10-23","2535","2007-10-10","2548","2007-08-28","2591","2007-04-16","2725","2007-03-01","2771","2007-01-30","2801","2006-11-16","2876","2006-11-14","2878"
"Council on Environmental Quality","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Archives and Records Administration","Agency Overall","2014","2014-03-24","134","2014-03-14","140","2014-01-23","175","2013-11-27","212","2013-09-11","265","2013-09-09","267","2013-09-09","267","2013-08-23","277","2013-07-12","307","2012-10-26","484"
"National Transportation Safety Board","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2013-11-27","211","2013-11-13","221"
"Federal Financial Institutions Examination Council","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Health and Human Services","Agency Overall","2014","2009-10-15","1245","2009-03-17","1393","2009-02-12","1415","2009-02-12","1415","2009-01-30","1424","2008-09-15","1517","2008-09-09","1521","2008-09-09","1521","2008-02-20","1662","2008-02-08","1669"
