"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"United States International Boundary and Water Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-07-29","45","2014-05-09","101","2014-02-19","156"
"Department of Commerce","Agency Overall","2014","2011-06-17","820","2011-06-17","820","2011-06-17","820","2011-06-14","832","2011-06-08","836","2011-05-26","844","2011-04-05","881","2010-12-29","947","2009-09-22","1254","2007-08-24","1774"
"Federal Mine Safety and Health Review Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-19","22"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States African Development Foundation","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Personnel Management","Agency Overall","2014","2013-10-25","235","2013-10-18","240","2013-09-26","256","2013-09-23","259","2013-09-11","267","2013-08-20","282","2013-08-02","294","2013-04-19","367","2013-04-16","370","2013-01-08","438"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Institute of Museum and Library Services","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-30","1","2014-09-30","1"
"Defense Nuclear Facilities Safety Board","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-08-21","27"
"Department of Education","Agency Overall","2014","2012-03-21","635","2012-01-05","688","2011-12-09","703","2011-12-07","705","2011-11-04","728","2011-03-25","884","2011-01-03","932","2010-10-18","985","2010-07-26","1032","2010-07-06","1061"
"Export-Import Bank of the U.S.","Agency Overall","2014","2012-08-21","530","2012-08-09","538","2012-07-13","557","2012-06-15","576","2012-05-07","604","2012-03-22","636","2012-03-12","644","2012-02-10","664","2012-01-10","686","2011-01-14","933"
"National Credit Union Administration","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-19","7"
"Small Business Administration","Agency Overall","2014","2014-09-30","4","2014-09-29","5","2014-09-26","6","2014-09-25","6","2014-09-24","7","2014-09-23","7","2014-09-22","10","2014-09-19","10","2014-09-18","24","2014-09-18","24"
"U.S. Railroad Retirement Board","Agency Overall","2014","N/A","0","2014-07-14","119","2014-03-06","146","2013-12-30","191","2013-12-03","209","2013-10-11","243","2013-10-11","243","2013-09-11","265","2013-09-11","265","2013-08-28","274"
"Federal Labor Relations Authority","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-22","6","2014-09-08","15"
"Department of Labor","Agency Overall","2014","2011-02-23","907","2011-02-08","917","2011-02-08","917","2011-01-05","939","2011-01-05","940","2010-12-29","940","2010-10-07","999","2010-10-01","1003","2010-09-17","1013","2010-08-19","1033"
"Farm Credit System Insurance Corporation","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Agency for Global Media","Agency Overall","2014","2014-09-24","6","2014-09-22","8","2014-09-17","13","2014-08-20","40","2014-07-30","60","2014-07-21","69","2014-04-15","165","2014-02-05","235","2013-10-24","336","2013-09-19","371"
"Office of Management and Budget","Agency Overall","2014","2013-10-21","237","2013-09-30","271","2013-09-25","274","2013-08-02","291","2013-07-25","297","2013-07-19","301","2013-05-20","343","2013-05-15","346","2013-05-15","346","2013-02-11","412"
"United States Postal Service","Agency Overall","2014","2012-07-25","548","2012-07-10","559","2012-06-28","566","2012-06-25","569","2012-05-02","606","2012-02-01","670","2011-12-14","702","2011-05-27","839","2011-05-17","847","2010-02-22","1158"
"Federal Maritime Commission","Agency Overall","2014","2012-09-11","515","2012-05-22","593","2012-04-23","613","2012-03-24","634","2012-03-22","636","2012-03-21","636","2012-03-08","645","2012-02-23","595","2011-07-01","815","2011-03-29","883"
"Farm Credit Administration","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Energy Regulatory Commission","Agency Overall","2014","2014-08-27","23","2014-08-26","24","2014-08-20","28","2014-07-11","56","2014-04-04","124","2013-12-02","232","2013-11-05","249","2013-09-27","252","2013-08-21","278","2013-07-18","302"
"National Endowment for the Arts","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-19","8","2014-08-04","41","2012-02-14","657","2011-12-01","710"
"Department of Housing and Urban Development","Agency Overall","2014","2013-09-04","258","2013-08-23","264","2013-08-19","268","2013-08-08","274","2013-07-18","287","2013-05-09","332","2013-04-17","348","2013-01-31","401","2012-12-17","431","2012-08-09","519"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2014","N/A","0","N/A","0","2014-09-10","14","2014-08-26","24","2014-07-28","45","2014-06-13","75","2014-05-05","103","2014-01-17","177","2013-12-05","206","2013-06-13","326"
"Postal Regulatory Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Inter-American Foundation","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Homeland Security","Agency Overall","2014","2009-06-15","1336","2009-01-30","1430","2009-01-14","1440","2008-10-08","1505","2008-02-05","1677","2008-01-29","1682","2007-11-26","1725","2007-10-18","1750","2007-01-09","1946","2006-12-01","1970"
"Federal Mediation and Conciliation Service","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-25","4","2014-07-21","5","2014-09-16","22","2014-07-23","57","2014-03-25","203","2014-02-02","238"
"United States Copyright Office","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-24","26","2014-06-10","91","2014-06-07","93"
"Office of Special Counsel","Agency Overall","2014","2011-08-16","784","2011-08-01","795","2011-06-23","821","2011-06-01","837","2011-06-01","837","2011-05-12","850","2011-05-09","853","2011-05-05","855","2011-04-19","867","2011-02-04","918"
"United States International Trade Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-26","2"
"Environmental Protection Agency","Agency Overall","2014","2009-10-21","1244","2009-09-15","1266","2009-09-15","1275","2009-08-26","1278","2009-06-24","1324","2009-05-26","1343","2008-09-12","1517","2008-08-21","1533","2008-06-11","1610","2007-12-13","1745"
"Federal Open Market Committee","Agency Overall","2014","N/A","0","N/A","0","2014-08-27","23","2014-05-23","88","2013-07-31","293","2013-05-09","350","2013-05-09","350","2013-04-29","358","2012-05-21","593","2012-05-21","593"
"Securities and Exchange Commission","Agency Overall","2014","2012-06-18","574","2012-06-01","585","2012-05-21","593","2012-03-12","643","2012-02-08","665","2011-09-22","758","2011-08-24","778","2011-08-23","779","2011-02-22","907","2010-09-13","1016"
"Millennium Challenge Corporation","Agency Overall","2014","2014-02-06","164","2014-01-22","175","2014-01-21","176","2014-01-21","176","2014-01-21","176","2014-01-15","179","2014-01-15","179","2014-01-15","179","2014-01-13","180","2014-01-13","180"
"Legal Services Corporation","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Communications Commission","Agency Overall","2014","2014-05-19","93","2014-04-30","106","2014-03-14","139","2014-03-04","147","2014-03-04","147","2014-02-27","150","2014-02-25","152","2014-02-24","153","2014-02-14","158","2014-01-31","168"
"Federal Trade Commission","Agency Overall","2014","2014-07-24","12","2014-08-28","15","2014-08-26","20","2014-08-22","26","2014-07-02","64","2014-05-22","87","2014-05-13","100","2014-05-07","104","2014-04-14","116","2014-01-29","174"
"Department of the Interior","Agency Overall","2014","2011-04-15","868","2011-04-11","872","2011-03-23","885","2011-03-10","894","2011-03-10","894","2011-02-14","911","2011-02-10","913","2011-01-07","936","2010-11-29","963","2010-09-02","1021"
"National Science Foundation","Agency Overall","2014","2011-03-14","893","2011-03-14","893","2011-03-14","893","2011-03-14","893","2011-03-14","893","2011-03-14","893","2011-03-14","893","2010-08-09","1040","2010-07-23","1051","2010-07-23","1051"
"Court Services and Offender Supervision Agency","Agency Overall","2014","2014-08-18","30","2014-08-01","41","2014-07-22","49","2014-07-17","52","2014-07-17","52","2014-07-17","52","2014-07-17","52","2014-07-17","52","2014-07-09","58","2014-06-11","77"
"Overseas Private Investment Corporation","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-16","10","2014-09-15","11","2014-09-11","13","2014-08-27","25","2014-03-27","134"
"Equal Employment Opportunity Commission","Agency Overall","2014","2014-06-16","74","2014-06-16","74","2014-06-16","74","2014-06-12","75","2014-06-12","75","2014-06-12","75","2014-06-09","78","2014-06-09","78","2014-06-03","82","2013-10-22","236"
"Department of Agriculture","Agency Overall","2014","2010-12-21","946","2010-12-15","950","2010-11-30","961","2010-10-01","1000","2010-08-04","1041","2010-06-14","1077","2010-05-11","1100","2010-04-09","1122","2010-03-12","1142","2010-01-19","1179"
"National Railroad Passenger Corporation","Agency Overall","2014","2014-04-21","113","2013-11-18","218","2013-10-31","229","2013-10-24","234","2013-10-10","243","2013-10-10","243","2013-10-08","245","2013-10-01","250","2013-05-06","353","2013-04-23","362"
"Consumer Product Safety Commission","Agency Overall","2014","2011-09-11","769","2011-08-19","781","2011-07-26","799","2011-06-08","832","2010-10-26","986","2010-02-16","1162","2009-07-22","1303","2009-07-21","1304","2009-06-30","1318","2008-12-02","1463"
"Commodity Futures Trading Commission","Agency Overall","2014","2014-03-17","138","2014-01-30","169","2013-12-02","209","2013-11-25","213","2013-11-13","221","2013-11-08","223","2013-11-04","227","2013-10-17","239","2013-10-17","239","2013-09-30","251"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-01","22","2014-07-16","55","2014-05-01","109","2014-05-01","109","2013-12-30","197"
"Department of Justice","Agency Overall","2014","2010-11-08","976","2010-11-08","976","2010-11-03","979","2010-11-03","979","2010-11-02","980","2010-10-05","999","2010-08-30","1023","2010-05-24","1092","2010-05-03","1107","2010-04-22","1114"
"Office of the United States Trade Representative","Agency Overall","2014","2013-09-09","266","2013-08-26","275","2013-08-21","278","2013-08-12","285","2013-05-28","338","2013-04-17","366","2012-10-26","483","2012-09-28","502","2011-09-27","755","2010-03-22","1138"
"U.S. Agency for International Development","Agency Overall","2014","2011-09-21","759","2011-09-07","769","2011-09-06","770","2011-08-29","775","2011-05-06","854","2011-04-22","864","2011-03-18","889","2011-02-23","906","2011-01-06","938","2011-01-06","938"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-06-27","66","2014-06-25","68"
"U.S. Department of State","Agency Overall","2014","2006-05-10","2184","2006-05-02","2189","2006-04-26","2194","2006-04-23","2196","2006-04-02","2211","2006-03-29","2214","2006-02-28","2234","2006-02-27","2235","2006-02-20","2240","2006-02-14","2244"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Mediation Board","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Nuclear Regulatory Commission","Agency Overall","2014","2014-06-25","67","2014-06-10","78","2014-05-09","99","2014-04-16","116","2013-11-22","208","2013-11-04","221","2013-06-12","321","2012-12-26","436","2012-12-18","440","2012-09-25","495"
"United States Trade and Development Agency","Agency Overall","2014","2014-09-28","2","2014-09-22","6","2014-09-22","6","2014-09-10","14","2014-08-21","26","2014-08-13","31","2014-08-12","32","2014-07-13","51","2014-04-10","114","2010-06-05","1084"
"Department of Veterans Affairs","Agency Overall","2014","2012-03-15","640","2012-03-14","641","2012-02-28","652","2012-02-16","659","2012-02-06","667","2012-02-02","669","2012-01-20","678","2011-11-15","722","2011-09-29","753","2011-09-13","765"
"National Aeronautics and Space Administration","Agency Overall","2014","2014-07-29","44","2014-07-22","49","2014-07-21","56","2014-07-11","56","2014-07-03","61","2014-06-25","67","2014-01-27","172","2013-11-07","224","2013-11-06","225","2013-02-11","401"
"Federal Election Commission","Agency Overall","2014","2013-08-23","276","2013-08-07","263","2013-08-07","263","2013-08-07","288","2013-08-07","288","2013-08-07","288","2013-07-25","297","2012-12-31","440","2012-10-18","488","2011-06-09","832"
"Federal Housing Finance Agency","Agency Overall","2014","2014-09-10","13","2014-09-03","19","2014-09-03","19","2014-08-21","27","2014-08-11","35","2014-07-01","63","2014-04-24","34","2014-04-10","120","2013-03-28","380","2013-02-04","416"
"Office of Science and Technology Policy","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-22","7","2014-09-22","7","2014-08-29","22","2014-08-06","39","2013-11-08","224"
"Merit Systems Protection Board","Agency Overall","2014","2014-09-25","3","2014-09-10","14","2014-09-09","15","2014-09-05","17","2014-07-08","59","2014-07-28","70","2014-06-10","78","2014-05-28","87","2014-05-22","90","2014-03-25","132"
"Federal Deposit Insurance Corporation","Agency Overall","2014","2014-09-23","5","2014-09-19","7","2014-09-19","7","2014-09-18","8","2014-09-15","11","2014-09-15","11","2014-09-12","12","2014-09-12","12","2014-09-12","12","2014-08-28","22"
"Selective Service System","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Social Security Administration","Agency Overall","2014","2014-04-05","181","2014-04-03","183","2014-03-28","189","2014-03-28","189","2014-03-28","189","2014-03-27","190","2014-03-21","196","2014-03-18","199","2014-03-14","203","2014-03-12","205"
"U.S. Commission on Civil Rights","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-08-20","41"
"General Services Administration","Agency Overall","2014","2013-10-21","237","2013-10-04","247","2013-10-04","250","2013-09-25","254","2013-09-12","263","2013-08-15","282","2013-08-01","292","2013-07-09","309","2013-05-02","355","2013-04-02","377"
"Office of Government Ethics","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-08","16","2014-09-08","16","2013-02-11","407"
"Tennessee Valley Authority","Agency Overall","2014","2014-09-02","20","2014-08-28","23","2014-08-21","28","2014-08-15","32","2014-08-04","41","2014-07-21","51","2014-06-26","67","2014-06-09","80","2014-05-29","87","2011-04-04","879"
"Department of Defense","Agency Overall","2014","2002-03-11","3149","2002-01-10","3189","2001-11-20","3222","2001-11-16","3224","2001-11-16","3224","2001-10-01","3256","2001-04-27","3364","2001-04-27","3364","2001-04-16","3373","2001-04-16","3373"
"Office of the Director of National Intelligence","Agency Overall","2014","2011-02-03","920","2010-10-08","998","2010-09-30","1004","2010-05-24","1094","2010-03-04","1151","2010-03-01","1154","2009-10-08","1249","2009-08-13","1288","2008-04-16","1622","2007-08-30","1778"
"National Indian Gaming Commission","Agency Overall","2014","2014-09-17","9","2014-09-16","10","2014-07-15","55","2014-07-07","61","2014-03-14","137","2014-03-05","145","2014-02-18","157","2013-12-19","196","2013-03-07","396","2013-02-20","405"
"Consumer Financial Protection Bureau","Agency Overall","2014","2014-09-23","5","2014-09-22","6","2014-09-22","6","2014-09-18","8","2014-09-12","12","2014-09-11","13","2014-09-09","15","2014-09-08","16","2014-09-08","16","2014-09-08","16"
"Administrative Conference of the United States","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"American Battle Monuments Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Occupational Safety and Health Review Commission","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2014-09-26","20","2014-09-26","30"
"Department of Transportation","Agency Overall","2014","2011-04-07","875","2011-03-04","898","2011-02-28","902","2010-10-21","988","2010-10-07","997","2010-09-29","1003","2010-09-23","1007","2010-07-14","1057","2010-05-19","1095","2009-03-12","1394"
"Central Intelligence Agency","Agency Overall","2014","2006-10-30","2893","2006-10-06","2917","2006-08-11","2973","2006-07-13","3002","2006-06-23","3022","2006-02-06","3159","2006-02-06","3159","2005-11-10","3247","2005-09-08","3310","2005-08-31","3318"
"Council on Environmental Quality","Agency Overall","2014","2013-07-24","343","2013-07-22","345","2013-07-16","349","2013-03-25","429","2013-03-07","440","2013-02-13","455","2013-02-13","455","2013-02-12","456","2011-08-05","836","2010-04-08","1170"
"National Archives and Records Administration","Agency Overall","2014","1995-12-13","4718","1995-10-01","4767","1995-09-26","4771","1995-06-12","4845","1995-02-07","4932","1994-10-14","5009","1994-09-16","5028","1994-09-01","5038","1993-09-09","5284","1993-08-31","5290"
"National Transportation Safety Board","Agency Overall","2014","2012-05-04","604","2012-04-27","609","2012-04-18","616","2012-03-29","630","2012-03-26","633","2012-03-16","639","2012-03-16","639","2012-03-02","649","2012-01-11","684","2011-11-25","715"
"Federal Financial Institutions Examination Council","Agency Overall","2014","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Health and Human Services","Agency Overall","2014","2010-02-18","1161","2010-01-27","1176","2010-01-06","1190","2009-12-11","1206","2009-10-05","1252","2009-10-02","1253","2009-09-21","1262","2009-08-27","1278","2009-07-23","1303","2008-11-18","1473"
