"Agency","Component","Fiscal Year","<1-20 Days","21-40 Days","41-60 Days","61-80 Days","81-100 Days","101-120 Days","121-140 Days","141-160 Days","161-180 Days","181-200 Days","201-300 Days","301-400 Days","401+ Days","Total"
"Consumer Product Safety Commission","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Commodity Futures Trading Commission","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Justice","Agency Overall","2014","27","16","14","4","3","4","2","1","2","4","9","1","15","102"
"Office of the United States Trade Representative","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Agency for International Development","Agency Overall","2014","0","0","2","2","0","1","0","0","0","0","0","0","0","5"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Department of State","Agency Overall","2014","0","0","3","1","2","1","0","0","0","1","0","0","4","12"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Mediation Board","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nuclear Regulatory Commission","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","11","11"
"United States Trade and Development Agency","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Veterans Affairs","Agency Overall","2014","26","8","4","6","2","1","0","0","0","1","1","0","0","49"
"National Aeronautics and Space Administration","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Election Commission","Agency Overall","2014","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Federal Housing Finance Agency","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Science and Technology Policy","Agency Overall","2014","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"Merit Systems Protection Board","Agency Overall","2014","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Federal Deposit Insurance Corporation","Agency Overall","2014","24","2","0","0","0","0","0","0","0","0","0","0","0","26"
"Selective Service System","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Social Security Administration","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Commission on Civil Rights","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"General Services Administration","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Government Ethics","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tennessee Valley Authority","Agency Overall","2014","0","6","0","0","0","0","0","0","0","0","0","0","0","6"
"Department of Defense","Agency Overall","2014","19","60","19","3","2","2","0","2","1","1","3","1","1","114"
"Office of the Director of National Intelligence","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Indian Gaming Commission","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Consumer Financial Protection Bureau","Agency Overall","2014","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Administrative Conference of the United States","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"American Battle Monuments Commission","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Occupational Safety and Health Review Commission","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Transportation","Agency Overall","2014","26","12","4","2","1","1","1","1","0","0","3","0","6","57"
"Central Intelligence Agency","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"Council on Environmental Quality","Agency Overall","2014","4","1","0","0","0","0","0","0","0","0","0","0","0","5"
"National Archives and Records Administration","Agency Overall","2014","32","2","0","0","0","0","0","0","0","0","0","0","0","34"
"National Transportation Safety Board","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","9","0","0","9"
"Federal Financial Institutions Examination Council","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Health and Human Services","Agency Overall","2014","34","8","12","4","4","5","3","7","4","2","3","1","3","90"
"All agencies","Agency Overall","2014","708","240","96","45","28","30","20","31","14","21","46","14","58","1351"
