"Agency","Component","Fiscal Year","<1-20 Days","21-40 Days","41-60 Days","61-80 Days","81-100 Days","101-120 Days","121-140 Days","141-160 Days","161-180 Days","181-200 Days","201-300 Days","301-400 Days","401+ Days","Total"
"United States Copyright Office","Agency Overall","2014","23","5","2","0","0","0","0","0","0","0","0","0","0","30"
"Office of Special Counsel","Agency Overall","2014","46","6","2","3","0","2","3","1","0","0","1","2","1","67"
"United States International Trade Commission","Agency Overall","2014","36","1","0","0","0","0","0","0","0","0","0","0","0","37"
"Environmental Protection Agency","Agency Overall","2014","4069","0","0","0","0","0","0","0","0","0","0","0","0","4069"
"Federal Open Market Committee","Agency Overall","2014","16","0","0","0","0","0","0","0","0","0","0","0","0","16"
"Securities and Exchange Commission","Agency Overall","2014","12422","1240","522","221","105","67","44","38","14","11","37","11","15","14747"
"Millennium Challenge Corporation","Agency Overall","2014","11","2","0","0","0","1","0","0","0","0","0","0","0","14"
"Legal Services Corporation","Agency Overall","2014","44","10","0","0","0","0","0","0","0","0","0","0","0","54"
"Federal Communications Commission","Agency Overall","2014","430","132","36","19","5","5","2","1","0","1","3","1","1","636"
"Federal Trade Commission","Agency Overall","2014","83","949","2","0","0","0","0","0","0","0","0","0","0","1034"
"Department of the Interior","Agency Overall","2014","279","9","2","0","0","0","0","0","0","0","0","0","0","290"
"National Science Foundation","Agency Overall","2014","85","19","11","10","4","2","3","1","1","1","0","0","0","137"
"Court Services and Offender Supervision Agency","Agency Overall","2014","547","107","15","3","10","3","5","3","34","8","10","1","1","747"
"Overseas Private Investment Corporation","Agency Overall","2014","6","31","6","1","0","0","0","0","0","0","1","0","0","45"
"Equal Employment Opportunity Commission","Agency Overall","2014","12623","2599","827","333","186","70","34","23","5","1","5","1","0","16707"
"Department of Agriculture","Agency Overall","2014","15617","810","350","190","110","88","77","61","51","29","101","39","140","17663"
"National Railroad Passenger Corporation","Agency Overall","2014","31","4","0","1","0","0","0","0","0","0","0","0","0","36"
"Consumer Product Safety Commission","Agency Overall","2014","608","20","21","12","8","5","1","2","0","0","3","1","1","682"
"Commodity Futures Trading Commission","Agency Overall","2014","22","14","4","3","3","1","1","0","0","0","0","0","0","48"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2014","26","1","6","3","0","0","0","0","0","0","2","0","0","38"
"Department of Justice","Agency Overall","2014","27086","9110","3658","1833","1115","661","459","355","348","260","649","228","109","45871"
"Office of the United States Trade Representative","Agency Overall","2014","4","0","1","0","0","0","2","1","0","0","8","0","0","16"
"U.S. Agency for International Development","Agency Overall","2014","34","4","1","2","1","0","1","0","1","1","1","0","0","46"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2014","13","8","0","0","0","0","0","0","0","0","0","0","0","21"
"U.S. Department of State","Agency Overall","2014","788","2320","2104","2157","1431","1058","376","312","241","186","492","171","226","11862"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2014","2","0","0","0","0","0","0","0","0","0","0","0","0","2"
"National Mediation Board","Agency Overall","2014","35","3","0","0","0","0","0","0","0","0","0","0","0","38"
"Nuclear Regulatory Commission","Agency Overall","2014","132","29","6","1","0","0","0","0","0","0","0","0","0","168"
"United States Trade and Development Agency","Agency Overall","2014","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Veterans Affairs","Agency Overall","2014","13345","1791","595","284","152","82","37","31","30","18","99","35","28","16527"
"National Aeronautics and Space Administration","Agency Overall","2014","346","13","2","0","0","0","0","0","0","0","0","0","0","361"
"Federal Election Commission","Agency Overall","2014","46","26","2","2","1","1","1","0","0","0","0","0","0","79"
"Federal Housing Finance Agency","Agency Overall","2014","102","27","9","1","2","0","2","0","0","0","1","0","0","144"
"Office of Science and Technology Policy","Agency Overall","2014","69","8","2","4","1","0","0","0","0","0","0","0","0","84"
"Merit Systems Protection Board","Agency Overall","2014","152","24","1","0","0","0","0","0","0","0","0","0","0","177"
"Federal Deposit Insurance Corporation","Agency Overall","2014","439","28","1","0","0","0","0","0","0","0","0","0","0","468"
"Selective Service System","Agency Overall","2014","49","0","0","0","0","0","0","0","0","0","0","0","0","49"
"Social Security Administration","Agency Overall","2014","19840","3273","726","121","73","46","0","0","0","0","2","0","0","24081"
"U.S. Commission on Civil Rights","Agency Overall","2014","28","0","0","0","0","0","0","0","0","0","0","0","0","28"
"General Services Administration","Agency Overall","2014","313","175","0","0","0","0","0","0","0","0","0","0","0","488"
"Office of Government Ethics","Agency Overall","2014","26","2","1","0","0","0","0","0","0","0","0","0","0","29"
"Tennessee Valley Authority","Agency Overall","2014","80","32","0","0","0","0","0","0","0","0","0","0","0","112"
"Department of Defense","Agency Overall","2014","33379","1380","421","199","129","65","70","32","14","20","60","26","114","35909"
"Office of the Director of National Intelligence","Agency Overall","2014","194","37","14","8","2","1","2","6","2","0","1","0","0","267"
"National Indian Gaming Commission","Agency Overall","2014","22","7","8","4","3","3","1","0","1","0","4","5","5","63"
"Consumer Financial Protection Bureau","Agency Overall","2014","241","22","1","0","0","0","0","0","0","0","0","0","0","264"
"Administrative Conference of the United States","Agency Overall","2014","17","0","0","0","0","0","0","0","0","0","0","0","0","17"
"American Battle Monuments Commission","Agency Overall","2014","8","1","0","0","0","0","0","1","0","0","0","0","0","10"
"Occupational Safety and Health Review Commission","Agency Overall","2014","55","2","0","0","0","0","0","0","0","0","0","0","0","57"
"Department of Transportation","Agency Overall","2014","6555","1075","408","395","166","73","35","20","5","9","24","16","35","8816"
"Central Intelligence Agency","Agency Overall","2014","1346","575","153","55","24","4","5","9","3","0","10","8","30","2222"
"Council on Environmental Quality","Agency Overall","2014","11","3","2","3","0","0","0","0","0","0","0","0","0","19"
"National Archives and Records Administration","Agency Overall","2014","16446","903","337","149","78","59","40","17","13","45","79","8","172","18346"
"National Transportation Safety Board","Agency Overall","2014","107","6","4","1","3","0","0","0","0","0","0","1","0","122"
"Federal Financial Institutions Examination Council","Agency Overall","2014","16","2","0","0","0","0","0","0","0","0","0","0","0","18"
"Department of Health and Human Services","Agency Overall","2014","18819","3316","1128","947","863","586","742","594","507","444","1807","290","175","30218"
"All agencies","Agency Overall","2014","257982","44966","16543","8685","6070","5849","5511","3879","2038","1667","5165","1325","1169","360849"
