"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Commerce","Agency Overall","2014","13 U.S.C. §§ 9 (Census Act)","Baldrige v Shapiro, 455 U.S., 345, 355 (1982)","Certain Census data","25"
"Department of Commerce","Agency Overall","2014","13 U.S.C. § 301(g) (Collection and Publication of Foreign Commerce Act)","Afr. Fund v. Mosbacher, No. 92 Civ. 289, 1993 WL 183736, at *5 (S.D.N.Y. May 26, 1993); Young Conservative Found., Inc. v U.S. Dep't of Commerce, No. 85-3982, 1987 WL 9244, at *2-3 (D.D.C. Mar. 25 1987).","Shippers' export declarations or successor documents","32"
"Department of Commerce","Agency Overall","2014","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD. No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA. No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior. 305F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted. No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","12"
"Department of Commerce","Agency Overall","2014","16 U.S.C. § 1881 (a)(2)  (Registration and Information Management)","N/A","Statistical information contained in fishery management plans.","7"
"Department of Commerce","Agency Overall","2014","15 U.S.C. § 7301 (c), (d) (National Construction Safety Teams)","N/A","Information received in the course of investigations regarding building failures","1"
"Department of Commerce","Agency Overall","2014","10 U.S.C. § 130(b)","Hall v. CIA, No. 04-00814, 2012 WL 3143839, at *16 (D.D.C. Aug. 3, 2012); Hiken v. DOD. 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); (O'Keefe v. DOC. 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States. No. A02-306, 2005 WL 846206, at *(D. Alaska Apr. 11, 2005)","Personally identifiable information pertaining to members of the armed forces assigned to ""routinely deployable unit(s)"" and certain employees of DOD and DHS","1"
"Department of Commerce","Agency Overall","2014","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F. 3d 1106, 1113 (D.C. Cir. 207); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F. 2d 856, 867-68 (D.C. Cir 1981); Durham v. U.S. Atty Gen., No. 06-843m 2008 WI. 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. supp. 2d 749, 776 (E.D. Pa. 2008)","Certain records pertaining to grand jury proceedings.","1"
"Department of Commerce","Agency Overall","2014","50 U.S.C. App § 2170 (Defense Production Act)","N/A","Protects offsets information.","1"
"Federal Mine Safety and Health Review Commission","Agency Overall","2014","N/A","N/A","N/A","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2014","N/A","N/A","N/A","0"
"United States African Development Foundation","Agency Overall","2014","N/A","N/A","N/A","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2014","N/A","","","0"
"Institute of Museum and Library Services","Agency Overall","2014","N/A","N/A","N/A","0"
"Defense Nuclear Facilities Safety Board","Agency Overall","2014","N/A","N/A","N/A","0"
"Department of Education","Agency Overall","2014","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","13"
"Department of Education","Agency Overall","2014","5 U.S.C. § 574","N/A","Dispute resolution communications","1"
"Department of Education","Agency Overall","2014","44 U.S.C. § 3541 et seq.","N/A","Records concerning information security controls and programs that support federal operations","5"
"Department of Education","Agency Overall","2014","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","1"
"Department of Education","Agency Overall","2014","20 U.S.C. § 1232g","N/A","Identities of students and parents identified in data collected by representatives of the Comptroller General, the Secretary of Education, or State educational authorities in connection with the audit, evaluation, or enforcement of a Federally-supported education program","3"
"Export-Import Bank of the U.S.","Agency Overall","2014","N/A","N/A","N/A","0"
"National Credit Union Administration","Agency Overall","2014","N/A","N/A","N/A","0"
"Small Business Administration","Agency Overall","2014","N/A","N/A","N/A","0"
"U.S. Railroad Retirement Board","Agency Overall","2014","45 U.S.C. § 362(d) (Railroad Unemployment Insurance Act)","Ass'n of Retired Railroad Workers v. U.S. R.R. Retirement Board, 830 F.2d 331, 334 (D.C. Cir. 1987); Nat'l Ass'n of Retired & Veteran Ry. Employees v. R.R. Ret. Bd., 87-117, slip. Op. at 5 (N.D. Ohio Feb. 20, 1991).","Information obtained by the Railroad Retirement Board that reveals, in any manner, an employee's identity","34"
"Federal Labor Relations Authority","Agency Overall","2014","N/A","N/A","N/A","0"
"Department of Labor","Agency Overall","2014","Federal Mine Safety Health Act of 1997, Section 103(g)(1), 30 USC 813(g)","None","Complaint Information & Interviews of Miners","5"
"Department of Labor","Agency Overall","2014","Confidential Information Protection and Statistical Efficiency Act of 2002, Title V of Public Law 107-347","None","Confidential Respondent Data to BLS Survey","2"
"Department of Labor","Agency Overall","2014","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1997, Pub. L. No. 98-78, 941 Stat. 13","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981)","Grand Jury Proceedings","4"
"Farm Credit System Insurance Corporation","Agency Overall","2014","N/A","N/A","N/A","0"
"U.S. Agency for Global Media","Agency Overall","2014","N/A","N/A","N/A","0"
"Office of Management and Budget","Agency Overall","2014","N/A","N/A","N/A","0"
"United States Postal Service","Agency Overall","2014","39 U.S.C 410 (c )(1)","None","Records relating to names and addresses of postal customers","314"
"United States Postal Service","Agency Overall","2014","39 U.S.C 410 (c )(2)","Wickwire Gavin, P.C. v. USPS, 356 F.3d 588, 589, 597 (4th Cir. 2004); Am. Postal Workers Union, AFL-CIO v. USPS, 742 F. Supp. 2d 76, 81-83 (D.D.C. 2010); Reid v. USPS, No. 05-294, 2006 WL 1876682, at *5-9 (S.D. III, July 5, 2006).","Records relating to commercial information that is proprietary to the Postal Service","133"
"United States Postal Service","Agency Overall","2014","39 U.S.C. 410 (c )(3)","None","Records containing information prepared for use in the negotiation of collective bargaining agreements under 39 U.S.C. Chapter 12 and minutes or notes kept during the negotiating sessions","3"
"United States Postal Service","Agency Overall","2014","39 U.S.C. 410 (c )(6)","None","Investigatory files, whether or not considered closed, compiled for law enforcement purposes except to the extent available by law to a party other than the Postal Service","5"
"United States Postal Service","Agency Overall","2014","39 U.S.C. § 412","None","Records containing lists of postal customers","6"
"United States Postal Service","Agency Overall","2014","18 U.S.C. § 2510","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","4"
"United States Postal Service","Agency Overall","2014","18 U.S.C. § 1461","None","Mail matter that is obscene or crime-inciting","2"
"United States Postal Service","Agency Overall","2014","18 U.S.C. § 2517","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","4"
"United States Postal Service","Agency Overall","2014","18 U.S.C. § 3509","Tampico v. EOUSA, No. 04-2285, slip op. at 8","Certain records containing identifying information pertaining to children involved in criminal proceedings","2"
"United States Postal Service","Agency Overall","2014","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","None","Certain records pertaining to grand jury proceedings","7"
"Federal Maritime Commission","Agency Overall","2014","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Leonard v. U.S. Dep't of Treasury, No. 10-6625, 2013 WL 4517912, at *2 (D.N.J. Aug. 26, 2013) (26 U.S.C. § 6103); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","2"
"Farm Credit Administration","Agency Overall","2014","N/A","N/A","N/A","0"
"Federal Energy Regulatory Commission","Agency Overall","2014","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562) (D.C. Cir. Aug. 25, 2004)","Information pertaining to the nature and location of certain archaeological resources","5"
"National Endowment for the Arts","Agency Overall","2014","N/A","N/A","N/A","0"
"Department of Housing and Urban Development","Agency Overall","2014","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","10"
"Department of Housing and Urban Development","Agency Overall","2014","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","1"
"Department of Housing and Urban Development","Agency Overall","2014","42 U.S.C. § 3610(d) (Fair Housing Act)","West v. Jackson, 448 F. Supp. 2d 207, 212-13 (D.D.C. 2006), summary affirmance granted, No. 06-5281, 2007 WL 1723362 (D.C. Cir. Mar. 6, 2007).","Records pertaining to conciliation of disputes regarding allegations of unfair housing practices; information derived from housing discrimination investigations and any final investigative reports pertaining to such investigations","16"
"Department of Housing and Urban Development","Agency Overall","2014","42 U.S.C. §3537a","N/A","Covered selected information during the grant selection process","2"
"Department of Housing and Urban Development","Agency Overall","2014","42 U.S.C. §§ 2000e-5(b)¸ 2000e-8(e) (Civil Rights Act of 1964)","Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989).","Information pertaining to charges of unlawful employment practices; information obtained by the EEOC in investigating charges of unlawful employment practices","1"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2014","N/A","N/A","N/A","0"
"Postal Regulatory Commission","Agency Overall","2014","39 U.S.C. § 410(c)(1)","N/A","Records relating to names and addresses of postal customers","1"
"Postal Regulatory Commission","Agency Overall","2014","39 U.S.C. § 410(c)(2)","N/A","Commercial information which would not be disclosed under good business practice","1"
"Inter-American Foundation","Agency Overall","2014","N/A","N/A","N/A","0"
"Department of Homeland Security","Agency Overall","2014","49 U.S.C. § 114","Skurow v. DHS, No. 11-1296, 2012 WL 4380895, at *9-10 (D.D.C. Sept. 26, 2012); Tooley v. Bush, No. 06-306, 2006 WL 3783142, at *19 (D.D.C. Dec. 21, 2006), aff'd on other grounds, 586 F.3d 1006 (D.C. Cir. 2009); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Information obtained or developed in carrying out security under the authority of the Aviation and Transportation Security Act or under chapter 449 of this title","3257"
"Department of Homeland Security","Agency Overall","2014","41 U.S.C. § 253b(m)(1)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","6"
"Department of Homeland Security","Agency Overall","2014","41 U.S.C. § 2102","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL34098652, at *3-4 (E.D. Cal. 2001) dictum).","Contractor bid or proposal information; source selection information","3"
"Department of Homeland Security","Agency Overall","2014","50 U.S.C. Section § 403g","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: “the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency”","41"
"Department of Homeland Security","Agency Overall","2014","18 U.S.C. § 3509(d) (Federal Victims' Protection and Rights Act)","Tampico v. EOUSA, No. 04¬2285, slip op. at 8 (D.D.C. Apr. 29, 2005).","Information related to child pornography victims","31"
"Department of Homeland Security","Agency Overall","2014","31 U.S.C. § 5319 (Bank Secrecy Act)","Hulsten v. DEA No.10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008), cert. denied, 129 S. Ct. 2789 (U.S. 2009); Sciba v. Bd. of Governors of the Fed. Reserve Sys., No. 04-1011, 2005 WL 3201206, at *6 (D.D.C. Nov. 4, 2005).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","2"
"Department of Homeland Security","Agency Overall","2014","15 U.S.C. §§ 46(f), 57b-2 (Federal Trade Commission Act)","A. Michael's Piano, Inc. v. FTC, 18 F.3d 138, 143-44 (2d Cir. 1994) (15 U.S.C. § 57b-2); Carter, Fullerton & Hayes, LLC v. FTC, 637 F. Supp. 2d 1, 9 (D.D.C. 2009) (15 U.S.C. § 57b-2); National Educ. Ass'n v. FTC, No. 79-959-S, 1983 WL 1883, at *1 (D. Mass. Sept. 26, 1983) (15 U.S.C. § 57b-2); Doherty v. FTC, No. 80-0513, 1981 WL 2094, at *3 (D.D.C. June 24, 1981) (15 U.S.C. § 46(f)).","""[A]ny trade secret or any commercial or financial information which is obtained from any person and which is privileged or confidential"" and certain investigative materials received by the FTC and ""provided pursuant to any compulsory process under this subchapter or which is provided voluntarily in place of such compulsory process.""","1"
"Department of Homeland Security","Agency Overall","2014","18 U.S.C. Sec 2722(a)","","Prohibits the disclosure of personal information from a motor vehicle record.","3"
"Department of Homeland Security","Agency Overall","2014","6 U.S.C. § 133(a)(1)","","Critical infrastructure information (including the identity of the submitting person or entity) that is voluntarily submitted to a covered Federal agency for use by that agency regarding the security of critical infrastructure and protected systems, analysis, warning, interdependency study, recovery, reconstitution, or other informational purpose, when accompanied by an express statement specified in paragraph 2","2"
"Department of Homeland Security","Agency Overall","2014","42 U.S.C. § 262a(h)","","Enhanced control of dangerous biological agents and toxins/bio-terrorism information","3"
"Department of Homeland Security","Agency Overall","2014","42 U.S.C. § 2162 (Atomic Energy Act)","Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29, 1984), aff'd in relevant part & remanded in part on other grounds sub nom., Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","Life threatening controlled chemical agents","1"
"Department of Homeland Security","Agency Overall","2014","50 U.S.C. app. § 2411(c) (Export Administration Act of 1979)","Wis. Project on Nuclear Arms Control v. U.S. Dep't of Commerce, 317 F.3d 275, 284 (D.C. Cir. 2003); Times Publ'g Co. v. U.S. Dep't of Commerce, 236 F.3d 1286, 1292 (11th Cir. 2001); Lessner v. U.S. Dep't of Commerce, 827 F.2d 1333, 1336-37 (9th Cir. 1987).","Information pertaining to license applications under the Export Administration Act","1"
"Department of Homeland Security","Agency Overall","2014","41 U.S.C. § 4702(b)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","6"
