"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Department of Education","Agency Overall","2017","2014-06-04","834","2014-05-06","854","2014-04-25","861","2014-03-31","880","2014-03-07","896","2014-03-07","896","2014-01-24","925","2013-11-14","972","2013-06-25","1070","2011-01-03","1693"
"Millennium Challenge Corporation","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2017-09-15","11","2017-09-06","18"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2017","2016-04-19","366","2016-04-18","367","2016-04-14","369","2016-04-12","371","2016-04-12","371","2016-04-12","371","2016-02-16","412","2015-11-23","467","2015-10-13","495","2015-04-16","619"
"U.S. Department of State","Agency Overall","2017","2007-02-07","2672","2007-01-11","2690","2006-11-30","2718","2006-11-27","2721","2006-11-26","2721","2006-10-12","2751","2006-10-11","2752","2006-10-10","2753","2006-09-08","2774","2006-06-08","2774"
"Department of the Treasury","Agency Overall","2017","2012-06-14","1331","2012-06-07","1336","2012-05-22","1347","2012-02-07","1421","2011-09-21","1514","2011-08-22","1535","2011-05-31","1593","2011-02-09","1670","2010-07-27","1809","2008-01-28","2460"
"Consumer Financial Protection Bureau","Agency Overall","2017","2017-09-22","5","2017-09-15","10","2017-09-15","10","2017-09-15","10","2017-09-14","11","2017-09-11","14","2017-09-06","17","2017-08-04","39","2017-07-07","59","2017-01-09","184"
"Federal Mine Safety and Health Review Commission","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2017-08-21","44","2017-06-29","82"
"Office of Management and Budget","Agency Overall","2017","2015-09-29","505","2015-08-14","536","2015-05-15","599","2015-02-11","665","2014-12-02","713","2014-10-24","738","2014-03-31","821","2013-11-26","901","2013-10-22","922","2013-05-20","1027"
"Department of Labor","Agency Overall","2017","2014-02-10","887","2014-02-07","889","2014-01-28","901","2014-01-28","901","2013-09-11","1017","2013-07-30","1045","2013-07-22","1053","2013-06-11","1061","2013-03-13","1211","2011-09-20","1500"
"Pension Benefit Guaranty Corporation","Agency Overall","2017","2017-09-12","13","2017-09-12","13","2017-09-12","13","2017-09-08","15","2017-09-06","17","2017-09-06","17","2017-09-06","17","2017-09-06","17","2017-09-05","18","2017-09-05","18"
"National Mediation Board","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Open Market Committee","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2017-05-08","101"
"Federal Deposit Insurance Corporation","Agency Overall","2017","2017-09-20","7","2017-09-15","10","2017-09-15","10","2017-09-15","10","2017-09-14","11","2017-09-14","11","2017-09-08","15","2017-08-31","20","2017-08-31","20","2017-07-31","43"
"National Archives and Records Administration","Agency Overall","2017","1997-12-19","4466","1997-12-11","4472","1997-12-11","4472","1997-10-01","4520","1997-10-01","4520","1997-05-20","4613","1996-08-31","4791","1995-10-01","5023","1993-11-29","5480","1993-08-31","5540"
"Farm Credit System Insurance Corporation","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2017-09-26","3","2017-05-26","88"
"Federal Trade Commission","Agency Overall","2017","2017-08-24","25","2017-08-24","25","2017-07-26","46","2017-07-25","47","2017-07-24","48","2017-07-14","54","2017-07-11","57","2017-05-16","95","2017-05-11","98","2017-03-21","135"
"Office of Personnel Management","Agency Overall","2017","2015-03-11","648","2015-03-10","649","2015-03-04","653","2015-03-03","654","2015-02-24","659","2014-12-23","700","2014-10-15","812","2014-07-14","812","2013-08-20","1036","2013-08-02","1048"
"National Endowment for the Arts","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","2017-09-28","1","2017-09-20","7","2017-09-20","7","2017-08-28","24","2017-08-28","24","2017-06-06","81"
"United States Postal Service","Agency Overall","2017","2016-05-13","347","2016-04-15","367","2015-12-11","453","2015-08-06","540","2015-06-04","584","2015-03-02","651","2013-11-21","968","2013-02-19","1160","2011-12-14","1455","2010-02-22","1911"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States African Development Foundation","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2017-09-18","8","2017-09-13","12"
"U.S. Agency for International Development","Agency Overall","2017","2013-12-24","946","2013-11-07","977","2013-10-24","987","2013-10-17","992","2013-10-09","997","2013-08-13","1037","2013-06-13","1079","2013-03-26","1135","2013-03-25","1136","2013-03-12","1145"
"National Credit Union Administration","Agency Overall","2017","N/A","0","N/A","0","N/A","0","2017-09-29","0","2017-09-27","2","2017-09-22","5","2017-09-15","10","2017-08-30","21","2017-08-29","22","2017-08-24","25"
"Federal Retirement Thrift Investment Board","Agency Overall","2017","2017-09-18","9","2017-09-18","9","2017-09-18","9","2017-09-13","9","2017-09-12","12","2017-08-28","23","2017-08-28","23","2017-07-26","46","2017-07-10","58","2017-02-20","155"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Small Business Administration","Agency Overall","2017","2017-08-08","37","2017-08-07","38","2017-08-04","39","2017-08-01","42","2017-07-24","48","2017-07-19","51","2017-06-13","76","2017-03-28","130","2017-03-09","143","2016-10-25","234"
"Neighborhood Reinvestment Corporation","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2017-05-05","103","2016-05-17","346","2015-01-29","673"
"Equal Employment Opportunity Commission","Agency Overall","2017","2016-08-29","273","2016-07-31","293","2016-07-27","296","2016-07-07","310","2016-06-10","328","2016-05-25","339","2016-04-11","371","2016-03-25","382","2015-10-22","487","2015-10-09","495"
"Department of Transportation","Agency Overall","2017","2012-05-15","1349","2012-04-24","1364","2012-02-09","1416","2012-01-31","1423","2012-01-30","1424","2012-01-24","1428","2011-12-21","1449","2011-12-15","1453","2011-10-07","1499","2011-09-06","1522"
"United States Trade and Development Agency","Agency Overall","2017","2016-07-31","294","2016-07-31","294","2016-07-31","294","2016-07-26","298","2016-07-13","307","2016-02-26","403","2015-05-08","603","2015-01-19","680","2014-12-18","700","2014-04-10","874"
"Federal Communications Commission","Agency Overall","2017","2017-06-09","78","2017-06-07","80","2017-05-25","88","2017-05-23","90","2017-05-23","90","2017-05-16","95","2017-03-21","134","2017-03-10","142","2017-02-14","159","2016-11-21","216"
"Tennessee Valley Authority","Agency Overall","2017","2017-09-20","7","2017-09-18","9","2017-09-15","10","2017-09-12","13","2017-08-07","39","2017-07-31","44","2017-07-19","52","2017-06-20","72","2017-02-17","157","2017-01-06","186"
"U.S. Agency for Global Media","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2017-09-21","7","2017-09-21","7","2017-09-11","15","2017-06-01","50","2016-02-01","421"
"Environmental Protection Agency","Agency Overall","2017","2012-03-21","1388","2012-02-21","1409","2012-02-21","1409","2011-10-04","1089","2011-09-08","1520","2011-09-06","1522","2011-08-23","1531","2011-08-23","1531","2011-08-12","284","2010-11-16","1724"
"Nuclear Regulatory Commission","Agency Overall","2017","2016-10-13","240","2016-09-16","258","2016-09-14","260","2016-08-24","274","2016-07-01","311","2016-07-01","311","2016-06-21","319","2016-06-20","320","2016-05-23","339","2016-05-11","347"
"Administrative Conference of the United States","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of the Interior","Agency Overall","2017","2014-07-08","811","2014-06-12","828","2014-06-03","835","2014-05-28","839","2014-05-05","855","2014-05-02","856","2014-04-11","871","2014-02-25","904","2014-02-03","919","2013-11-19","969"
"U.S. Election Assistance Commission","Agency Overall","2017","2017-07-17","53","2017-07-14","54","2017-07-14","54","2017-06-26","67","2017-02-17","156","2017-01-26","172","2016-12-06","205","2016-04-27","358","2016-04-12","369","2016-02-16","409"
"Armed Forces Retirement Home","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Appraisal Subcommittee","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2017","N/A","0","2017-08-23","27","2017-08-16","33","2017-07-27","45","2017-07-10","60","2017-07-05","65","2017-06-27","88","2017-03-19","140","2017-03-06","150","2017-03-06","150"
"Office of Special Counsel","Agency Overall","2017","2013-09-10","1018","2013-08-28","1026","2013-07-18","1055","2013-07-01","1067","2013-05-06","1106","2013-05-03","1107","2013-04-29","1111","2012-10-09","1249","2012-08-20","1283","2011-12-27","1447"
"United States Copyright Office","Agency Overall","2017","N/A","0","2017-09-27","3","2017-09-20","7","2017-09-20","7","2017-09-19","8","2017-07-19","51","2017-05-08","102","2017-03-28","129","2017-02-23","154","2016-11-21","217"
"National Labor Relations Board","Agency Overall","2017","2016-11-15","220","2016-10-28","231","2016-10-24","235","2016-10-13","242","2016-10-11","244","2016-10-03","249","2016-08-12","284","2016-08-12","284","2016-06-09","329","2016-05-04","354"
"Department of Health and Human Services","Agency Overall","2017","2012-03-27","1374","2012-03-15","1380","2012-03-07","1388","2012-02-23","1397","2012-01-11","1426","2011-10-26","1477","2011-06-27","1561","2011-05-31","1580","2011-03-22","1629","2011-03-16","1633"
"United States Institute of Peace","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Housing and Urban Development","Agency Overall","2017","2015-09-02","521","2015-08-25","527","2015-07-08","561","2015-06-22","572","2015-06-12","578","2015-03-03","650","2015-01-13","683","2014-08-15","784","2013-09-24","997","2013-09-04","1011"
"James Madison Memorial Fellowship Foundation","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Commodity Futures Trading Commission","Agency Overall","2017","2017-07-03","62","2017-06-30","63","2017-06-28","65","2017-05-09","100","2017-05-08","101","2017-03-29","129","2017-03-24","132","2017-01-25","173","2015-11-09","475","2015-06-08","582"
"Harry S. Truman Scholarship Foundation","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Overseas Private Investment Corporation","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2017-05-26","88","2017-05-09","101","2016-06-06","333","2015-07-21","552"
"United States International Trade Commission","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2017-09-29","1","2017-09-11","14","2017-08-22","27"
"National Endowment for the Humanities","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","2017-09-26","3","2017-09-21","6","2017-09-15","10","2017-09-13","12","2017-09-12","13","2017-09-07","16"
"U.S. Interagency Council on Homelessness","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2017","2016-02-03","420","2016-01-29","423","2015-11-30","465","2015-07-20","580","2015-06-26","593","2015-06-17","601","2015-02-23","658","2015-02-05","669","2015-01-30","673","2014-07-23","703"
"Merit Systems Protection Board","Agency Overall","2017","2015-10-26","485","2015-09-07","518","2015-08-31","523","2015-07-27","548","2015-06-16","577","2015-05-28","589","2015-05-28","589","2015-05-19","595","2015-04-16","618","2015-01-27","674"
"Department of Defense","Agency Overall","2017","2005-03-31","3137","2005-03-23","3143","2005-03-03","3157","2005-02-08","3173","2005-02-02","3177","2004-11-19","3226","2004-10-05","3257","2004-09-23","3265","2003-08-28","3532","2002-01-10","3943"
"Federal Energy Regulatory Commission","Agency Overall","2017","2016-11-03","231","2016-03-29","380","2016-03-28","381","2016-01-29","421","2015-09-22","508","2015-08-18","532","2015-06-09","581","2014-07-11","808","2013-08-21","1030","2013-07-18","1054"
"Department of Agriculture","Agency Overall","2017","2012-11-13","1241","2012-09-26","1254","2012-09-08","1265","2012-08-22","1297","2012-08-21","1298","2012-06-19","1342","2012-06-12","1347","2012-05-01","1357","2011-12-01","1461","2011-12-01","1461"
"Social Security Administration","Agency Overall","2017","2016-11-23","215","2016-11-07","226","2016-09-30","251","2016-09-29","252","2016-09-26","255","2016-09-13","264","2016-08-12","285","2016-05-10","351","2016-04-20","365","2014-10-31","732"
"Federal Reserve System","Agency Overall","2017","2017-04-05","125","2017-04-05","125","2017-02-27","152","2017-02-27","152","2017-02-10","162","2017-02-10","162","2017-01-24","175","2016-12-30","188","2016-12-27","191","2016-08-05","288"
"Commission of Fine Arts","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Export-Import Bank of the U.S.","Agency Overall","2017","2016-05-03","355","2016-05-03","355","2016-05-03","355","2015-10-05","499","2015-08-06","540","2015-04-02","628","2015-03-09","646","2015-03-04","649","2014-11-20","718","2014-06-20","823"
"Council on Environmental Quality","Agency Overall","2017","2017-01-21","176","2016-12-19","198","2016-12-19","198","2016-12-19","198","2016-11-10","223","2016-11-02","229","2016-10-31","231","2016-05-04","355","2016-02-04","418","2014-12-11","705"
"American Battle Monuments Commission","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2017-09-06","17","2017-05-24","88"
"Surface Transportation Board","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Veterans Affairs","Agency Overall","2017","2014-12-09","706","2014-07-11","809","2014-07-01","816","2014-06-20","823","2014-02-06","917","2014-01-17","930","2013-08-15","1036","2013-04-18","1118","2012-09-21","1260","2011-09-13","1518"
"Federal Financial Institutions Examination Council","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the Director of National Intelligence","Agency Overall","2017","2013-10-18","992","2013-09-13","1016","2013-08-05","1044","2013-07-29","1049","2013-07-15","1059","2013-03-20","1140","2013-03-20","1140","2013-02-11","1166","2013-01-17","1182","2012-09-26","1285"
"Court Services and Offender Supervision Agency","Agency Overall","2017","2017-05-02","105","2017-05-01","106","2017-05-01","106","2017-04-27","108","2017-04-06","123","2017-04-05","124","2017-03-29","129","2017-03-16","138","2017-03-13","141","2017-02-28","150"
"Occupational Safety and Health Review Commission","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2017-09-15","11"
"United States Access Board","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Election Commission","Agency Overall","2017","2013-08-28","1021","2013-08-28","1021","2013-08-23","1024","2013-08-07","1014","2013-08-07","1039","2013-08-07","1039","2013-08-07","1039","2013-07-25","1048","2012-10-18","1239","2011-06-09","1583"
"U.S. Railroad Retirement Board","Agency Overall","2017","N/A","0","N/A","0","2017-03-29","129","2016-10-03","253","2016-06-20","325","2014-05-07","848","2014-01-07","938","2013-12-05","959","2013-11-14","972","2013-08-26","1024"
"Department of Commerce","Agency Overall","2017","2014-04-24","863","2014-03-26","884","2014-02-26","904","2013-09-18","1012","2013-02-08","1167","2012-12-27","1196","2012-09-24","1260","2012-08-22","1282","2012-02-27","1407","2011-10-31","1486"
"United States International Boundary and Water Commission","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2017-09-21","6","2017-08-10","35","2017-03-03","147","2016-10-16","247"
"Department of Justice","Agency Overall","2017","2012-02-21","1409","2012-02-16","1411","2012-02-03","1420","2012-02-01","1422","2011-12-20","1450","2011-12-14","1454","2011-12-12","1456","2011-12-12","1456","2011-12-02","1462","2011-07-11","1562"
"National Indian Gaming Commission","Agency Overall","2017","2017-04-26","110","2017-04-20","114","2017-04-13","119","2017-04-12","120","2017-04-07","123","2016-12-19","198","2016-09-07","268","2016-04-28","359","2016-04-26","361","2015-01-15","682"
"Office of the United States Trade Representative","Agency Overall","2017","2017-09-30","0","2017-09-24","5","2017-09-22","6","2017-09-20","8","2017-09-06","18","2017-08-23","27","2017-05-30","87","2017-02-23","154","2017-02-23","154","2013-05-28","1092"
"National Council on Disability","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Presidio Trust","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Homeland Security","Agency Overall","2017","2011-08-04","1545","2011-06-15","1580","2011-06-15","1580","2011-06-06","1587","2011-05-05","1608","2011-04-12","1625","2011-04-08","1627","2011-03-25","1637","2011-02-07","1670","2011-01-06","1691"
"Federal Housing Finance Agency","Agency Overall","2017","2017-07-05","61","2017-05-12","97","2016-11-28","212","2016-11-21","216","2016-05-16","346","2016-05-09","351","2015-11-12","473","2015-09-29","503","2015-07-07","562","2015-03-26","633"
"Consumer Product Safety Commission","Agency Overall","2017","2015-09-02","527","2015-08-13","541","2015-08-04","548","2014-11-03","736","2014-03-14","898","2013-07-29","1054","2013-03-05","1156","2011-09-28","1513","2009-07-21","2063","2009-06-30","2077"
"Denali Commission","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Maritime Commission","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2017-09-21","6","2017-09-11","14","2017-08-16","32","2017-06-29","64","2017-06-22","58"
"National Railroad Passenger Corporation","Agency Overall","2017","2015-05-18","597","2015-05-18","597","2015-05-18","597","2015-05-15","598","2015-05-14","599","2015-05-14","599","2015-05-14","599","2015-04-16","619","2014-10-30","733","2014-04-21","867"
"Social Security Advisory Board","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Marine Mammal Commission","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2017-09-29","1","2017-08-17","30"
"Department of Energy","Agency Overall","2017","2013-03-12","1161","2013-03-07","1164","2013-02-28","1169","2013-02-19","1177","2012-08-29","1292","2012-07-30","1314","2012-03-29","1399","2011-05-10","1621","2010-05-05","1875","2009-05-13","2120"
"Farm Credit Administration","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Postal Regulatory Commission","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2017-08-15","20"
"Office of Science and Technology Policy","Agency Overall","2017","2017-01-13","184","2017-01-13","184","2016-12-05","215","2016-10-03","258","2016-08-09","295","2016-05-31","345","2016-02-23","412","2016-02-07","419","2015-09-08","523","2015-07-08","575"
"Office of Government Ethics","Agency Overall","2017","2017-02-02","167","2017-01-18","178","2017-01-18","178","2017-01-18","178","2017-01-18","178","2017-01-11","182","2017-01-09","184","2017-01-09","184","2017-01-09","184","2016-01-03","188"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Transportation Safety Board","Agency Overall","2017","2013-03-25","1125","2013-02-04","1159","2013-01-16","1171","2013-01-02","1181","2012-12-03","1201","2012-10-18","1231","2012-08-23","1269","2012-08-08","1280","2012-07-16","1297","2012-06-19","1315"
"Peace Corps","Agency Overall","2017","2017-02-06","262","2016-12-07","323","2016-12-07","323","2016-12-06","324","2016-12-02","328","2016-11-22","338","2016-11-18","342","2016-10-04","387","2016-09-14","407","2015-06-01","878"
"Federal Labor Relations Authority","Agency Overall","2017","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2017-09-27","2","2017-09-26","3","2017-09-18","9","2017-09-15","10","2017-08-16","18"
