"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Department of Transportation","Agency Overall","2011","2009-10-13","488","2009-09-01","522","2009-07-09","560","2009-06-30","566","2009-06-17","575","2009-03-30","631","2009-01-22","677","2008-12-09","706","2008-12-08","707","2008-07-30","796"
"Farm Credit System Insurance Corporation","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Homeland Security","Agency Overall","2011","2007-09-30","1001","2007-09-27","1003","2007-09-14","1012","2007-08-20","1016","2007-08-10","1036","2007-07-25","1048","2007-05-21","1093","2007-05-01","1107","2006-12-26","1194","2006-09-20","1259"
"Office of National Drug Control Policy","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Defense Nuclear Facilities Safety Board","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Science and Technology Policy","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States International Trade Commission","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Equal Employment Opportunity Commission","Agency Overall","2011","2011-09-15","11","2011-09-15","11","2011-09-12","13","2011-09-12","13","2011-09-07","16","2011-09-07","16","2011-09-02","19","2011-08-25","24","2011-08-25","24","2011-08-09","37"
"Federal Housing Finance Agency","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Aeronautics and Space Administration","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Retirement Thrift Investment Board","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Overseas Private Investment Corporation","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Financial Institutions Examination Council","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Education","Agency Overall","2011","2010-02-02","434","2009-12-02","478","2009-11-17","489","2009-11-09","495","2009-11-03","499","2009-10-16","511","2009-09-24","527","2009-05-29","611","2009-05-07","627","2009-05-05","629"
"Department of Veterans Affairs","Agency Overall","2011","2009-05-27","590","2009-05-18","596","2009-05-05","605","2009-05-04","606","2009-04-20","616","2009-04-17","617","2009-03-26","633","2009-02-11","663","2009-02-02","670","2008-08-18","783"
"National Railroad Passenger Corporation","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2011-09-30","1","2009-12-14","452"
"Institute of Museum and Library Services","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Surface Transportation Board","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Occupational Safety and Health Review Commission","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Securities and Exchange Commission","Agency Overall","2011","2011-06-07","81","2011-05-24","90","2011-05-19","93","2011-04-06","124","2011-04-04","126","2010-12-28","192","2010-11-22","216","2010-10-08","245","2010-07-08","310","2010-06-16","325"
"Department of Justice","Agency Overall","2011","2011-03-31","128","2011-03-30","129","2011-03-24","133","2011-03-18","137","2011-03-10","143","2011-03-10","143","2011-03-09","144","2011-03-07","146","2011-03-07","146","2011-03-02","149"
"U.S. Commission on Civil Rights","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Armed Forces Retirement Home","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Management and Budget","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Agency for International Development","Agency Overall","2011","2010-08-05","290","2010-02-18","408","2010-01-22","426","2009-09-09","517","2009-08-07","539","2009-07-10","559","2009-06-30","566","2009-02-12","662","2008-11-14","721","2008-02-01","920"
"Federal Energy Regulatory Commission","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2011-07-29","44"
"Court Services and Offender Supervision Agency","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Capital Planning Commission","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Legal Services Corporation","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Special Counsel","Agency Overall","2011","N/A","0","2011-09-27","3","2011-05-16","96","2011-02-11","162","2010-09-27","255","2009-09-30","502","2008-01-28","925","2007-07-06","1064","2006-10-16","1245","2005-08-08","1543"
"Merit Systems Protection Board","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Arts","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Mediation and Conciliation Service","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Millennium Challenge Corporation","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Defense","Agency Overall","2011","1998-10-28","3237","1998-10-28","3237","1998-10-27","3238","1998-09-21","3275","1998-08-26","3280","1998-06-09","3335","1997-10-15","3496","1997-09-15","3517","1997-03-07","3650","1997-01-23","3680"
"Inter-American Foundation","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Farm Credit Administration","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"American Battle Monuments Commission","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Credit Union Administration","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2011-09-26","4"
"Federal Labor Relations Authority","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Archives and Records Administration","Agency Overall","2011","N/A","0","N/A","0","2011-09-27","4","2011-09-27","4","2011-09-20","9","2011-09-08","17","2011-04-28","109","2011-01-04","189","2009-12-29","443","2008-06-24","822"
"Department of Energy","Agency Overall","2011","2011-09-27","3","2011-09-27","3","2011-07-14","55","2011-05-19","93","2011-03-14","141","2011-02-25","152","2011-01-13","181","2010-10-05","248","2010-08-10","288","2010-07-19","303"
"Office of Personnel Management","Agency Overall","2011","2011-12-05","0","2011-12-05","0","2011-08-18","43","2011-08-05","55","2011-07-28","64","2011-07-11","81","2011-06-17","105","2011-06-08","114","2011-06-03","119","2011-04-30","153"
"Department of Commerce","Agency Overall","2011","2010-05-13","361","2010-04-29","371","2010-04-21","377","2010-03-22","399","2010-01-27","437","2010-01-04","454","2009-12-22","463","2009-11-30","479","2009-10-20","508","2009-02-09","689"
"Department of Agriculture","Agency Overall","2011","2006-02-28","1405","2005-11-14","1476","2005-08-17","1536","2005-05-24","1595","2004-09-07","1773","2004-08-12","1790","2003-10-27","1990","2003-08-01","2049","2003-07-31","2050","2001-04-22","2464"
"Federal Reserve System","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2011-08-03","41"
"Office of Government Ethics","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Small Business Administration","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2011-09-07","17"
"General Services Administration","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2011-08-09","37","2011-08-04","40","2011-06-21","71"
"National Mediation Board","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Election Commission","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-09-13","264"
"Peace Corps","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2011-09-19","21","2011-06-02","120"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Indian Gaming Commission","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Administrative Conference of the United States","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Mine Safety and Health Review Commission","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Commodity Futures Trading Commission","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2011-09-14","12","2010-01-05","438"
"National Labor Relations Board","Agency Overall","2011","2011-09-06","18","2011-09-06","18","2011-09-06","18","2011-09-06","18","2011-09-06","18","2011-09-06","18","2011-09-02","19","2011-09-02","19","2011-08-23","27","2011-08-15","33"
"Federal Deposit Insurance Corporation","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2011-09-29","1","2011-09-02","19"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Humanities","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2011-09-06","19"
"Federal Trade Commission","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2011-09-16","10","2011-09-09","15","2011-08-01","44"
"United States African Development Foundation","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Nuclear Regulatory Commission","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Postal Regulatory Commission","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Recovery Accountability and Transparency Board","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the Director of National Intelligence","Agency Overall","2011","2011-07-21","70","2011-04-05","177","2011-01-20","252","2010-11-30","303","2010-11-09","324","2010-07-13","443","2010-07-08","448","2010-06-07","479","2010-05-28","489","2010-05-27","490"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Environmental Protection Agency","Agency Overall","2011","2006-05-22","1343","2006-03-08","1396","2006-02-22","1406","2006-01-09","1436","2006-01-03","1440","2005-11-29","1463","2005-11-29","1463","2005-05-10","1602","2003-01-23","2179","2002-11-20","2221"
"Social Security Administration","Agency Overall","2011","2011-09-20","9","2011-09-14","13","2011-09-07","18","2011-08-31","23","2011-08-05","41","2011-08-03","43","2011-08-01","45","2011-07-25","50","2011-06-03","86","2011-02-04","171"
"Department of Labor","Agency Overall","2011","2009-11-04","695","2009-10-21","709","2009-08-29","763","2009-08-19","772","2009-08-05","786","2009-05-05","878","2009-04-23","890","2009-04-15","898","2009-01-09","994","2007-05-22","1592"
"Federal Open Market Committee","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of the Interior","Agency Overall","2011","2006-03-28","1476","2006-03-21","1481","2006-03-10","1488","2006-02-23","1499","2006-02-15","1504","2006-01-17","1526","2006-01-17","1586","2005-10-19","1590","2005-10-11","1596","2005-10-07","1598"
"National Science Foundation","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Copyright Office","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Consumer Product Safety Commission","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States International Boundary and Water Commission","Agency Overall","2011","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
