"Agency","Component","Fiscal Year","<1-20 Days","21-40 Days","41-60 Days","61-80 Days","81-100 Days","101-120 Days","121-140 Days","141-160 Days","161-180 Days","181-200 Days","201-300 Days","301-400 Days","401+ Days","Total"
"Office of Special Counsel","Agency Overall","2019","2","1","0","0","1","0","0","1","1","0","2","1","0","9"
"Federal Maritime Commission","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Department of Agriculture","Agency Overall","2019","11","1","0","0","1","0","0","0","0","0","0","0","2","15"
"Farm Credit Administration","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Department of State","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","4","4"
"Pension Benefit Guaranty Corporation","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Council on Environmental Quality","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peace Corps","Agency Overall","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"General Services Administration","Agency Overall","2019","17","10","3","1","3","3","1","1","0","1","6","4","2","52"
"Merit Systems Protection Board","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Communications Commission","Agency Overall","2019","26","13","7","3","2","3","1","0","1","2","1","1","0","60"
"Tennessee Valley Authority","Agency Overall","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Nuclear Regulatory Commission","Agency Overall","2019","2","0","0","0","0","0","0","0","1","0","2","0","0","5"
"Federal Energy Regulatory Commission","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Archives and Records Administration","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Education","Agency Overall","2019","3","1","0","0","0","2","0","0","0","0","0","0","0","6"
"Department of Energy","Agency Overall","2019","3","1","0","0","0","0","0","0","0","0","0","0","0","4"
"National Commission on Military, National, and Public Service","Agency Overall","2019","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Access Board","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Trade and Development Agency","Agency Overall","2019","2","0","0","0","0","0","0","0","0","0","0","0","1","3"
"Federal Open Market Committee","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Homeland Security","Agency Overall","2019","312","132","30","13","16","12","7","6","3","7","18","15","19","590"
"Federal Mediation and Conciliation Service","Agency Overall","2019","1","0","0","1","0","0","0","0","0","0","0","0","0","2"
"Defense Nuclear Facilities Safety Board","Agency Overall","2019","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"Department of Commerce","Agency Overall","2019","17","3","0","0","3","0","1","1","2","0","0","2","2","31"
"Inter-American Foundation","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Madison Memorial Fellowship Foundation","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Presidio Trust","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Endowment for the Humanities","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Consumer Financial Protection Bureau","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Advisory Council on Historic Preservation","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Reserve System","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Securities and Exchange Commission","Agency Overall","2019","5","0","1","0","0","0","0","0","0","0","1","0","0","7"
"Appraisal Subcommittee","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of the United States Trade Representative","Agency Overall","2019","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"United States International Boundary and Water Commission","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harry S. Truman Scholarship Foundation","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Trade Commission","Agency Overall","2019","10","3","2","0","0","0","0","0","0","0","0","0","0","15"
"National Science Foundation","Agency Overall","2019","1","1","0","0","0","0","0","0","0","0","0","0","0","2"
"Overseas Private Investment Corporation","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States African Development Foundation","Agency Overall","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Federal Labor Relations Authority","Agency Overall","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Equal Employment Opportunity Commission","Agency Overall","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Office of Personnel Management","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Institute of Museum and Library Services","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Institute of Peace","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Indian Gaming Commission","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Election Commission","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Commission of Fine Arts","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Railroad Passenger Corporation","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Office of Science and Technology Policy","Agency Overall","2019","9","0","0","0","0","1","1","0","3","0","0","0","0","14"
"Denali Commission","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Copyright Office","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Transportation Safety Board","Agency Overall","2019","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"Selective Service System","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Government Ethics","Agency Overall","2019","2","1","1","0","1","0","0","1","1","0","1","6","3","17"
"Export-Import Bank of the U.S.","Agency Overall","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Armed Forces Retirement Home","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Housing and Urban Development","Agency Overall","2019","10","1","0","0","0","1","0","0","1","0","0","0","0","13"
"Administrative Conference of the United States","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Federal Deposit Insurance Corporation","Agency Overall","2019","9","0","0","0","0","0","0","0","0","0","0","0","0","9"
"Central Intelligence Agency","Agency Overall","2019","0","1","0","0","0","0","0","1","0","0","0","0","0","2"
"Small Business Administration","Agency Overall","2019","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2019","4","0","0","0","0","0","0","0","0","0","1","0","0","5"
"National Labor Relations Board","Agency Overall","2019","45","4","3","2","1","0","0","0","0","0","0","1","0","56"
"National Credit Union Administration","Agency Overall","2019","5","0","0","0","1","0","0","0","0","0","0","0","0","6"
"Department of Health and Human Services","Agency Overall","2019","1","6","2","1","0","3","1","2","0","0","6","1","16","39"
"Department of Veterans Affairs","Agency Overall","2019","23","3","1","0","0","1","1","0","0","1","0","1","3","34"
"Department of Transportation","Agency Overall","2019","8","3","0","0","1","0","0","0","0","0","0","0","0","12"
"National Council on Disability","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Railroad Retirement Board","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Millennium Challenge Corporation","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Legal Services Corporation","Agency Overall","2019","2","1","0","0","0","0","0","0","0","0","0","0","0","3"
"U.S. Agency for Global Media","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marine Mammal Commission","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Capital Planning Commission","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Postal Regulatory Commission","Agency Overall","2019","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"All agencies","Agency Overall","2019","1063","314","107","49","48","42","24","23","24","21","118","76","208","2117"
