"Agency","Component","Fiscal Year","Ex. 1","Ex. 2","Ex. 3","Ex. 4","Ex. 5","Ex. 6","Ex. 7(A)","Ex. 7(B)","Ex. 7(C)","Ex. 7(D)","Ex. 7(E)","Ex. 7(F)","Ex. 8","Ex. 9"
"Consumer Financial Protection Bureau","Agency Overall","2019","0","0","0","0","1","2","1","0","1","0","1","0","1","0"
"Advisory Council on Historic Preservation","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Reserve System","Agency Overall","2019","0","0","0","3","4","1","1","0","0","0","0","0","4","0"
"Securities and Exchange Commission","Agency Overall","2019","0","0","2","4","113","42","272","0","43","0","4","0","3","0"
"Appraisal Subcommittee","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of the United States Trade Representative","Agency Overall","2019","3","0","1","1","6","0","0","0","0","0","0","0","0","0"
"United States International Boundary and Water Commission","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harry S. Truman Scholarship Foundation","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Trade Commission","Agency Overall","2019","0","1","8","4","12","3","4","0","0","0","3","0","0","0"
"National Science Foundation","Agency Overall","2019","0","1","0","2","1","3","0","0","0","0","0","0","0","0"
"Overseas Private Investment Corporation","Agency Overall","2019","0","0","0","3","1","1","0","0","0","0","0","0","0","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States African Development Foundation","Agency Overall","2019","0","1","1","1","0","1","0","0","0","0","0","0","0","0"
"Federal Labor Relations Authority","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Equal Employment Opportunity Commission","Agency Overall","2019","0","0","40","1","16","6","19","0","37","0","0","0","0","0"
"Office of Personnel Management","Agency Overall","2019","0","2","1","0","0","12","0","0","6","6","7","0","0","0"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2019","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"Institute of Museum and Library Services","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Institute of Peace","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Indian Gaming Commission","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Election Commission","Agency Overall","2019","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"Commission of Fine Arts","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Railroad Passenger Corporation","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Science and Technology Policy","Agency Overall","2019","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"Denali Commission","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Copyright Office","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Transportation Safety Board","Agency Overall","2019","0","0","1","0","6","0","5","0","0","0","0","0","0","0"
"Selective Service System","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Government Ethics","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Export-Import Bank of the U.S.","Agency Overall","2019","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"Armed Forces Retirement Home","Agency Overall","2019","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"Department of Housing and Urban Development","Agency Overall","2019","0","0","1","0","5","5","0","0","1","0","2","0","0","0"
"Administrative Conference of the United States","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Deposit Insurance Corporation","Agency Overall","2019","0","1","0","4","5","3","1","0","1","0","0","0","4","0"
"Central Intelligence Agency","Agency Overall","2019","42","2","43","0","2","4","0","0","0","0","0","0","0","0"
"Small Business Administration","Agency Overall","2019","0","0","0","2","4","1","0","0","0","0","0","0","0","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Labor Relations Board","Agency Overall","2019","0","0","0","0","3","7","3","0","7","1","0","0","0","0"
"National Credit Union Administration","Agency Overall","2019","0","0","0","1","1","1","0","0","0","0","0","0","1","0"
"Department of Health and Human Services","Agency Overall","2019","0","0","0","5","3","18","2","0","5","0","1","0","0","0"
"Department of Veterans Affairs","Agency Overall","2019","0","0","12","0","26","84","2","0","18","0","2","0","0","0"
"Department of Transportation","Agency Overall","2019","0","0","0","11","14","19","5","0","3","0","2","1","0","0"
"National Council on Disability","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Railroad Retirement Board","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Millennium Challenge Corporation","Agency Overall","2019","0","1","0","0","1","1","0","0","0","0","0","0","0","0"
"Legal Services Corporation","Agency Overall","2019","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"U.S. Agency for Global Media","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marine Mammal Commission","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Capital Planning Commission","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Postal Regulatory Commission","Agency Overall","2019","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"All agencies","Agency Overall","2019","215","31","915","143","880","2082","620","5","1808","157","1512","119","22","1"
