"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Department of Justice","Agency Overall","2012","2012-03-26","131","2012-03-26","131","2012-03-26","131","2012-03-26","131","2012-03-19","136","2012-03-15","138","2012-03-13","140","2012-03-02","147","2012-03-02","147","2012-03-01","148"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Government Ethics","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Social Security Administration","Agency Overall","2012","2012-08-02","44","2012-07-26","49","2012-07-20","53","2012-07-18","55","2012-07-09","62","2012-06-29","70","2012-06-20","75","2012-06-14","79","2012-06-07","84","2012-05-15","101"
"Department of Agriculture","Agency Overall","2012","2006-12-11","1457","2006-11-20","1471","2006-11-17","1472","2006-11-17","1472","2006-02-28","1655","2005-11-14","1726","2005-08-17","1786","2005-05-24","1845","2004-08-12","2040","2003-07-31","2300"
"Federal Maritime Commission","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Agency for Global Media","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States African Development Foundation","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Veterans Affairs","Agency Overall","2012","2009-08-13","785","2009-07-30","795","2009-07-12","808","2009-05-27","840","2009-05-18","846","2009-05-05","855","2009-05-04","856","2009-04-20","866","2009-04-17","867","2008-08-18","1033"
"Postal Regulatory Commission","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Farm Credit System Insurance Corporation","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Commodity Futures Trading Commission","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2012-09-06","16","2012-03-12","141","2011-12-21","195","2011-11-07","225","2011-09-14","262"
"United States Copyright Office","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"American Battle Monuments Commission","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of the Treasury","Agency Overall","2012","2011-07-15","316","2011-06-13","340","2011-06-10","341","2011-06-07","344","2011-04-15","381","2011-04-06","388","2010-12-29","458","2010-11-30","479","2010-11-03","498","2008-06-08","1125"
"Department of Homeland Security","Agency Overall","2012","2009-03-10","895","2009-01-14","931","2008-11-14","971","2008-11-13","972","2008-03-04","1149","2008-02-26","1154","2007-08-10","1288","2007-05-21","1345","2007-05-01","1359","2006-09-20","1511"
"Central Intelligence Agency","Agency Overall","2012","2001-01-22","4269","2000-12-28","4294","1999-11-24","4694","1999-11-10","4708","1998-10-27","5087","1998-09-08","5136","1995-12-01","6149","1995-11-29","6151","1995-07-10","6293","1995-04-26","6368"
"Federal Deposit Insurance Corporation","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","2012-09-27","1","2012-09-20","6","2012-09-19","7","2012-09-14","10","2012-09-04","18","2012-05-11","97"
"Merit Systems Protection Board","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2012-04-16","74"
"Office of Special Counsel","Agency Overall","2012","2012-09-25","3","2012-09-13","11","2012-07-31","42","2011-05-16","347","2010-09-27","506","2009-09-30","753","2008-01-28","1176","2007-07-06","1315","2006-10-16","1496","2005-08-08","1794"
"National Archives and Records Administration","Agency Overall","2012","N/A","0","N/A","0","N/A","0","2012-09-19","8","2012-09-04","19","2012-07-09","59","2012-06-11","78","2012-03-13","141","2012-01-05","187","2011-01-04","438"
"Department of Defense","Agency Overall","2012","2001-10-03","2753","2001-06-25","2823","2001-02-12","2916","1999-03-01","3407","1998-10-28","3489","1998-10-27","3490","1998-10-21","3494","1998-09-02","3527","1997-10-15","3748","1997-03-07","3902"
"Office of the Director of National Intelligence","Agency Overall","2012","2011-12-20","285","2011-12-20","285","2011-08-16","411","2011-07-28","430","2011-07-21","437","2011-04-05","544","2010-11-30","670","2010-11-09","691","2010-07-13","810","2010-06-07","846"
"Department of Housing and Urban Development","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2012-09-19","7","2012-09-13","20","2012-08-01","41","2012-06-13","75","2012-03-26","131"
"Environmental Protection Agency","Agency Overall","2012","2008-04-02","1127","2007-05-17","1345","2006-08-01","1544","2006-06-27","1568","2006-06-07","1582","2006-05-22","1593","2006-05-22","1593","2006-02-22","1656","2005-05-10","1852","2003-01-23","2429"
"Tennessee Valley Authority","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Railroad Passenger Corporation","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2011-09-30","250"
"Inter-American Foundation","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Commerce","Agency Overall","2012","2011-11-01","239","2011-10-11","254","2011-07-07","322","2011-05-03","369","2011-04-14","382","2010-06-08","604","2010-05-13","622","2010-04-29","632","2010-04-21","638","2010-03-22","660"
"National Labor Relations Board","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2012-09-24","4","2011-08-23","277"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Retirement Thrift Investment Board","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2012-06-04","83","2012-05-10","99"
"Court Services and Offender Supervision Agency","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of the Interior","Agency Overall","2012","2008-04-22","1158","2007-11-02","1280","2007-10-10","1297","2007-07-30","1349","2007-02-02","1475","2007-01-31","1477","2006-12-26","1503","2006-10-31","1543","2006-10-05","1561","2005-10-11","1818"
"Armed Forces Retirement Home","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Securities and Exchange Commission","Agency Overall","2012","2012-08-09","35","2012-06-20","72","2012-05-17","93","2012-05-17","93","2012-04-04","124","2012-03-20","135","2012-02-09","162","2011-12-02","208","2011-10-20","237","2010-10-08","495"
"National Indian Gaming Commission","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Housing Finance Agency","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2012-09-21","5"
"Administrative Conference of the United States","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Defense Nuclear Facilities Safety Board","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Recovery Accountability and Transparency Board","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Humanities","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Mediation Board","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2012-08-15","31"
"Department of Education","Agency Overall","2012","2010-12-15","468","2010-11-26","481","2010-11-17","488","2010-10-28","502","2010-02-02","694","2009-11-17","749","2009-11-09","755","2009-10-30","761","2009-05-07","887","2009-05-05","889"
"Office of Personnel Management","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2012-09-07","23","2012-09-05","25","2012-07-05","87","2012-06-15","107"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Arts","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Postal Service","Agency Overall","2012","2012-09-11","13","2012-09-11","13","2012-09-11","13","2012-09-06","16","2012-09-05","17","2012-08-28","22","2012-07-06","59","2012-05-01","105","2012-01-06","185","2011-09-14","262"
"Selective Service System","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Trade Commission","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Small Business Administration","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Communications Commission","Agency Overall","2012","2012-09-27","1","2012-08-22","26","2012-08-09","35","2012-07-30","43","2012-07-18","51","2012-06-21","70","2012-05-04","103","2012-03-12","142","2012-02-24","153","2011-11-16","220"
"General Services Administration","Agency Overall","2012","N/A","0","N/A","0","2012-09-25","5","2012-09-25","5","2012-09-25","5","2012-09-24","6","2012-08-27","34","2012-08-21","40","2012-07-26","66","2012-07-09","83"
"Department of Health and Human Services","Agency Overall","2012","2005-08-24","2556","2005-08-05","2575","2005-08-02","2578","2005-07-20","2590","2005-07-19","2591","2005-04-07","2693","2005-02-10","2750","2004-11-12","2838","2004-10-28","2852","2004-10-05","2875"
"Department of Labor","Agency Overall","2012","2010-09-14","534","2010-09-09","537","2010-08-31","544","2010-08-20","551","2010-08-10","559","2010-06-24","592","2010-06-08","604","2010-01-11","710","2009-05-05","889","2009-04-15","903"
"United States Trade and Development Agency","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2012-09-04","19"
