"Agency","Component","Fiscal Year","<1-20 Days","21-40 Days","41-60 Days","61-80 Days","81-100 Days","101-120 Days","121-140 Days","141-160 Days","161-180 Days","181-200 Days","201-300 Days","301-400 Days","401+ Days","Total"
"United States Copyright Office","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"American Battle Monuments Commission","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of the Treasury","Agency Overall","2012","77","31","9","5","2","1","2","0","0","0","1","1","2","131"
"Department of Homeland Security","Agency Overall","2012","42","7","0","3","0","0","0","1","0","1","0","1","1","56"
"Central Intelligence Agency","Agency Overall","2012","2","0","1","0","0","1","0","0","0","0","1","0","0","5"
"Federal Deposit Insurance Corporation","Agency Overall","2012","36","1","1","0","0","1","0","0","0","0","0","0","0","39"
"Merit Systems Protection Board","Agency Overall","2012","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Office of Special Counsel","Agency Overall","2012","6","0","0","1","0","0","1","0","0","0","0","1","0","9"
"National Archives and Records Administration","Agency Overall","2012","16","4","0","0","0","0","0","0","0","0","0","0","0","20"
"Department of Defense","Agency Overall","2012","1130","140","4","2","1","0","2","1","0","0","0","1","0","1281"
"Office of the Director of National Intelligence","Agency Overall","2012","0","2","0","0","0","0","0","0","0","0","0","0","1","3"
"Department of Housing and Urban Development","Agency Overall","2012","8","4","0","0","0","0","0","0","0","0","0","0","0","12"
"Environmental Protection Agency","Agency Overall","2012","0","5","0","1","0","2","0","0","0","1","1","1","0","11"
"Tennessee Valley Authority","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Railroad Passenger Corporation","Agency Overall","2012","2","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Inter-American Foundation","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Commerce","Agency Overall","2012","4","1","0","0","0","0","0","0","0","0","0","0","0","5"
"National Labor Relations Board","Agency Overall","2012","6","0","0","0","0","0","0","0","0","0","0","0","0","6"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Retirement Thrift Investment Board","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Court Services and Offender Supervision Agency","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of the Interior","Agency Overall","2012","21","3","2","1","0","1","0","1","0","0","0","2","0","31"
"Armed Forces Retirement Home","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Securities and Exchange Commission","Agency Overall","2012","16","2","0","0","1","0","0","0","0","0","0","0","0","19"
"National Indian Gaming Commission","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Housing Finance Agency","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Administrative Conference of the United States","Agency Overall","2012","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Defense Nuclear Facilities Safety Board","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Recovery Accountability and Transparency Board","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Endowment for the Humanities","Agency Overall","2012","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"National Mediation Board","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2012","1","2","0","0","0","0","0","0","0","0","0","0","0","3"
"Department of Education","Agency Overall","2012","4","0","3","0","0","2","2","0","0","0","1","0","0","12"
"Office of Personnel Management","Agency Overall","2012","15","36","46","8","3","1","1","0","0","0","1","0","1","112"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2012","2","2","0","0","0","0","0","1","0","0","0","0","1","6"
"National Endowment for the Arts","Agency Overall","2012","7","1","0","1","0","0","0","0","0","0","0","0","0","9"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2012","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Pension Benefit Guaranty Corporation","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Postal Service","Agency Overall","2012","2","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Selective Service System","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Trade Commission","Agency Overall","2012","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Small Business Administration","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Communications Commission","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"General Services Administration","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Health and Human Services","Agency Overall","2012","1","3","3","1","2","1","2","1","1","1","1","2","0","19"
"Department of Labor","Agency Overall","2012","106","16","5","2","3","2","0","0","0","1","0","3","10","148"
"United States Trade and Development Agency","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"All agencies","Agency Overall","2012","1699","303","111","38","23","21","18","12","9","14","37","29","52","2366"
