"Agency","Component","Fiscal Year","<1-20 Days","21-40 Days","41-60 Days","61-80 Days","81-100 Days","101-120 Days","121-140 Days","141-160 Days","161-180 Days","181-200 Days","201-300 Days","301-400 Days","401+ Days","Total"
"Department of Veterans Affairs","Agency Overall","2012","10072","1100","251","113","40","39","32","9","8","7","13","1","2","11687"
"Postal Regulatory Commission","Agency Overall","2012","22","0","0","0","0","0","0","0","0","0","0","0","0","22"
"Farm Credit System Insurance Corporation","Agency Overall","2012","5","0","0","0","0","0","0","0","0","0","0","0","0","5"
"Commodity Futures Trading Commission","Agency Overall","2012","60","21","5","8","4","6","5","0","1","3","3","1","0","117"
"United States Copyright Office","Agency Overall","2012","29","6","0","1","0","1","0","1","0","0","0","0","0","38"
"American Battle Monuments Commission","Agency Overall","2012","9","0","0","0","0","0","0","0","0","0","0","0","0","9"
"Department of the Treasury","Agency Overall","2012","2289","205","30","15","11","8","6","5","4","1","7","4","0","2585"
"Department of Homeland Security","Agency Overall","2012","27082","10646","6404","2935","2499","4772","8007","8656","2662","1622","2285","123","739","78432"
"Central Intelligence Agency","Agency Overall","2012","1115","240","38","19","10","2","3","1","5","1","17","1","23","1475"
"Federal Deposit Insurance Corporation","Agency Overall","2012","725","109","8","3","0","0","0","0","0","0","0","0","0","845"
"Merit Systems Protection Board","Agency Overall","2012","222","9","3","0","0","0","0","0","0","0","0","0","0","234"
"Office of Special Counsel","Agency Overall","2012","33","5","4","0","2","1","0","0","1","1","1","0","0","48"
"National Archives and Records Administration","Agency Overall","2012","10676","650","235","39","20","15","9","4","6","7","12","10","425","12108"
"Department of Defense","Agency Overall","2012","39138","1878","314","97","53","39","35","28","28","10","56","42","73","41791"
"Office of the Director of National Intelligence","Agency Overall","2012","214","7","4","2","4","0","0","0","0","0","2","2","1","236"
"Department of Housing and Urban Development","Agency Overall","2012","1216","337","94","44","31","26","11","8","9","6","15","2","1","1800"
"Environmental Protection Agency","Agency Overall","2012","4256","0","0","0","0","0","0","0","0","0","0","0","0","4256"
"Tennessee Valley Authority","Agency Overall","2012","92","0","0","0","0","0","0","0","0","0","0","0","0","92"
"National Railroad Passenger Corporation","Agency Overall","2012","49","1","2","0","0","0","0","0","0","0","0","0","0","52"
"Inter-American Foundation","Agency Overall","2012","9","0","1","0","0","0","0","0","0","0","0","0","0","10"
"Department of Commerce","Agency Overall","2012","824","146","25","12","7","8","3","2","2","2","4","2","1","1038"
"National Labor Relations Board","Agency Overall","2012","5876","368","22","7","1","0","1","1","0","0","0","0","0","6276"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2012","7","2","0","0","0","0","0","0","0","1","0","1","0","11"
"Federal Retirement Thrift Investment Board","Agency Overall","2012","7","1","4","0","0","0","0","0","0","0","0","0","0","12"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2012","28","6","0","0","0","0","0","0","0","0","0","0","0","34"
"Court Services and Offender Supervision Agency","Agency Overall","2012","470","196","34","16","18","5","4","9","14","11","17","6","3","803"
"Department of the Interior","Agency Overall","2012","591","3","1","0","1","0","0","0","0","0","0","0","0","596"
"Armed Forces Retirement Home","Agency Overall","2012","7","0","0","0","0","1","0","2","0","0","1","0","1","12"
"Securities and Exchange Commission","Agency Overall","2012","9046","1347","549","166","71","35","22","12","9","7","6","4","0","11274"
"National Indian Gaming Commission","Agency Overall","2012","16","6","4","1","4","2","4","1","0","0","1","0","0","39"
"Federal Housing Finance Agency","Agency Overall","2012","115","14","3","0","0","0","0","0","1","0","0","0","0","133"
"Administrative Conference of the United States","Agency Overall","2012","15","0","0","0","0","0","0","0","0","0","0","0","0","15"
"Defense Nuclear Facilities Safety Board","Agency Overall","2012","11","1","0","0","0","0","0","0","0","0","0","0","0","12"
"Recovery Accountability and Transparency Board","Agency Overall","2012","15","0","0","0","0","0","0","0","0","0","0","0","0","15"
"National Endowment for the Humanities","Agency Overall","2012","21","1","0","0","0","0","0","0","0","0","0","0","0","22"
"National Mediation Board","Agency Overall","2012","15","4","0","3","0","1","1","0","0","0","0","0","0","24"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2012","12","11","2","0","3","1","0","0","0","0","0","0","0","29"
"Department of Education","Agency Overall","2012","897","415","172","65","34","20","12","10","2","5","14","7","17","1670"
"Office of Personnel Management","Agency Overall","2012","4671","607","287","303","12","6","172","43","18","16","6","8","3","6152"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2012","18","1","1","0","0","0","0","0","0","0","0","0","0","20"
"National Endowment for the Arts","Agency Overall","2012","83","25","2","0","0","0","0","0","0","0","0","0","0","110"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2012","5","0","0","0","0","0","0","0","0","0","0","0","0","5"
"Pension Benefit Guaranty Corporation","Agency Overall","2012","5316","154","5","0","0","0","0","0","0","0","0","0","0","5475"
"United States Postal Service","Agency Overall","2012","1949","226","49","19","18","10","8","5","6","2","24","2","0","2318"
"Selective Service System","Agency Overall","2012","20","0","0","0","0","0","0","0","0","0","0","0","0","20"
"Federal Trade Commission","Agency Overall","2012","1130","18","1","1","1","1","0","0","0","0","0","0","0","1152"
"Small Business Administration","Agency Overall","2012","3756","68","9","6","2","2","2","0","1","1","1","0","0","3848"
"Federal Communications Commission","Agency Overall","2012","351","84","19","8","4","3","3","0","0","1","2","0","3","478"
"General Services Administration","Agency Overall","2012","380","612","329","130","70","94","129","7","6","4","6","3","3","1773"
"Department of Health and Human Services","Agency Overall","2012","42938","6447","1561","962","589","640","497","544","485","407","1742","123","248","57183"
"Department of Labor","Agency Overall","2012","6731","1264","350","136","84","65","55","44","39","23","94","54","293","9232"
"United States Trade and Development Agency","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"All agencies","Agency Overall","2012","290392","44456","16800","9815","5084","6633","9557","9788","3551","2302","4782","590","2091","405841"
