"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Federal Maritime Commission","Agency Overall","2012","2012-03-08","144","2012-02-23","154","2012-02-22","155","2011-12-01","203","2011-09-30","253","2011-07-01","316","2011-04-21","366","2011-04-20","367","2011-03-29","383","2011-03-12","394"
"U.S. Agency for Global Media","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2012-09-20","6","2012-09-10","14","2012-09-07","15","2012-06-15","7"
"United States African Development Foundation","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Veterans Affairs","Agency Overall","2012","2010-04-12","621","2010-03-01","651","2010-01-14","681","2009-11-19","718","2009-11-04","728","2009-10-28","733","2009-04-29","859","2009-04-14","870","2009-04-08","874","2009-03-05","898"
"Postal Regulatory Commission","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Farm Credit System Insurance Corporation","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Commodity Futures Trading Commission","Agency Overall","2012","2012-02-27","151","2012-02-07","164","2011-12-08","204","2011-11-11","221","2011-10-14","241","2011-10-06","246","2011-10-05","247","2011-09-14","262","2010-11-02","479","2010-05-27","588"
"United States Copyright Office","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2012-08-07","93","2012-08-07","93","2012-05-30","140","2009-12-10","715"
"American Battle Monuments Commission","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2012-03-26","309"
"Department of the Treasury","Agency Overall","2012","2007-03-15","1429","2007-02-13","1443","2007-01-22","1459","2005-10-03","1799","2005-09-12","1814","2005-08-08","1839","2005-06-09","1881","2004-12-06","2014","2003-11-18","2288","2003-10-30","2301"
"Department of Homeland Security","Agency Overall","2012","2006-10-17","1493","2006-10-17","1493","2006-10-17","1493","2006-10-17","1493","2006-10-17","1493","2006-10-17","1493","2006-10-17","1493","2006-10-17","1493","2004-11-01","1986","2004-10-27","1989"
"Central Intelligence Agency","Agency Overall","2012","2004-09-16","2937","2004-07-28","2987","2004-04-21","3084","2004-02-25","3140","2003-12-29","3198","2003-11-24","3234","2003-07-15","3366","2003-07-10","3371","2003-05-19","3422","2001-01-26","4266"
"Federal Deposit Insurance Corporation","Agency Overall","2012","2012-09-11","13","2012-09-10","14","2012-09-10","14","2012-09-07","15","2012-09-07","15","2012-09-06","16","2012-09-04","18","2012-08-31","19","2012-08-27","23","2012-08-27","23"
"Merit Systems Protection Board","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Special Counsel","Agency Overall","2012","2011-05-05","354","2011-05-05","354","2011-04-25","362","2011-02-04","418","2011-01-25","426","2011-01-03","441","2010-12-29","443","2010-10-25","487","2010-10-01","502","2010-07-06","564"
"National Archives and Records Administration","Agency Overall","2012","1993-10-10","4784","1993-10-01","4790","1993-10-01","4790","1993-10-01","4790","1993-10-01","4790","1993-09-09","4806","1993-08-31","4812","1993-08-03","4832","1992-10-05","5041","1992-09-02","5063"
"Department of Defense","Agency Overall","2012","2000-08-01","3048","2000-03-23","3139","2000-03-14","3146","1999-04-01","3384","1998-07-20","3559","1998-05-14","3604","1998-02-09","3671","1996-05-16","4060","1996-05-02","4103","1995-07-13","4288"
"Office of the Director of National Intelligence","Agency Overall","2012","2008-10-24","1437","2008-07-07","1546","2008-06-18","1565","2008-04-23","1621","2008-04-23","1621","2008-04-23","1621","2008-03-19","1656","2007-08-30","1859","2007-07-17","1903","2006-12-18","2114"
"Department of Housing and Urban Development","Agency Overall","2012","2012-03-16","137","2012-03-22","145","2011-09-12","205","2011-02-03","359","2011-01-18","370","2011-01-09","376","2011-01-04","380","2010-10-22","409","2010-09-01","450","2010-08-10","478"
"Environmental Protection Agency","Agency Overall","2012","2006-12-20","1447","2006-12-14","1451","2006-07-31","1545","2006-07-24","1550","2006-04-24","1613","2006-03-16","1640","2005-08-01","1795","2005-07-29","1796","2005-06-14","1828","2005-01-05","1939"
"Tennessee Valley Authority","Agency Overall","2012","2012-05-16","95","2012-05-11","98","2012-05-03","104","2012-05-03","104","2012-05-03","104","2012-05-03","104","2012-05-03","104","2012-03-26","132","2011-08-09","288","2011-04-04","377"
"National Railroad Passenger Corporation","Agency Overall","2012","2012-05-15","95","2012-05-08","100","2012-05-08","100","2012-01-25","173","2012-01-03","188","2012-01-03","188","2011-12-22","194","2011-10-17","240","2011-07-05","312","2010-10-01","500"
"Inter-American Foundation","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Commerce","Agency Overall","2012","2010-06-21","572","2010-06-08","581","2010-05-26","589","2010-05-20","593","2010-05-11","601","2009-09-22","752","2009-04-27","855","2009-03-04","893","2008-11-24","959","2007-08-24","1333"
"National Labor Relations Board","Agency Overall","2012","2012-07-23","48","2012-07-23","48","2012-07-16","53","2012-07-05","60","2012-07-05","60","2012-04-19","113","2012-04-19","113","2012-01-31","169","2011-12-19","197","2011-09-06","268"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2011-08-23","50"
"Federal Retirement Thrift Investment Board","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2012-09-25","6","2012-09-05","20","2012-08-23","28","2012-07-12","58"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2012-08-29","22","2012-08-13","34","2012-05-30","86","2012-03-28","130"
"Court Services and Offender Supervision Agency","Agency Overall","2012","2012-09-14","10","2012-09-11","13","2012-09-05","17","2012-08-28","22","2012-08-23","25","2012-08-14","32","2012-06-07","79","2012-05-09","99","2012-05-08","100","2012-05-01","105"
"Department of the Interior","Agency Overall","2012","2008-09-05","1027","2008-09-02","1030","2008-09-02","1030","2008-05-06","1112","2007-12-21","1205","2007-12-20","1206","2007-11-30","1220","2007-11-28","1222","2007-11-14","1231","2007-06-12","1338"
"Armed Forces Retirement Home","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Securities and Exchange Commission","Agency Overall","2012","2010-07-29","545","2010-07-29","545","2010-06-23","570","2010-06-02","585","2010-05-27","588","2010-03-26","632","2010-03-24","634","2009-09-25","755","2009-09-18","760","2009-08-18","782"
"National Indian Gaming Commission","Agency Overall","2012","2012-01-09","185","2012-01-06","186","2011-12-15","200","2011-09-07","268","2011-06-27","318","2011-06-27","318","2011-05-12","349","2011-05-12","349","2011-05-12","349","2010-10-19","390"
"Federal Housing Finance Agency","Agency Overall","2012","2012-09-18","8","2012-09-11","13","2012-08-28","22","2012-08-23","25","2012-07-27","44","2012-07-19","50","2012-06-25","67","2012-06-04","82","2012-06-04","82","2012-05-16","57"
"Administrative Conference of the United States","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Defense Nuclear Facilities Safety Board","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Recovery Accountability and Transparency Board","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2012-09-24","4"
"National Endowment for the Humanities","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Mediation Board","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2012-01-11","87"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2012","2012-07-18","51","2012-05-14","96","2012-04-11","119","2012-03-22","133","2012-03-10","142","2012-02-16","157","2012-02-15","157","2012-01-03","188","2011-12-23","192","2011-07-28","294"
"Department of Education","Agency Overall","2012","2011-02-23","418","2011-01-03","455","2010-11-15","490","2010-10-18","510","2010-09-07","539","2010-08-30","545","2010-07-26","570","2010-07-06","584","2010-02-24","678","2009-08-03","825"
"Office of Personnel Management","Agency Overall","2012","2012-02-09","237","2012-02-06","240","2012-01-26","251","2011-12-09","285","2011-12-06","299","2011-11-23","302","2011-11-11","310","2011-10-28","323","2011-09-09","327","2011-06-15","340"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2012","2010-08-25","526","2010-07-30","544","2010-06-07","582","2010-05-18","594","2009-11-13","718","2009-10-23","732","2009-10-07","743","2009-03-13","888","2008-07-02","1059","2008-02-14","1156"
"National Endowment for the Arts","Agency Overall","2012","2012-08-24","24","2012-07-24","47","2012-06-21","69","2012-06-13","80","2012-06-06","80","2012-05-08","100","2012-02-14","159","2012-02-14","159","2011-12-20","196","2011-12-01","210"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2012","2012-09-18","9","2012-09-18","9","2012-09-18","9","2012-09-17","10","2012-09-17","10","2012-09-14","11","2012-09-13","12","2012-09-13","12","2012-09-12","13","2012-09-11","14"
"United States Postal Service","Agency Overall","2012","2011-12-14","200","2011-12-06","206","2011-11-29","211","2011-11-08","224","2011-06-03","333","2011-05-27","337","2011-05-17","345","2011-04-26","360","2010-02-22","656","2008-09-24","1007"
"Selective Service System","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Trade Commission","Agency Overall","2012","N/A","0","N/A","0","N/A","0","2012-09-27","1","2012-09-24","4","2012-09-21","5","2012-09-21","5","2012-09-20","6","2012-09-19","7","2012-05-11","96"
"Small Business Administration","Agency Overall","2012","2012-08-24","24","2012-08-23","25","2012-08-22","26","2012-08-07","37","2012-08-01","41","2012-07-25","46","2012-06-06","80","2012-05-29","86","2012-04-17","115","2012-02-15","158"
"Federal Communications Commission","Agency Overall","2012","2011-09-19","260","2011-09-19","260","2011-09-01","272","2011-08-05","291","2011-06-02","337","2011-06-02","337","2011-05-02","360","2010-12-02","467","2010-09-30","512","2010-03-24","648"
"General Services Administration","Agency Overall","2012","2012-04-12","164","2012-04-12","171","2012-04-06","177","2012-03-28","186","2012-03-27","187","2012-03-24","190","2012-02-06","230","2012-01-23","246","2012-01-18","256","2012-01-05","269"
"Department of Health and Human Services","Agency Overall","2012","2008-02-27","1198","2008-02-27","1198","2008-01-04","1236","2008-01-03","1237","2007-11-30","1261","2007-10-26","1286","2007-09-07","1321","2007-04-18","1423","2007-04-11","1423","2007-02-27","1459"
"Department of Labor","Agency Overall","2012","2009-06-22","813","2009-06-15","818","2009-06-15","818","2009-06-15","818","2009-06-01","828","2009-01-27","924","2007-09-25","1251","2007-06-14","1327","2006-12-20","1448","2005-03-03","1902"
"United States Trade and Development Agency","Agency Overall","2012","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2010-06-05","605"
