"Agency","Component","Fiscal Year","<1-20 Days","21-40 Days","41-60 Days","61-80 Days","81-100 Days","101-120 Days","121-140 Days","141-160 Days","161-180 Days","181-200 Days","201-300 Days","301-400 Days","401+ Days","Total"
"Department of Agriculture","Agency Overall","2012","712","370","190","104","41","34","29","25","12","19","55","43","62","1696"
"Federal Maritime Commission","Agency Overall","2012","0","0","1","0","0","0","0","0","1","1","6","3","1","13"
"U.S. Agency for Global Media","Agency Overall","2012","12","11","8","2","0","1","0","0","0","0","0","0","0","34"
"United States African Development Foundation","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Veterans Affairs","Agency Overall","2012","8722","2068","743","570","211","157","110","55","59","51","235","56","34","13071"
"Postal Regulatory Commission","Agency Overall","2012","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"Farm Credit System Insurance Corporation","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Commodity Futures Trading Commission","Agency Overall","2012","2","4","5","8","5","4","3","2","4","1","9","5","1","53"
"United States Copyright Office","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"American Battle Monuments Commission","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of the Treasury","Agency Overall","2012","6890","2011","601","207","85","64","38","26","18","18","41","25","44","10068"
"Department of Homeland Security","Agency Overall","2012","21683","5307","5563","10914","11264","7760","9669","14595","15245","1890","2486","196","5239","111811"
"Central Intelligence Agency","Agency Overall","2012","675","692","204","107","84","32","27","24","25","26","75","43","97","2111"
"Federal Deposit Insurance Corporation","Agency Overall","2012","46","10","3","0","0","0","0","0","0","0","0","0","0","59"
"Merit Systems Protection Board","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Special Counsel","Agency Overall","2012","6","1","2","0","1","0","0","1","0","0","3","2","3","19"
"National Archives and Records Administration","Agency Overall","2012","388","123","39","31","16","16","9","10","12","14","88","65","824","1635"
"Department of Defense","Agency Overall","2012","7142","4924","2055","1170","776","623","412","317","275","181","714","425","1368","20382"
"Office of the Director of National Intelligence","Agency Overall","2012","22","18","6","4","2","2","0","1","2","1","4","3","16","81"
"Department of Housing and Urban Development","Agency Overall","2012","250","146","73","49","31","35","31","15","21","17","44","10","10","732"
"Environmental Protection Agency","Agency Overall","2012","557","2085","495","397","332","135","40","26","14","15","24","6","9","4135"
"Tennessee Valley Authority","Agency Overall","2012","0","26","10","0","1","1","1","0","0","0","0","0","0","39"
"National Railroad Passenger Corporation","Agency Overall","2012","68","25","9","8","4","6","5","6","3","1","9","9","12","165"
"Inter-American Foundation","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Commerce","Agency Overall","2012","162","158","79","48","28","20","10","15","9","10","36","17","15","607"
"National Labor Relations Board","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Retirement Thrift Investment Board","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2012","0","0","1","1","4","1","0","0","0","0","0","0","0","7"
"Court Services and Offender Supervision Agency","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of the Interior","Agency Overall","2012","2642","730","210","141","98","79","67","41","37","36","93","56","89","4319"
"Armed Forces Retirement Home","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Securities and Exchange Commission","Agency Overall","2012","3","0","0","0","0","0","0","2","0","0","0","0","4","9"
"National Indian Gaming Commission","Agency Overall","2012","0","0","0","0","2","0","0","0","0","0","1","0","0","3"
"Federal Housing Finance Agency","Agency Overall","2012","23","9","6","5","1","0","2","1","0","0","1","0","0","48"
"Administrative Conference of the United States","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Defense Nuclear Facilities Safety Board","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Recovery Accountability and Transparency Board","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Endowment for the Humanities","Agency Overall","2012","4","6","2","0","0","0","0","0","0","0","0","0","0","12"
"National Mediation Board","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2012","1","0","0","0","3","0","0","1","0","0","0","0","0","5"
"Department of Education","Agency Overall","2012","147","98","82","58","45","27","30","28","19","16","68","22","24","664"
"Office of Personnel Management","Agency Overall","2012","136","866","2654","584","76","62","36","9","11","7","14","3","1","4459"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2012","0","1","2","0","1","0","1","1","0","0","6","3","13","28"
"National Endowment for the Arts","Agency Overall","2012","0","0","2","1","0","1","0","0","0","0","1","1","0","6"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2012","2","1","0","0","0","0","0","0","0","0","0","0","0","3"
"Pension Benefit Guaranty Corporation","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Postal Service","Agency Overall","2012","56","52","6","7","2","4","3","1","3","0","5","0","1","140"
"Selective Service System","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Trade Commission","Agency Overall","2012","195","40","13","12","5","4","3","6","0","2","1","0","2","283"
"Small Business Administration","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Communications Commission","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"General Services Administration","Agency Overall","2012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Health and Human Services","Agency Overall","2012","4022","664","491","429","328","303","300","326","308","278","1932","848","1767","11996"
"Department of Labor","Agency Overall","2012","6733","1649","500","230","133","76","61","38","31","19","92","38","272","9872"
"United States Trade and Development Agency","Agency Overall","2012","11","1","1","0","1","0","0","0","0","0","0","0","0","14"
"All agencies","Agency Overall","2012","65969","25256","16149","16275","14371","10099","11384","16041","16482","2884","7220","2563","11686","216379"
