"Agency","Component","Fiscal Year","<1-20 Days","21-40 Days","41-60 Days","61-80 Days","81-100 Days","101-120 Days","121-140 Days","141-160 Days","161-180 Days","181-200 Days","201-300 Days","301-400 Days","401+ Days","Total"
"Office of Management and Budget","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","73","73"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Housing Finance Agency","Agency Overall","2022","1","1","1","0","0","0","2","0","1","1","3","3","0","13"
"United States Postal Service","Agency Overall","2022","14","17","8","3","3","4","1","2","0","1","6","2","6","67"
"Department of the Interior","Agency Overall","2022","280","156","101","89","71","42","54","43","29","25","122","70","497","1579"
"Tennessee Valley Authority","Agency Overall","2022","4","29","11","13","12","5","3","2","2","2","4","0","0","87"
"Harry S. Truman Scholarship Foundation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Millennium Challenge Corporation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Presidio Trust","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Export-Import Bank of the U.S.","Agency Overall","2022","4","7","6","2","1","3","3","1","0","0","1","0","6","34"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Department of State","Agency Overall","2022","2153","2622","1242","434","41","45","30","31","30","20","85","60","190","6983"
"Farm Credit Administration","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Commission on Civil Rights","Agency Overall","2022","5","0","4","0","0","0","0","0","0","0","0","0","0","9"
"Social Security Administration","Agency Overall","2022","63","61","60","37","24","19","17","14","13","8","16","5","8","345"
"National Indian Gaming Commission","Agency Overall","2022","0","2","2","1","0","1","0","0","0","0","0","0","0","6"
"United States African Development Foundation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Credit Union Administration","Agency Overall","2022","15","81","1","0","0","0","0","0","0","0","0","0","0","97"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2022","3","2","1","0","2","0","0","0","0","1","1","3","0","13"
"U.S. Election Assistance Commission","Agency Overall","2022","2","1","0","0","0","0","0","0","0","0","1","0","4","8"
"Federal Deposit Insurance Corporation","Agency Overall","2022","33","28","5","6","3","1","1","0","0","1","5","5","8","96"
"Office of National Drug Control Policy","Agency Overall","2022","0","8","1","1","0","0","0","1","0","0","6","4","3","24"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Council on Environmental Quality","Agency Overall","2022","1","3","1","0","0","2","0","0","1","0","0","2","8","18"
"Merit Systems Protection Board","Agency Overall","2022","12","2","0","0","1","2","0","0","0","0","1","0","8","26"
"Office of Special Counsel","Agency Overall","2022","15","18","12","4","4","1","1","0","1","1","2","0","0","59"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2022","1","10","1","0","0","0","0","0","0","0","0","0","0","12"
"Peace Corps","Agency Overall","2022","2","2","2","5","1","0","0","1","0","1","0","0","5","19"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2022","19","5","4","1","0","0","0","0","0","0","3","3","20","55"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Trade Commission","Agency Overall","2022","276","89","21","6","7","3","4","2","3","0","3","0","0","414"
"Department of Labor","Agency Overall","2022","4863","862","381","246","172","118","74","61","40","30","144","96","165","7252"
"Federal Communications Commission","Agency Overall","2022","0","9","12","10","5","4","1","1","3","0","0","0","2","47"
"James Madison Memorial Fellowship Foundation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nuclear Regulatory Commission","Agency Overall","2022","14","8","6","2","9","2","2","0","1","0","5","2","10","61"
"U.S. Interagency Council on Homelessness","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States International Trade Commission","Agency Overall","2022","0","21","1","0","0","0","0","0","0","0","0","0","0","22"
"Institute of Museum and Library Services","Agency Overall","2022","0","1","0","0","0","0","0","0","0","0","0","0","1","2"
"National Labor Relations Board","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Denali Commission","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Reserve System","Agency Overall","2022","68","63","31","24","14","12","4","2","4","2","5","1","4","234"
"Inter-American Foundation","Agency Overall","2022","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"Neighborhood Reinvestment Corporation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Transportation Safety Board","Agency Overall","2022","11","11","10","4","2","2","1","4","4","1","39","29","17","135"
"Federal Financial Institutions Examination Council","Agency Overall","2022","0","1","0","1","0","0","0","0","0","0","0","0","0","2"
"National Archives and Records Administration","Agency Overall","2022","91","38","4","9","7","13","12","10","6","0","13","17","355","575"
"Selective Service System","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Copyright Office","Agency Overall","2022","1","0","1","0","0","2","0","0","0","0","0","0","0","4"
"Department of Transportation","Agency Overall","2022","343","139","89","47","62","57","32","37","34","30","190","187","651","1898"
"Office of the Director of National Intelligence","Agency Overall","2022","40","18","9","8","4","2","2","5","4","2","5","11","43","153"
"Social Security Advisory Board","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Capital Planning Commission","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2022","1156","269","21","6","4","0","0","0","0","0","0","0","0","1456"
"Department of Agriculture","Agency Overall","2022","395","258","154","86","50","47","56","40","25","27","62","48","273","1521"
"Farm Credit System Insurance Corporation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Housing and Urban Development","Agency Overall","2022","109","51","32","18","14","8","10","15","12","11","54","50","146","530"
"Department of Energy","Agency Overall","2022","94","96","49","47","38","30","27","28","20","23","69","48","82","651"
"Department of Health and Human Services","Agency Overall","2022","11671","2723","1193","627","494","382","327","242","237","149","626","414","1401","20486"
"Office of Personnel Management","Agency Overall","2022","18","4","9","4","3","0","5","1","3","4","19","19","65","154"
"Defense Nuclear Facilities Safety Board","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Council on Disability","Agency Overall","2022","3","2","1","0","0","0","0","0","0","0","0","0","0","6"
"Small Business Administration","Agency Overall","2022","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Armed Forces Retirement Home","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of the United States Trade Representative","Agency Overall","2022","0","0","1","3","3","2","2","0","1","0","1","0","0","13"
"Consumer Product Safety Commission","Agency Overall","2022","112","76","29","28","9","13","9","8","7","2","10","10","82","395"
"Department of Defense","Agency Overall","2022","7924","4233","1855","1179","712","572","496","366","278","231","895","474","2536","21751"
"Federal Election Commission","Agency Overall","2022","33","16","5","2","3","3","0","0","0","1","1","0","1","65"
"Equal Employment Opportunity Commission","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","3","1","4"
"Federal Open Market Committee","Agency Overall","2022","0","1","0","0","1","0","2","0","0","0","0","0","0","4"
"Environmental Protection Agency","Agency Overall","2022","452","313","162","103","71","51","34","37","23","18","88","55","280","1687"
"U.S. Railroad Retirement Board","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Administrative Conference of the United States","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Commodity Futures Trading Commission","Agency Overall","2022","32","21","7","5","6","3","2","1","1","2","2","2","5","89"
"U.S. Commission for the Preservation of America’s Heritage Abroad","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Postal Regulatory Commission","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Access Board","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Education","Agency Overall","2022","6","95","59","61","53","33","30","18","16","8","31","18","55","483"
"Federal Permitting Improvement Steering Council","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Mediation Board","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. International Development Finance Corporation","Agency Overall","2022","1","1","1","1","0","2","0","0","1","0","3","1","0","11"
"United States Institute of Peace","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Securities and Exchange Commission","Agency Overall","2022","75","960","283","192","140","141","92","54","61","47","94","31","10","2180"
"American Battle Monuments Commission","Agency Overall","2022","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"United States International Boundary and Water Commission","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Endowment for the Humanities","Agency Overall","2022","0","4","4","0","0","0","0","0","0","0","0","0","0","8"
"Federal Energy Regulatory Commission","Agency Overall","2022","14","29","4","4","2","2","0","0","0","0","0","2","7","64"
"Legal Services Corporation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Consumer Financial Protection Bureau","Agency Overall","2022","63","26","8","2","8","3","1","0","1","2","0","0","9","123"
"Department of Commerce","Agency Overall","2022","34","66","42","22","28","6","18","9","4","10","19","11","56","325"
"U.S. Agency for International Development","Agency Overall","2022","101","22","14","11","8","12","7","8","6","6","18","20","58","291"
"Surface Transportation Board","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of the Treasury","Agency Overall","2022","3306","742","397","261","209","161","143","128","68","75","198","107","255","6050"
"National Endowment for the Arts","Agency Overall","2022","2","4","0","0","0","0","0","0","0","0","0","0","0","6"
"Department of Homeland Security","Agency Overall","2022","25043","202867","25406","5622","4892","9102","10040","9645","9752","7413","36905","9897","2505","359089"
"Office of the Intellectual Property Enforcement Coordinator","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Government Ethics","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Mine Safety and Health Review Commission","Agency Overall","2022","3","3","4","1","0","0","0","0","0","0","0","0","0","11"
"National Railroad Passenger Corporation","Agency Overall","2022","0","0","0","1","1","0","0","0","0","0","5","10","10","27"
"Federal Labor Relations Authority","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"All agencies","Agency Overall","2022","65695","220388","33166","10767","8653","11656","12006","11226","11087","8457","40832","12548","14800","461281"
