"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Social Security Administration","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-08-31","21"
"National Indian Gaming Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States African Development Foundation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Credit Union Administration","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Election Assistance Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Deposit Insurance Corporation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-09-16","10"
"Office of National Drug Control Policy","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-09-22","6"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Council on Environmental Quality","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-01-07","185"
"Merit Systems Protection Board","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Special Counsel","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Peace Corps","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-08-02","43"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Trade Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Labor","Agency Overall","2022","N/A","0","N/A","0","N/A","0","2022-09-30","1","2022-09-22","6","2022-09-22","6","2022-01-25","174","2021-04-16","368","2019-07-18","806","2019-04-25","864"
"Federal Communications Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-07-29","44"
"James Madison Memorial Fellowship Foundation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Nuclear Regulatory Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-09-29","1","2019-09-19","756"
"U.S. Interagency Council on Homelessness","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States International Trade Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Institute of Museum and Library Services","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Labor Relations Board","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Denali Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Reserve System","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Inter-American Foundation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Transportation Safety Board","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Financial Institutions Examination Council","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Archives and Records Administration","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Selective Service System","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Copyright Office","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Transportation","Agency Overall","2022","2019-10-09","743","2019-03-28","879","2017-06-30","1313","2016-12-07","1454","2016-09-15","1510","2016-06-28","1565","2016-06-28","1565","2015-09-28","1753","2015-07-22","1800","2014-09-08","2018"
"Office of the Director of National Intelligence","Agency Overall","2022","2022-08-31","22","2022-08-10","37","2022-08-04","41","2022-07-18","54","2022-07-01","64","2022-06-09","79","2022-06-07","81","2022-03-24","133","2022-02-01","169","2021-09-08","265"
"Social Security Advisory Board","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Capital Planning Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Agriculture","Agency Overall","2022","2022-07-26","47","2022-07-13","56","2022-06-16","73","2022-05-06","101","2022-04-04","125","2022-03-21","135","2021-12-29","190","2021-07-19","302","2021-07-06","311","2021-04-19","364"
"Farm Credit System Insurance Corporation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Housing and Urban Development","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-09-26","4"
"Department of Energy","Agency Overall","2022","2019-04-11","863","2019-04-04","868","2018-09-10","1021","2019-08-16","1022","2018-05-31","1091","2018-02-18","1154","2017-07-24","1305","2017-01-09","1441","2016-10-13","1499","2015-09-29","1760"
"Department of Health and Human Services","Agency Overall","2022","2018-11-20","971","2018-11-19","972","2018-08-23","1031","2018-08-07","1043","2018-07-09","1064","2018-06-25","1073","2018-04-19","1119","2018-03-16","1143","2018-02-14","1164","2018-02-08","1168"
"Office of Personnel Management","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-09-19","9"
"Defense Nuclear Facilities Safety Board","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Council on Disability","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Small Business Administration","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Armed Forces Retirement Home","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the United States Trade Representative","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Consumer Product Safety Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Defense","Agency Overall","2022","2012-07-12","2558","2012-07-12","2558","2012-07-12","2558","2012-07-12","2558","2012-07-12","2558","2012-07-12","2558","2012-07-12","2558","2012-07-12","2558","2012-05-22","2593","2010-03-24","3137"
"Federal Election Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Equal Employment Opportunity Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Open Market Committee","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Environmental Protection Agency","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","2022-09-21","7","2022-09-08","16","2022-08-04","40","2022-07-22","49","2022-07-06","61","2022-05-04","103"
"U.S. Railroad Retirement Board","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Administrative Conference of the United States","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Commodity Futures Trading Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Commission for the Preservation of America’s Heritage Abroad","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Postal Regulatory Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Access Board","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0 ","N/A","0"
"Department of Education","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-09-20","8","2022-09-14","12","2022-09-02","19"
"Federal Permitting Improvement Steering Council","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Mediation Board","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. International Development Finance Corporation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Institute of Peace","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Securities and Exchange Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-09-22","7","2022-09-22","7","2022-07-20","52","2022-05-02","106"
"American Battle Monuments Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States International Boundary and Water Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Humanities","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Energy Regulatory Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Legal Services Corporation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Consumer Financial Protection Bureau","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-07-11","58"
"Department of Commerce","Agency Overall","2022","2020-04-16","616","2019-11-05","727","2019-05-24","840","2019-05-21","843","2019-04-01","879","2019-03-29","880","2019-03-22","885","2019-03-01","900","2019-02-28","901","2018-09-20","1009"
"U.S. Agency for International Development","Agency Overall","2022","2022-07-27","46","2022-07-14","55","2022-07-08","59","2022-07-01","63","2022-05-03","105","2022-04-06","124","2022-01-06","186","2021-11-29","212","2021-11-10","224","2021-10-19","240"
"Surface Transportation Board","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of the Treasury","Agency Overall","2022","2020-12-04","456","2020-09-11","513","2020-03-30","629","2019-10-25","733","2019-06-21","820","2019-05-16","845","2018-10-16","990","2018-07-31","1043","2018-07-02","1063","2017-12-01","1209"
"National Endowment for the Arts","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Homeland Security","Agency Overall","2022","2017-01-06","1437","2017-01-05","1438","2017-01-05","1438","2016-11-22","1467","2016-11-03","1479","2016-09-12","1516","2016-08-22","1530","2016-08-05","1541","2015-01-13","1872","2015-01-13","1935"
"Office of the Intellectual Property Enforcement Coordinator","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Government Ethics","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-09-28","2"
"Federal Mine Safety and Health Review Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Railroad Passenger Corporation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Labor Relations Authority","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
