"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Federal Communications Commission","Agency Overall","2022","2022-07-25","48","2022-07-14","55","2022-06-06","81","2022-04-05","124","2021-06-24","318","2021-06-07","330","2020-08-03","539","2020-07-10","555","2020-07-10","555","2018-10-01","997"
"James Madison Memorial Fellowship Foundation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Nuclear Regulatory Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2018-09-12","1010"
"U.S. Interagency Council on Homelessness","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States International Trade Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Institute of Museum and Library Services","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Labor Relations Board","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-09-29","1"
"Denali Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Reserve System","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-07-25","48","2022-07-21","50","2022-03-14","140"
"Inter-American Foundation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Transportation Safety Board","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-09-27","3"
"Federal Financial Institutions Examination Council","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Archives and Records Administration","Agency Overall","2022","2015-06-03","1817","2015-05-04","1838","2015-01-06","1919","2014-10-06","1977","2014-08-26","2005","2014-05-22","2071","2014-04-24","2091","2014-03-14","2119","2013-07-12","2283","2012-11-15","2446"
"Selective Service System","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Copyright Office","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Transportation","Agency Overall","2022","2016-08-23","1532","2016-08-23","1532","2016-08-23","1532","2016-08-23","1532","2016-08-17","1536","2015-11-24","1720","2015-11-19","1723","2015-11-19","1723","2015-09-18","1765","2015-07-17","1809"
"Office of the Director of National Intelligence","Agency Overall","2022","2021-09-09","264","2021-08-16","281","2021-08-06","287","2021-05-10","348","2021-04-14","366","2021-02-08","412","2021-02-08","412","2021-01-27","420","2019-01-15","921","2014-10-15","1970"
"Social Security Advisory Board","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Capital Planning Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Agriculture","Agency Overall","2022","2019-06-19","820","2019-06-17","822","2019-06-13","824","2019-06-13","824","2019-04-29","856","2019-03-07","893","2019-03-07","893","2018-12-21","942","2018-11-02","975","2018-10-19","985"
"Farm Credit System Insurance Corporation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Housing and Urban Development","Agency Overall","2022","N/A","0","N/A","0","2022-09-28","2","2022-09-23","5","2022-09-22","6","2022-09-20","8","2022-09-15","11","2022-09-06","18","2022-05-19","92","2021-10-27","233"
"Department of Energy","Agency Overall","2022","2019-11-07","718","2019-08-08","781","2018-11-20","959","2016-06-21","1560","2015-04-20","1854","2014-12-08","1945","2013-11-15","2207","2013-10-16","2228","2013-10-10","2231","2012-07-03","2549"
"Department of Health and Human Services","Agency Overall","2022","2015-06-18","1830","2015-04-03","1883","2014-11-05","1984","2014-07-16","2062","2014-03-06","2154","2014-03-06","2154","2014-03-06","2154","2012-04-15","2627","2012-04-06","2633","2011-12-07","2716"
"Office of Personnel Management","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-09-16","11","2022-09-14","13","2022-08-17","32","2022-04-11","120"
"Defense Nuclear Facilities Safety Board","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Council on Disability","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Small Business Administration","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-07-19","53"
"Armed Forces Retirement Home","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the United States Trade Representative","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Consumer Product Safety Commission","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Defense","Agency Overall","2022","2012-01-11","2685","2011-10-04","2751","2011-08-30","2775","2011-07-28","2798","2011-07-22","2802","2011-05-10","2853","2011-04-21","2866","2011-03-23","2887","2011-02-16","2911","2011-02-10","2915"
"Federal Election Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-09-23","6"
"Equal Employment Opportunity Commission","Agency Overall","2022","2022-09-20","9","2022-09-19","10","2022-09-19","10","2022-09-19","10","2022-09-16","11","2022-09-15","12","2022-09-14","13","2022-09-13","14","2022-09-09","16","2022-09-06","19"
"Federal Open Market Committee","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Environmental Protection Agency","Agency Overall","2022","N/A","0","N/A","0","N/A","0","2022-09-29","1","2022-09-28","2","2022-09-28","2","2022-09-26","4","2022-09-14","12","2022-09-13","13","2022-09-09","15"
"U.S. Railroad Retirement Board","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Administrative Conference of the United States","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Commodity Futures Trading Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-09-14","12"
"U.S. Commission for the Preservation of America’s Heritage Abroad","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Postal Regulatory Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Access Board","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Education","Agency Overall","2022","2020-09-22","503","2020-09-21","504","2020-09-11","510","2020-03-23","630","2020-02-12","657","2019-11-29","706","2019-10-28","728","2019-09-04","765","2019-08-15","778","2019-08-14","779"
"Federal Permitting Improvement Steering Council","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Mediation Board","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. International Development Finance Corporation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Institute of Peace","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Securities and Exchange Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-09-30","0","2022-09-08","17"
"American Battle Monuments Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States International Boundary and Water Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Humanities","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-09-27","3"
"Federal Energy Regulatory Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2022-09-23","5","2022-09-21","7","2022-09-14","12","2022-09-12","14","2022-08-26","24"
"Legal Services Corporation","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Consumer Financial Protection Bureau","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Commerce","Agency Overall","2022","2016-11-17","1461","2016-11-02","1471","2016-10-17","1483","2015-10-15","1734","2015-02-24","1896","2014-08-15","2025","2014-02-11","2154","2013-04-26","2352","2013-01-28","2414","2012-11-02","2470"
"U.S. Agency for International Development","Agency Overall","2022","2022-07-06","61","2022-05-31","86","2022-04-11","121","2022-04-04","126","2022-02-15","159","2022-01-19","178","2022-01-05","187","2022-01-05","187","2021-12-08","205","2021-11-12","223"
"Surface Transportation Board","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of the Treasury","Agency Overall","2022","2019-07-16","804","2019-06-20","821","2018-10-04","997","2018-07-25","1047","2018-07-09","1059","2018-01-16","1180","2017-12-20","1196","2017-10-04","1248","2015-11-13","1722","2015-10-01","1751"
"National Endowment for the Arts","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Homeland Security","Agency Overall","2022","2017-11-02","1229","2017-10-23","1237","2017-10-05","1248","2017-09-25","1256","2017-08-24","1277","2017-08-24","1277","2017-04-28","1359","2016-09-29","1503","2016-06-01","1587","2016-06-24","1656"
"Office of the Intellectual Property Enforcement Coordinator","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Government Ethics","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Mine Safety and Health Review Commission","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Railroad Passenger Corporation","Agency Overall","2022","2022-06-01","85","2020-10-08","499","2020-06-15","580","2019-10-16","745","2019-07-30","800","2019-06-18","829","2019-02-11","918","2018-12-21","950","2018-04-19","1121","2017-03-28","1388"
"Federal Labor Relations Authority","Agency Overall","2022","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
