"Agency","Component","Fiscal Year","<1-20 Days","21-40 Days","41-60 Days","61-80 Days","81-100 Days","101-120 Days","121-140 Days","141-160 Days","161-180 Days","181-200 Days","201-300 Days","301-400 Days","401+ Days","Total"
"National Indian Gaming Commission","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States African Development Foundation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Credit Union Administration","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Election Assistance Commission","Agency Overall","2022","2","1","0","0","0","0","0","0","0","0","0","1","1","5"
"Federal Deposit Insurance Corporation","Agency Overall","2022","7","2","0","3","0","0","0","0","0","0","0","0","0","12"
"Office of National Drug Control Policy","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Council on Environmental Quality","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Merit Systems Protection Board","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Special Counsel","Agency Overall","2022","1","2","1","2","0","0","0","0","0","0","0","0","0","6"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peace Corps","Agency Overall","2022","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Trade Commission","Agency Overall","2022","25","4","0","1","0","0","0","0","0","0","0","0","0","30"
"Department of Labor","Agency Overall","2022","32","2","1","1","1","0","1","0","0","0","0","0","0","38"
"Federal Communications Commission","Agency Overall","2022","26","6","1","1","1","2","0","0","0","2","0","0","1","40"
"James Madison Memorial Fellowship Foundation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nuclear Regulatory Commission","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"U.S. Interagency Council on Homelessness","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States International Trade Commission","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Institute of Museum and Library Services","Agency Overall","2022","2","0","0","0","0","0","0","0","0","0","0","0","0","2"
"National Labor Relations Board","Agency Overall","2022","339","24","1","0","1","0","0","0","0","1","0","0","0","366"
"Denali Commission","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Reserve System","Agency Overall","2022","0","24","2","9","4","2","4","1","0","1","4","1","0","52"
"Inter-American Foundation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Transportation Safety Board","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Financial Institutions Examination Council","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Archives and Records Administration","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Selective Service System","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Copyright Office","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Transportation","Agency Overall","2022","8","6","5","3","1","3","1","2","2","0","4","1","22","58"
"Office of the Director of National Intelligence","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"Social Security Advisory Board","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Capital Planning Commission","Agency Overall","2022","2","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Pension Benefit Guaranty Corporation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Agriculture","Agency Overall","2022","13","0","0","2","0","1","0","0","0","0","1","0","8","25"
"Farm Credit System Insurance Corporation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Housing and Urban Development","Agency Overall","2022","15","4","1","1","1","0","0","0","0","0","0","0","1","23"
"Department of Energy","Agency Overall","2022","1","0","0","0","0","0","0","0","0","0","0","1","3","5"
"Department of Health and Human Services","Agency Overall","2022","59","55","28","10","14","8","3","5","3","5","13","11","71","285"
"Office of Personnel Management","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Defense Nuclear Facilities Safety Board","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Council on Disability","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Small Business Administration","Agency Overall","2022","55","1","0","0","0","0","0","0","2","1","1","0","0","60"
"Armed Forces Retirement Home","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of the United States Trade Representative","Agency Overall","2022","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Consumer Product Safety Commission","Agency Overall","2022","1","1","0","0","0","0","0","0","0","0","0","0","1","3"
"Department of Defense","Agency Overall","2022","414","110","45","24","19","8","6","4","3","6","16","6","20","681"
"Federal Election Commission","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Equal Employment Opportunity Commission","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"Federal Open Market Committee","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Environmental Protection Agency","Agency Overall","2022","1","0","1","0","0","0","0","0","1","0","0","0","1","4"
"U.S. Railroad Retirement Board","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Administrative Conference of the United States","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Commodity Futures Trading Commission","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Commission for the Preservation of America’s Heritage Abroad","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Postal Regulatory Commission","Agency Overall","2022","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"United States Access Board","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Education","Agency Overall","2022","2","1","0","0","0","0","0","0","0","0","0","0","0","3"
"Federal Permitting Improvement Steering Council","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Mediation Board","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. International Development Finance Corporation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"United States Institute of Peace","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Securities and Exchange Commission","Agency Overall","2022","4","2","2","1","0","0","0","0","0","0","0","0","0","9"
"American Battle Monuments Commission","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States International Boundary and Water Commission","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Endowment for the Humanities","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Energy Regulatory Commission","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Legal Services Corporation","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Consumer Financial Protection Bureau","Agency Overall","2022","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Department of Commerce","Agency Overall","2022","15","24","6","3","3","0","0","0","1","0","2","8","8","70"
"U.S. Agency for International Development","Agency Overall","2022","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"Surface Transportation Board","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of the Treasury","Agency Overall","2022","5","4","2","0","2","2","1","0","1","1","0","0","2","20"
"National Endowment for the Arts","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Homeland Security","Agency Overall","2022","20","8","5","3","0","1","4","2","4","2","22","6","14","91"
"Office of the Intellectual Property Enforcement Coordinator","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Government Ethics","Agency Overall","2022","5","24","0","0","0","0","0","0","0","0","0","0","0","29"
"Federal Mine Safety and Health Review Commission","Agency Overall","2022","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Railroad Passenger Corporation","Agency Overall","2022","4","3","0","0","0","0","0","0","0","0","1","1","1","10"
"Federal Labor Relations Authority","Agency Overall","2022","19","8","4","0","0","0","0","0","0","0","0","0","0","31"
"All agencies","Agency Overall","2022","1437","416","172","110","91","46","36","30","26","29","127","59","277","2856"
