"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Department of Justice","Agency Overall","2009","2002-03-28","2743","2002-03-28","2743","2002-03-28","2743","2002-03-28","2743","2002-03-01","2770","2002-01-16","2814","2001-11-21","2870","2001-10-19","2903","2001-09-25","2927","2000-08-18","3330"
"Federal Labor Relations Authority","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2007-10-18","487"
"Special Inspector General for Iraq Reconstruction","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Transportation","Agency Overall","2009","2005-11-26","1080","2005-03-24","1115","2005-04-12","1161","2005-04-12","1161","2004-11-19","1197","2004-11-12","1197","2004-03-26","1245","2004-09-01","1251","2004-08-16","1262","2004-06-14","1309"
"Nuclear Regulatory Commission","Agency Overall","2009","2009-09-11","13","2009-09-11","13","2009-09-09","15","2009-09-04","15","2009-09-02","19","2009-08-04","26","2009-07-14","44","2009-06-30","64","2009-06-16","74","2009-04-30","89"
"Defense Nuclear Facilities Safety Board","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Veterans Affairs","Agency Overall","2009","2007-11-19","469","2007-09-05","521","2006-09-01","773","2006-08-24","776","2006-08-21","781","2006-08-08","790","2006-07-24","801","2006-04-26","862","2006-04-04","878","2005-05-02","1108"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Labor","Agency Overall","2009","2008-08-11","286","2008-07-01","310","2008-02-26","412","2008-02-08","424","2008-01-24","456","2007-10-22","488","2007-09-25","500","2007-09-11","510","2007-08-13","536","2007-07-05","562"
"U.S. Railroad Retirement Board","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Reserve System","Agency Overall","2009","2008-12-03","208","2008-12-02","209","2008-12-01","210","2008-11-26","211","2008-11-17","218","2008-11-14","219","2008-11-13","220","2008-10-28","231","2008-10-10","242","2008-08-25","275"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2009","N/A","0","N/A","0","N/A","0","2009-09-29","1","2009-09-24","4","2009-09-15","11","2009-09-15","11","2009-09-14","12","2009-08-21","27","2009-08-05","39"
"Peace Corps","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2009-04-06","127","2008-04-16","226"
"Department of Defense","Agency Overall","2009","1994-02-16","3912","1994-01-27","3926","1993-12-27","3947","1993-12-03","3962","1993-11-23","3969","1993-11-23","3969","1993-08-17","4036","1993-07-19","4057","1993-03-16","4144","1992-12-01","4215"
"Department of Housing and Urban Development","Agency Overall","2009","2008-02-08","370","2008-01-23","408","2008-01-15","410","2007-12-26","422","2007-12-19","427","2007-11-14","451","2007-09-17","493","2007-04-16","599","2007-04-04","616","2004-07-01","1345"
"Office of Government Ethics","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2009-09-30","1","2009-09-24","4","2009-09-23","5","2009-09-23","5"
"Consumer Product Safety Commission","Agency Overall","2009","2006-06-09","1014","2006-06-09","1014","2006-04-27","1051","2006-04-25","1053","2005-11-29","1175","2005-08-05","1269","2005-02-16","1416","2004-08-30","1559","2004-08-02","1583","2004-07-29","1586"
"Department of Health and Human Services","Agency Overall","2009","2001-04-24","2125","2001-04-11","2134","2001-02-23","2167","2001-02-13","2174","2001-01-31","2184","2001-01-23","2188","2001-01-08","2199","2000-12-11","2218","2000-11-30","2226","2000-10-27","2249"
"Federal Maritime Commission","Agency Overall","2009","2009-05-20","93","2009-04-07","124","2009-02-09","164","2008-12-15","197","2008-11-25","210","2008-10-31","226","2008-10-09","241","2008-10-09","241","2008-02-26","400","2007-11-21","463"
"U.S. Agency for International Development","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","1956"
"Office of Personnel Management","Agency Overall","2009","2008-08-26","401","2008-08-04","423","2008-03-05","575","2008-01-29","611","2008-01-14","626","2007-09-18","744","2007-04-23","892","2007-03-15","931","2007-02-02","972","2005-11-30","1401"
"Department of the Interior","Agency Overall","2009","2002-08-26","1780","2002-08-05","1795","2002-05-15","1851","2002-05-07","1857","2002-04-23","1867","2002-03-25","1888","2002-02-04","1932","2002-01-02","1944","2001-09-27","2008","2000-08-14","2289"
"United States International Boundary and Water Commission","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2009-09-30","23","2009-09-29","32","2009-09-15","35"
"National Endowment for the Humanities","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2009-09-17","9","2009-09-08","16","2009-08-31","21","2009-08-25","25","2005-07-01","1052"
"Farm Credit System Insurance Corporation","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Energy Regulatory Commission","Agency Overall","2009","2009-07-22","49","2009-07-08","55","2009-06-17","56","2009-06-16","57","2009-04-23","112","2009-03-17","121","2009-03-17","121","2008-11-24","202","2008-10-09","212","2004-10-27","999"
"Department of Energy","Agency Overall","2009","2005-08-05","1083","2005-08-05","1083","2005-02-03","1214","2004-12-15","1250","2004-10-07","1299","2003-06-18","1640","2003-03-12","1710","2001-03-05","2231","2001-02-14","2250","2000-02-07","2479"
"Department of the Treasury","Agency Overall","2009","2002-04-17","2721","2002-04-03","2735","2002-01-28","2799","2002-01-28","2799","2001-06-15","3027","2001-04-26","3077","2001-04-24","3079","2001-02-21","3141","2001-01-31","3161","1999-09-09","3671"
"Federal Open Market Committee","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Indian Gaming Commission","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","2009-09-28","3","2009-09-21","8","2009-09-18","9","2009-09-08","17","2009-08-18","31","2009-05-19","94"
"Overseas Private Investment Corporation","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2009-08-10","38"
"Occupational Safety and Health Review Commission","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2009-09-28","2","2009-09-24","4","2009-09-21","7","2009-09-08","16"
"Tennessee Valley Authority","Agency Overall","2009","2009-09-14","12","2009-09-14","12","2009-08-25","25","2009-08-24","26","2009-08-24","26","2009-08-12","34","2009-07-31","42","2009-05-04","105","2009-04-30","106","2009-01-07","185"
"Postal Regulatory Commission","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Science Foundation","Agency Overall","2009","2009-09-18","9","2009-09-17","10","2009-09-11","14","2009-09-10","15","2009-09-09","16","2009-09-08","17","2009-09-08","17","2009-09-02","20","2009-08-31","22","2009-03-23","135"
"Environmental Protection Agency","Agency Overall","2009","2005-03-08","1145","2005-01-28","1171","2005-01-05","1187","2005-01-04","1188","2005-01-04","1188","2004-12-01","1210","2004-09-14","1263","2004-06-30","1315","2004-06-28","1317","2004-05-17","1346"
"National Aeronautics and Space Administration","Agency Overall","2009","2006-05-23","844","2006-05-18","847","2006-03-31","881","2006-03-24","886","2006-03-08","891","2006-02-22","908","2006-02-06","919","2005-11-30","964","2005-10-13","996","2005-04-05","1129"
"National Mediation Board","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Farm Credit Administration","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Securities and Exchange Commission","Agency Overall","2009","2008-08-20","220","2008-08-09","331","2008-06-05","383","2008-03-07","446","2008-02-04","469","2008-01-25","475","2007-07-20","603","2007-01-03","741","2006-07-12","860","2006-06-01","888"
"General Services Administration","Agency Overall","2009","2009-07-16","47","2009-08-04","57","2009-08-04","57","2009-07-31","59","2009-07-29","63","2009-07-08","64","2009-07-27","65","2009-07-23","69","2009-07-22","70","2009-01-28","337"
"Surface Transportation Board","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2009-09-17","9"
"Central Intelligence Agency","Agency Overall","2009","2003-01-09","2457","2001-07-27","2987","2001-01-26","3170","2000-09-11","3307","2000-09-11","3307","2000-09-11","3307","2000-09-11","3307","1999-09-01","3683","1998-11-23","3965","1998-10-07","4012"
"Council on Environmental Quality","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2009-08-25","26","2006-05-12","850","2005-07-11","1061","2005-07-01","1066","2005-07-01","1066"
"Office of National Drug Control Policy","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Communications Commission","Agency Overall","2009","2009-04-22","112","2009-03-09","144","2009-03-04","147","2009-01-29","170","2009-01-29","170","2008-10-31","229","2008-08-28","274","2008-03-05","400","2007-08-29","535","2007-04-17","631"
"Social Security Administration","Agency Overall","2009","2009-06-12","76","2009-06-12","76","2009-06-12","76","2009-06-11","77","2009-06-10","79","2009-06-10","79","2009-06-10","79","2009-06-05","81","2009-06-05","81","2009-06-05","81"
"Federal Financial Institutions Examination Council","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Housing Finance Agency","Agency Overall","2009","N/A","0","2010-09-29","1","2010-09-17","9","2010-09-17","10","2010-09-10","13","2010-06-11","76","2009-04-27","109","2009-04-07","115","2009-04-07","123","2009-02-05","165"
"National Credit Union Administration","Agency Overall","2009","2009-09-29","1","2009-09-25","3","2009-09-24","3","2009-09-21","4","2009-09-21","7","2009-09-21","7","2009-09-21","7","2009-09-15","11","2009-09-10","14","2009-09-02","19"
"Institute of Museum and Library Services","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2009-09-28","2","2009-09-28","2","2009-09-28","2","2009-09-18","11","2009-09-14","12"
"Federal Deposit Insurance Corporation","Agency Overall","2009","2009-06-08","80","2009-06-05","81","2009-06-01","85","2009-05-28","87","2009-05-18","94","2009-05-12","98","2009-04-23","111","2009-02-24","153","2008-11-17","219","2008-11-10","223"
"Inter-American Foundation","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Copyright Office","Agency Overall","2009","N/A","0","2009-09-22","6","2009-09-22","6","2009-09-22","6","2009-09-22","6","2009-09-15","11","2009-09-14","12","2009-09-09","15","2009-08-18","30","2009-07-01","63"
"Department of Homeland Security","Agency Overall","2009","2005-01-13","1183","2004-11-09","1229","2004-11-01","1235","2004-10-27","1238","2004-04-20","1374","2004-04-20","1374","2002-03-29","1911","2002-03-29","1911","2002-03-29","1911","2002-03-29","1911"
"Export-Import Bank of the U.S.","Agency Overall","2009","2009-06-22","100","2009-06-22","100","2009-05-28","125","2009-04-20","163","2009-03-26","188","2009-02-24","218","2008-12-11","293","2008-12-09","295","2008-10-13","321","2008-07-25","432"
"Federal Mine Safety and Health Review Commission","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2009-09-21","8"
"United States International Trade Commission","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Education","Agency Overall","2009","2009-04-09","125","2009-03-04","135","2009-03-04","151","2009-02-11","166","2009-02-04","171","2009-02-04","171","2009-02-03","172","2009-02-03","172","2008-12-08","213","2008-11-26","221"
"Department of Commerce","Agency Overall","2009","2006-10-20","487","2006-07-20","552","2006-04-26","613","2006-04-17","618","2006-03-24","635","2006-02-21","657","2006-02-06","667","2006-01-11","684","2006-01-06","688","2006-01-06","688"
"Office of Science and Technology Policy","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Department of State","Agency Overall","2009","2003-06-05","1584","2003-05-22","1593","2003-05-16","1597","2003-05-16","1597","2003-04-21","1616","2002-08-19","1781","2002-01-14","1932","2001-12-13","1952","2001-09-27","2004","2001-02-08","2165"
"Selective Service System","Agency Overall","2009","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
