"Agency","Component","Fiscal Year","<1-20 Days","21-40 Days","41-60 Days","61-80 Days","81-100 Days","101-120 Days","121-140 Days","141-160 Days","161-180 Days","181-200 Days","201-300 Days","301-400 Days","401+ Days","Total"
"U.S. Department of State","Agency Overall","2018","0","0","0","0","0","1","2","0","0","0","7","3","13","26"
"Occupational Safety and Health Review Commission","Agency Overall","2018","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Office of the United States Trade Representative","Agency Overall","2018","6","0","0","0","0","0","0","0","0","0","0","0","0","6"
"Federal Reserve System","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"U.S. Agency for International Development","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","3","3"
"U.S. Election Assistance Commission","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Small Business Administration","Agency Overall","2018","16","3","3","1","1","0","0","0","0","0","0","0","0","24"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2018","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Presidio Trust","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Science and Technology Policy","Agency Overall","2018","1","0","1","0","0","0","0","0","0","0","0","0","0","2"
"Farm Credit Administration","Agency Overall","2018","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Federal Housing Finance Agency","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Commerce","Agency Overall","2018","9","0","5","3","9","3","4","1","0","2","7","0","0","43"
"United States Institute of Peace","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nuclear Regulatory Commission","Agency Overall","2018","1","2","0","0","1","0","0","0","0","0","0","0","0","4"
"Overseas Private Investment Corporation","Agency Overall","2018","3","1","0","0","0","0","0","0","0","0","0","0","0","4"
"Selective Service System","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Export-Import Bank of the U.S.","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States International Boundary and Water Commission","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Justice","Agency Overall","2018","44","33","23","10","10","11","20","15","16","17","27","17","17","260"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Access Board","Agency Overall","2018","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"U.S. Interagency Council on Homelessness","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Management and Budget","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Financial Institutions Examination Council","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2018","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Pension Benefit Guaranty Corporation","Agency Overall","2018","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Central Intelligence Agency","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Defense Nuclear Facilities Safety Board","Agency Overall","2018","1","2","0","0","0","0","0","0","0","0","0","0","0","3"
"Advisory Council on Historic Preservation","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Council on Disability","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Postal Regulatory Commission","Agency Overall","2018","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Farm Credit System Insurance Corporation","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Maritime Commission","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Labor Relations Board","Agency Overall","2018","28","6","1","1","1","1","1","1","0","0","0","0","0","40"
"National Aeronautics and Space Administration","Agency Overall","2018","2","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Department of Veterans Affairs","Agency Overall","2018","51","15","5","2","3","3","5","1","0","1","0","2","2","90"
"Commission of Fine Arts","Agency Overall","2018","2","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Department of Energy","Agency Overall","2018","0","3","0","0","0","0","0","0","0","0","0","0","0","3"
"Environmental Protection Agency","Agency Overall","2018","3","1","5","2","0","0","1","0","1","1","8","10","24","56"
"National Endowment for the Humanities","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Commission on Civil Rights","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Labor","Agency Overall","2018","55","8","3","1","2","2","0","0","0","0","2","1","1","75"
"Federal Labor Relations Authority","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Science Foundation","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Energy Regulatory Commission","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Trade Commission","Agency Overall","2018","1","0","1","1","0","0","1","0","0","0","0","0","0","4"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marine Mammal Commission","Agency Overall","2018","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"Office of Special Counsel","Agency Overall","2018","5","3","1","0","1","1","0","0","2","0","0","0","3","16"
"United States Postal Service","Agency Overall","2018","6","0","0","0","0","0","0","0","0","0","0","0","0","6"
"Equal Employment Opportunity Commission","Agency Overall","2018","1","0","0","0","0","0","0","0","0","0","1","0","0","2"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2018","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Department of the Interior","Agency Overall","2018","19","5","4","4","2","1","3","0","1","0","3","0","1","43"
"Federal Mine Safety and Health Review Commission","Agency Overall","2018","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Denali Commission","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Archives and Records Administration","Agency Overall","2018","208","0","1","1","0","0","0","0","0","0","0","0","0","210"
"United States Copyright Office","Agency Overall","2018","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Social Security Administration","Agency Overall","2018","2","2","0","3","1","0","0","0","0","0","0","0","0","8"
"National Transportation Safety Board","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Administrative Conference of the United States","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Credit Union Administration","Agency Overall","2018","1","1","2","0","0","0","0","0","0","0","0","0","0","4"
"Surface Transportation Board","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Institute of Museum and Library Services","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tennessee Valley Authority","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Council on Environmental Quality","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Transportation","Agency Overall","2018","5","4","0","1","0","0","0","0","0","0","0","0","2","12"
"National Endowment for the Arts","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Open Market Committee","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Consumer Product Safety Commission","Agency Overall","2018","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Department of Defense","Agency Overall","2018","284","58","20","8","10","6","6","1","0","3","6","5","8","415"
"Millennium Challenge Corporation","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"American Battle Monuments Commission","Agency Overall","2018","2","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Social Security Advisory Board","Agency Overall","2018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Election Commission","Agency Overall","2018","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"All agencies","Agency Overall","2018","1157","273","149","91","81","56","64","56","43","43","112","50","120","2295"
