"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Peace Corps","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Education","Agency Overall","2018","2016-05-03","605","2016-03-31","628","2016-01-21","677","2015-12-01","711","2015-10-27","734","2015-08-26","776","2014-11-28","962","2014-06-13","1077","2014-03-07","1146","2012-07-10","1561"
"Office of National Drug Control Policy","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Housing and Urban Development","Agency Overall","2018","2018-06-06","81","2018-06-06","81","2018-05-30","86","2018-03-29","129","2018-03-15","139","2018-03-01","141","2017-12-11","203","2017-11-27","213","2016-07-13","557","2016-04-22","613"
"Armed Forces Retirement Home","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Capital Planning Commission","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Communications Commission","Agency Overall","2018","2018-08-01","41","2018-07-10","57","2018-04-12","118","2018-02-26","151","2018-02-09","161","2017-10-31","229","2017-07-26","296","2017-01-24","424","2016-06-23","569","2016-03-18","637"
"Legal Services Corporation","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2018-09-24","4","2018-09-24","4"
"United States International Trade Commission","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Inter-American Foundation","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Retirement Thrift Investment Board","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of the Treasury","Agency Overall","2018","2012-02-23","1660","2011-11-03","1734","2011-09-07","1774","2011-09-01","1777","2011-08-31","1778","2011-07-26","1804","2011-07-15","1811","2011-04-06","1881","2011-02-02","1925","2010-09-06","2026"
"Office of Personnel Management","Agency Overall","2018","2017-10-23","235","2017-09-19","258","2017-08-21","278","2017-08-21","278","2017-08-01","292","2017-04-07","372","2016-03-18","648","2016-03-18","648","2016-02-19","657","2016-02-01","670"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"James Madison Memorial Fellowship Foundation","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the Director of National Intelligence","Agency Overall","2018","2016-01-14","682","2015-10-07","748","2015-05-13","850","2014-10-27","986","2014-10-15","994","2014-09-25","1007","2014-01-07","1189","2013-11-26","1216","2013-03-20","1390","2012-11-13","1476"
"United States Trade and Development Agency","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Appraisal Subcommittee","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Railroad Retirement Board","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Deposit Insurance Corporation","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Railroad Passenger Corporation","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2018-04-19","113","2017-08-02","293","2017-03-28","383"
"Department of Health and Human Services","Agency Overall","2018","2013-08-28","1277","2013-08-19","1284","2013-07-19","1305","2013-06-04","1337","2012-12-12","1456","2012-04-23","1618","2012-04-17","1622","2012-04-12","1625","2011-12-09","1695","2011-06-21","1828"
"U.S. Department of State","Agency Overall","2018","2013-04-02","1386","2013-03-28","1391","2013-03-01","1408","2012-10-11","1503","2012-10-09","1505","2012-05-25","1598","2012-04-03","1636","2012-03-02","1658","2011-12-20","1707","2011-11-11","1732"
"Occupational Safety and Health Review Commission","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the United States Trade Representative","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2018-09-20","7","2018-09-20","7"
"Federal Reserve System","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2018-07-11","57","2018-05-18","93"
"U.S. Agency for International Development","Agency Overall","2018","N/A","0","N/A","0","N/A","0","2018-09-28","0","2018-09-26","2","2018-09-21","5","2018-08-22","26","2018-08-09","35","2018-04-24","110","2018-02-13","159"
"U.S. Election Assistance Commission","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Small Business Administration","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2018-09-20","6"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Presidio Trust","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Science and Technology Policy","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Farm Credit Administration","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Housing Finance Agency","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Commerce","Agency Overall","2018","2015-03-09","897","2015-02-25","906","2015-01-07","938","2014-08-15","1034","2014-02-11","1163","2013-05-02","1359","2013-04-29","1362","2013-01-28","1426","2012-11-02","1482","2010-03-23","2141"
"United States Institute of Peace","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Nuclear Regulatory Commission","Agency Overall","2018","2018-06-28","64","2018-06-28","64","2018-06-28","64","2018-06-28","64","2018-05-14","96","2017-11-17","217","2017-11-09","222","2017-05-26","337","2017-04-19","364","2016-11-01","479"
"Overseas Private Investment Corporation","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Selective Service System","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Export-Import Bank of the U.S.","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States International Boundary and Water Commission","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Justice","Agency Overall","2018","2017-12-15","198","2017-12-05","206","2017-12-05","206","2017-12-05","206","2017-11-22","214","2017-11-13","221","2017-11-02","227","2017-10-26","232","2017-10-16","240","2017-10-11","243"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Access Board","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Interagency Council on Homelessness","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Management and Budget","Agency Overall","2018","2018-05-25","88","2018-02-23","153","2017-10-03","250","2017-09-28","252","2017-09-28","252","2017-08-23","277","2017-07-28","295","2017-05-01","357","2017-04-07","373","2015-05-13","789"
"Federal Financial Institutions Examination Council","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","2017-04-03","376","2017-04-03","376","2017-04-03","376","2017-04-03","376","2017-04-03","376","2017-04-03","376"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2018-09-24","4"
"Central Intelligence Agency","Agency Overall","2018","2013-03-07","1399","2012-11-19","1472","2012-10-09","1500","2012-09-10","1520","2012-07-10","1563","2012-01-06","1691","2011-01-06","1766","2010-08-02","2005","2008-11-14","2478","2007-04-16","2877"
"Defense Nuclear Facilities Safety Board","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Advisory Council on Historic Preservation","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Council on Disability","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Postal Regulatory Commission","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Farm Credit System Insurance Corporation","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Maritime Commission","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Labor Relations Board","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2018-09-11","13","2018-09-04","18"
"National Aeronautics and Space Administration","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Veterans Affairs","Agency Overall","2018","2017-04-12","369","2017-03-01","399","2017-01-09","434","2016-12-15","449","2016-09-20","508","2016-09-20","508","2016-08-09","537","2016-06-08","580","2016-03-09","644","2015-06-03","835"
"Commission of Fine Arts","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Energy","Agency Overall","2018","N/A","0","2018-09-28","0","2017-05-24","340","2016-06-21","572","2015-04-20","867","2014-12-08","958","2013-11-15","1224","2013-10-16","1245","2013-10-10","1249","2012-07-03","1569"
"Environmental Protection Agency","Agency Overall","2018","2014-04-16","1118","2014-04-15","1119","2014-02-21","1156","2013-11-20","1218","2013-09-27","1254","2013-08-26","1277","2013-05-30","1338","2013-05-17","1346","2012-11-21","1468","2010-04-07","2128"
"National Endowment for the Humanities","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Commission on Civil Rights","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Labor","Agency Overall","2018","2014-09-29","1004","2014-07-07","1063","2012-08-09","1540","2012-06-15","1578","2011-12-06","1711","2011-12-06","1711","2011-12-06","1711","2011-12-06","1711","2011-12-06","1711","2011-11-21","1771"
"Federal Labor Relations Authority","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Science Foundation","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Energy Regulatory Commission","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2018-09-20","6","2018-08-21","27","2018-02-27","150"
"Federal Trade Commission","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2018-09-28","1","2018-09-27","2","2018-09-14","11","2018-09-05","18"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Marine Mammal Commission","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Special Counsel","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Postal Service","Agency Overall","2018","2018-09-10","14","2018-09-10","14","2018-09-10","14","2018-09-04","18","2018-09-04","18","2018-08-30","20","2018-08-29","21","2018-08-21","27","2018-08-20","28","2018-07-24","47"
"Equal Employment Opportunity Commission","Agency Overall","2018","2018-09-12","12","2018-09-11","13","2018-09-08","14","2018-08-27","23","2018-08-22","26","2018-08-22","26","2018-08-02","40","2018-08-01","41","2018-06-29","63","2018-06-27","65"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of the Interior","Agency Overall","2018","2013-08-28","1278","2013-08-12","1290","2013-07-31","1298","2013-06-27","1321","2013-03-28","1385","2013-03-21","1390","2012-12-20","1451","2012-10-23","1491","2012-10-16","1496","2012-10-05","1502"
"Federal Mine Safety and Health Review Commission","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Denali Commission","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Archives and Records Administration","Agency Overall","2018","2014-10-08","998","2014-10-06","1000","2014-10-06","1000","2014-08-26","1028","2014-08-15","1035","2014-05-22","1094","2014-04-24","1114","2014-03-14","1143","2013-07-12","1310","2012-10-26","1488"
"United States Copyright Office","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Social Security Administration","Agency Overall","2018","2018-07-23","49","2018-07-18","53","2018-06-06","83","2018-05-31","87","2018-05-31","87","2018-05-30","88","2018-05-07","104","2018-04-12","122","2018-02-15","162","2017-10-31","239"
"National Transportation Safety Board","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2018-07-16","54"
"Administrative Conference of the United States","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Credit Union Administration","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Surface Transportation Board","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Institute of Museum and Library Services","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Tennessee Valley Authority","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Council on Environmental Quality","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2018-04-03","125"
"Department of Transportation","Agency Overall","2018","2015-11-19","718","2015-11-19","718","2015-11-19","718","2015-11-19","718","2015-10-13","744","2015-09-28","754","2015-09-21","759","2015-09-18","760","2015-07-17","804","2014-08-11","1038"
"National Endowment for the Arts","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Open Market Committee","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Consumer Product Safety Commission","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2018-08-16","30"
"Department of Defense","Agency Overall","2018","2009-07-16","2310","2009-07-09","2315","2009-06-26","2323","2009-03-10","2400","2009-02-11","2418","2009-01-28","2428","2009-01-06","2443","2008-10-01","2507","2008-09-17","2517","2008-08-26","2532"
"Millennium Challenge Corporation","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"American Battle Monuments Commission","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Social Security Advisory Board","Agency Overall","2018","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Election Commission","Agency Overall","2018","N/A","0","2018-08-30","20","2018-08-10","34","2018-07-23","48","2018-07-23","48","2018-06-20","70","2014-03-26","1132","2014-02-20","1156","2013-11-27","1212","2012-02-28","1653"
