"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"Office of Management and Budget","Agency Overall","2020","2020-09-09","15","2020-09-09","15","2020-09-09","15","2020-09-02","19","2020-09-02","19","2020-08-19","29","2020-08-14","32","2020-07-22","49","2020-06-30","64","2020-05-14","96"
"Farm Credit Administration","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Science Foundation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-09-25","4"
"Merit Systems Protection Board","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States Institute of Peace","Agency Overall","2020","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0"
"Social Security Advisory Board","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Council on Environmental Quality","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-08-19","30"
"Administrative Conference of the United States","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Science and Technology Policy","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Election Assistance Commission","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Millennium Challenge Corporation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"American Battle Monuments Commission","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Election Commission","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Health and Human Services","Agency Overall","2020","2017-11-13","724","2017-11-02","730","2017-10-26","735","2017-10-11","746","2017-09-22","758","2017-08-18","782","2017-04-21","854","2017-04-21","865","2016-05-05","1106","2016-03-01","1153"
"Central Intelligence Agency","Agency Overall","2020","2016-06-22","1074","2016-06-08","1084","2016-06-03","1087","2016-05-25","1093","2015-12-22","1200","2015-12-15","1205","2015-12-14","1206","2015-11-25","1218","2015-11-04","1232","2015-02-12","1416"
"Selective Service System","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Defense Nuclear Facilities Safety Board","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Interagency Council on Homelessness","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Trade Commission","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"United States African Development Foundation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-08-25","30"
"Department of Energy","Agency Overall","2020","2018-05-31","583","2018-05-07","600","2017-11-03","724","2017-10-31","727","2017-09-14","759","2017-07-24","796","2017-06-26","815","2017-01-09","930","2016-10-13","988","2015-09-29","1248"
"Department of Housing and Urban Development","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-09-23","5","2020-08-19","29"
"U.S. Agency for International Development","Agency Overall","2020","N/A","0","N/A","0","N/A","0","2020-09-30","0","2020-09-24","4","2020-09-22","6","2020-09-18","8","2020-09-16","10","2020-09-15","11","2020-09-10","14"
"Department of Veterans Affairs","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","2020-09-03","18","2020-06-25","67","2019-08-16","281","2019-01-24","424","2018-09-11","515","2017-06-22","821"
"U.S. Department of State","Agency Overall","2020","2019-11-18","219","2019-10-29","232","2019-10-10","244","2019-10-08","246","2019-09-26","254","2019-08-21","279","2019-08-06","290","2019-08-06","290","2019-07-03","313","2015-07-07","1315"
"Court Services and Offender Supervision Agency","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Institute of Museum and Library Services","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Arts","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N\A","0"
"Equal Employment Opportunity Commission","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Export-Import Bank of the U.S.","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Personnel Management","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Labor","Agency Overall","2020","2020-03-16","139","2020-03-16","139","2020-02-12","161","2020-02-12","161","2020-01-13","182","2020-01-13","182","2019-09-16","204","2019-07-18","303","2019-04-25","361","2019-01-31","420"
"Federal Mediation and Conciliation Service","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Deposit Insurance Corporation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Aeronautics and Space Administration","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-09-30","1","2020-09-16","10"
"Advisory Council on Historic Preservation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Postal Regulatory Commission","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"James Madison Memorial Fellowship Foundation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Peace Corps","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Harry S. Truman Scholarship Foundation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Defense","Agency Overall","2020","2012-07-12","2085","2012-07-12","2085","2012-07-12","2085","2012-07-12","2085","2012-07-12","2085","2012-07-12","2085","2012-07-12","2085","2012-05-22","2120","2011-06-24","2348","2010-03-24","2611"
"Environmental Protection Agency","Agency Overall","2020","2019-10-01","251","2019-07-26","297","2019-07-22","301","2019-04-19","365","2019-04-19","365","2019-04-15","369","2018-09-24","507","2017-09-12","766","2017-09-11","767","2017-08-24","778"
"Federal Housing Finance Agency","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Council on Disability","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Agency for Global Media","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Farm Credit System Insurance Corporation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Humanities","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
