"Agency","Component","Fiscal Year","<1-20 Days","21-40 Days","41-60 Days","61-80 Days","81-100 Days","101-120 Days","121-140 Days","141-160 Days","161-180 Days","181-200 Days","201-300 Days","301-400 Days","401+ Days","Total"
"National Security Commission on Artificial Intelligence","Agency Overall","2020","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"Department of Justice","Agency Overall","2020","3868","1534","948","632","461","412","375","340","281","249","885","610","3242","13837"
"Office of Special Counsel","Agency Overall","2020","9","4","5","8","15","6","2","4","5","5","18","15","13","109"
"Federal Maritime Commission","Agency Overall","2020","9","4","2","1","1","0","0","0","0","0","0","0","0","17"
"U.S. Commission for the Preservation of America’s Heritage Abroad","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Securities and Exchange Commission","Agency Overall","2020","6","0","1","1","1","0","0","1","0","0","0","0","3","13"
"Department of Transportation","Agency Overall","2020","549","438","205","133","105","76","86","56","43","39","188","206","321","2445"
"Department of the Interior","Agency Overall","2020","276","171","127","66","73","44","42","44","38","28","109","93","363","1474"
"United States International Trade Commission","Agency Overall","2020","0","4","0","0","0","0","0","0","0","0","0","0","0","4"
"Department of Homeland Security","Agency Overall","2020","42183","40289","46092","23026","10972","3851","3678","2974","3051","2153","4325","928","1435","184957"
"Federal Retirement Thrift Investment Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Denali Commission","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Indian Gaming Commission","Agency Overall","2020","0","2","2","0","1","0","0","0","0","0","0","0","1","6"
"National Railroad Passenger Corporation","Agency Overall","2020","74","13","17","10","8","6","5","6","3","5","20","13","46","226"
"National Archives and Records Administration","Agency Overall","2020","102","20","5","6","3","1","4","7","7","2","15","13","275","460"
"Department of Education","Agency Overall","2020","60","165","110","85","56","38","39","24","26","18","101","90","191","1003"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","3","3"
"National Capital Planning Commission","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Labor Relations Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of the Treasury","Agency Overall","2020","4256","1006","546","296","186","124","95","55","41","22","103","33","135","6898"
"U.S. Railroad Retirement Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Commission of Fine Arts","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Commission on Civil Rights","Agency Overall","2020","2","0","0","0","1","0","0","0","2","0","2","0","0","7"
"United States Access Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of the United States Trade Representative","Agency Overall","2020","2","2","2","1","4","2","5","2","1","0","2","0","0","23"
"Occupational Safety and Health Review Commission","Agency Overall","2020","1","4","0","0","0","0","0","0","0","0","0","0","0","5"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of the Director of National Intelligence","Agency Overall","2020","87","10","11","3","12","5","0","3","0","3","5","8","35","182"
"Federal Communications Commission","Agency Overall","2020","7","56","31","19","7","5","0","2","2","1","2","0","0","132"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2020","2","4","1","0","1","1","0","1","0","0","0","0","0","10"
"Department of Commerce","Agency Overall","2020","193","107","47","19","26","23","8","13","6","23","41","26","87","619"
"Office of National Drug Control Policy","Agency Overall","2020","0","2","1","0","1","0","3","0","0","2","2","0","2","13"
"National Credit Union Administration","Agency Overall","2020","26","68","7","1","0","1","0","0","0","0","0","0","0","103"
"United States Copyright Office","Agency Overall","2020","0","0","0","0","0","0","0","1","1","0","0","1","2","5"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2020","13","8","1","0","2","2","0","0","1","0","5","3","21","56"
"Federal Mine Safety and Health Review Commission","Agency Overall","2020","4","0","1","0","0","0","0","0","0","0","0","0","0","5"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2020","0","0","0","0","0","1","1","0","0","0","0","0","0","2"
"United States Trade and Development Agency","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"U.S. International Development Finance Corporation","Agency Overall","2020","0","1","0","2","0","0","0","1","1","0","0","0","0","5"
"United States Postal Service","Agency Overall","2020","92","72","11","5","5","6","3","3","1","0","1","2","1","202"
"Small Business Administration","Agency Overall","2020","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"Appraisal Subcommittee","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Surface Transportation Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Social Security Administration","Agency Overall","2020","119","102","76","47","36","21","17","10","12","4","12","3","0","459"
"Marine Mammal Commission","Agency Overall","2020","0","1","0","0","0","0","1","0","0","0","0","0","0","2"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Mediation Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Transportation Safety Board","Agency Overall","2020","101","44","23","10","7","7","7","5","13","14","40","26","368","665"
"Office of Government Ethics","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Management and Budget","Agency Overall","2020","0","0","0","1","0","5","3","1","1","1","10","30","209","261"
"Farm Credit Administration","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Science Foundation","Agency Overall","2020","32","19","23","6","9","4","6","7","4","7","12","1","20","150"
"Merit Systems Protection Board","Agency Overall","2020","8","3","1","1","4","0","0","1","0","0","2","0","9","29"
"United States Institute of Peace","Agency Overall","2020","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"Social Security Advisory Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Council on Environmental Quality","Agency Overall","2020","1","1","0","0","1","2","0","0","0","0","2","1","6","14"
"Administrative Conference of the United States","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Science and Technology Policy","Agency Overall","2020","4","1","1","2","0","0","0","1","0","0","0","2","6","17"
"U.S. Election Assistance Commission","Agency Overall","2020","1","0","0","0","0","1","2","0","0","0","2","0","0","6"
"Millennium Challenge Corporation","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"American Battle Monuments Commission","Agency Overall","2020","3","1","1","0","1","0","0","0","0","0","0","0","0","6"
"Federal Election Commission","Agency Overall","2020","15","8","2","6","2","1","3","2","1","0","3","7","13","63"
"Department of Health and Human Services","Agency Overall","2020","11042","2033","924","712","465","418","364","387","376","360","1831","462","1479","20853"
"Central Intelligence Agency","Agency Overall","2020","6","114","71","92","88","119","54","91","40","27","169","70","308","1249"
"Selective Service System","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Defense Nuclear Facilities Safety Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Interagency Council on Homelessness","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Trade Commission","Agency Overall","2020","255","61","24","19","8","5","1","3","3","1","2","2","1","385"
"United States African Development Foundation","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Energy","Agency Overall","2020","106","59","39","39","25","28","19","19","20","18","46","19","50","487"
"Department of Housing and Urban Development","Agency Overall","2020","80","54","14","10","6","3","4","1","4","9","13","18","73","289"
"U.S. Agency for International Development","Agency Overall","2020","87","28","12","10","17","16","9","10","3","6","24","10","50","282"
"Department of Veterans Affairs","Agency Overall","2020","214","843","347","198","135","90","71","83","46","95","353","100","244","2819"
"U.S. Department of State","Agency Overall","2020","41","48","134","627","426","1648","684","388","281","72","142","107","236","4834"
"Court Services and Offender Supervision Agency","Agency Overall","2020","162","0","0","0","0","0","0","0","0","0","0","0","0","162"
"Institute of Museum and Library Services","Agency Overall","2020","0","1","0","1","0","0","1","0","0","0","0","0","3","6"
"National Endowment for the Arts","Agency Overall","2020","0","2","1","0","0","0","0","0","0","0","0","0","0","3"
"Equal Employment Opportunity Commission","Agency Overall","2020","574","120","66","55","52","25","5","2","0","1","1","2","0","903"
"Export-Import Bank of the U.S.","Agency Overall","2020","6","4","3","5","0","1","0","0","1","0","7","3","12","42"
"Office of Personnel Management","Agency Overall","2020","125","72","30","17","8","5","5","6","4","6","13","11","38","340"
"Department of Labor","Agency Overall","2020","6276","2029","709","382","240","157","124","89","95","58","144","66","270","10639"
"Federal Mediation and Conciliation Service","Agency Overall","2020","22","1","0","0","0","0","0","0","0","0","0","0","0","23"
"Federal Deposit Insurance Corporation","Agency Overall","2020","44","20","3","0","1","0","1","0","0","0","0","0","0","69"
"National Aeronautics and Space Administration","Agency Overall","2020","142","99","41","27","14","6","3","3","0","1","0","1","0","337"
"Advisory Council on Historic Preservation","Agency Overall","2020","4","1","0","0","0","0","0","0","1","0","0","0","1","7"
"Postal Regulatory Commission","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Madison Memorial Fellowship Foundation","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peace Corps","Agency Overall","2020","16","3","2","0","0","0","1","0","0","1","0","1","2","26"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2020","13","9","0","0","0","0","0","0","0","0","0","0","0","22"
"Harry S. Truman Scholarship Foundation","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Defense","Agency Overall","2020","8355","4574","1944","1254","777","570","511","311","329","247","695","583","1035","21185"
"Environmental Protection Agency","Agency Overall","2020","317","267","137","106","89","56","34","31","30","12","65","46","338","1528"
"Federal Housing Finance Agency","Agency Overall","2020","8","2","4","1","1","2","5","2","1","0","2","1","2","31"
"National Council on Disability","Agency Overall","2020","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Agency for Global Media","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Farm Credit System Insurance Corporation","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Endowment for the Humanities","Agency Overall","2020","0","4","2","1","0","0","1","0","0","0","0","0","0","8"
"All agencies","Agency Overall","2020","81651","55545","53301","28217","14526","7914","6355","5071","4850","3534","9692","3829","11379","285864"
