"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"United States Postal Service","Agency Overall","2020","2019-08-14","284","2019-08-01","293","2019-07-24","299","2019-05-22","342","2019-01-30","421","2018-06-20","556","2018-06-14","562","2018-04-23","598","2018-04-17","604","2018-04-10","622"
"Small Business Administration","Agency Overall","2020","2020-03-12","141","2020-03-11","142","2020-02-28","150","2020-02-20","156","2020-02-13","159","2020-02-12","160","2019-12-10","202","2019-12-04","207","2019-11-06","223","2019-07-24","298"
"Appraisal Subcommittee","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Surface Transportation Board","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Social Security Administration","Agency Overall","2020","2020-02-12","162","2019-11-19","217","2019-11-12","222","2019-11-12","222","2019-10-08","245","2019-09-26","253","2019-09-03","270","2019-07-10","308","2019-07-10","308","2019-05-10","349"
"Marine Mammal Commission","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-08-21","27","2020-08-04","40","2020-03-15","135"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Mediation Board","Agency Overall","2020","N/a","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Transportation Safety Board","Agency Overall","2020","2019-03-11","394","2019-03-11","394","2019-03-07","396","2019-03-05","398","2019-03-05","398","2019-02-22","405","2019-02-13","411","2019-02-06","416","2019-02-04","418","2019-02-01","419"
"Office of Government Ethics","Agency Overall","2020","2020-02-24","154","2020-02-11","162","2020-01-24","174","2019-11-04","226","2019-10-16","239","2019-09-23","255","2019-08-28","272","2019-05-10","347","2019-04-02","375","2019-02-11","410"
"Office of Management and Budget","Agency Overall","2020","2017-03-29","882","2017-03-22","887","2017-03-15","892","2017-03-06","899","2017-03-06","899","2017-02-10","914","2017-01-31","922","2016-12-19","950","2016-12-06","959","2016-11-13","974"
"Farm Credit Administration","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Science Foundation","Agency Overall","2020","2014-04-15","1604","2014-04-15","1604","2014-03-20","1622","2014-02-24","1640","2014-02-07","1650","2014-02-06","1651","2014-01-03","1675","2013-11-26","1701","2013-11-18","1708","2013-10-24","1725"
"Merit Systems Protection Board","Agency Overall","2020","2017-01-24","923","2017-01-10","934","2017-01-04","937","2016-12-06","956","2016-11-15","970","2016-09-15","1011","2016-08-08","1038","2016-08-08","1038","2016-02-16","1160","2015-06-08","1208"
"United States Institute of Peace","Agency Overall","2020","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","2020-03-20","136","2020-02-17","159","2020-02-02","169","2020-02-02","169"
"Social Security Advisory Board","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-03-19","137"
"Council on Environmental Quality","Agency Overall","2020","2017-12-06","707","2017-09-19","761","2017-08-29","775","2017-08-22","780","2017-07-13","808","2017-06-15","827","2017-06-06","834","2017-05-08","855","2017-04-18","869","2016-12-19","951"
"Administrative Conference of the United States","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Science and Technology Policy","Agency Overall","2020","2018-02-15","654","2018-02-12","657","2018-02-06","661","2018-01-08","680","2017-11-17","712","2017-11-02","721","2017-08-03","784","2017-06-30","807","2016-12-05","948","2016-11-16","959"
"U.S. Election Assistance Commission","Agency Overall","2020","2019-10-18","236","2019-09-09","257","2019-09-09","257","2019-08-08","286","2019-07-29","294","2019-06-24","318","2019-05-21","341","2019-05-20","341","2019-05-20","341","2019-01-31","418"
"Millennium Challenge Corporation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-07-29","44"
"American Battle Monuments Commission","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Election Commission","Agency Overall","2020","2020-01-31","169","2019-10-21","237","2019-04-03","376","2019-03-21","385","2018-12-20","445","2018-07-10","558","2018-05-29","587","2018-04-11","620","2018-01-24","674","2014-05-14","1599"
"Department of Health and Human Services","Agency Overall","2020","2013-09-27","1722","2013-08-30","1741","2013-10-18","1744","2013-08-26","1745","2013-07-25","1767","2013-07-13","1773","2013-06-25","1788","2013-07-11","1885","2013-06-25","1897","2012-08-22","1999"
"Central Intelligence Agency","Agency Overall","2020","2011-04-13","2378","2011-04-11","2380","2010-12-01","2424","2011-01-20","2436","2011-01-14","2439","2011-01-04","2447","2010-11-03","2470","2009-01-28","2830","2009-04-15","2878","2009-01-28","2932"
"Selective Service System","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Defense Nuclear Facilities Safety Board","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Interagency Council on Homelessness","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","N/A"
"Federal Trade Commission","Agency Overall","2020","2020-09-14","12","2020-09-14","12","2020-09-10","12","2020-09-09","15","2020-09-01","20","2020-08-28","22","2020-08-19","29","2020-08-11","35","2020-07-30","43","2020-07-20","51"
"United States African Development Foundation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-08-01","42"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-08-25","30"
"Department of Energy","Agency Overall","2020","2016-02-16","1156","2015-09-23","1253","2015-09-09","1263","2015-09-02","1267","2015-08-27","1271","2014-03-13","1637","2013-12-11","1699","2013-08-19","1777","2013-05-21","1839","2013-04-04","1871"
"Department of Housing and Urban Development","Agency Overall","2020","2016-09-01","1022","2016-08-30","1024","2016-05-24","1092","2016-05-11","1101","2016-05-04","1106","2016-04-11","1123","2016-02-19","1159","2016-02-16","1162","2016-01-11","1186","2015-11-18","1221"
"U.S. Agency for International Development","Agency Overall","2020","2017-01-05","939","2016-11-18","970","2016-10-12","996","2016-09-08","1004","2016-08-31","1024","2016-08-19","1032","2016-08-19","1032","2016-08-19","1032","2016-07-20","1054","2016-06-21","1074"
"Department of Veterans Affairs","Agency Overall","2020","2013-03-11","1898","2013-01-31","1924","2013-01-22","1931","2012-12-14","1955","2012-11-20","1972","2012-11-15","1975","2012-11-07","1980","2012-11-06","1981","2012-10-25","1989","2012-10-23","1991"
"U.S. Department of State","Agency Overall","2020","2007-05-03","3366","2007-04-25","3372","2007-04-23","3374","2007-04-16","3379","2007-03-28","3392","2007-03-12","3404","2007-02-07","3426","2007-01-11","3444","2006-11-27","3475","2006-11-26","3475"
"Court Services and Offender Supervision Agency","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Institute of Museum and Library Services","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-09-22","7","2020-09-21","8"
"National Endowment for the Arts","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-09-09","15"
"Equal Employment Opportunity Commission","Agency Overall","2020","2019-11-20","217","2019-11-04","228","2019-10-28","233","2019-10-03","249","2019-06-13","327","2019-04-24","362","2019-02-13","411","2019-02-13","411","2019-02-04","418","2017-10-02","750"
"Export-Import Bank of the U.S.","Agency Overall","2020","2019-07-03","313","2019-06-12","328","2019-03-21","386","2019-02-21","406","2019-01-23","426","2018-10-23","487","2018-05-22","593","2018-02-23","655","2017-06-23","821","2015-08-06","1293"
"Office of Personnel Management","Agency Overall","2020","2017-02-15","912","2017-02-10","915","2017-02-06","919","2017-02-03","920","2017-01-19","931","2016-11-23","968","2016-11-08","978","2016-10-14","995","2016-10-03","1003","2016-03-25","1136"
"Department of Labor","Agency Overall","2020","2014-02-21","1660","2014-02-21","1660","2014-02-21","1660","2014-02-21","1660","2014-02-21","1660","2014-02-21","1660","2014-01-15","1685","2013-12-16","1705","2013-04-11","1876","2013-02-06","1921"
"Federal Mediation and Conciliation Service","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-09-18","8","2020-08-28","16"
"Federal Deposit Insurance Corporation","Agency Overall","2020","2020-08-13","33","2020-08-11","35","2020-06-04","82","2020-05-08","100","2020-04-20","114","2020-04-08","122","2020-04-08","122","2020-02-20","156","2020-02-18","158","2019-05-08","349"
"National Aeronautics and Space Administration","Agency Overall","2020","2020-04-29","107","2020-04-20","114","2020-12-27","126","2020-03-11","142","2020-03-11","142","2020-03-11","142","2020-02-19","156","2020-01-29","171","2019-06-13","327","2019-04-29","350"
"Advisory Council on Historic Preservation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-03-03","148"
"Postal Regulatory Commission","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-09-11","14"
"James Madison Memorial Fellowship Foundation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Peace Corps","Agency Overall","2020","2018-02-20","654","2018-02-14","657","2018-01-30","667","2017-08-18","778","2017-03-10","887","2017-02-09","907","2017-02-01","913","2016-12-07","952","2016-12-05","954","2016-11-21","963"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Harry S. Truman Scholarship Foundation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Defense","Agency Overall","2020","2006-03-16","3647","2006-02-06","3674","2006-01-17","3688","2005-12-22","3703","2005-12-08","3713","2005-10-06","3755","2005-08-09","3796","2005-08-08","3797","2005-07-12","3816","2005-03-03","3907"
"Environmental Protection Agency","Agency Overall","2020","2015-06-12","1332","2014-09-08","1523","2014-07-28","1550","2014-06-26","1573","2014-05-06","1604","2014-03-07","1650","2014-02-14","1662","2013-11-26","1714","2013-07-09","1808","2013-05-16","1851"
"Federal Housing Finance Agency","Agency Overall","2020","2017-12-21","697","2017-10-18","741","2017-10-17","742","2017-09-21","759","2016-11-28","965","2016-11-21","969","2016-05-16","1099","2016-05-09","1104","2015-11-12","1226","2015-09-29","1256"
"National Council on Disability","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2020","2018-07-12","584","2017-10-04","773","2017-08-23","803","2017-08-23","803","2017-07-27","822","2017-07-10","835","2017-07-05","838","2017-05-31","862","2017-03-08","920","2017-03-06","922"
"U.S. Agency for Global Media","Agency Overall","2020","2019-09-20","257","2019-09-20","257","2019-08-26","275","2019-06-17","324","2019-04-25","360","2019-03-29","378","2019-03-14","389","2019-03-14","389","2018-12-06","454","2018-11-19","466"
"Farm Credit System Insurance Corporation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Humanities","Agency Overall","2020","N/A","0","N/A","0","N/A","0","2020-09-24","4","2020-09-21","7","2020-09-15","11","2020-08-24","26","2020-08-07","37","2020-07-29","44","2020-04-08","121"
