"Agency","Component","Fiscal Year","<1-20 Days","21-40 Days","41-60 Days","61-80 Days","81-100 Days","101-120 Days","121-140 Days","141-160 Days","161-180 Days","181-200 Days","201-300 Days","301-400 Days","401+ Days","Total"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2020","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Department of Commerce","Agency Overall","2020","17","4","0","1","1","2","2","0","5","12","12","6","8","70"
"Office of National Drug Control Policy","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Credit Union Administration","Agency Overall","2020","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"United States Copyright Office","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Mine Safety and Health Review Commission","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United States Trade and Development Agency","Agency Overall","2020","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"U.S. International Development Finance Corporation","Agency Overall","2020","0","0","1","1","0","1","0","0","0","0","0","0","0","3"
"United States Postal Service","Agency Overall","2020","11","0","0","0","0","0","0","0","0","0","0","0","0","11"
"Small Business Administration","Agency Overall","2020","33","12","3","0","0","0","0","0","0","0","0","0","0","48"
"Appraisal Subcommittee","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Surface Transportation Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Social Security Administration","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Marine Mammal Commission","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Mediation Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Transportation Safety Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Government Ethics","Agency Overall","2020","1","0","0","1","0","0","0","0","1","0","0","0","3","6"
"Office of Management and Budget","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Farm Credit Administration","Agency Overall","2020","2","0","0","0","0","0","0","0","0","0","0","0","0","2"
"National Science Foundation","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Merit Systems Protection Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"United States Institute of Peace","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Social Security Advisory Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Council on Environmental Quality","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Administrative Conference of the United States","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of Science and Technology Policy","Agency Overall","2020","6","1","0","1","0","1","0","0","0","1","0","0","0","10"
"U.S. Election Assistance Commission","Agency Overall","2020","0","0","1","0","0","1","1","0","0","0","0","0","0","3"
"Millennium Challenge Corporation","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"American Battle Monuments Commission","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Election Commission","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Health and Human Services","Agency Overall","2020","120","37","31","12","17","10","11","2","2","1","1","1","13","258"
"Central Intelligence Agency","Agency Overall","2020","3","2","0","3","1","0","0","0","0","0","0","0","0","9"
"Selective Service System","Agency Overall","2020","2","0","0","0","0","0","0","0","0","0","0","0","0","2"
"Defense Nuclear Facilities Safety Board","Agency Overall","2020","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"U.S. Interagency Council on Homelessness","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Federal Trade Commission","Agency Overall","2020","0","1","0","1","0","0","0","0","0","0","1","0","0","3"
"United States African Development Foundation","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Energy","Agency Overall","2020","3","0","1","1","1","0","0","0","1","1","0","0","0","8"
"Department of Housing and Urban Development","Agency Overall","2020","14","0","0","0","1","0","0","0","0","0","0","0","0","15"
"U.S. Agency for International Development","Agency Overall","2020","4","0","2","0","0","1","0","0","0","0","0","0","0","7"
"Department of Veterans Affairs","Agency Overall","2020","1","12","4","2","1","0","0","1","0","0","1","0","5","27"
"U.S. Department of State","Agency Overall","2020","17","15","7","8","4","4","1","1","1","0","4","4","25","91"
"Court Services and Offender Supervision Agency","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Institute of Museum and Library Services","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Endowment for the Arts","Agency Overall","2020","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Equal Employment Opportunity Commission","Agency Overall","2020","3","2","0","0","0","0","0","0","0","0","0","0","0","5"
"Export-Import Bank of the U.S.","Agency Overall","2020","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Office of Personnel Management","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Labor","Agency Overall","2020","116","12","3","2","1","1","1","0","0","0","0","0","1","137"
"Federal Mediation and Conciliation Service","Agency Overall","2020","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Federal Deposit Insurance Corporation","Agency Overall","2020","4","0","0","0","0","0","0","0","0","0","0","0","0","4"
"National Aeronautics and Space Administration","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Advisory Council on Historic Preservation","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Postal Regulatory Commission","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Madison Memorial Fellowship Foundation","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peace Corps","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Harry S. Truman Scholarship Foundation","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Department of Defense","Agency Overall","2020","452","47","19","14","9","9","5","5","4","1","8","3","7","583"
"Environmental Protection Agency","Agency Overall","2020","9","0","0","0","0","0","0","0","0","0","0","0","26","35"
"Federal Housing Finance Agency","Agency Overall","2020","2","0","0","0","0","0","0","0","0","0","0","0","0","2"
"National Council on Disability","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U.S. Agency for Global Media","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Farm Credit System Insurance Corporation","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"National Endowment for the Humanities","Agency Overall","2020","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"All agencies","Agency Overall","2020","1677","386","191","96","83","59","45","25","28","28","71","49","203","2941"
