"Agency","Component","Fiscal Year","Date","10th Oldest Number of Days Pending","Date","9th Oldest Number of Days Pending","Date","8th Oldest Number of Days Pending","Date","7th Oldest Number of Days Pending","Date","6th Oldest Number of Days Pending","Date","5th Oldest Number of Days Pending","Date","4th Oldest Number of Days Pending","Date","3rd Oldest Number of Days Pending","Date","2nd Oldest Number of Days Pending","Date","Oldest Number of Days Pending"
"National Mediation Board","Agency Overall","2020","N/A","0","N/a","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Transportation Safety Board","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-09-28","2"
"Office of Government Ethics","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Management and Budget","Agency Overall","2020","2020-08-28","22","2020-07-17","52","2019-12-12","202","2019-11-17","219","2019-11-11","223","2019-09-30","252","2018-05-21","594","2017-09-26","756","2017-09-25","757","2017-05-01","859"
"Farm Credit Administration","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Science Foundation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Merit Systems Protection Board","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2018-08-21","527","2018-08-21","527"
"United States Institute of Peace","Agency Overall","2020","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0","n/a","0"
"Social Security Advisory Board","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Council on Environmental Quality","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-07-13","56"
"Administrative Conference of the United States","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Science and Technology Policy","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Election Assistance Commission","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2019-01-29","416"
"Millennium Challenge Corporation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"American Battle Monuments Commission","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Election Commission","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-06-11","74","2020-06-08","77"
"Department of Health and Human Services","Agency Overall","2020","2014-06-30","1638","2014-03-18","1643","2014-02-18","1663","2014-03-10","1715","2013-04-04","1881","2012-04-17","2123","2012-04-23","2208","2012-04-12","2214","2011-12-09","2301","2011-06-21","2329"
"Central Intelligence Agency","Agency Overall","2020","2013-07-19","1808","2013-04-30","1864","2013-04-10","1878","2013-03-07","1902","2012-11-19","1975","2012-10-09","2003","2012-09-10","2023","2012-01-06","2194","2011-01-06","2269","2007-04-16","3380"
"Selective Service System","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Defense Nuclear Facilities Safety Board","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Interagency Council on Homelessness","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Trade Commission","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-09-17","9","2020-09-16","10","2020-09-15","11"
"United States African Development Foundation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Energy","Agency Overall","2020","2019-08-08","286","2018-11-20","463","2017-05-24","834","2016-06-21","1062","2015-04-20","1354","2014-12-08","1442","2013-11-15","1704","2013-10-16","1725","2013-10-10","1728","2012-07-03","2047"
"Department of Housing and Urban Development","Agency Overall","2020","N/A","0","N/A","0","N/A","0","2020-09-28","2","2020-09-08","16","2020-09-08","16","2020-09-08","16","2020-09-08","16","2020-09-08","16","2020-09-02","18"
"U.S. Agency for International Development","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-09-15","11","2020-08-25","25"
"Department of Veterans Affairs","Agency Overall","2020","2018-08-16","532","2018-01-12","682","2017-12-13","702","2017-08-17","782","2017-07-12","808","2017-06-01","836","2017-02-23","905","2016-12-28","943","2016-09-20","1010","2016-09-20","1010"
"U.S. Department of State","Agency Overall","2020","2014-06-03","1151","2014-02-22","1599","2014-04-14","1605","2014-02-25","1639","2014-01-22","1662","2013-12-06","1691","2013-12-05","1692","2013-06-10","1814","2013-04-18","1850","2013-03-28","1865"
"Court Services and Offender Supervision Agency","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Institute of Museum and Library Services","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Arts","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Equal Employment Opportunity Commission","Agency Overall","2020","2020-08-21","27","2020-05-21","91","2020-04-28","108","2020-03-10","143","2020-02-19","156","2020-01-14","180","2019-12-19","195","2019-12-05","205","2019-10-11","240","2019-10-08","243"
"Export-Import Bank of the U.S.","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of Personnel Management","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-04-06","124"
"Department of Labor","Agency Overall","2020","2016-06-29","1068","2016-06-13","1080","2016-05-07","1104","2016-03-17","1141","2016-02-05","1169","2016-02-05","1169","2016-01-15","1183","2015-12-16","1203","2015-12-11","1206","2015-11-05","1230"
"Federal Mediation and Conciliation Service","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Federal Deposit Insurance Corporation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-09-24","5"
"National Aeronautics and Space Administration","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-09-16","10"
"Advisory Council on Historic Preservation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Postal Regulatory Commission","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"James Madison Memorial Fellowship Foundation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Peace Corps","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Harry S. Truman Scholarship Foundation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Department of Defense","Agency Overall","2020","2010-10-07","2518","2010-09-24","2527","2010-09-08","2539","2010-08-02","2565","2010-06-14","2599","2010-05-12","2621","2010-04-21","2636","2010-03-10","2666","2010-03-04","2670","2009-12-15","2723"
"Environmental Protection Agency","Agency Overall","2020","N/A","0","2020-09-28","3","2020-09-28","3","2020-09-28","3","2020-09-25","4","2020-09-24","5","2020-09-22","7","2020-09-18","9","2020-09-15","12","2019-03-29","381"
"Federal Housing Finance Agency","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-08-03","41"
"National Council on Disability","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"U.S. Agency for Global Media","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","2020-06-01","93"
"Farm Credit System Insurance Corporation","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
"National Endowment for the Humanities","Agency Overall","2020","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0"
